connection_id,from_influencer,to_influencer,connection_type,strength,interaction_count,first_seen,last_interaction
144,282,23,tagged,0.846,60,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
145,146,301,duet,0.374,49,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
146,17,50,inspired_by,0.416,166,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
147,82,351,follows,0.47,25,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
148,73,287,collaborates,0.789,132,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
150,285,274,reshared,0.777,150,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
152,13,289,duet,0.983,187,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
153,268,255,inspired_by,0.203,87,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
155,3,343,collaborates,0.311,56,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
156,342,326,mentioned,0.365,180,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
157,412,162,reshared,0.512,18,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
159,280,4,duet,0.133,12,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
160,339,173,inspired_by,0.794,134,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
161,85,274,follows,0.602,142,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
162,1,291,collaborates,0.986,76,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
163,83,502,mentioned,0.143,41,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
164,79,25,reshared,0.691,166,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
165,141,84,tagged,0.895,118,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
166,72,19,duet,0.335,11,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
167,259,79,inspired_by,0.543,44,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
168,408,294,follows,0.994,34,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
171,144,263,reshared,0.364,144,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
172,327,370,tagged,0.239,161,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
173,88,479,duet,0.683,157,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
174,191,17,inspired_by,0.749,132,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
175,352,26,follows,0.936,156,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
176,65,509,collaborates,0.592,69,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
177,394,19,mentioned,0.875,68,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
178,170,489,reshared,0.804,109,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
179,347,92,tagged,0.381,153,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
180,388,217,duet,0.872,133,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
181,37,74,inspired_by,0.107,30,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
182,311,372,follows,0.843,172,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
183,438,477,collaborates,0.497,62,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
184,135,432,mentioned,0.365,7,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
185,282,81,reshared,0.151,190,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
186,339,488,tagged,0.418,166,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
188,233,302,inspired_by,0.391,149,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
190,361,194,collaborates,0.284,120,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
192,401,40,reshared,0.62,42,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
193,173,193,tagged,0.747,79,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
194,184,111,duet,0.547,34,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
195,53,292,inspired_by,0.336,9,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
196,154,78,follows,0.648,7,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
198,106,260,mentioned,0.668,98,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
199,239,367,reshared,0.584,84,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
200,7,485,tagged,0.136,86,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
201,172,142,duet,0.557,160,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
202,412,427,inspired_by,0.923,58,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
203,260,102,follows,0.789,197,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
204,271,423,collaborates,0.668,161,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
205,353,354,mentioned,0.582,194,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
207,39,134,tagged,0.834,73,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
208,75,280,duet,0.635,86,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
209,433,401,inspired_by,0.859,17,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
210,504,273,follows,0.391,71,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
212,163,137,mentioned,0.367,28,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
214,73,384,tagged,0.295,81,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
215,275,169,duet,0.248,186,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
216,186,265,inspired_by,0.75,66,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
217,503,317,follows,0.166,98,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
221,172,108,tagged,0.959,57,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
222,143,422,duet,0.852,72,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
223,49,5,inspired_by,0.117,65,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
224,18,25,follows,0.714,107,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
225,212,7,collaborates,0.292,130,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
226,113,237,mentioned,0.447,172,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
227,285,46,reshared,0.529,122,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
228,382,74,tagged,0.876,171,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
229,277,62,duet,0.296,126,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
230,167,291,inspired_by,0.721,12,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
231,322,49,follows,0.833,74,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
232,1,437,collaborates,0.808,176,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
233,254,473,mentioned,0.583,137,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
234,234,162,reshared,0.387,175,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
235,154,224,tagged,0.905,2,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
237,67,124,inspired_by,0.961,71,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
238,315,194,follows,0.638,5,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
239,55,15,collaborates,0.117,44,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
240,153,90,mentioned,0.769,8,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
241,519,7,reshared,0.367,37,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
242,236,95,tagged,0.761,165,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
243,286,59,duet,0.675,55,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
244,134,473,inspired_by,0.716,149,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
245,172,401,follows,0.751,121,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
246,111,201,collaborates,0.916,119,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
247,487,290,mentioned,0.913,148,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
248,252,32,reshared,0.922,59,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
251,182,310,inspired_by,0.664,172,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
252,146,147,follows,0.792,87,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
253,416,387,collaborates,0.841,101,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
254,290,338,mentioned,0.667,186,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
256,127,338,tagged,0.208,198,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
257,158,432,duet,0.711,28,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
258,448,71,inspired_by,0.48,136,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
259,191,183,follows,0.521,98,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
260,347,352,collaborates,0.126,147,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
261,156,379,mentioned,0.323,9,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
262,370,283,reshared,0.303,3,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
263,204,61,tagged,0.407,25,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
265,221,160,inspired_by,0.999,28,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
267,49,152,collaborates,0.997,45,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
268,170,343,mentioned,0.701,173,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
269,483,90,reshared,0.98,190,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
272,367,49,inspired_by,0.397,158,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
274,452,75,collaborates,0.909,79,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
275,10,127,mentioned,0.339,8,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
276,106,465,reshared,0.893,64,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
277,150,166,tagged,0.168,158,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
278,477,353,duet,0.411,74,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
279,170,134,inspired_by,0.641,25,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
280,149,232,follows,0.96,150,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
281,394,327,collaborates,0.376,39,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
282,418,295,mentioned,0.334,189,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
283,217,127,reshared,0.992,79,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
284,125,462,tagged,0.113,47,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
285,177,174,duet,0.327,124,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
286,401,352,inspired_by,0.244,196,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
287,377,122,follows,0.284,31,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
288,306,445,collaborates,0.229,155,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
290,240,74,reshared,0.34,141,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
291,293,35,tagged,0.267,31,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
292,294,188,duet,0.642,133,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
293,308,444,inspired_by,0.769,12,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
294,63,60,follows,0.761,96,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
295,449,267,collaborates,0.413,78,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
296,220,210,mentioned,0.751,58,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
297,424,116,reshared,0.458,140,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
298,16,147,tagged,0.945,180,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
299,209,228,duet,0.799,67,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
302,505,457,collaborates,0.332,147,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
303,44,301,mentioned,0.456,176,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
304,284,515,reshared,0.995,75,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
305,150,304,tagged,0.869,119,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
306,334,282,duet,0.611,198,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
307,152,271,inspired_by,0.454,32,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
308,457,201,follows,0.817,189,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
309,240,291,collaborates,0.19,78,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
310,146,510,mentioned,0.121,179,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
311,416,413,reshared,0.624,115,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
312,141,485,tagged,0.35,138,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
313,12,329,duet,0.938,135,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
314,158,114,inspired_by,0.377,76,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
316,137,29,collaborates,0.714,109,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
317,71,258,mentioned,0.346,165,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
318,505,10,reshared,0.347,18,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
321,79,169,inspired_by,0.852,37,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
322,314,55,follows,0.392,185,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
323,84,503,collaborates,0.314,108,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
324,19,367,mentioned,0.497,187,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
325,150,446,reshared,0.459,48,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
327,36,52,duet,0.631,155,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
328,34,515,inspired_by,0.721,124,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
329,482,366,follows,0.125,173,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
330,83,4,collaborates,0.524,60,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
331,241,266,mentioned,0.431,1,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
332,377,373,reshared,0.12,133,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
334,208,238,duet,0.74,44,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
335,220,222,inspired_by,0.962,133,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
336,50,8,follows,0.591,18,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
337,349,139,collaborates,0.467,39,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
338,371,475,mentioned,0.309,150,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
340,140,416,tagged,0.157,73,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
341,347,386,duet,0.281,93,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
342,233,209,inspired_by,0.853,70,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
343,67,513,follows,0.58,51,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
344,12,9,collaborates,0.447,27,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
345,404,403,mentioned,0.279,87,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
346,327,133,reshared,0.474,132,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
347,174,206,tagged,0.188,133,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
348,134,403,duet,0.623,18,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
349,87,84,inspired_by,0.218,108,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
351,131,489,collaborates,0.503,147,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
352,484,322,mentioned,0.894,29,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
353,282,230,reshared,0.198,179,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
355,71,156,duet,0.216,140,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
356,92,218,inspired_by,0.495,59,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
357,76,346,follows,0.816,88,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
358,209,428,collaborates,0.937,6,2026-04-13T09:16:49Z,2026-04-13T09:16:49Z
