post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
85,409,Supply Quality Notice,ext_supply_quality_notice_00000085,Storage compatibility warning updated for Acetone ACS Grade - Contract Lot 2; verify segregation before receiving CarePath Clinics lots,2026-04-13T07:44:40Z,352,16,5,1160,0.216,,85,normal,,2026-04-13T09:16:48Z
86,208,Cold Chain Bulletin,ext_cold_chain_bulletin_00000086,Manufacturer quality desk flagged more purity-drift investigations than normal,2026-04-08T16:51:14Z,148,29,31,2566,0.702,,86,normal,,2026-04-13T09:16:48Z
87,32,Compliance Signal,ext_compliance_signal_00000087,Demand surge detected for Toluene Replacement Blend - Contract Lot 2; CarePath Clinics order book rising after regulatory bulletin,2026-04-06T00:20:02Z,898,67,4,11805,0.291,,87,normal,,2026-04-13T09:16:48Z
88,388,Capacity Alert,ext_capacity_alert_00000088,GxP desk published revised handling language for n-Butyl Acetate - Contract Lot 2; CarePath Clinics care sites should refresh labels,2026-04-02T15:24:50Z,2504,1816,824,68614,0.821,,88,rising,,2026-04-13T09:16:48Z
89,177,Compliance Signal,ext_compliance_signal_00000089,FDA update references downstream use of Green Trial Supply GS-12 - Contract Lot 2; CarePath Clinics compliance packet under review,2026-04-11T14:46:43Z,195,9,16,18182,0.652,,89,normal,,2026-04-13T09:16:48Z
90,103,Cold Chain Bulletin,ext_cold_chain_bulletin_00000090,Manufacturer quality note: BioPure Diagnostics reported tighter specs for PAC GMP Utilities Coagulant - Contract Lot 2 effective next batch,2026-04-07T00:33:10Z,5326,1742,969,87122,0.479,,90,rising,,2026-04-13T09:16:48Z
91,483,Capacity Alert,ext_capacity_alert_00000091,GxP revision queue increased for trial supply-class products this week,2026-04-11T05:19:05Z,655,21,18,14252,0.589,,91,normal,,2026-04-13T09:16:48Z
92,235,Capacity Alert,ext_capacity_alert_00000092,FDA watchlist update mentions Sodium Hypochlorite 12.5% - Contract Lot 2; BioPure Diagnostics allocation plan should be reviewed,2026-04-10T22:42:25Z,3739,1571,796,145276,0.231,,92,rising,,2026-04-13T09:16:48Z
93,414,Supply Quality Notice,ext_supply_quality_notice_00000093,Quality Review notice cross-references Endotoxin Removal Cartridge - Contract Lot 2 from BioPure Diagnostics; compliance confirmation requested,2026-04-05T04:24:47Z,2385,1676,133,111120,0.108,,93,rising,,2026-04-13T09:16:48Z
94,511,Regulatory Notice,ext_regulatory_notice_00000094,Care Logistics route restriction affects inbound Antiscalant WT-42 - Contract Lot 2; BioPure Diagnostics shipments may need alternate lanes,2026-03-16T15:59:54Z,332,59,47,242,0.299,,94,normal,,2026-04-13T09:16:48Z
95,141,Supply Quality Notice,ext_supply_quality_notice_00000095,Plant outage bulletin references Regional Oncology Network capacity for Medical-Grade Resin Cartridge - Contract Lot 2; care sites should watch allocation,2026-03-30T20:45:13Z,3087,231,667,124884,0.37,,95,rising,,2026-04-13T09:16:48Z
96,104,Regulatory Notice,ext_regulatory_notice_00000096,Manufacturer quality desk flagged more purity-drift investigations than normal,2026-03-31T16:24:58Z,4906,1144,513,189522,0.709,,96,rising,,2026-04-13T09:16:48Z
97,328,Capacity Alert,ext_capacity_alert_00000097,Purity drift report opened for Regional Oncology Network Sterile Connector Assembly - Contract Lot 2; QA teams should inspect recent lots,2026-04-02T16:09:29Z,2515,316,195,123642,0.917,,97,rising,,2026-04-13T09:16:48Z
98,28,Cold Chain Bulletin,ext_cold_chain_bulletin_00000098,Allocation notice issued for Specialty Pharmacy Prep Batch - Contract Lot 2; Regional Oncology Network prioritizing contracted care sites first,2026-04-04T20:48:50Z,490,18,35,7772,0.256,,98,normal,,2026-04-13T09:16:48Z
99,,Regulatory Notice,ext_regulatory_notice_00000099,New manufacturer qualification started for Regional Oncology Network Specialty Care Readiness Panel - Contract Lot 2; risk team tracking certificates,2026-04-08T13:55:15Z,495,86,42,15052,0.545,,99,normal,,2026-04-13T09:16:48Z
100,384,Supply Quality Notice,ext_supply_quality_notice_00000100,Storage compatibility warning updated for Device Adhesive Biocompatibility Lot - Contract Lot 2; verify segregation before receiving Immunology Care Alliance lots,2026-04-13T09:12:27Z,804,16,26,19137,0.266,,100,normal,,2026-04-13T09:16:48Z
101,335,Compliance Signal,ext_compliance_signal_00000101,GxP revision queue increased for trial supply-class products this week,2026-04-02T16:49:04Z,2528,643,143,174914,0.924,,101,rising,,2026-04-13T09:16:48Z
102,425,Compliance Signal,ext_compliance_signal_00000102,Demand surge detected for UV Stabilizer Package - Contract Lot 2; Immunology Care Alliance order book rising after regulatory bulletin,2026-04-05T17:26:30Z,90,93,46,4450,0.523,,102,normal,,2026-04-13T09:16:48Z
103,316,Cold Chain Bulletin,ext_cold_chain_bulletin_00000103,GxP desk published revised handling language for Bisphenol A Epoxy Base - Contract Lot 2; Immunology Care Alliance care sites should refresh labels,2026-04-13T08:39:19Z,38,41,3,17512,0.244,,103,normal,,2026-04-13T09:16:48Z
104,265,Compliance Signal,ext_compliance_signal_00000104,FDA update references downstream use of High-Concentration Formulation Buffer - Contract Lot 2; Immunology Care Alliance compliance packet under review,2026-04-02T02:12:07Z,621,56,35,18804,0.226,,104,normal,,2026-04-13T09:16:48Z
105,6,Supply Quality Notice,ext_supply_quality_notice_00000105,Manufacturer quality note: Community Health Partners reported tighter specs for Urea Formaldehyde Concentrate - Contract Lot 2 effective next batch,2026-04-13T04:57:56Z,656,50,33,5593,0.923,,105,normal,,2026-04-13T09:16:48Z
106,16,Supply Quality Notice,ext_supply_quality_notice_00000106,Manufacturer quality desk flagged more purity-drift investigations than normal,2026-04-04T14:47:29Z,716,18,10,13685,0.898,,106,normal,,2026-04-13T09:16:48Z
107,71,Supply Quality Notice,ext_supply_quality_notice_00000107,FDA watchlist update mentions Chelated Zinc EDTA - Contract Lot 2; Community Health Partners allocation plan should be reviewed,2026-03-28T23:53:46Z,7385,518,880,164485,0.763,,107,rising,,2026-04-13T09:16:48Z
108,380,Compliance Signal,ext_compliance_signal_00000108,Quality Review notice cross-references Surfactant AgroBlend - Contract Lot 2 from Community Health Partners; compliance confirmation requested,2026-04-08T04:00:42Z,8247,384,859,193637,0.873,,108,rising,,2026-04-13T09:16:48Z
109,126,Supply Quality Notice,ext_supply_quality_notice_00000109,Care Logistics route restriction affects inbound Soil Wetting Agent - Contract Lot 2; Community Health Partners shipments may need alternate lanes,2026-04-01T13:57:47Z,18219,9731,3496,642278,0.223,,109,viral,,2026-04-13T09:16:48Z
110,236,Supply Quality Notice,ext_supply_quality_notice_00000110,Plant outage bulletin references MedMove Logistics capacity for Vaccine Electrolyte Additive - Contract Lot 2; care sites should watch allocation,2026-03-18T20:00:23Z,39816,13014,2622,320725,0.07,,110,viral,,2026-04-13T09:16:48Z
111,132,Compliance Signal,ext_compliance_signal_00000111,GxP revision queue increased for trial supply-class products this week,2026-04-12T04:44:39Z,680,55,28,16510,0.588,,111,normal,,2026-04-13T09:16:48Z
112,374,Supply Quality Notice,ext_supply_quality_notice_00000112,Purity drift report opened for MedMove Logistics Graphite Slurry Dispersant - Contract Lot 2; QA teams should inspect recent lots,2026-04-03T16:58:58Z,12,11,37,15865,0.55,,112,normal,,2026-04-13T09:16:48Z
113,340,Compliance Signal,ext_compliance_signal_00000113,Allocation notice issued for NMP Recovery Trial Supply - Contract Lot 2; MedMove Logistics prioritizing contracted care sites first,2026-03-30T07:11:11Z,392,25,4,11960,0.243,,113,normal,,2026-04-13T09:16:48Z
