center_id,center_name,center_type,address_line1,city,state_province,postal_code,country,latitude,longitude,capacity_units,current_load_pct,is_active,operating_hours,created_at
19,Concord Southeast Micro Site,micro,118 Healthcare Logistics Way,Concord,North Carolina,28027,US,35.4088,-80.5795,100000,0,1,06:00-22:00,2026-04-13T09:16:47Z
20,Plainfield Heartland Clinical Hub,warehouse,119 Healthcare Logistics Way,Plainfield,Indiana,46168,US,39.7043,-86.3994,250000,0,1,06:00-22:00,2026-04-13T09:16:47Z
21,North Las Vegas West Storage Site,warehouse,120 Healthcare Logistics Way,North Las Vegas,Nevada,89030,US,36.1989,-115.1175,200000,0,1,06:00-22:00,2026-04-13T09:16:47Z
22,Edwardsville Central Distribution Site,distribution,121 Healthcare Logistics Way,Edwardsville,Kansas,66111,US,39.0614,-94.8193,320000,0,1,06:00-22:00,2026-04-13T09:16:47Z
23,Etna Midwest Specialty Warehouse,warehouse,122 Healthcare Logistics Way,Etna,Ohio,43018,US,39.9576,-82.6818,220000,0,1,06:00-22:00,2026-04-13T09:16:47Z
24,Sparks West Coast Care Logistics Hub,warehouse,123 Healthcare Logistics Way,Sparks,Nevada,89431,US,39.5349,-119.7527,280000,0,1,06:00-22:00,2026-04-13T09:16:47Z
25,Brandon Florida Micro Site,micro,124 Healthcare Logistics Way,Brandon,Florida,33510,US,27.9378,-82.2859,90000,0,1,06:00-22:00,2026-04-13T09:16:47Z
26,Aberdeen East Coast Specialty Care Warehouse,warehouse,125 Healthcare Logistics Way,Aberdeen,Maryland,21001,US,39.5096,-76.1641,240000,0,1,06:00-22:00,2026-04-13T09:16:47Z
27,New Braunfels South Texas Micro Site,micro,126 Healthcare Logistics Way,New Braunfels,Texas,78130,US,29.7030,-98.1245,100000,0,1,06:00-22:00,2026-04-13T09:16:47Z
28,Olive Branch Memphis Logistics Site,distribution,127 Healthcare Logistics Way,Olive Branch,Mississippi,38654,US,34.9618,-89.8295,400000,0,1,06:00-22:00,2026-04-13T09:16:47Z
29,Kapolei Pacific Island Storage Site,micro,128 Healthcare Logistics Way,Kapolei,Hawaii,96707,US,21.3350,-158.0581,50000,0,1,06:00-22:00,2026-04-13T09:16:47Z
30,Anchorage Alaska Care Logistics Site,micro,129 Healthcare Logistics Way,Anchorage,Alaska,99501,US,61.2181,-149.9003,40000,0,1,06:00-22:00,2026-04-13T09:16:47Z
