forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
11,11,Boston First-Year Network,2026-05-29,212,204,239,1.61,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""high"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
12,12,Bay Area Online Learning Network,2026-05-29,116,86,157,1.39,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
13,13,Philadelphia Dual Enrollment Region,2026-05-29,159,136,193,1.70,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""high"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
14,14,Houston Workforce Region,2026-05-29,33,18,64,1.35,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
15,15,Portland Completion Region,2026-05-29,131,108,157,1.14,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
16,16,Sacramento Promise Region,2026-05-29,183,160,230,1.47,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
17,17,Denver Advising Region,2026-05-29,196,180,222,1.33,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""high"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
18,18,Chicago Retention Region,2026-05-29,97,83,111,0.90,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
19,19,Los Angeles Enrollment Region,2026-05-29,108,89,136,1.64,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
20,20,New York Advancement Region,2026-05-29,56,35,89,1.21,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
21,21,Northeast Persistence Corridor,2026-05-29,70,54,94,0.96,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
22,22,Southern Enrollment and Transfer Region,2026-05-29,66,37,92,1.49,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
23,23,Pacific Access Region,2026-05-29,34,22,67,1.25,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
24,24,Midwest Completion Belt,2026-05-29,207,187,240,1.42,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
25,25,Northwest Wellness Corridor,2026-05-29,120,103,135,1.47,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
26,26,Mountain Workforce Pathway,2026-05-29,214,180,239,0.97,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""high"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
27,27,Texas Financial Aid Region,2026-05-29,38,21,64,0.93,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
28,28,Florida Transfer Corridor,2026-05-29,68,53,106,1.11,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
29,29,Arizona Basic Needs Region,2026-05-29,120,103,157,1.22,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
30,30,Georgia Student Services Region,2026-05-29,155,140,201,1.00,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""high"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
31,31,Boston First-Year Network,2026-05-29,43,21,82,1.29,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
32,32,Bay Area Online Learning Network,2026-05-29,86,71,113,1.34,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
33,33,Philadelphia Dual Enrollment Region,2026-05-29,83,69,119,0.97,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
34,34,Houston Workforce Region,2026-05-29,143,126,174,1.38,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
35,35,Portland Completion Region,2026-05-29,29,1,56,1.00,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
36,36,Sacramento Promise Region,2026-05-29,147,123,181,1.10,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
37,37,Denver Advising Region,2026-05-29,139,126,177,1.30,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
38,38,Chicago Retention Region,2026-05-29,181,147,212,1.07,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
39,39,Los Angeles Enrollment Region,2026-05-29,88,76,135,1.24,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
40,40,New York Advancement Region,2026-05-29,66,50,111,1.29,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
41,41,Northeast Persistence Corridor,2026-05-29,131,121,161,1.12,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
42,42,Southern Enrollment and Transfer Region,2026-05-29,92,80,117,1.22,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
43,43,Pacific Access Region,2026-05-29,130,113,148,1.32,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
44,44,Midwest Completion Belt,2026-05-29,77,68,123,1.10,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
45,45,Northwest Wellness Corridor,2026-05-29,83,68,111,1.32,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
46,46,Mountain Workforce Pathway,2026-05-29,50,25,97,1.57,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
47,47,Texas Financial Aid Region,2026-05-29,102,72,144,1.17,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
48,48,Florida Transfer Corridor,2026-05-29,106,93,129,1.68,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
49,49,Arizona Basic Needs Region,2026-05-29,65,42,88,1.06,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
50,50,Georgia Student Services Region,2026-05-29,201,181,244,1.47,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
51,51,Boston First-Year Network,2026-05-29,166,153,195,1.49,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""high"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
52,52,Bay Area Online Learning Network,2026-05-29,152,128,192,1.52,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
53,53,Philadelphia Dual Enrollment Region,2026-05-29,187,168,213,0.94,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
54,54,Houston Workforce Region,2026-05-29,122,104,165,1.54,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
55,55,Portland Completion Region,2026-05-29,114,93,142,1.53,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
56,56,Sacramento Promise Region,2026-05-29,135,125,158,1.62,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
57,57,Denver Advising Region,2026-05-29,39,25,53,1.33,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
58,58,Chicago Retention Region,2026-05-29,206,196,223,0.89,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
59,59,Los Angeles Enrollment Region,2026-05-29,105,77,124,0.91,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
60,60,New York Advancement Region,2026-05-29,136,102,173,1.29,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
61,1,Northeast Persistence Corridor,2026-05-30,204,191,251,1.14,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
62,2,Southern Enrollment and Transfer Region,2026-05-30,166,143,198,1.20,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""high"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
63,3,Pacific Access Region,2026-05-30,27,5,62,1.39,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
64,4,Midwest Completion Belt,2026-05-30,50,33,82,1.69,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
65,5,Northwest Wellness Corridor,2026-05-30,149,132,193,1.58,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""high"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
66,6,Mountain Workforce Pathway,2026-05-30,212,203,260,1.37,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
67,7,Texas Financial Aid Region,2026-05-30,136,102,157,1.61,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
68,8,Florida Transfer Corridor,2026-05-30,46,38,74,1.04,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
69,9,Arizona Basic Needs Region,2026-05-30,147,133,164,1.42,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
70,10,Georgia Student Services Region,2026-05-30,105,89,147,1.68,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
71,11,Boston First-Year Network,2026-05-30,139,131,163,1.13,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
72,12,Bay Area Online Learning Network,2026-05-30,53,36,87,1.41,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
73,13,Philadelphia Dual Enrollment Region,2026-05-30,178,165,196,1.04,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
74,14,Houston Workforce Region,2026-05-30,50,27,67,1.04,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
75,15,Portland Completion Region,2026-05-30,191,162,225,1.05,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""high"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
76,16,Sacramento Promise Region,2026-05-30,89,78,123,1.05,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
77,17,Denver Advising Region,2026-05-30,121,104,152,0.93,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
78,18,Chicago Retention Region,2026-05-30,165,154,206,1.44,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
79,19,Los Angeles Enrollment Region,2026-05-30,209,190,246,1.16,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""high"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
80,20,New York Advancement Region,2026-05-30,120,99,161,0.91,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
81,21,Northeast Persistence Corridor,2026-05-30,28,8,61,1.14,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
82,22,Southern Enrollment and Transfer Region,2026-05-30,34,16,80,1.48,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
83,23,Pacific Access Region,2026-05-30,152,128,169,1.59,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
84,24,Midwest Completion Belt,2026-05-30,213,190,240,0.93,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
85,25,Northwest Wellness Corridor,2026-05-30,28,14,65,1.54,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
86,26,Mountain Workforce Pathway,2026-05-30,27,15,73,1.36,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
87,27,Texas Financial Aid Region,2026-05-30,116,97,149,0.94,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
88,28,Florida Transfer Corridor,2026-05-30,127,104,164,1.28,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
89,29,Arizona Basic Needs Region,2026-05-30,54,20,73,1.03,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
90,30,Georgia Student Services Region,2026-05-30,131,116,152,1.38,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
91,31,Boston First-Year Network,2026-05-30,139,117,154,1.16,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
92,32,Bay Area Online Learning Network,2026-05-30,156,126,183,1.61,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
93,33,Philadelphia Dual Enrollment Region,2026-05-30,77,48,97,1.58,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
94,34,Houston Workforce Region,2026-05-30,30,12,75,0.99,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
95,35,Portland Completion Region,2026-05-30,143,127,175,1.14,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""high"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
96,36,Sacramento Promise Region,2026-05-30,83,60,124,1.22,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
97,37,Denver Advising Region,2026-05-30,32,1,69,1.16,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
98,38,Chicago Retention Region,2026-05-30,62,31,88,1.70,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
99,39,Los Angeles Enrollment Region,2026-05-30,160,139,184,1.01,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""high"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
100,40,New York Advancement Region,2026-05-30,145,135,183,1.31,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""high"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
101,41,Northeast Persistence Corridor,2026-05-30,145,116,165,0.92,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""high"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
102,42,Southern Enrollment and Transfer Region,2026-05-30,146,123,164,1.09,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""high"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
103,43,Pacific Access Region,2026-05-30,60,47,85,1.71,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
104,44,Midwest Completion Belt,2026-05-30,41,14,62,1.24,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
105,45,Northwest Wellness Corridor,2026-05-30,139,107,187,1.08,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""open_course_access_support""}",2026-05-05T16:30:00Z
106,46,Mountain Workforce Pathway,2026-05-30,163,148,192,1.68,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""high"",""alert"":""expand_advising_capacity""}",2026-05-05T16:30:00Z
107,47,Texas Financial Aid Region,2026-05-30,117,84,136,1.27,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""alumni_microgrant_interest""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
108,48,Florida Transfer Corridor,2026-05-30,65,38,93,1.04,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""retention_alert_cluster""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
109,49,Arizona Basic Needs Region,2026-05-30,67,38,98,1.39,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""fall_registration_spike""],""confidence"":""medium"",""alert"":""reserve_emergency_aid_slots""}",2026-05-05T16:30:00Z
110,50,Georgia Student Services Region,2026-05-30,117,104,151,1.49,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""course_access_pressure""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
111,51,Boston First-Year Network,2026-05-30,120,105,145,1.22,student_success_signal_v2,"{""model"":""student_success_signal_v2"",""drivers"":[""financial_aid_deadline""],""confidence"":""medium"",""alert"":""increase_success_coach_outreach""}",2026-05-05T16:30:00Z
