mention_id,post_id,product_id,confidence_score,mention_type,created_at
22396,22468,403,0.991,visual,2026-09-17T13:44:08Z
22397,22469,274,0.702,inferred,2026-09-17T13:44:08Z
22398,22470,385,0.819,direct,2026-09-17T13:44:08Z
22399,22471,302,0.867,semantic,2026-09-17T13:44:08Z
22400,22472,347,0.742,hashtag,2026-09-17T13:44:08Z
22401,22475,245,0.853,direct,2026-09-17T13:44:08Z
22402,22477,348,0.742,hashtag,2026-09-17T13:44:08Z
22403,22478,359,0.724,visual,2026-09-17T13:44:08Z
22404,22479,234,0.715,inferred,2026-09-17T13:44:08Z
22405,22480,350,0.981,direct,2026-09-17T13:44:08Z
22406,22481,305,0.701,semantic,2026-09-17T13:44:08Z
22407,22482,252,0.863,hashtag,2026-09-17T13:44:08Z
22408,22483,236,1,visual,2026-09-17T13:44:08Z
22409,22484,339,0.992,inferred,2026-09-17T13:44:08Z
22410,22486,250,0.759,semantic,2026-09-17T13:44:08Z
22411,22488,362,0.839,visual,2026-09-17T13:44:08Z
22412,22489,311,0.742,inferred,2026-09-17T13:44:08Z
22413,22491,280,0.959,semantic,2026-09-17T13:44:08Z
22414,22492,256,0.737,hashtag,2026-09-17T13:44:08Z
22415,22493,258,0.949,visual,2026-09-17T13:44:08Z
22416,22494,241,0.956,inferred,2026-09-17T13:44:08Z
22417,22495,375,0.764,direct,2026-09-17T13:44:08Z
22418,22497,327,0.948,hashtag,2026-09-17T13:44:08Z
22419,22498,242,0.855,visual,2026-09-17T13:44:08Z
22420,22500,307,0.772,direct,2026-09-17T13:44:08Z
22421,22501,363,0.958,semantic,2026-09-17T13:44:08Z
22422,22503,249,0.767,visual,2026-09-17T13:44:08Z
22423,22504,326,0.745,inferred,2026-09-17T13:44:08Z
22424,22505,324,0.987,direct,2026-09-17T13:44:08Z
22425,22507,234,0.866,hashtag,2026-09-17T13:44:08Z
22426,22508,307,0.979,visual,2026-09-17T13:44:08Z
22427,22509,263,0.896,inferred,2026-09-17T13:44:08Z
22428,22510,304,0.899,direct,2026-09-17T13:44:08Z
22429,22513,390,0.822,visual,2026-09-17T13:44:08Z
22430,22515,289,0.937,direct,2026-09-17T13:44:08Z
22431,22516,313,0.856,semantic,2026-09-17T13:44:08Z
22432,22518,345,0.781,visual,2026-09-17T13:44:08Z
22433,22519,395,0.71,inferred,2026-09-17T13:44:08Z
22434,22520,242,0.916,direct,2026-09-17T13:44:08Z
22435,22521,343,0.714,semantic,2026-09-17T13:44:08Z
22436,22522,228,0.824,hashtag,2026-09-17T13:44:08Z
22437,22523,313,0.984,visual,2026-09-17T13:44:08Z
22438,22528,284,0.948,visual,2026-09-17T13:44:08Z
22439,22529,222,0.761,inferred,2026-09-17T13:44:08Z
22440,22530,334,0.815,direct,2026-09-17T13:44:08Z
22441,22531,273,0.835,semantic,2026-09-17T13:44:08Z
22442,22534,312,0.895,inferred,2026-09-17T13:44:08Z
22443,22535,263,0.857,direct,2026-09-17T13:44:08Z
22444,22538,257,0.998,visual,2026-09-17T13:44:08Z
22445,22539,232,0.8,inferred,2026-09-17T13:44:08Z
22446,22540,347,0.832,direct,2026-09-17T13:44:08Z
22447,22542,307,0.788,hashtag,2026-09-17T13:44:08Z
22448,22543,264,0.804,visual,2026-09-17T13:44:08Z
22449,22545,333,0.953,direct,2026-09-17T13:44:08Z
22450,22547,355,0.773,hashtag,2026-09-17T13:44:08Z
22451,22548,262,0.858,visual,2026-09-17T13:44:08Z
22452,22550,312,0.93,direct,2026-09-17T13:44:08Z
22453,22551,401,0.777,semantic,2026-09-17T13:44:08Z
22454,22553,372,0.951,visual,2026-09-17T13:44:08Z
22455,22554,386,0.766,inferred,2026-09-17T13:44:08Z
22456,22555,340,0.97,direct,2026-09-17T13:44:08Z
22457,22556,253,0.883,semantic,2026-09-17T13:44:08Z
22458,22558,238,0.971,visual,2026-09-17T13:44:08Z
22459,22559,289,0.821,inferred,2026-09-17T13:44:08Z
22460,22560,268,0.921,direct,2026-09-17T13:44:08Z
22461,22561,294,0.946,semantic,2026-09-17T13:44:08Z
22462,22563,239,0.912,visual,2026-09-17T13:44:08Z
22463,22565,397,0.707,direct,2026-09-17T13:44:08Z
22464,22566,235,0.905,semantic,2026-09-17T13:44:08Z
22465,22567,276,0.753,hashtag,2026-09-17T13:44:08Z
22466,22570,259,0.904,direct,2026-09-17T13:44:08Z
22467,22571,314,0.967,semantic,2026-09-17T13:44:08Z
22468,22575,368,0.71,direct,2026-09-17T13:44:08Z
22469,22576,266,0.757,semantic,2026-09-17T13:44:08Z
22470,22577,223,0.86,hashtag,2026-09-17T13:44:08Z
22471,22578,400,0.865,visual,2026-09-17T13:44:08Z
22472,22580,388,0.843,direct,2026-09-17T13:44:08Z
22473,22583,311,0.914,visual,2026-09-17T13:44:08Z
22474,22584,279,0.825,inferred,2026-09-17T13:44:08Z
22475,22588,387,0.818,visual,2026-09-17T13:44:08Z
22476,22589,373,0.747,inferred,2026-09-17T13:44:08Z
22477,22592,279,0.868,hashtag,2026-09-17T13:44:08Z
22478,22593,264,0.928,visual,2026-09-17T13:44:08Z
22479,22594,349,0.835,inferred,2026-09-17T13:44:08Z
22480,22596,289,0.912,semantic,2026-09-17T13:44:08Z
22481,22597,387,0.978,hashtag,2026-09-17T13:44:08Z
22482,22598,260,0.989,visual,2026-09-17T13:44:08Z
22483,22599,356,0.769,inferred,2026-09-17T13:44:08Z
22484,22600,364,0.701,direct,2026-09-17T13:44:08Z
22485,22601,342,0.809,semantic,2026-09-17T13:44:08Z
22486,22602,269,0.844,hashtag,2026-09-17T13:44:08Z
22487,22603,377,0.838,visual,2026-09-17T13:44:08Z
22488,22605,285,0.878,direct,2026-09-17T13:44:08Z
22489,22607,300,0.857,hashtag,2026-09-17T13:44:08Z
22490,22608,276,0.806,visual,2026-09-17T13:44:08Z
22491,22610,230,0.805,direct,2026-09-17T13:44:08Z
22492,22611,243,0.934,semantic,2026-09-17T13:44:08Z
22493,22614,317,0.708,inferred,2026-09-17T13:44:08Z
22494,22615,260,0.718,direct,2026-09-17T13:44:08Z
22495,22616,312,0.927,semantic,2026-09-17T13:44:08Z
22496,22618,345,0.946,visual,2026-09-17T13:44:08Z
22497,22619,276,0.896,inferred,2026-09-17T13:44:08Z
22498,22620,349,0.969,direct,2026-09-17T13:44:08Z
22499,22622,315,0.753,hashtag,2026-09-17T13:44:08Z
22500,22624,239,0.974,inferred,2026-09-17T13:44:08Z
22501,22625,348,0.948,direct,2026-09-17T13:44:08Z
22502,22626,306,0.819,semantic,2026-09-17T13:44:08Z
22503,22627,290,0.823,hashtag,2026-09-17T13:44:08Z
22504,22628,320,0.761,visual,2026-09-17T13:44:08Z
22505,22630,257,0.827,direct,2026-09-17T13:44:08Z
22506,22631,341,0.938,semantic,2026-09-17T13:44:08Z
22507,22637,327,0.793,hashtag,2026-09-17T13:44:08Z
22508,22638,263,0.776,visual,2026-09-17T13:44:08Z
22509,22639,301,0.802,inferred,2026-09-17T13:44:08Z
22510,22640,366,0.745,direct,2026-09-17T13:44:08Z
22511,22641,275,0.832,semantic,2026-09-17T13:44:08Z
22512,22643,223,0.701,visual,2026-09-17T13:44:08Z
22513,22644,346,0.98,inferred,2026-09-17T13:44:08Z
22514,22646,380,0.958,semantic,2026-09-17T13:44:08Z
22515,22647,318,0.721,hashtag,2026-09-17T13:44:08Z
22516,22648,384,0.866,visual,2026-09-17T13:44:08Z
22517,22651,240,0.739,semantic,2026-09-17T13:44:08Z
22518,22653,288,0.926,visual,2026-09-17T13:44:08Z
22519,22654,288,0.768,inferred,2026-09-17T13:44:08Z
22520,22656,379,0.989,semantic,2026-09-17T13:44:08Z
22521,22657,301,0.951,hashtag,2026-09-17T13:44:08Z
22522,22658,369,0.88,visual,2026-09-17T13:44:08Z
22523,22660,407,0.81,direct,2026-09-17T13:44:08Z
22524,22661,324,0.81,semantic,2026-09-17T13:44:08Z
22525,22662,382,0.997,hashtag,2026-09-17T13:44:08Z
22526,22663,269,0.968,visual,2026-09-17T13:44:08Z
22527,22664,232,0.749,inferred,2026-09-17T13:44:08Z
22528,22665,340,0.981,direct,2026-09-17T13:44:08Z
22529,22667,399,0.999,hashtag,2026-09-17T13:44:08Z
22530,22670,357,0.838,direct,2026-09-17T13:44:08Z
22531,22671,270,0.979,semantic,2026-09-17T13:44:08Z
22532,22674,284,0.819,inferred,2026-09-17T13:44:08Z
22533,22675,333,0.799,direct,2026-09-17T13:44:08Z
22534,22676,362,0.838,semantic,2026-09-17T13:44:08Z
22535,22678,358,0.988,visual,2026-09-17T13:44:08Z
22536,22679,266,0.97,inferred,2026-09-17T13:44:08Z
22537,22680,234,0.808,direct,2026-09-17T13:44:08Z
22538,22681,227,0.819,semantic,2026-09-17T13:44:08Z
22539,22682,283,0.862,hashtag,2026-09-17T13:44:08Z
22540,22683,257,0.851,visual,2026-09-17T13:44:08Z
22541,22684,398,0.774,inferred,2026-09-17T13:44:08Z
22542,22687,363,0.954,hashtag,2026-09-17T13:44:08Z
22543,22688,294,0.817,visual,2026-09-17T13:44:08Z
22544,22689,310,0.953,inferred,2026-09-17T13:44:08Z
22545,22690,297,0.936,direct,2026-09-17T13:44:08Z
22546,22692,252,0.871,hashtag,2026-09-17T13:44:08Z
22547,22693,289,0.911,visual,2026-09-17T13:44:08Z
22548,22694,284,0.94,inferred,2026-09-17T13:44:08Z
22549,22696,241,0.888,semantic,2026-09-17T13:44:08Z
22550,22699,263,0.943,inferred,2026-09-17T13:44:08Z
22551,22700,367,0.874,direct,2026-09-17T13:44:08Z
22552,22702,282,0.998,hashtag,2026-09-17T13:44:08Z
22553,22703,348,0.911,visual,2026-09-17T13:44:08Z
22554,22706,359,0.918,semantic,2026-09-17T13:44:08Z
22555,22707,250,0.881,hashtag,2026-09-17T13:44:08Z
22556,22708,275,0.774,visual,2026-09-17T13:44:08Z
22557,22709,386,0.934,inferred,2026-09-17T13:44:08Z
22558,22710,221,0.748,direct,2026-09-17T13:44:08Z
22559,22711,403,0.918,semantic,2026-09-17T13:44:08Z
22560,22712,277,0.798,hashtag,2026-09-17T13:44:08Z
22561,22714,290,0.802,inferred,2026-09-17T13:44:08Z
22562,22715,278,0.909,direct,2026-09-17T13:44:08Z
22563,22719,234,0.813,inferred,2026-09-17T13:44:08Z
22564,22720,332,0.972,direct,2026-09-17T13:44:08Z
22565,22721,278,0.856,semantic,2026-09-17T13:44:08Z
22566,22722,340,0.705,hashtag,2026-09-17T13:44:08Z
22567,22723,308,0.843,visual,2026-09-17T13:44:08Z
22568,22724,279,0.976,inferred,2026-09-17T13:44:08Z
22569,22725,236,0.736,direct,2026-09-17T13:44:08Z
22570,22726,295,0.729,semantic,2026-09-17T13:44:08Z
22571,22727,287,0.833,hashtag,2026-09-17T13:44:08Z
22572,22728,357,0.984,visual,2026-09-17T13:44:08Z
22573,22729,393,0.959,inferred,2026-09-17T13:44:08Z
22574,22731,380,0.723,semantic,2026-09-17T13:44:08Z
22575,22732,400,0.896,hashtag,2026-09-17T13:44:08Z
22576,22734,317,0.964,inferred,2026-09-17T13:44:08Z
22577,22735,290,0.899,direct,2026-09-17T13:44:08Z
22578,22736,292,0.758,semantic,2026-09-17T13:44:08Z
22579,22737,396,0.739,hashtag,2026-09-17T13:44:08Z
22580,22738,258,0.993,visual,2026-09-17T13:44:08Z
22581,22739,271,0.718,inferred,2026-09-17T13:44:08Z
22582,22741,319,0.885,semantic,2026-09-17T13:44:08Z
22583,22742,311,0.775,hashtag,2026-09-17T13:44:08Z
22584,22743,259,0.831,visual,2026-09-17T13:44:08Z
22585,22744,270,0.808,inferred,2026-09-17T13:44:08Z
22586,22745,297,0.795,direct,2026-09-17T13:44:08Z
22587,22747,372,0.826,hashtag,2026-09-17T13:44:08Z
22588,22748,381,0.71,visual,2026-09-17T13:44:08Z
22589,22750,226,0.922,direct,2026-09-17T13:44:08Z
22590,22751,248,0.967,semantic,2026-09-17T13:44:08Z
22591,22752,377,0.877,hashtag,2026-09-17T13:44:08Z
22592,22754,348,0.83,inferred,2026-09-17T13:44:08Z
22593,22755,385,0.816,direct,2026-09-17T13:44:08Z
22594,22757,240,0.924,hashtag,2026-09-17T13:44:08Z
22595,22758,287,0.878,visual,2026-09-17T13:44:08Z
22596,22760,347,0.797,direct,2026-09-17T13:44:08Z
22597,22762,308,0.734,hashtag,2026-09-17T13:44:08Z
22598,22764,273,0.968,inferred,2026-09-17T13:44:08Z
22599,22767,359,0.913,hashtag,2026-09-17T13:44:08Z
22600,22769,316,0.748,inferred,2026-09-17T13:44:08Z
22601,22770,387,0.957,direct,2026-09-17T13:44:08Z
22602,22771,272,0.725,semantic,2026-09-17T13:44:08Z
22603,22772,282,0.878,hashtag,2026-09-17T13:44:08Z
22604,22774,264,0.874,inferred,2026-09-17T13:44:08Z
22605,22775,363,0.826,direct,2026-09-17T13:44:08Z
22606,22777,258,0.752,hashtag,2026-09-17T13:44:08Z
22607,22778,391,0.924,visual,2026-09-17T13:44:08Z
22608,22779,234,0.929,inferred,2026-09-17T13:44:08Z
22609,22780,324,0.743,direct,2026-09-17T13:44:08Z
22610,22781,349,0.745,semantic,2026-09-17T13:44:08Z
22611,22782,275,0.826,hashtag,2026-09-17T13:44:08Z
22612,22783,279,0.855,visual,2026-09-17T13:44:08Z
22613,22784,247,0.982,inferred,2026-09-17T13:44:08Z
22614,22785,290,0.864,direct,2026-09-17T13:44:08Z
22615,22786,333,0.812,semantic,2026-09-17T13:44:08Z
22616,22787,257,0.82,hashtag,2026-09-17T13:44:08Z
22617,22788,394,0.827,visual,2026-09-17T13:44:08Z
22618,22791,362,0.741,semantic,2026-09-17T13:44:08Z
22619,22792,241,0.935,hashtag,2026-09-17T13:44:08Z
22620,22793,325,0.959,visual,2026-09-17T13:44:08Z
22621,22794,295,0.809,inferred,2026-09-17T13:44:08Z
22622,22795,390,0.792,direct,2026-09-17T13:44:08Z
22623,22796,329,0.76,semantic,2026-09-17T13:44:08Z
22624,22798,297,0.796,visual,2026-09-17T13:44:08Z
22625,22800,223,0.933,direct,2026-09-17T13:44:08Z
22626,22801,342,0.964,semantic,2026-09-17T13:44:08Z
22627,22802,271,0.828,hashtag,2026-09-17T13:44:08Z
22628,22804,277,0.715,inferred,2026-09-17T13:44:08Z
22629,22805,300,0.871,direct,2026-09-17T13:44:08Z
22630,22806,380,0.722,semantic,2026-09-17T13:44:08Z
22631,22808,293,0.825,visual,2026-09-17T13:44:08Z
22632,22817,294,0.95,hashtag,2026-09-17T13:44:08Z
22633,22818,240,0.801,visual,2026-09-17T13:44:08Z
22634,22819,281,0.89,inferred,2026-09-17T13:44:08Z
22635,22821,300,0.944,semantic,2026-09-17T13:44:08Z
22636,22823,330,0.909,visual,2026-09-17T13:44:08Z
22637,22825,291,0.967,direct,2026-09-17T13:44:08Z
22638,22827,400,0.714,hashtag,2026-09-17T13:44:08Z
22639,22830,269,0.732,direct,2026-09-17T13:44:08Z
22640,22831,298,0.984,semantic,2026-09-17T13:44:08Z
22641,22836,325,0.952,semantic,2026-09-17T13:44:08Z
22642,22837,378,0.922,hashtag,2026-09-17T13:44:08Z
22643,22838,343,0.916,visual,2026-09-17T13:44:08Z
22644,22840,227,0.899,direct,2026-09-17T13:44:08Z
22645,22842,322,0.952,hashtag,2026-09-17T13:44:08Z
22646,22844,395,0.712,inferred,2026-09-17T13:44:08Z
22647,22845,319,0.913,direct,2026-09-17T13:44:08Z
22648,22847,231,0.757,hashtag,2026-09-17T13:44:08Z
22649,22848,337,0.849,visual,2026-09-17T13:44:08Z
22650,22849,241,0.871,inferred,2026-09-17T13:44:08Z
22651,22851,229,0.961,semantic,2026-09-17T13:44:08Z
22652,22852,265,0.948,hashtag,2026-09-17T13:44:08Z
22653,22853,335,0.955,visual,2026-09-17T13:44:08Z
22654,22854,361,0.962,inferred,2026-09-17T13:44:08Z
22655,22855,268,0.78,direct,2026-09-17T13:44:08Z
22656,22856,382,0.72,semantic,2026-09-17T13:44:08Z
22657,22857,345,0.94,hashtag,2026-09-17T13:44:08Z
22658,22859,366,0.997,inferred,2026-09-17T13:44:08Z
22659,22860,359,0.866,direct,2026-09-17T13:44:08Z
22660,22861,339,0.96,semantic,2026-09-17T13:44:08Z
22661,22862,253,0.749,hashtag,2026-09-17T13:44:08Z
22662,22863,405,0.701,visual,2026-09-17T13:44:08Z
22663,22864,365,0.753,inferred,2026-09-17T13:44:08Z
22664,22865,390,0.863,direct,2026-09-17T13:44:08Z
22665,22867,325,0.864,hashtag,2026-09-17T13:44:08Z
22666,22868,356,0.945,visual,2026-09-17T13:44:08Z
22667,22869,314,0.8,inferred,2026-09-17T13:44:08Z
22668,22870,257,0.855,direct,2026-09-17T13:44:08Z
22669,22871,371,0.852,semantic,2026-09-17T13:44:08Z
22670,22872,352,0.821,hashtag,2026-09-17T13:44:08Z
22671,22874,295,0.898,inferred,2026-09-17T13:44:08Z
22672,22876,321,0.955,semantic,2026-09-17T13:44:08Z
22673,22877,326,0.873,hashtag,2026-09-17T13:44:08Z
