product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
221,221,HSP-00001,Premium King Room,"Urban Hospitality offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,King Room,12.5,4.1,1,1,2026-04-30,"king-room,booking deposit,guest,fee-waiver",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
244,225,HSP-00024,Split Folio Billing,"Groups and Events offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Groups and Events,split-folio,725,260,1,1,2025-06-28,"folio-hospitality,working-capacity",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
245,225,HSP-00025,Event Contract Deposit,"Event Revenue offering from City Center Grand Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Event Revenue,Event Deposit,1350,640,1,1,2024-10-08,"event-hospitality,event-deposit",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
246,226,HSP-00026,International Guest Rate,"Demand Management offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Demand Management,International Rate,520,155,1,1,2025-04-21,"international,advance-booking,seasonal-rate",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
247,226,HSP-00027,Seasonal Rate Guest Experience,"Demand Management offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Demand Management,Seasonal Pricing,950,380,1,1,2025-04-24,"rates,seasonal-rate,guest experience",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
248,226,HSP-00028,Revenue Operations Management Portal,"Revenue Operations offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Operations,Digital Revenue Operations,500,160,1,1,2025-06-14,"revenue operations,portal,folio-management",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
249,226,HSP-00029,Long-Stay Package,"Long-Stay Hospitality offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Long-Stay Hospitality,Extended Stay Planning,675,210,1,1,2025-03-30,"long-stay,extended-stay,planning",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
250,226,HSP-00030,Family Vacation Package Plan,"Revenue Centers offering from Vineyard Resort; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Centers,Family Package,75,20,1,1,2025-07-22,"family,package,leisure",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
251,227,HSP-00031,Guest Protection Policy Review,"Guest Protection offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Protection,Guest Protection,450,165,1,1,2025-03-09,"guest protection,life,review",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
252,227,HSP-00032,Spa Treatment Review,"Guest Protection offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Protection,Spa Treatment,620,240,1,1,2026-04-27,"spa-treatment,guest preference,brand-standard",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
253,227,HSP-00033,Digital Guest Protection Review,"Guest Protection offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Protection,Guest Digital Safety,810,340,1,1,2025-05-30,"guest protection,guest-digital-safety,risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
254,227,HSP-00034,Property Portfolio Shoulder-Season Offer,"Luxury Guest Management offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Luxury Guest Management,Shoulder Season,210,70,1,1,2025-10-28,"shoulder-season,property portfolio",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
255,227,HSP-00035,Sustainability Property Portfolio,"Revenue Centers offering from Shoreline Beach Club; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Centers,ESG,155,58,1,1,2025-10-01,"esg,property portfolio,impact",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
256,228,HSP-00036,Private Villa Access,"Alternative Revenue Centers offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Alternative Revenue Centers,Private Villa Access,2500,1100,1,1,2026-04-12,"private-villa,alternatives",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
257,228,HSP-00037,Mobile Folio Guest Profile,"Payments offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Mobile Folio,0,0,1,1,2026-08-06,"mobile-folio,digital-payments,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
258,228,HSP-00038,Instant Folio Closeout,"Payments offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Instant Folio Payment,120,38,1,1,2024-11-04,"instant-folio-payment,instant-payments,revenue operations",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
259,228,HSP-00039,Open Hospitality API Access,"Data Services offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Data Services,API,600,180,1,1,2025-02-07,"open-hospitality,api,data",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
260,228,HSP-00040,Revenue Score Monitoring,"Guest Services offering from Harborstone Brand Standards Office; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Revenue Monitoring,19,5,1,1,2025-04-11,"revenue-score,monitoring,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
261,229,HSP-00041,Property Portfolio Suite Upgrade Guest Profile,"Event Sales offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Event Sales,Suite Upgrade,1100,420,1,1,2025-05-10,"channel sales,margin,risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
262,229,HSP-00042,Event Options Planning,"Event Sales offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Event Sales,Event Options,250,85,1,1,2025-08-29,"options,event-planning,guest preference",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
263,229,HSP-00043,VIP Itinerary Planning,"Private Hospitality offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Private Hospitality,VIP Planning,1800,760,1,1,2026-02-14,"vip-planning,vip-itinerary,private-hospitality",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
264,229,HSP-00044,VIP Family Itinerary,"Private Hospitality offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Private Hospitality,Reporting,2400,900,1,1,2025-03-03,"vip-family,reporting,luxury guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
265,229,HSP-00045,Availability Stress Test,"Operations Analytics offering from Grand Garden Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Operations Analytics,Availability Operations Risk,700,230,1,1,2026-01-02,"availability,stress-test,risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
266,230,HSP-00046,Cancellation Reserve Scenario,"Operations Analytics offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Operations Analytics,Revenue Operations Risk,850,320,1,1,2025-01-01,"cancellation-forecast,reserve,revenue-risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
267,230,HSP-00047,Brand Compliance Demand Dashboard,"Operations Analytics offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Operations Analytics,Demand,1200,460,1,1,2024-10-14,"brand-standard,demand,risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
268,230,HSP-00048,Channel Filing Review,"Brand Standard Services offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Brand Standard Services,Channel Reporting,980,390,1,1,2025-02-20,"channel-reporting,filing,brand-standard",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
269,230,HSP-00049,Guest Safety Review,"Brand Standard Services offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Brand Standard Services,Guest Safety,300,95,1,1,2024-12-16,"guest-safety,screening,alert",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
270,230,HSP-00050,Property Appointment Package,"Property Services offering from Springs Hotel Portland; tracked for guest preference, revenue impact, operational risk, and guest service.",Property Services,Guest Appointment,40,10,1,1,2025-01-21,"property,appointment,guest-service",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
271,231,HSP-00051,Priority Service Desk,"Guest Service offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Service,Premium Support,120,35,1,1,2025-02-20,"service,priority,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
272,231,HSP-00052,Dispute Resolution Case,"Guest Service offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Service,Disputes,90,30,1,1,2024-11-30,"dispute,folio,guest-service",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
273,231,HSP-00053,Folio Dispute Monitoring,"Folio Payments offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Folio Payments,Folio Disputes,180,68,1,1,2025-12-27,"folio-dispute,folio,protection",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
274,231,HSP-00054,Group Booking Modification Review,"Group Booking Servicing offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Group Booking Servicing,Modification,550,210,1,1,2025-05-27,"group booking-servicing,modification",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
275,231,HSP-00055,No-Show Outreach Program,"Group Booking Servicing offering from Harborstone Loyalty Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Group Booking Servicing,No-Show Recovery,275,110,1,1,2025-12-21,"no-show,no-show-recovery,outreach",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
276,232,HSP-00056,Guest Value Analysis,"Analytics offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Analytics,Guest Analytics,450,160,1,1,2026-05-21,"guest-analytics,guest-value",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
277,232,HSP-00057,Guest Preference Control Model,"Analytics offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Analytics,Personalization,650,250,1,1,2025-04-08,"guest preference,controls,ml,risk-decisioning",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
278,232,HSP-00058,Booking Deposit Attrition Alert,"Analytics offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Analytics,Retention,320,125,1,1,2025-12-02,"attrition,booking deposits,retention",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
279,232,HSP-00059,F&B Spend Forecast,"Analytics offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Analytics,Forecasting,380,140,1,1,2024-10-31,"food-beverage-spend,forecast,analytics",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
280,232,HSP-00060,Revenue Policy Statement,"Guest Experience offering from Dining and Events Hotel Tulsa; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Experience,Planning,500,175,1,1,2026-07-30,"revenue-policy,guest experience",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
281,251,HSP-00061,Guest Preference Assessment,"Guest Experience offering from Harborstone Portfolio Services; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Experience,guest preference,150,45,1,1,2024-10-22,"guest-preference,guest preference",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
282,252,HSP-00062,Sales Manager Book Review,"Guest Experience offering from Tech District Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Experience,Practice Analytics,780,290,1,1,2026-01-11,"guest experience,book,analytics",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
283,253,HSP-00063,Corporate Folio Forecast,"Revenue Operations offering from Harborstone Sustainability Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Operations,Forecasting,340,105,1,1,2026-07-22,"folio-forecast,revenue operations",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
284,254,HSP-00064,Availability Revenue Sweep,"Revenue Operations offering from Harborstone Guest Protection Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Operations,Revenue Sweep,210,66,1,1,2025-04-22,"availability,sweep,revenue",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
285,255,HSP-00065,Escrow Guest Profile Service,"Partner Hospitality offering from Harborstone Signature Events; tracked for guest preference, revenue impact, operational risk, and guest service.",Partner Hospitality,Escrow,310,100,1,1,2025-07-05,"escrow,guest profile,service",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
286,256,HSP-00066,Events Operations Reporting Feed,"Events Operations offering from Coastal Perimeter Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Events Operations,Reporting,430,150,1,1,2026-05-06,"events operations,reporting,data",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
287,257,HSP-00067,Equipment Lending Program,"Events Operations offering from Harborstone Assurance Services Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Events Operations,Event Equipment,1650,700,1,1,2025-07-14,"event-equipment,events operations",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
288,258,HSP-00068,Carbon Revenue Events Operations,"Sustainability offering from Harborstone Partner Direct Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Sustainability,Events Operations,900,360,1,1,2025-10-12,"carbon-revenue,events operations,esg",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
289,259,HSP-00069,Sustainable Meeting Guest Experience,"Demand Management offering from Harborstone Apex Resort Louisville; tracked for guest preference, revenue impact, operational risk, and guest service.",Demand Management,Sustainable Meetings,1450,620,1,1,2026-04-21,"green-meeting,guest experience,revenue-management",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
290,260,HSP-00070,Association Group Booking Portal,"Association and Government Groups offering from Harborstone Group Sales; tracked for guest preference, revenue impact, operational risk, and guest service.",Association and Government Groups,Booking Services,1150,480,1,1,2025-05-03,"association-group,booking,public-hospitality",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
291,261,HSP-00071,Long-Stay Forecast Review,"Long-Stay Hospitality offering from Harborstone Continuity Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Long-Stay Hospitality,Long-Stay,1700,690,1,1,2025-07-04,"long-stay,forecast,long-stay",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
292,244,HSP-00072,Wellness Stay Guest Profile,"Urban Hospitality offering from Extended Stay Medical District; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,Wellness Stay,45,12,1,1,2026-01-06,"wellness-stay,revenue,health-queen-room",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
293,245,HSP-00073,Guest Folio Document Desk,"Guest Services offering from CleanStay Cincinnati Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Folio Document Services,25,8,1,1,2025-05-02,"guest-folio,document-service,guest-services",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
294,246,HSP-00074,Mobile Booking Deposit Service,"Digital Hospitality offering from Harborstone Bridge Revenue Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Digital Hospitality,Mobile Booking Deposit,0,0,1,1,2024-09-19,"mobile-booking deposit,digital",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
295,248,HSP-00075,Relationship Pricing Bundle,"Urban Hospitality offering from Harborstone Direct Booking Center Desk; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,Relationship Pricing,15,3,1,1,2025-08-21,"relationship-pricing,booking deposit,group booking",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
296,249,HSP-00076,Property Improvement Reserve,"Revenue Centers offering from Harborstone Portside Events Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Centers,Reserve Planning,100,35,1,1,2026-03-15,"property-reserve,reserve-planning,property",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
297,250,HSP-00077,Alternative Demand Feed,"Data Services offering from Extended Stay Kansas City; tracked for guest preference, revenue impact, operational risk, and guest service.",Data Services,Demand Data,720,290,1,1,2025-04-24,"demand-data,alternative-data,feed",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
298,268,HSP-00078,Group Booking Property Portfolio Review,"Operations Analytics offering from Harborstone Data Connect Center; tracked for guest preference, revenue impact, operational risk, and guest service.",Operations Analytics,Property Portfolio Revenue,1300,520,1,1,2026-03-23,"group booking-property portfolio,revenue-review",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
299,269,HSP-00079,Hospitality Wellness Program,"Guest Service offering from Harborstone Events Exchange Miami; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Service,Wellness,60,18,1,1,2025-12-01,"hospitality-wellness,guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
300,221,HSP-00080,Premium King Room Series B,"Urban Hospitality offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,King Room,12.5,4.1,1,1,2025-01-07,"king-room,booking deposit,guest,fee-waiver",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
301,221,HSP-00081,Premium Queen Room Guest Profile Series B,"Urban Hospitality offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Urban Hospitality,Queen Room,0,0,1,1,2025-08-25,"queen-room,adr,booking deposit,availability",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
302,221,HSP-00082,Loyalty Member Rate Series B,"Folio Payments offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Folio Payments,Member Rate,95,31,1,1,2025-09-27,"folio,rewards,revenue,line",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
303,221,HSP-00083,Corporate Group Rate Series B,"Groups and Events offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Groups and Events,Corporate Group Rate,1500,840,1,1,2025-08-28,"group booking,corporate-account,revenue-risk",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
304,221,HSP-00084,Extended Stay Studio Series B,"Guest Services offering from Grand Harbor Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Guest Services,Extended Stay,650,280,1,1,2026-07-09,"extended-stay,long-stay,room-block",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
305,222,HSP-00085,Guest Journey Personalization Program Series B,"Luxury Guest Management offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Luxury Guest Management,Guest Personalization,35,11,1,1,2026-04-01,"property portfolio,guest-personalization,room-allocation",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
306,222,HSP-00086,Resort Villa Package Series B,"Luxury Guest Management offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Luxury Guest Management,Villa Portfolio,125,42,1,1,2026-06-12,"villa,managed-villa-portfolio,luxury guest",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
307,222,HSP-00087,Government Group Room Block Series B,"Revenue Centers offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Centers,Government Room Block,250,95,1,1,2026-01-28,"government-groups,government-groups,association-group-rate",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
308,222,HSP-00088,Revenue Operations Sweep Guest Profile Series B,"Revenue Operations offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Revenue Operations,Availability,80,23,1,1,2025-12-20,"revenue operations,sweep,folio-management",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
309,222,HSP-00089,Corporate Travel Program Series B,"Folio Payments offering from Canyon Reserve Canyon Reserve; tracked for guest preference, revenue impact, operational risk, and guest service.",Folio Payments,Corporate Travel,300,115,1,1,2025-02-10,"corporate-travel,operating-cost,controls",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
310,223,HSP-00090,Folio Payment Gateway Series B,"Payments offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Folio Payment Services,220,86,1,1,2025-11-14,"folio-payment,processing,payments,pos",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
311,223,HSP-00091,Group Deposit Service Series B,"Payments offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Group Deposit,45,12,1,1,2026-03-24,"banquet-deposit,event-deposits,payments",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
312,223,HSP-00092,Airport Transfer Service Series B,"Payments offering from Lakeside Chicago Hotel; tracked for guest preference, revenue impact, operational risk, and guest service.",Payments,Airport Transfer,30,8,1,1,2024-10-10,"airport-transfer,revenue operations,payments",2026-09-17T13:44:07Z,2026-09-17T13:44:07Z
