connection_id,from_influencer,to_influencer,connection_type,strength,interaction_count,first_seen,last_interaction
61,187,170,duet,0.886,22,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
62,386,489,inspired_by,0.624,57,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
63,180,120,follows,0.409,132,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
64,278,27,collaborates,0.95,68,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
65,38,353,mentioned,0.56,90,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
66,466,125,reshared,0.119,89,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
67,467,113,tagged,0.474,194,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
68,60,363,duet,0.894,64,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
70,351,452,follows,0.843,95,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
71,472,50,collaborates,0.331,111,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
72,203,284,mentioned,0.281,5,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
73,5,439,reshared,0.259,29,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
74,144,367,tagged,0.449,52,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
75,282,151,duet,0.172,171,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
76,331,242,inspired_by,0.643,50,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
80,408,116,reshared,0.519,181,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
81,31,308,tagged,0.205,78,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
82,209,141,duet,0.616,89,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
83,126,412,inspired_by,0.873,62,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
84,174,223,follows,0.749,18,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
85,79,478,collaborates,0.785,62,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
86,164,8,mentioned,0.999,156,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
87,318,93,reshared,0.486,13,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
88,483,445,tagged,0.246,120,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
89,459,103,duet,0.323,8,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
90,382,93,inspired_by,0.723,85,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
91,441,272,follows,0.565,51,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
92,103,278,collaborates,0.162,185,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
94,124,242,reshared,0.719,134,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
95,401,284,tagged,0.507,66,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
96,65,383,duet,0.141,25,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
97,514,56,inspired_by,0.412,14,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
98,316,215,follows,0.564,199,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
99,229,144,collaborates,0.607,102,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
100,286,36,mentioned,0.737,59,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
101,490,12,reshared,0.243,33,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
102,166,442,tagged,0.345,130,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
103,387,364,duet,0.429,171,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
104,475,384,inspired_by,0.593,167,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
105,327,449,follows,0.389,160,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
107,21,82,mentioned,0.649,157,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
108,278,206,reshared,0.97,142,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
110,305,166,duet,0.797,146,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
111,419,370,inspired_by,0.932,104,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
112,78,33,follows,0.849,14,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
113,73,460,collaborates,0.383,99,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
114,339,328,mentioned,0.48,196,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
116,127,125,tagged,0.426,63,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
117,162,447,duet,0.37,100,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
118,29,168,inspired_by,0.609,87,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
120,337,393,collaborates,0.274,36,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
121,22,481,mentioned,0.354,37,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
122,13,203,reshared,0.722,150,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
124,290,72,duet,0.139,24,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
126,201,207,follows,0.551,142,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
127,68,332,collaborates,0.633,60,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
128,201,320,mentioned,0.243,45,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
129,361,122,reshared,0.133,54,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
130,327,28,tagged,0.155,138,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
131,158,310,duet,0.394,122,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
132,239,317,inspired_by,0.595,29,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
134,80,361,collaborates,0.903,34,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
135,293,456,mentioned,0.535,82,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
136,2,442,reshared,0.973,15,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
137,353,173,tagged,0.188,37,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
139,427,179,inspired_by,0.835,168,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
140,4,27,follows,0.871,120,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
141,508,466,collaborates,0.397,108,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
142,161,27,mentioned,0.452,51,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
143,57,271,reshared,0.711,126,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
144,470,17,tagged,0.789,196,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
145,482,221,duet,0.815,130,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
146,371,187,inspired_by,0.114,58,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
147,355,62,follows,0.888,32,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
148,388,390,collaborates,0.793,108,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
149,401,424,mentioned,0.953,63,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
150,469,188,reshared,0.397,157,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
151,443,404,tagged,0.832,19,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
154,213,454,follows,0.902,131,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
155,7,107,collaborates,0.728,11,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
156,416,84,mentioned,0.814,175,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
157,174,326,reshared,0.948,160,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
158,205,51,tagged,0.792,155,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
159,104,317,duet,0.77,169,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
160,485,452,inspired_by,0.134,90,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
161,379,192,follows,0.892,31,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
162,323,344,collaborates,0.275,156,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
163,10,336,mentioned,0.429,140,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
164,272,65,reshared,0.7,37,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
165,210,394,tagged,0.908,106,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
166,349,324,duet,0.572,193,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
167,114,124,inspired_by,0.611,68,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
168,385,484,follows,0.194,148,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
170,428,514,mentioned,0.695,71,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
171,142,160,reshared,0.553,183,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
172,115,227,tagged,0.967,120,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
173,190,334,duet,0.438,120,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
174,255,293,inspired_by,0.472,189,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
175,316,233,follows,0.544,72,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
176,308,156,collaborates,0.57,119,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
178,59,171,reshared,0.585,135,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
179,33,209,tagged,0.499,178,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
180,30,255,duet,0.612,116,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
181,458,491,inspired_by,0.948,46,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
182,256,270,follows,0.718,37,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
183,13,365,collaborates,0.803,83,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
184,150,95,mentioned,0.952,99,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
185,458,325,reshared,0.335,67,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
187,23,427,duet,0.543,109,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
188,27,512,inspired_by,0.575,97,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
189,204,228,follows,0.632,17,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
190,425,109,collaborates,0.798,50,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
191,142,469,mentioned,0.783,80,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
192,266,253,reshared,0.254,188,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
193,13,367,tagged,0.3,164,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
194,516,441,duet,0.108,184,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
196,261,112,follows,0.702,83,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
197,72,194,collaborates,0.547,21,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
198,204,376,mentioned,0.769,31,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
199,273,11,reshared,0.759,55,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
200,514,234,tagged,0.433,14,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
201,273,372,duet,0.43,9,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
202,432,280,inspired_by,0.469,31,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
203,454,191,follows,0.664,64,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
204,220,231,collaborates,0.697,82,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
205,143,133,mentioned,0.554,180,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
206,109,476,reshared,0.185,110,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
209,79,75,inspired_by,0.628,66,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
210,391,41,follows,0.613,2,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
211,385,65,collaborates,0.48,162,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
212,87,212,mentioned,0.605,159,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
213,144,123,reshared,0.257,39,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
214,190,242,tagged,0.655,50,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
215,349,240,duet,0.118,26,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
216,476,209,inspired_by,0.497,5,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
217,266,111,follows,0.684,35,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
218,272,122,collaborates,0.477,3,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
220,168,342,reshared,0.413,1,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
222,439,316,duet,0.583,164,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
223,315,316,inspired_by,0.513,133,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
225,175,37,collaborates,0.99,138,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
226,333,510,mentioned,0.831,131,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
227,85,463,reshared,0.613,137,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
228,63,502,tagged,0.325,172,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
229,379,101,duet,0.81,151,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
230,4,509,inspired_by,0.859,23,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
231,427,56,follows,0.857,1,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
232,127,235,collaborates,0.337,143,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
233,519,366,mentioned,0.157,192,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
234,331,83,reshared,0.69,71,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
235,82,387,tagged,0.413,192,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
237,416,129,inspired_by,0.482,97,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
238,514,456,follows,0.428,31,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
239,93,432,collaborates,0.721,176,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
240,224,40,mentioned,0.432,32,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
241,308,330,reshared,0.684,151,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
242,64,471,tagged,0.291,177,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
243,487,72,duet,0.75,115,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
245,185,139,follows,0.537,46,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
246,170,327,collaborates,0.883,35,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
247,277,392,mentioned,0.861,14,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
248,123,13,reshared,0.56,150,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
250,360,465,duet,0.296,147,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
251,201,77,inspired_by,0.155,150,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
252,208,423,follows,0.797,107,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
253,50,92,collaborates,0.203,151,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
254,367,125,mentioned,0.401,25,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
255,202,257,reshared,0.84,72,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
256,484,376,tagged,0.671,63,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
257,70,230,duet,0.343,91,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
258,217,347,inspired_by,0.419,148,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
259,215,285,follows,0.984,145,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
260,230,336,collaborates,0.738,125,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
262,138,440,reshared,0.886,152,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
263,256,283,tagged,0.146,124,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
264,320,444,duet,0.143,104,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
265,307,173,inspired_by,0.286,163,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
267,376,51,collaborates,0.532,29,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
268,460,23,mentioned,0.777,63,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
269,236,336,reshared,0.367,39,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
271,513,167,duet,0.17,7,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
272,270,210,inspired_by,0.334,1,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
274,403,512,collaborates,0.221,130,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
275,30,158,mentioned,0.175,30,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
276,463,326,reshared,0.171,188,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
278,187,64,duet,0.23,115,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
279,340,148,inspired_by,0.862,199,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
280,277,278,follows,0.557,120,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
281,150,11,collaborates,0.157,131,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
282,14,461,mentioned,0.97,102,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
284,69,80,tagged,0.612,35,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
285,348,465,duet,0.293,175,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
286,273,211,inspired_by,0.617,106,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
288,269,335,collaborates,0.326,69,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
289,168,77,mentioned,0.825,183,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
290,267,24,reshared,0.51,27,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
291,379,82,tagged,0.676,98,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
292,144,371,duet,0.771,64,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
293,93,32,inspired_by,0.885,12,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
294,488,43,follows,0.217,152,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
295,211,509,collaborates,0.966,109,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
296,276,113,mentioned,0.87,54,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
297,275,77,reshared,0.434,129,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
298,104,13,tagged,0.376,80,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
299,27,445,duet,0.432,160,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
300,61,167,inspired_by,0.866,130,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
301,233,410,follows,0.424,91,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
304,137,162,reshared,0.462,51,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
305,159,6,tagged,0.222,95,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
306,384,28,duet,0.746,46,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
307,477,126,inspired_by,0.871,11,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
308,210,511,follows,0.471,170,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
311,476,432,reshared,0.716,92,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
312,174,369,tagged,0.687,71,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
313,451,263,duet,0.347,170,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
315,15,113,follows,0.558,26,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
316,189,269,collaborates,0.622,177,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
317,47,238,mentioned,0.366,172,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
318,141,207,reshared,0.916,44,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
319,438,427,tagged,0.941,15,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
321,389,69,inspired_by,0.917,155,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
322,286,152,follows,0.294,158,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
323,281,264,collaborates,0.445,192,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
325,149,510,reshared,0.389,121,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
326,56,291,tagged,0.618,141,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
327,170,109,duet,0.932,27,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
328,489,241,inspired_by,0.23,155,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
329,181,217,follows,0.914,182,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
330,421,414,collaborates,0.712,126,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
331,501,353,mentioned,0.839,149,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
332,506,232,reshared,0.303,26,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
333,417,133,tagged,0.709,173,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
334,484,83,duet,0.54,15,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
335,178,433,inspired_by,0.919,98,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
336,392,187,follows,0.611,177,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
337,481,150,collaborates,0.885,57,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
338,193,115,mentioned,0.671,50,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
339,343,74,reshared,0.419,16,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
340,3,417,tagged,0.851,26,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
341,242,313,duet,0.101,174,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
342,323,329,inspired_by,0.863,137,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
343,130,424,follows,0.461,112,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
344,81,130,collaborates,0.563,177,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
345,503,361,mentioned,0.131,69,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
346,346,448,reshared,0.439,92,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
347,207,16,tagged,0.951,186,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
349,225,474,inspired_by,0.423,75,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
350,516,217,follows,0.616,35,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
351,53,143,collaborates,0.862,105,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
353,435,202,reshared,0.479,134,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
354,344,110,tagged,0.629,172,2026-06-29T21:44:58Z,2026-06-29T21:44:58Z
