product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
567,90,WAT-00017,Pump Station Capacity Review,,Water/Wastewater Utility,Pump Station,275,110,0.001,1,2024-12-14,"pump-station,capacity,pressure-zone",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
568,91,FLW-00018,Wastewater Discharge Compliance Review,,Water/Wastewater Utility,Discharge Compliance,430,180,0.001,1,2026-04-12,"wastewater,discharge,compliance,permit",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
569,91,FLW-00019,Sewer Overflow Response,,Water/Wastewater Utility,Overflow Response,520,216,0.001,1,2025-10-22,"sewer-overflow,wastewater,emergency",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
570,92,GAS-00020,Gas Leak Investigation,,Gas Utility,Emergency,520,210,0.001,1,2024-07-18,"gas,leak,emergency,field-crew",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
571,92,GAS-00021,Regulator Station Inspection,,Gas Utility,Regulator,155,62,0.001,1,2026-01-28,"gas,regulator,inspection",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
572,92,GAS-00022,Pipeline Pressure Monitoring Review,,Gas Utility,Pressure Monitoring,235,95,0.001,1,2025-11-24,"gas,pipeline,pressure,monitoring",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
573,92,GAS-00023,Odorization Monitoring Inspection,,Gas Utility,Odorization,225,88,0.001,1,2025-08-10,"gas,odorization,compliance,inspection",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
574,93,NOR-00024,Well Production Variance Review,,Oil & Gas Upstream,Well Performance,450,180,0.001,1,2025-09-04,"well,production,variance,forecast",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
575,93,NOR-00025,Artificial Lift Monitoring,,Oil & Gas Upstream,Artificial Lift,360,145,0.001,1,2025-10-22,"artificial-lift,vibration,well",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
576,93,NOR-00026,Produced Water Handling Review,,Oil & Gas Upstream,Produced Water,310,124,0.001,1,2025-04-20,"produced-water,handling,hse",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
577,94,BAY-00027,Pipeline Integrity Assessment,,Oil & Gas Midstream,Pipeline Integrity,620,255,0.001,1,2025-09-25,"pipeline,integrity,corrosion,inspection",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
578,94,BAY-00028,Compressor Station Reliability Review,,Oil & Gas Midstream,Compressor Station,540,220,0.001,1,2026-03-25,"compressor,vibration,reliability",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
579,95,SAB-00029,LNG Cargo Delay Review,,Oil & Gas Midstream,LNG Logistics,580,240,0.001,1,2025-01-03,"lng,cargo,delay,berth",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
580,96,GUL-00030,Refinery Hydrocracker Constraint Review,,Oil & Gas Downstream,Refinery Unit,730,300,0.001,1,2026-02-05,"refinery,hydrocracker,throughput,constraint",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
581,96,GUL-00031,Turnaround Readiness Plan,,Oil & Gas Downstream,Turnaround,610,250,0.001,1,2024-05-29,"turnaround,maintenance,parts,crew",2026-05-22T14:21:33Z,2026-05-22T14:21:33Z
