mention_id,post_id,product_id,confidence_score,mention_type,created_at
25139,56662,581,0.974,direct,2026-05-22T14:21:33Z
25140,56676,570,0.728,inferred,2026-05-22T14:21:33Z
25141,56741,581,0.717,inferred,2026-05-22T14:21:33Z
25142,56808,556,0.811,semantic,2026-05-22T14:21:33Z
25143,56813,559,0.818,semantic,2026-05-22T14:21:33Z
25144,56819,555,0.859,hashtag,2026-05-22T14:21:33Z
25145,56854,581,0.701,hashtag,2026-05-22T14:21:33Z
25146,56881,564,0.888,inferred,2026-05-22T14:21:33Z
25147,56891,569,0.783,inferred,2026-05-22T14:21:33Z
25148,56976,559,0.979,inferred,2026-05-22T14:21:33Z
25149,56983,552,0.941,semantic,2026-05-22T14:21:33Z
25150,57024,559,0.833,hashtag,2026-05-22T14:21:33Z
25151,57028,558,0.95,semantic,2026-05-22T14:21:33Z
25152,57049,557,0.852,hashtag,2026-05-22T14:21:33Z
25153,57054,560,0.879,hashtag,2026-05-22T14:21:33Z
25154,57057,563,0.946,direct,2026-05-22T14:21:33Z
25155,57064,577,0.851,hashtag,2026-05-22T14:21:33Z
25156,57088,579,0.92,semantic,2026-05-22T14:21:33Z
25157,57089,555,0.721,hashtag,2026-05-22T14:21:33Z
25158,57092,567,0.707,direct,2026-05-22T14:21:33Z
25159,57117,565,0.762,direct,2026-05-22T14:21:33Z
25160,57135,565,0.922,visual,2026-05-22T14:21:33Z
25161,57144,576,0.792,hashtag,2026-05-22T14:21:33Z
25162,57155,570,0.724,visual,2026-05-22T14:21:33Z
25163,57185,579,0.949,visual,2026-05-22T14:21:33Z
25164,57316,551,0.833,inferred,2026-05-22T14:21:33Z
25165,57329,551,0.864,hashtag,2026-05-22T14:21:33Z
25166,57330,569,0.871,visual,2026-05-22T14:21:33Z
25167,57339,570,0.923,hashtag,2026-05-22T14:21:33Z
25168,57342,559,0.924,direct,2026-05-22T14:21:33Z
25169,57358,569,0.909,semantic,2026-05-22T14:21:33Z
25170,57383,558,0.908,semantic,2026-05-22T14:21:33Z
25171,57388,553,0.751,semantic,2026-05-22T14:21:33Z
25172,57393,578,0.736,semantic,2026-05-22T14:21:33Z
25173,57541,572,0.806,inferred,2026-05-22T14:21:33Z
25174,57610,580,0.948,visual,2026-05-22T14:21:33Z
25175,57638,578,0.814,semantic,2026-05-22T14:21:33Z
25176,57649,571,0.772,hashtag,2026-05-22T14:21:33Z
25177,57661,563,0.916,inferred,2026-05-22T14:21:33Z
25178,57705,580,0.927,visual,2026-05-22T14:21:33Z
25179,57730,559,0.939,visual,2026-05-22T14:21:33Z
25180,57740,579,0.912,visual,2026-05-22T14:21:33Z
25181,57770,571,0.71,visual,2026-05-22T14:21:33Z
25182,57881,558,0.935,inferred,2026-05-22T14:21:33Z
25183,57887,575,0.848,direct,2026-05-22T14:21:33Z
25184,57891,572,0.889,inferred,2026-05-22T14:21:33Z
25185,57920,564,0.877,visual,2026-05-22T14:21:33Z
25186,57934,581,0.731,hashtag,2026-05-22T14:21:33Z
25187,57980,563,0.902,visual,2026-05-22T14:21:33Z
25188,57983,553,0.788,semantic,2026-05-22T14:21:33Z
25189,57995,556,0.905,visual,2026-05-22T14:21:33Z
25190,58080,561,0.977,visual,2026-05-22T14:21:33Z
25191,58126,563,0.774,inferred,2026-05-22T14:21:33Z
25192,58200,561,0.897,visual,2026-05-22T14:21:33Z
25193,58225,555,0.849,visual,2026-05-22T14:21:33Z
25194,58228,556,0.846,semantic,2026-05-22T14:21:33Z
25195,58230,577,0.872,visual,2026-05-22T14:21:33Z
25196,58234,574,0.992,hashtag,2026-05-22T14:21:33Z
25197,58253,567,0.927,semantic,2026-05-22T14:21:33Z
25198,58263,573,0.801,semantic,2026-05-22T14:21:33Z
25199,58300,569,0.74,visual,2026-05-22T14:21:33Z
25200,58358,558,0.829,semantic,2026-05-22T14:21:33Z
25201,58402,554,0.738,direct,2026-05-22T14:21:33Z
25202,58439,553,0.988,hashtag,2026-05-22T14:21:33Z
25203,58459,553,0.789,hashtag,2026-05-22T14:21:33Z
25204,58484,581,0.735,hashtag,2026-05-22T14:21:33Z
25205,58505,552,0.731,visual,2026-05-22T14:21:33Z
25206,58553,578,0.937,semantic,2026-05-22T14:21:33Z
25207,58633,572,0.952,semantic,2026-05-22T14:21:33Z
25208,58712,568,0.768,direct,2026-05-22T14:21:33Z
25209,58738,554,0.732,semantic,2026-05-22T14:21:33Z
25210,58752,554,0.75,direct,2026-05-22T14:21:33Z
25211,58755,559,0.856,visual,2026-05-22T14:21:33Z
25212,58764,573,0.934,hashtag,2026-05-22T14:21:33Z
25213,58841,560,0.912,inferred,2026-05-22T14:21:33Z
25214,58846,577,0.779,inferred,2026-05-22T14:21:33Z
25215,58877,557,0.923,direct,2026-05-22T14:21:33Z
25216,58943,579,0.949,semantic,2026-05-22T14:21:33Z
25217,58961,555,0.999,inferred,2026-05-22T14:21:33Z
25218,58985,581,0.747,visual,2026-05-22T14:21:33Z
25219,58994,579,0.721,hashtag,2026-05-22T14:21:33Z
25220,59002,557,0.849,direct,2026-05-22T14:21:33Z
25221,59013,572,0.705,semantic,2026-05-22T14:21:33Z
25222,59072,572,0.905,direct,2026-05-22T14:21:33Z
25223,59096,555,0.875,inferred,2026-05-22T14:21:33Z
25224,59116,571,0.781,inferred,2026-05-22T14:21:33Z
25225,59121,557,0.726,inferred,2026-05-22T14:21:33Z
25226,59168,562,0.726,semantic,2026-05-22T14:21:33Z
25227,59207,563,0.907,direct,2026-05-22T14:21:33Z
25228,59210,574,0.778,visual,2026-05-22T14:21:33Z
25229,59215,551,0.879,visual,2026-05-22T14:21:33Z
25230,59315,569,0.855,visual,2026-05-22T14:21:33Z
25231,59326,574,0.715,inferred,2026-05-22T14:21:33Z
25232,59373,563,0.816,semantic,2026-05-22T14:21:33Z
25233,59381,575,0.914,inferred,2026-05-22T14:21:33Z
25234,59389,556,0.86,hashtag,2026-05-22T14:21:33Z
25235,59404,581,0.933,hashtag,2026-05-22T14:21:33Z
25236,59434,556,0.718,hashtag,2026-05-22T14:21:33Z
25237,59441,551,0.849,inferred,2026-05-22T14:21:33Z
