influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
48,@quality_tess,Quality Tess,twitter,23426,0.0397,68.64,Metal Fabrication,Seattle,Washington,US,0,2026-06-29T21:44:57Z
49,@quality_yuri,Quality Yuri,youtube,70016,0.0317,77.63,CNC Machining,Denver,Colorado,US,0,2026-06-29T21:44:57Z
50,@quality_sarah,Quality Sarah,threads,205605,0.0316,73.53,Injection Molding,Austin,Texas,US,0,2026-06-29T21:44:57Z
51,@safety_lily,Safety Lily,instagram,23993,0.0713,85.27,Robotics,Nashville,Tennessee,US,0,2026-06-29T21:44:57Z
52,@safety_nina,Safety Nina,tiktok,255679,0.0292,80.35,Quality Assurance,Portland,Oregon,US,0,2026-06-29T21:44:57Z
53,@safety_luna,Safety Luna,twitter,50027,0.0396,73.61,MRO Supply,Boston,Massachusetts,US,0,2026-06-29T21:44:57Z
54,@safety_ruby,Safety Ruby,youtube,35923,0.0503,81.77,Industrial IoT,Atlanta,Georgia,US,0,2026-06-29T21:44:57Z
55,@safety_hope,Safety Hope,threads,6494,0.1061,93.75,Packaging Materials,Dallas,Texas,US,0,2026-06-29T21:44:57Z
56,@safety_omar,Safety Omar,instagram,93347,0.0644,87.83,Production Planning,San Diego,California,US,0,2026-06-29T21:44:57Z
57,@safety_vince,Safety Vince,tiktok,139243,0.03,82.88,Supplier Quality,Minneapolis,Minnesota,US,0,2026-06-29T21:44:57Z
58,@safety_cass,Safety Cass,twitter,9687,0.1188,100,Maintenance Reliability,Detroit,Michigan,US,0,2026-06-29T21:44:57Z
59,@safety_zoe,Safety Zoe,youtube,98396,0.0316,73.83,Plant Logistics,Las Vegas,Nevada,US,0,2026-06-29T21:44:57Z
60,@safety_ava,Safety Ava,threads,42654,0.0291,75.36,Aftermarket Parts,Brooklyn,New York,US,0,2026-06-29T21:44:57Z
61,@maintenance_kai,Maintenance Kai,instagram,14470507,0.01,91.84,Industrial Automation,New York,New York,US,1,2026-06-29T21:44:57Z
62,@maintenance_ella,Maintenance Ella,tiktok,270624,0.0388,84.11,Electronics Manufacturing,Los Angeles,California,US,0,2026-06-29T21:44:57Z
63,@maintenance_noah,Maintenance Noah,twitter,951354,0.0203,86.62,Metal Fabrication,Chicago,Illinois,US,1,2026-06-29T21:44:57Z
64,@maintenance_faye,Maintenance Faye,youtube,34757,0.0518,73.25,CNC Machining,Houston,Texas,US,0,2026-06-29T21:44:57Z
65,@maintenance_nora,Maintenance Nora,threads,7570,0.0494,74.84,Injection Molding,Phoenix,Arizona,US,0,2026-06-29T21:44:57Z
66,@maintenance_vince,Maintenance Vince,instagram,1004,0.0795,72.74,Robotics,San Francisco,California,US,0,2026-06-29T21:44:57Z
67,@maintenance_dev,Maintenance Dev,tiktok,7533,0.0309,65.86,Quality Assurance,Miami,Florida,US,0,2026-06-29T21:44:57Z
68,@maintenance_lily,Maintenance Lily,twitter,734953,0.0172,85.74,MRO Supply,Seattle,Washington,US,1,2026-06-29T21:44:57Z
69,@maintenance_drew,Maintenance Drew,youtube,8873,0.0423,71.27,Industrial IoT,Denver,Colorado,US,0,2026-06-29T21:44:57Z
70,@maintenance_mia,Maintenance Mia,threads,6251,0.106,100,Packaging Materials,Austin,Texas,US,0,2026-06-29T21:44:57Z
71,@robotics_maya,Robotics Maya,instagram,38981,0.067,82.85,Production Planning,Nashville,Tennessee,US,0,2026-06-29T21:44:57Z
72,@robotics_aria,Robotics Aria,tiktok,586111,0.0449,95.21,Supplier Quality,Portland,Oregon,US,1,2026-06-29T21:44:57Z
73,@robotics_ruby,Robotics Ruby,twitter,2213,0.0313,60,Maintenance Reliability,Boston,Massachusetts,US,0,2026-06-29T21:44:57Z
74,@robotics_jace,Robotics Jace,youtube,1094,0.1092,94.26,Plant Logistics,Atlanta,Georgia,US,0,2026-06-29T21:44:57Z
75,@robotics_tess,Robotics Tess,threads,3778,0.0473,61.67,Aftermarket Parts,Dallas,Texas,US,0,2026-06-29T21:44:57Z
76,@robotics_cass,Robotics Cass,instagram,501313,0.0367,88.68,Industrial Automation,San Diego,California,US,1,2026-06-29T21:44:57Z
77,@robotics_lily,Robotics Lily,tiktok,51200,0.0542,86.24,Electronics Manufacturing,Minneapolis,Minnesota,US,0,2026-06-29T21:44:57Z
78,@robotics_ella,Robotics Ella,twitter,7813,0.0647,84.08,Metal Fabrication,Detroit,Michigan,US,0,2026-06-29T21:44:57Z
79,@robotics_ivy,Robotics Ivy,youtube,5748,0.0971,94.44,CNC Machining,Las Vegas,Nevada,US,0,2026-06-29T21:44:57Z
80,@robotics_hope,Robotics Hope,threads,1693,0.0682,76.74,Injection Molding,Brooklyn,New York,US,0,2026-06-29T21:44:57Z
81,@automation_tyler,Automation Tyler,instagram,8678,0.0722,80.39,Robotics,New York,New York,US,0,2026-06-29T21:44:57Z
82,@automation_luna,Automation Luna,tiktok,36652,0.026,70.54,Quality Assurance,Los Angeles,California,US,0,2026-06-29T21:44:57Z
83,@automation_dane,Automation Dane,twitter,19674,0.0433,72.02,MRO Supply,Chicago,Illinois,US,0,2026-06-29T21:44:57Z
84,@automation_omar,Automation Omar,youtube,8684,0.0563,69.31,Industrial IoT,Houston,Texas,US,0,2026-06-29T21:44:57Z
85,@automation_yuri,Automation Yuri,threads,58997,0.0538,79.04,Packaging Materials,Phoenix,Arizona,US,0,2026-06-29T21:44:57Z
86,@automation_zoe,Automation Zoe,instagram,14862,0.0421,79.07,Production Planning,San Francisco,California,US,0,2026-06-29T21:44:57Z
87,@automation_drew,Automation Drew,tiktok,8262,0.0348,63.56,Supplier Quality,Miami,Florida,US,0,2026-06-29T21:44:57Z
88,@automation_ivy,Automation Ivy,twitter,25655,0.0599,76.88,Maintenance Reliability,Seattle,Washington,US,0,2026-06-29T21:44:57Z
89,@automation_ines,Automation Ines,youtube,121319,0.0197,77.34,Plant Logistics,Denver,Colorado,US,0,2026-06-29T21:44:57Z
90,@automation_tess,Automation Tess,threads,52452,0.0404,75.5,Aftermarket Parts,Austin,Texas,US,0,2026-06-29T21:44:57Z
91,@cnc_ava,Cnc Ava,instagram,3299,0.0783,79.91,Industrial Automation,Nashville,Tennessee,US,0,2026-06-29T21:44:57Z
92,@cnc_mia,Cnc Mia,tiktok,7976,0.0985,100,Electronics Manufacturing,Portland,Oregon,US,0,2026-06-29T21:44:57Z
93,@cnc_hope,Cnc Hope,twitter,18925,0.0256,57.46,Metal Fabrication,Boston,Massachusetts,US,0,2026-06-29T21:44:57Z
94,@cnc_tess,Cnc Tess,youtube,641672,0.0367,85.58,CNC Machining,Atlanta,Georgia,US,1,2026-06-29T21:44:57Z
95,@cnc_sarah,Cnc Sarah,threads,1876,0.0947,92.74,Injection Molding,Dallas,Texas,US,0,2026-06-29T21:44:57Z
101,@welding_cole,Welding Cole,instagram,1347,0.0891,89.62,Robotics,San Diego,California,US,0,2026-06-29T21:44:57Z
102,@welding_ivy,Welding Ivy,tiktok,80963,0.0544,82.61,Quality Assurance,Minneapolis,Minnesota,US,0,2026-06-29T21:44:57Z
103,@welding_kara,Welding Kara,twitter,966166,0.0293,87.49,MRO Supply,Detroit,Michigan,US,1,2026-06-29T21:44:57Z
104,@welding_xena,Welding Xena,youtube,8827,0.0671,81.59,Industrial IoT,Las Vegas,Nevada,US,0,2026-06-29T21:44:57Z
105,@welding_marcus,Welding Marcus,threads,97363,0.0694,93.67,Packaging Materials,Brooklyn,New York,US,0,2026-06-29T21:44:57Z
106,@welding_aria,Welding Aria,instagram,7542,0.0378,70.13,Production Planning,New York,New York,US,0,2026-06-29T21:44:57Z
107,@welding_dane,Welding Dane,tiktok,257620,0.0309,84.86,Supplier Quality,Los Angeles,California,US,0,2026-06-29T21:44:57Z
108,@welding_reed,Welding Reed,twitter,4489,0.0517,76.71,Maintenance Reliability,Chicago,Illinois,US,0,2026-06-29T21:44:57Z
109,@welding_dev,Welding Dev,youtube,27267,0.0315,76.34,Plant Logistics,Houston,Texas,US,0,2026-06-29T21:44:57Z
110,@welding_ava,Welding Ava,threads,55837,0.0484,83.66,Aftermarket Parts,Phoenix,Arizona,US,0,2026-06-29T21:44:57Z
111,@casting_nina,Casting Nina,instagram,592248,0.0312,83.17,Industrial Automation,San Francisco,California,US,1,2026-06-29T21:44:57Z
112,@casting_ruby,Casting Ruby,tiktok,13758,0.0452,68.96,Electronics Manufacturing,Miami,Florida,US,0,2026-06-29T21:44:57Z
113,@casting_omar,Casting Omar,twitter,5870,0.0776,90.22,Metal Fabrication,Seattle,Washington,US,0,2026-06-29T21:44:57Z
114,@casting_cass,Casting Cass,youtube,5165,0.0888,85.66,CNC Machining,Denver,Colorado,US,0,2026-06-29T21:44:57Z
115,@casting_ava,Casting Ava,threads,45406,0.0523,79.57,Injection Molding,Austin,Texas,US,0,2026-06-29T21:44:57Z
116,@casting_ivy,Casting Ivy,instagram,8865,0.0884,95.39,Robotics,Nashville,Tennessee,US,0,2026-06-29T21:44:57Z
117,@casting_liam,Casting Liam,tiktok,58924,0.0566,89.54,Quality Assurance,Portland,Oregon,US,0,2026-06-29T21:44:57Z
118,@casting_zara,Casting Zara,twitter,3949,0.0895,91.97,MRO Supply,Boston,Massachusetts,US,0,2026-06-29T21:44:57Z
119,@casting_maya,Casting Maya,youtube,272581,0.0273,79.22,Industrial IoT,Atlanta,Georgia,US,0,2026-06-29T21:44:57Z
120,@casting_mia,Casting Mia,threads,6597,0.0648,85.48,Packaging Materials,Dallas,Texas,US,0,2026-06-29T21:44:57Z
121,@molding_drew,Molding Drew,instagram,11186978,0.0078,89.29,Production Planning,San Diego,California,US,1,2026-06-29T21:44:57Z
122,@molding_cleo,Molding Cleo,tiktok,96742,0.0488,77.95,Supplier Quality,Minneapolis,Minnesota,US,0,2026-06-29T21:44:57Z
123,@molding_sage,Molding Sage,twitter,192665,0.0337,81.69,Maintenance Reliability,Detroit,Michigan,US,0,2026-06-29T21:44:57Z
124,@molding_jen,Molding Jen,youtube,811487,0.0244,89.56,Plant Logistics,Las Vegas,Nevada,US,1,2026-06-29T21:44:57Z
125,@molding_finn,Molding Finn,threads,8236,0.0326,63.63,Aftermarket Parts,Brooklyn,New York,US,0,2026-06-29T21:44:57Z
126,@molding_faye,Molding Faye,instagram,33413,0.0574,87.09,Industrial Automation,New York,New York,US,0,2026-06-29T21:44:57Z
127,@molding_uma,Molding Uma,tiktok,5224,0.0741,86.41,Electronics Manufacturing,Los Angeles,California,US,0,2026-06-29T21:44:57Z
128,@molding_zoe,Molding Zoe,twitter,3714,0.0971,97,Metal Fabrication,Chicago,Illinois,US,0,2026-06-29T21:44:57Z
129,@molding_owen,Molding Owen,youtube,4985,0.0591,74.29,CNC Machining,Houston,Texas,US,0,2026-06-29T21:44:57Z
130,@molding_hope,Molding Hope,threads,8847,0.097,89.94,Injection Molding,Phoenix,Arizona,US,0,2026-06-29T21:44:57Z
131,@sensor_ella,Sensor Ella,instagram,24995,0.0347,72.06,Robotics,San Francisco,California,US,0,2026-06-29T21:44:57Z
132,@sensor_faye,Sensor Faye,tiktok,106405,0.0365,79.44,Quality Assurance,Miami,Florida,US,0,2026-06-29T21:44:57Z
133,@sensor_vince,Sensor Vince,twitter,63610,0.0532,78.28,MRO Supply,Seattle,Washington,US,0,2026-06-29T21:44:57Z
134,@sensor_lily,Sensor Lily,youtube,5806,0.0683,76.19,Industrial IoT,Denver,Colorado,US,0,2026-06-29T21:44:57Z
135,@sensor_mia,Sensor Mia,threads,3740,0.0946,85.42,Packaging Materials,Austin,Texas,US,0,2026-06-29T21:44:57Z
136,@sensor_liam,Sensor Liam,instagram,8930,0.1059,100,Production Planning,Nashville,Tennessee,US,0,2026-06-29T21:44:57Z
137,@sensor_cass,Sensor Cass,tiktok,95113,0.0519,78.54,Supplier Quality,Portland,Oregon,US,0,2026-06-29T21:44:57Z
138,@sensor_nina,Sensor Nina,twitter,75809,0.0545,92.77,Maintenance Reliability,Boston,Massachusetts,US,0,2026-06-29T21:44:57Z
139,@sensor_cleo,Sensor Cleo,youtube,55748,0.0256,66.91,Plant Logistics,Atlanta,Georgia,US,0,2026-06-29T21:44:57Z
140,@sensor_tess,Sensor Tess,threads,44118,0.0473,85.39,Aftermarket Parts,Dallas,Texas,US,0,2026-06-29T21:44:57Z
141,@electronics_finn,Electronics Finn,instagram,9783,0.11,100,Industrial Automation,San Diego,California,US,0,2026-06-29T21:44:57Z
142,@electronics_hope,Electronics Hope,tiktok,3001,0.0787,74.41,Electronics Manufacturing,Minneapolis,Minnesota,US,0,2026-06-29T21:44:57Z
143,@electronics_yuri,Electronics Yuri,twitter,72406,0.0396,85.18,Metal Fabrication,Detroit,Michigan,US,0,2026-06-29T21:44:57Z
144,@electronics_ava,Electronics Ava,youtube,8396,0.1032,100,CNC Machining,Las Vegas,Nevada,US,0,2026-06-29T21:44:57Z
145,@electronics_max,Electronics Max,threads,14440,0.0393,66.25,Injection Molding,Brooklyn,New York,US,0,2026-06-29T21:44:57Z
146,@electronics_tess,Electronics Tess,instagram,73711,0.0757,94.54,Robotics,New York,New York,US,0,2026-06-29T21:44:57Z
147,@electronics_marcus,Electronics Marcus,tiktok,7979,0.1158,98.98,Quality Assurance,Los Angeles,California,US,0,2026-06-29T21:44:57Z
148,@electronics_mia,Electronics Mia,twitter,6297,0.0482,66.99,MRO Supply,Chicago,Illinois,US,0,2026-06-29T21:44:57Z
149,@electronics_nora,Electronics Nora,youtube,70355,0.0361,72.12,Industrial IoT,Houston,Texas,US,0,2026-06-29T21:44:57Z
150,@electronics_sarah,Electronics Sarah,threads,80004,0.0264,66.88,Packaging Materials,Phoenix,Arizona,US,0,2026-06-29T21:44:57Z
151,@assembly_aria,Assembly Aria,instagram,17645,0.0762,88.94,Production Planning,San Francisco,California,US,0,2026-06-29T21:44:57Z
152,@assembly_jace,Assembly Jace,tiktok,8831,0.0722,79.81,Supplier Quality,Miami,Florida,US,0,2026-06-29T21:44:57Z
153,@assembly_cass,Assembly Cass,twitter,3248402,0.0109,81.35,Maintenance Reliability,Seattle,Washington,US,1,2026-06-29T21:44:57Z
154,@assembly_ella,Assembly Ella,youtube,104870,0.0357,78.44,Plant Logistics,Denver,Colorado,US,0,2026-06-29T21:44:57Z
155,@assembly_hope,Assembly Hope,threads,5186,0.0421,69.5,Aftermarket Parts,Austin,Texas,US,0,2026-06-29T21:44:57Z
156,@assembly_zara,Assembly Zara,instagram,5727,0.0647,73.62,Industrial Automation,Nashville,Tennessee,US,0,2026-06-29T21:44:57Z
157,@assembly_nina,Assembly Nina,tiktok,5863,0.0602,71.69,Electronics Manufacturing,Portland,Oregon,US,0,2026-06-29T21:44:57Z
158,@assembly_faye,Assembly Faye,twitter,5457,0.057,71.84,Metal Fabrication,Boston,Massachusetts,US,0,2026-06-29T21:44:57Z
159,@assembly_xena,Assembly Xena,youtube,650289,0.022,82.21,CNC Machining,Atlanta,Georgia,US,1,2026-06-29T21:44:57Z
160,@assembly_ava,Assembly Ava,threads,77071,0.0585,84.6,Injection Molding,Dallas,Texas,US,0,2026-06-29T21:44:57Z
161,@logistics_owen,Logistics Owen,instagram,4743,0.0669,84.32,Robotics,San Diego,California,US,0,2026-06-29T21:44:57Z
162,@logistics_liam,Logistics Liam,tiktok,799929,0.0249,76.95,Quality Assurance,Minneapolis,Minnesota,US,1,2026-06-29T21:44:57Z
163,@logistics_mike,Logistics Mike,twitter,2276,0.1082,98.03,MRO Supply,Detroit,Michigan,US,0,2026-06-29T21:44:57Z
164,@logistics_luna,Logistics Luna,youtube,9183,0.1008,92.12,Industrial IoT,Las Vegas,Nevada,US,0,2026-06-29T21:44:57Z
165,@logistics_nora,Logistics Nora,threads,42526,0.063,90.17,Packaging Materials,Brooklyn,New York,US,0,2026-06-29T21:44:57Z
166,@logistics_jen,Logistics Jen,instagram,86661,0.0538,83.25,Production Planning,New York,New York,US,0,2026-06-29T21:44:57Z
167,@logistics_jack,Logistics Jack,tiktok,81632,0.038,70.55,Supplier Quality,Los Angeles,California,US,0,2026-06-29T21:44:57Z
168,@logistics_omar,Logistics Omar,twitter,9907,0.0487,72.56,Maintenance Reliability,Chicago,Illinois,US,0,2026-06-29T21:44:57Z
169,@logistics_alex,Logistics Alex,youtube,476321,0.0347,79.44,Plant Logistics,Houston,Texas,US,0,2026-06-29T21:44:57Z
170,@logistics_mia,Logistics Mia,threads,6378,0.0376,57.98,Aftermarket Parts,Phoenix,Arizona,US,0,2026-06-29T21:44:57Z
171,@materials_luna,Materials Luna,instagram,134641,0.0369,73.93,Industrial Automation,San Francisco,California,US,0,2026-06-29T21:44:57Z
172,@materials_omar,Materials Omar,tiktok,5773,0.0962,98.34,Electronics Manufacturing,Miami,Florida,US,0,2026-06-29T21:44:57Z
173,@materials_zoe,Materials Zoe,twitter,716706,0.018,84.45,Metal Fabrication,Seattle,Washington,US,1,2026-06-29T21:44:57Z
174,@materials_ivy,Materials Ivy,youtube,5979,0.0853,94.22,CNC Machining,Denver,Colorado,US,0,2026-06-29T21:44:57Z
175,@materials_tess,Materials Tess,threads,825337,0.0217,86.23,Injection Molding,Austin,Texas,US,1,2026-06-29T21:44:57Z
176,@materials_maya,Materials Maya,instagram,5940,0.0666,72.54,Robotics,Nashville,Tennessee,US,0,2026-06-29T21:44:57Z
177,@materials_cleo,Materials Cleo,tiktok,901745,0.041,96.86,Quality Assurance,Portland,Oregon,US,1,2026-06-29T21:44:57Z
178,@materials_xena,Materials Xena,twitter,6739047,0.0167,93.74,MRO Supply,Boston,Massachusetts,US,1,2026-06-29T21:44:57Z
179,@materials_nina,Materials Nina,youtube,2963,0.0559,68.64,Industrial IoT,Atlanta,Georgia,US,0,2026-06-29T21:44:57Z
180,@materials_hope,Materials Hope,threads,8359274,0.0097,88.31,Packaging Materials,Dallas,Texas,US,1,2026-06-29T21:44:57Z
181,@inventory_jack,Inventory Jack,instagram,92180,0.0429,86.45,Production Planning,San Diego,California,US,0,2026-06-29T21:44:57Z
182,@inventory_reed,Inventory Reed,tiktok,4621,0.1029,97.38,Supplier Quality,Minneapolis,Minnesota,US,0,2026-06-29T21:44:57Z
183,@inventory_kai,Inventory Kai,twitter,12389257,0.0216,100,Maintenance Reliability,Detroit,Michigan,US,1,2026-06-29T21:44:57Z
184,@inventory_cleo,Inventory Cleo,youtube,351463,0.0243,81.26,Plant Logistics,Las Vegas,Nevada,US,0,2026-06-29T21:44:57Z
185,@inventory_yuri,Inventory Yuri,threads,295531,0.0177,79.52,Aftermarket Parts,Brooklyn,New York,US,0,2026-06-29T21:44:57Z
186,@inventory_ella,Inventory Ella,instagram,1484,0.0491,57.76,Industrial Automation,New York,New York,US,0,2026-06-29T21:44:57Z
187,@inventory_kara,Inventory Kara,tiktok,44042,0.0324,70.3,Electronics Manufacturing,Los Angeles,California,US,0,2026-06-29T21:44:57Z
188,@inventory_jen,Inventory Jen,twitter,82906,0.0796,100,Metal Fabrication,Chicago,Illinois,US,0,2026-06-29T21:44:57Z
189,@inventory_noah,Inventory Noah,youtube,2271,0.0586,71.45,CNC Machining,Houston,Texas,US,0,2026-06-29T21:44:57Z
190,@inventory_tess,Inventory Tess,threads,4379,0.1022,96.43,Injection Molding,Phoenix,Arizona,US,0,2026-06-29T21:44:57Z
191,@planner_mia,Planner Mia,instagram,1674,0.1119,96.61,Robotics,San Francisco,California,US,0,2026-06-29T21:44:57Z
192,@planner_tess,Planner Tess,tiktok,994834,0.0189,87.92,Quality Assurance,Miami,Florida,US,1,2026-06-29T21:44:57Z
193,@planner_ava,Planner Ava,twitter,4626,0.1015,100,MRO Supply,Seattle,Washington,US,0,2026-06-29T21:44:57Z
194,@planner_hope,Planner Hope,youtube,20297,0.0634,81.67,Industrial IoT,Denver,Colorado,US,0,2026-06-29T21:44:57Z
195,@planner_sarah,Planner Sarah,threads,56583,0.0478,80.06,Packaging Materials,Austin,Texas,US,0,2026-06-29T21:44:57Z
201,@scheduler_noah,Scheduler Noah,instagram,4054,0.0825,85.65,Production Planning,Nashville,Tennessee,US,0,2026-06-29T21:44:57Z
202,@scheduler_vince,Scheduler Vince,tiktok,264402,0.0274,73.99,Supplier Quality,Portland,Oregon,US,0,2026-06-29T21:44:57Z
203,@scheduler_drew,Scheduler Drew,twitter,1401,0.1064,87.82,Maintenance Reliability,Boston,Massachusetts,US,0,2026-06-29T21:44:57Z
204,@scheduler_liam,Scheduler Liam,youtube,591331,0.0347,83.21,Plant Logistics,Atlanta,Georgia,US,1,2026-06-29T21:44:57Z
205,@scheduler_marcus,Scheduler Marcus,threads,5485,0.0476,69.38,Aftermarket Parts,Dallas,Texas,US,0,2026-06-29T21:44:57Z
206,@scheduler_cleo,Scheduler Cleo,instagram,6110,0.0573,81.39,Industrial Automation,San Diego,California,US,0,2026-06-29T21:44:57Z
207,@scheduler_beau,Scheduler Beau,tiktok,80740,0.0403,73.48,Electronics Manufacturing,Minneapolis,Minnesota,US,0,2026-06-29T21:44:57Z
208,@scheduler_luna,Scheduler Luna,twitter,4309,0.1145,100,Metal Fabrication,Detroit,Michigan,US,0,2026-06-29T21:44:57Z
209,@scheduler_sage,Scheduler Sage,youtube,335159,0.0166,71.8,CNC Machining,Las Vegas,Nevada,US,0,2026-06-29T21:44:57Z
