mention_id,post_id,product_id,confidence_score,mention_type,created_at
46,46,170,0.74,semantic,2026-05-05T16:30:00Z
47,47,20,0.93,hashtag,2026-05-05T16:30:00Z
48,48,57,0.82,visual,2026-05-05T16:30:00Z
49,49,94,0.71,inferred,2026-05-05T16:30:00Z
50,50,131,0.9,direct,2026-05-05T16:30:00Z
51,51,168,0.79,semantic,2026-05-05T16:30:00Z
52,52,18,0.98,hashtag,2026-05-05T16:30:00Z
53,53,55,0.87,visual,2026-05-05T16:30:00Z
54,54,92,0.76,inferred,2026-05-05T16:30:00Z
55,55,129,0.95,direct,2026-05-05T16:30:00Z
56,56,166,0.84,semantic,2026-05-05T16:30:00Z
57,57,16,0.73,hashtag,2026-05-05T16:30:00Z
58,58,53,0.92,visual,2026-05-05T16:30:00Z
59,59,90,0.81,inferred,2026-05-05T16:30:00Z
60,60,127,0.7,direct,2026-05-05T16:30:00Z
61,61,164,0.89,semantic,2026-05-05T16:30:00Z
62,62,14,0.78,hashtag,2026-05-05T16:30:00Z
63,63,51,0.97,visual,2026-05-05T16:30:00Z
64,64,88,0.86,inferred,2026-05-05T16:30:00Z
65,65,125,0.75,direct,2026-05-05T16:30:00Z
66,66,162,0.94,semantic,2026-05-05T16:30:00Z
67,67,12,0.83,hashtag,2026-05-05T16:30:00Z
68,68,49,0.72,visual,2026-05-05T16:30:00Z
69,69,86,0.91,inferred,2026-05-05T16:30:00Z
70,70,123,0.8,direct,2026-05-05T16:30:00Z
71,71,160,0.99,semantic,2026-05-05T16:30:00Z
72,72,10,0.88,hashtag,2026-05-05T16:30:00Z
73,73,47,0.77,visual,2026-05-05T16:30:00Z
74,74,84,0.96,inferred,2026-05-05T16:30:00Z
75,75,121,0.85,direct,2026-05-05T16:30:00Z
76,76,158,0.74,semantic,2026-05-05T16:30:00Z
77,77,8,0.93,hashtag,2026-05-05T16:30:00Z
78,78,45,0.82,visual,2026-05-05T16:30:00Z
79,79,82,0.71,inferred,2026-05-05T16:30:00Z
80,80,119,0.9,direct,2026-05-05T16:30:00Z
81,81,156,0.79,semantic,2026-05-05T16:30:00Z
82,82,6,0.98,hashtag,2026-05-05T16:30:00Z
83,83,43,0.87,visual,2026-05-05T16:30:00Z
84,84,80,0.76,inferred,2026-05-05T16:30:00Z
85,85,117,0.95,direct,2026-05-05T16:30:00Z
86,86,154,0.84,semantic,2026-05-05T16:30:00Z
87,87,4,0.73,hashtag,2026-05-05T16:30:00Z
88,88,41,0.92,visual,2026-05-05T16:30:00Z
89,89,78,0.81,inferred,2026-05-05T16:30:00Z
90,90,115,0.7,direct,2026-05-05T16:30:00Z
91,91,152,0.89,semantic,2026-05-05T16:30:00Z
92,92,2,0.78,hashtag,2026-05-05T16:30:00Z
93,93,39,0.97,visual,2026-05-05T16:30:00Z
94,94,76,0.86,inferred,2026-05-05T16:30:00Z
95,95,113,0.75,direct,2026-05-05T16:30:00Z
96,96,150,0.94,semantic,2026-05-05T16:30:00Z
97,97,187,0.83,hashtag,2026-05-05T16:30:00Z
98,98,37,0.72,visual,2026-05-05T16:30:00Z
99,99,74,0.91,inferred,2026-05-05T16:30:00Z
100,100,111,0.8,direct,2026-05-05T16:30:00Z
101,101,148,0.99,semantic,2026-05-05T16:30:00Z
102,102,185,0.88,hashtag,2026-05-05T16:30:00Z
103,103,35,0.77,visual,2026-05-05T16:30:00Z
104,104,72,0.96,inferred,2026-05-05T16:30:00Z
105,105,109,0.85,direct,2026-05-05T16:30:00Z
106,106,146,0.74,semantic,2026-05-05T16:30:00Z
107,107,183,0.93,hashtag,2026-05-05T16:30:00Z
108,108,33,0.82,visual,2026-05-05T16:30:00Z
109,109,70,0.71,inferred,2026-05-05T16:30:00Z
110,110,107,0.9,direct,2026-05-05T16:30:00Z
111,111,144,0.79,semantic,2026-05-05T16:30:00Z
112,112,181,0.98,hashtag,2026-05-05T16:30:00Z
113,113,31,0.87,visual,2026-05-05T16:30:00Z
114,114,68,0.76,inferred,2026-05-05T16:30:00Z
115,115,105,0.95,direct,2026-05-05T16:30:00Z
116,116,142,0.84,semantic,2026-05-05T16:30:00Z
117,117,179,0.73,hashtag,2026-05-05T16:30:00Z
118,118,29,0.92,visual,2026-05-05T16:30:00Z
119,119,66,0.81,inferred,2026-05-05T16:30:00Z
120,120,103,0.7,direct,2026-05-05T16:30:00Z
121,121,140,0.89,semantic,2026-05-05T16:30:00Z
122,122,177,0.78,hashtag,2026-05-05T16:30:00Z
123,123,27,0.97,visual,2026-05-05T16:30:00Z
124,124,64,0.86,inferred,2026-05-05T16:30:00Z
125,125,101,0.75,direct,2026-05-05T16:30:00Z
126,126,138,0.94,semantic,2026-05-05T16:30:00Z
127,127,175,0.83,hashtag,2026-05-05T16:30:00Z
128,128,25,0.72,visual,2026-05-05T16:30:00Z
129,129,62,0.91,inferred,2026-05-05T16:30:00Z
130,130,99,0.8,direct,2026-05-05T16:30:00Z
131,131,136,0.99,semantic,2026-05-05T16:30:00Z
132,132,173,0.88,hashtag,2026-05-05T16:30:00Z
133,133,23,0.77,visual,2026-05-05T16:30:00Z
134,134,60,0.96,inferred,2026-05-05T16:30:00Z
135,135,97,0.85,direct,2026-05-05T16:30:00Z
136,136,134,0.74,semantic,2026-05-05T16:30:00Z
137,137,171,0.93,hashtag,2026-05-05T16:30:00Z
138,138,21,0.82,visual,2026-05-05T16:30:00Z
139,139,58,0.71,inferred,2026-05-05T16:30:00Z
140,140,95,0.9,direct,2026-05-05T16:30:00Z
141,141,132,0.79,semantic,2026-05-05T16:30:00Z
142,142,169,0.98,hashtag,2026-05-05T16:30:00Z
143,143,19,0.87,visual,2026-05-05T16:30:00Z
144,144,56,0.76,inferred,2026-05-05T16:30:00Z
145,145,93,0.95,direct,2026-05-05T16:30:00Z
146,146,130,0.84,semantic,2026-05-05T16:30:00Z
147,147,167,0.73,hashtag,2026-05-05T16:30:00Z
148,148,17,0.92,visual,2026-05-05T16:30:00Z
149,149,54,0.81,inferred,2026-05-05T16:30:00Z
150,150,91,0.7,direct,2026-05-05T16:30:00Z
151,151,128,0.89,semantic,2026-05-05T16:30:00Z
152,152,165,0.78,hashtag,2026-05-05T16:30:00Z
153,153,15,0.97,visual,2026-05-05T16:30:00Z
154,154,52,0.86,inferred,2026-05-05T16:30:00Z
155,155,89,0.75,direct,2026-05-05T16:30:00Z
156,156,126,0.94,semantic,2026-05-05T16:30:00Z
157,157,163,0.83,hashtag,2026-05-05T16:30:00Z
158,158,13,0.72,visual,2026-05-05T16:30:00Z
159,159,50,0.91,inferred,2026-05-05T16:30:00Z
160,160,87,0.8,direct,2026-05-05T16:30:00Z
161,161,124,0.99,semantic,2026-05-05T16:30:00Z
162,162,161,0.88,hashtag,2026-05-05T16:30:00Z
163,163,11,0.77,visual,2026-05-05T16:30:00Z
164,164,48,0.96,inferred,2026-05-05T16:30:00Z
165,165,85,0.85,direct,2026-05-05T16:30:00Z
166,166,122,0.74,semantic,2026-05-05T16:30:00Z
167,167,159,0.93,hashtag,2026-05-05T16:30:00Z
168,168,9,0.82,visual,2026-05-05T16:30:00Z
169,169,46,0.71,inferred,2026-05-05T16:30:00Z
170,170,83,0.9,direct,2026-05-05T16:30:00Z
171,171,120,0.79,semantic,2026-05-05T16:30:00Z
172,172,157,0.98,hashtag,2026-05-05T16:30:00Z
173,173,7,0.87,visual,2026-05-05T16:30:00Z
174,174,44,0.76,inferred,2026-05-05T16:30:00Z
175,175,81,0.95,direct,2026-05-05T16:30:00Z
176,176,118,0.84,semantic,2026-05-05T16:30:00Z
177,177,155,0.73,hashtag,2026-05-05T16:30:00Z
178,178,5,0.92,visual,2026-05-05T16:30:00Z
179,179,42,0.81,inferred,2026-05-05T16:30:00Z
180,180,79,0.7,direct,2026-05-05T16:30:00Z
181,181,116,0.89,semantic,2026-05-05T16:30:00Z
182,182,153,0.78,hashtag,2026-05-05T16:30:00Z
183,183,3,0.97,visual,2026-05-05T16:30:00Z
184,184,40,0.86,inferred,2026-05-05T16:30:00Z
185,185,77,0.75,direct,2026-05-05T16:30:00Z
186,186,114,0.94,semantic,2026-05-05T16:30:00Z
187,187,151,0.83,hashtag,2026-05-05T16:30:00Z
188,188,1,0.72,visual,2026-05-05T16:30:00Z
189,189,38,0.91,inferred,2026-05-05T16:30:00Z
190,190,75,0.8,direct,2026-05-05T16:30:00Z
191,191,112,0.99,semantic,2026-05-05T16:30:00Z
192,192,149,0.88,hashtag,2026-05-05T16:30:00Z
193,193,186,0.77,visual,2026-05-05T16:30:00Z
194,194,36,0.96,inferred,2026-05-05T16:30:00Z
195,195,73,0.85,direct,2026-05-05T16:30:00Z
196,196,110,0.74,semantic,2026-05-05T16:30:00Z
197,197,147,0.93,hashtag,2026-05-05T16:30:00Z
198,198,184,0.82,visual,2026-05-05T16:30:00Z
199,199,34,0.71,inferred,2026-05-05T16:30:00Z
200,200,71,0.9,direct,2026-05-05T16:30:00Z
201,201,108,0.79,semantic,2026-05-05T16:30:00Z
202,202,145,0.98,hashtag,2026-05-05T16:30:00Z
203,203,182,0.87,visual,2026-05-05T16:30:00Z
204,204,32,0.76,inferred,2026-05-05T16:30:00Z
205,205,69,0.95,direct,2026-05-05T16:30:00Z
206,206,106,0.84,semantic,2026-05-05T16:30:00Z
207,207,143,0.73,hashtag,2026-05-05T16:30:00Z
208,208,180,0.92,visual,2026-05-05T16:30:00Z
209,209,30,0.81,inferred,2026-05-05T16:30:00Z
210,210,67,0.7,direct,2026-05-05T16:30:00Z
211,211,104,0.89,semantic,2026-05-05T16:30:00Z
212,212,141,0.78,hashtag,2026-05-05T16:30:00Z
213,213,178,0.97,visual,2026-05-05T16:30:00Z
214,214,28,0.86,inferred,2026-05-05T16:30:00Z
215,215,65,0.75,direct,2026-05-05T16:30:00Z
216,216,102,0.94,semantic,2026-05-05T16:30:00Z
217,217,139,0.83,hashtag,2026-05-05T16:30:00Z
218,218,176,0.72,visual,2026-05-05T16:30:00Z
219,219,26,0.91,inferred,2026-05-05T16:30:00Z
220,220,63,0.8,direct,2026-05-05T16:30:00Z
221,221,100,0.99,semantic,2026-05-05T16:30:00Z
222,222,137,0.88,hashtag,2026-05-05T16:30:00Z
223,223,174,0.77,visual,2026-05-05T16:30:00Z
224,224,24,0.96,inferred,2026-05-05T16:30:00Z
225,225,61,0.85,direct,2026-05-05T16:30:00Z
226,226,98,0.74,semantic,2026-05-05T16:30:00Z
227,227,135,0.93,hashtag,2026-05-05T16:30:00Z
228,228,172,0.82,visual,2026-05-05T16:30:00Z
229,229,22,0.71,inferred,2026-05-05T16:30:00Z
230,230,59,0.9,direct,2026-05-05T16:30:00Z
231,231,96,0.79,semantic,2026-05-05T16:30:00Z
232,232,133,0.98,hashtag,2026-05-05T16:30:00Z
233,233,170,0.87,visual,2026-05-05T16:30:00Z
234,234,20,0.76,inferred,2026-05-05T16:30:00Z
235,235,57,0.95,direct,2026-05-05T16:30:00Z
236,236,94,0.84,semantic,2026-05-05T16:30:00Z
237,237,131,0.73,hashtag,2026-05-05T16:30:00Z
238,238,168,0.92,visual,2026-05-05T16:30:00Z
239,239,18,0.81,inferred,2026-05-05T16:30:00Z
240,240,55,0.7,direct,2026-05-05T16:30:00Z
241,241,92,0.89,semantic,2026-05-05T16:30:00Z
242,242,129,0.78,hashtag,2026-05-05T16:30:00Z
243,243,166,0.97,visual,2026-05-05T16:30:00Z
244,244,16,0.86,inferred,2026-05-05T16:30:00Z
245,245,53,0.75,direct,2026-05-05T16:30:00Z
246,246,90,0.94,semantic,2026-05-05T16:30:00Z
247,247,127,0.83,hashtag,2026-05-05T16:30:00Z
248,248,164,0.72,visual,2026-05-05T16:30:00Z
249,249,14,0.91,inferred,2026-05-05T16:30:00Z
250,250,51,0.8,direct,2026-05-05T16:30:00Z
251,251,88,0.99,semantic,2026-05-05T16:30:00Z
252,252,125,0.88,hashtag,2026-05-05T16:30:00Z
253,253,162,0.77,visual,2026-05-05T16:30:00Z
254,254,12,0.96,inferred,2026-05-05T16:30:00Z
255,255,49,0.85,direct,2026-05-05T16:30:00Z
256,256,86,0.74,semantic,2026-05-05T16:30:00Z
257,257,123,0.93,hashtag,2026-05-05T16:30:00Z
258,258,160,0.82,visual,2026-05-05T16:30:00Z
259,259,10,0.71,inferred,2026-05-05T16:30:00Z
260,260,47,0.9,direct,2026-05-05T16:30:00Z
261,261,84,0.79,semantic,2026-05-05T16:30:00Z
262,262,121,0.98,hashtag,2026-05-05T16:30:00Z
263,263,158,0.87,visual,2026-05-05T16:30:00Z
264,264,8,0.76,inferred,2026-05-05T16:30:00Z
265,265,45,0.95,direct,2026-05-05T16:30:00Z
266,266,82,0.84,semantic,2026-05-05T16:30:00Z
267,267,119,0.73,hashtag,2026-05-05T16:30:00Z
268,268,156,0.92,visual,2026-05-05T16:30:00Z
269,269,6,0.81,inferred,2026-05-05T16:30:00Z
270,270,43,0.7,direct,2026-05-05T16:30:00Z
271,271,80,0.89,semantic,2026-05-05T16:30:00Z
272,272,117,0.78,hashtag,2026-05-05T16:30:00Z
273,273,154,0.97,visual,2026-05-05T16:30:00Z
274,274,4,0.86,inferred,2026-05-05T16:30:00Z
275,275,41,0.75,direct,2026-05-05T16:30:00Z
276,276,78,0.94,semantic,2026-05-05T16:30:00Z
277,277,115,0.83,hashtag,2026-05-05T16:30:00Z
278,278,152,0.72,visual,2026-05-05T16:30:00Z
279,279,2,0.91,inferred,2026-05-05T16:30:00Z
280,280,39,0.8,direct,2026-05-05T16:30:00Z
281,281,76,0.99,semantic,2026-05-05T16:30:00Z
282,282,113,0.88,hashtag,2026-05-05T16:30:00Z
283,283,150,0.77,visual,2026-05-05T16:30:00Z
284,284,187,0.96,inferred,2026-05-05T16:30:00Z
285,285,37,0.85,direct,2026-05-05T16:30:00Z
286,286,74,0.74,semantic,2026-05-05T16:30:00Z
287,287,111,0.93,hashtag,2026-05-05T16:30:00Z
288,288,148,0.82,visual,2026-05-05T16:30:00Z
289,289,185,0.71,inferred,2026-05-05T16:30:00Z
290,290,35,0.9,direct,2026-05-05T16:30:00Z
291,291,72,0.79,semantic,2026-05-05T16:30:00Z
292,292,109,0.98,hashtag,2026-05-05T16:30:00Z
293,293,146,0.87,visual,2026-05-05T16:30:00Z
294,294,183,0.76,inferred,2026-05-05T16:30:00Z
295,295,33,0.95,direct,2026-05-05T16:30:00Z
296,296,70,0.84,semantic,2026-05-05T16:30:00Z
297,297,107,0.73,hashtag,2026-05-05T16:30:00Z
298,298,144,0.92,visual,2026-05-05T16:30:00Z
299,299,181,0.81,inferred,2026-05-05T16:30:00Z
300,300,31,0.7,direct,2026-05-05T16:30:00Z
301,301,68,0.89,semantic,2026-05-05T16:30:00Z
302,302,105,0.78,hashtag,2026-05-05T16:30:00Z
303,303,142,0.97,visual,2026-05-05T16:30:00Z
304,304,179,0.86,inferred,2026-05-05T16:30:00Z
305,305,29,0.75,direct,2026-05-05T16:30:00Z
306,306,66,0.94,semantic,2026-05-05T16:30:00Z
307,307,103,0.83,hashtag,2026-05-05T16:30:00Z
308,308,140,0.72,visual,2026-05-05T16:30:00Z
309,309,177,0.91,inferred,2026-05-05T16:30:00Z
310,310,27,0.8,direct,2026-05-05T16:30:00Z
311,311,64,0.99,semantic,2026-05-05T16:30:00Z
312,312,101,0.88,hashtag,2026-05-05T16:30:00Z
313,313,138,0.77,visual,2026-05-05T16:30:00Z
314,314,175,0.96,inferred,2026-05-05T16:30:00Z
315,315,25,0.85,direct,2026-05-05T16:30:00Z
316,316,62,0.74,semantic,2026-05-05T16:30:00Z
317,317,99,0.93,hashtag,2026-05-05T16:30:00Z
318,318,136,0.82,visual,2026-05-05T16:30:00Z
319,319,173,0.71,inferred,2026-05-05T16:30:00Z
320,320,23,0.9,direct,2026-05-05T16:30:00Z
321,321,60,0.79,semantic,2026-05-05T16:30:00Z
322,322,97,0.98,hashtag,2026-05-05T16:30:00Z
323,323,134,0.87,visual,2026-05-05T16:30:00Z
324,324,171,0.76,inferred,2026-05-05T16:30:00Z
325,325,21,0.95,direct,2026-05-05T16:30:00Z
326,326,58,0.84,semantic,2026-05-05T16:30:00Z
327,327,95,0.73,hashtag,2026-05-05T16:30:00Z
328,328,132,0.92,visual,2026-05-05T16:30:00Z
329,329,169,0.81,inferred,2026-05-05T16:30:00Z
330,330,19,0.7,direct,2026-05-05T16:30:00Z
331,331,56,0.89,semantic,2026-05-05T16:30:00Z
332,332,93,0.78,hashtag,2026-05-05T16:30:00Z
333,333,130,0.97,visual,2026-05-05T16:30:00Z
334,334,167,0.86,inferred,2026-05-05T16:30:00Z
335,335,17,0.75,direct,2026-05-05T16:30:00Z
336,336,54,0.94,semantic,2026-05-05T16:30:00Z
337,337,91,0.83,hashtag,2026-05-05T16:30:00Z
338,338,128,0.72,visual,2026-05-05T16:30:00Z
339,339,165,0.91,inferred,2026-05-05T16:30:00Z
340,340,15,0.8,direct,2026-05-05T16:30:00Z
341,341,52,0.99,semantic,2026-05-05T16:30:00Z
342,342,89,0.88,hashtag,2026-05-05T16:30:00Z
343,343,126,0.77,visual,2026-05-05T16:30:00Z
344,344,163,0.96,inferred,2026-05-05T16:30:00Z
345,345,13,0.85,direct,2026-05-05T16:30:00Z
346,346,50,0.74,semantic,2026-05-05T16:30:00Z
347,347,87,0.93,hashtag,2026-05-05T16:30:00Z
348,348,124,0.82,visual,2026-05-05T16:30:00Z
349,349,161,0.71,inferred,2026-05-05T16:30:00Z
350,350,11,0.9,direct,2026-05-05T16:30:00Z
351,351,48,0.79,semantic,2026-05-05T16:30:00Z
352,352,85,0.98,hashtag,2026-05-05T16:30:00Z
353,353,122,0.87,visual,2026-05-05T16:30:00Z
354,354,159,0.76,inferred,2026-05-05T16:30:00Z
355,355,9,0.95,direct,2026-05-05T16:30:00Z
356,356,46,0.84,semantic,2026-05-05T16:30:00Z
357,357,83,0.73,hashtag,2026-05-05T16:30:00Z
358,358,120,0.92,visual,2026-05-05T16:30:00Z
359,359,157,0.81,inferred,2026-05-05T16:30:00Z
360,360,7,0.7,direct,2026-05-05T16:30:00Z
361,361,44,0.89,semantic,2026-05-05T16:30:00Z
362,362,81,0.78,hashtag,2026-05-05T16:30:00Z
363,363,118,0.97,visual,2026-05-05T16:30:00Z
364,364,155,0.86,inferred,2026-05-05T16:30:00Z
365,365,5,0.75,direct,2026-05-05T16:30:00Z
366,366,42,0.94,semantic,2026-05-05T16:30:00Z
367,367,79,0.83,hashtag,2026-05-05T16:30:00Z
368,368,116,0.72,visual,2026-05-05T16:30:00Z
369,369,153,0.91,inferred,2026-05-05T16:30:00Z
370,370,3,0.8,direct,2026-05-05T16:30:00Z
371,371,40,0.99,semantic,2026-05-05T16:30:00Z
372,372,77,0.88,hashtag,2026-05-05T16:30:00Z
373,373,114,0.77,visual,2026-05-05T16:30:00Z
374,374,151,0.96,inferred,2026-05-05T16:30:00Z
375,375,1,0.85,direct,2026-05-05T16:30:00Z
376,376,38,0.74,semantic,2026-05-05T16:30:00Z
377,377,75,0.93,hashtag,2026-05-05T16:30:00Z
378,378,112,0.82,visual,2026-05-05T16:30:00Z
379,379,149,0.71,inferred,2026-05-05T16:30:00Z
380,380,186,0.9,direct,2026-05-05T16:30:00Z
381,381,36,0.79,semantic,2026-05-05T16:30:00Z
382,382,73,0.98,hashtag,2026-05-05T16:30:00Z
383,383,110,0.87,visual,2026-05-05T16:30:00Z
384,384,147,0.76,inferred,2026-05-05T16:30:00Z
385,385,184,0.95,direct,2026-05-05T16:30:00Z
386,386,34,0.84,semantic,2026-05-05T16:30:00Z
387,387,71,0.73,hashtag,2026-05-05T16:30:00Z
388,388,108,0.92,visual,2026-05-05T16:30:00Z
389,389,145,0.81,inferred,2026-05-05T16:30:00Z
390,390,182,0.7,direct,2026-05-05T16:30:00Z
391,391,32,0.89,semantic,2026-05-05T16:30:00Z
392,392,69,0.78,hashtag,2026-05-05T16:30:00Z
393,393,106,0.97,visual,2026-05-05T16:30:00Z
394,394,143,0.86,inferred,2026-05-05T16:30:00Z
395,395,180,0.75,direct,2026-05-05T16:30:00Z
396,396,30,0.94,semantic,2026-05-05T16:30:00Z
397,397,67,0.83,hashtag,2026-05-05T16:30:00Z
398,398,104,0.72,visual,2026-05-05T16:30:00Z
399,399,141,0.91,inferred,2026-05-05T16:30:00Z
400,400,178,0.8,direct,2026-05-05T16:30:00Z
401,401,28,0.99,semantic,2026-05-05T16:30:00Z
402,402,65,0.88,hashtag,2026-05-05T16:30:00Z
403,403,102,0.77,visual,2026-05-05T16:30:00Z
404,404,139,0.96,inferred,2026-05-05T16:30:00Z
405,405,176,0.85,direct,2026-05-05T16:30:00Z
406,406,26,0.74,semantic,2026-05-05T16:30:00Z
407,407,63,0.93,hashtag,2026-05-05T16:30:00Z
408,408,100,0.82,visual,2026-05-05T16:30:00Z
409,409,137,0.71,inferred,2026-05-05T16:30:00Z
410,410,174,0.9,direct,2026-05-05T16:30:00Z
411,411,24,0.79,semantic,2026-05-05T16:30:00Z
412,412,61,0.98,hashtag,2026-05-05T16:30:00Z
413,413,98,0.87,visual,2026-05-05T16:30:00Z
414,414,135,0.76,inferred,2026-05-05T16:30:00Z
415,415,172,0.95,direct,2026-05-05T16:30:00Z
416,416,22,0.84,semantic,2026-05-05T16:30:00Z
417,417,59,0.73,hashtag,2026-05-05T16:30:00Z
418,418,96,0.92,visual,2026-05-05T16:30:00Z
419,419,133,0.81,inferred,2026-05-05T16:30:00Z
420,420,170,0.7,direct,2026-05-05T16:30:00Z
421,421,20,0.89,semantic,2026-05-05T16:30:00Z
422,422,57,0.78,hashtag,2026-05-05T16:30:00Z
423,423,94,0.97,visual,2026-05-05T16:30:00Z
424,424,131,0.86,inferred,2026-05-05T16:30:00Z
425,425,168,0.75,direct,2026-05-05T16:30:00Z
426,426,18,0.94,semantic,2026-05-05T16:30:00Z
427,427,55,0.83,hashtag,2026-05-05T16:30:00Z
428,428,92,0.72,visual,2026-05-05T16:30:00Z
429,429,129,0.91,inferred,2026-05-05T16:30:00Z
430,430,166,0.8,direct,2026-05-05T16:30:00Z
431,431,16,0.99,semantic,2026-05-05T16:30:00Z
432,432,53,0.88,hashtag,2026-05-05T16:30:00Z
433,433,90,0.77,visual,2026-05-05T16:30:00Z
434,434,127,0.96,inferred,2026-05-05T16:30:00Z
435,435,164,0.85,direct,2026-05-05T16:30:00Z
436,436,14,0.74,semantic,2026-05-05T16:30:00Z
437,437,51,0.93,hashtag,2026-05-05T16:30:00Z
438,438,88,0.82,visual,2026-05-05T16:30:00Z
439,439,125,0.71,inferred,2026-05-05T16:30:00Z
440,440,162,0.9,direct,2026-05-05T16:30:00Z
441,441,12,0.79,semantic,2026-05-05T16:30:00Z
442,442,49,0.98,hashtag,2026-05-05T16:30:00Z
443,443,86,0.87,visual,2026-05-05T16:30:00Z
444,444,123,0.76,inferred,2026-05-05T16:30:00Z
445,445,160,0.95,direct,2026-05-05T16:30:00Z
446,446,10,0.84,semantic,2026-05-05T16:30:00Z
447,447,47,0.73,hashtag,2026-05-05T16:30:00Z
448,448,84,0.92,visual,2026-05-05T16:30:00Z
449,449,121,0.81,inferred,2026-05-05T16:30:00Z
450,450,158,0.7,direct,2026-05-05T16:30:00Z
451,451,8,0.89,semantic,2026-05-05T16:30:00Z
452,452,45,0.78,hashtag,2026-05-05T16:30:00Z
453,453,82,0.97,visual,2026-05-05T16:30:00Z
454,454,119,0.86,inferred,2026-05-05T16:30:00Z
455,455,156,0.75,direct,2026-05-05T16:30:00Z
456,456,6,0.94,semantic,2026-05-05T16:30:00Z
457,457,43,0.83,hashtag,2026-05-05T16:30:00Z
458,458,80,0.72,visual,2026-05-05T16:30:00Z
459,459,117,0.91,inferred,2026-05-05T16:30:00Z
460,460,154,0.8,direct,2026-05-05T16:30:00Z
461,461,4,0.99,semantic,2026-05-05T16:30:00Z
462,462,41,0.88,hashtag,2026-05-05T16:30:00Z
463,463,78,0.77,visual,2026-05-05T16:30:00Z
464,464,115,0.96,inferred,2026-05-05T16:30:00Z
465,465,152,0.85,direct,2026-05-05T16:30:00Z
466,466,2,0.74,semantic,2026-05-05T16:30:00Z
467,467,39,0.93,hashtag,2026-05-05T16:30:00Z
468,468,76,0.82,visual,2026-05-05T16:30:00Z
469,469,113,0.71,inferred,2026-05-05T16:30:00Z
470,470,150,0.9,direct,2026-05-05T16:30:00Z
471,471,187,0.79,semantic,2026-05-05T16:30:00Z
472,472,37,0.98,hashtag,2026-05-05T16:30:00Z
473,473,74,0.87,visual,2026-05-05T16:30:00Z
474,474,111,0.76,inferred,2026-05-05T16:30:00Z
475,475,148,0.95,direct,2026-05-05T16:30:00Z
476,476,185,0.84,semantic,2026-05-05T16:30:00Z
477,477,35,0.73,hashtag,2026-05-05T16:30:00Z
478,478,72,0.92,visual,2026-05-05T16:30:00Z
479,479,109,0.81,inferred,2026-05-05T16:30:00Z
480,480,146,0.7,direct,2026-05-05T16:30:00Z
481,481,183,0.89,semantic,2026-05-05T16:30:00Z
482,482,33,0.78,hashtag,2026-05-05T16:30:00Z
483,483,70,0.97,visual,2026-05-05T16:30:00Z
484,484,107,0.86,inferred,2026-05-05T16:30:00Z
