influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
33,@moderation_033,Film Discovery 033,twitter,273327,0.069,48.5,Film Discovery,Joliet,Illinois,US,0,2026-05-05T16:30:00Z
34,@retention_034,Streaming Strategy 034,youtube,281246,0.106,65.6,Streaming Strategy,Dallas,Texas,US,0,2026-05-05T16:30:00Z
35,@arpu_035,Fan Communities 035,threads,289165,0.053,82,Fan Communities,Miami,Florida,US,1,2026-05-05T16:30:00Z
36,@watchtime_036,Trailer Reactions 036,instagram,297084,0.09,48.1,Trailer Reactions,Seattle,Washington,US,0,2026-05-05T16:30:00Z
37,@sports-media_037,Sports Rights 037,tiktok,305003,0.037,65.2,Sports Rights,Goodyear,Arizona,US,0,2026-05-05T16:30:00Z
38,@fastchannel_038,Live Event Operations 038,twitter,312922,0.074,82.3,Live Event Operations,Atlanta,Georgia,US,0,2026-05-05T16:30:00Z
39,@sportsreel_039,Family Entertainment 039,youtube,320841,0.021,48.4,Family Entertainment,San Francisco,California,US,0,2026-05-05T16:30:00Z
40,@fanbase_040,International Fandom 040,threads,328760,0.058,65.5,International Fandom,Denver,Colorado,US,1,2026-05-05T16:30:00Z
41,@premiere_041,Anime Culture 041,instagram,336679,0.095,82.6,Anime Culture,Boston,Massachusetts,US,0,2026-05-05T16:30:00Z
42,@streaming_042,Music Livestreams 042,tiktok,344598,0.042,48,Music Livestreams,Washington,District of Columbia,US,0,2026-05-05T16:30:00Z
43,@fandom_043,Documentary Forums 043,twitter,352517,0.079,65.1,Documentary Forums,Portland,Oregon,US,0,2026-05-05T16:30:00Z
44,@trailer_044,Creator Monetization 044,youtube,360436,0.026,82.2,Creator Monetization,Nashville,Tennessee,US,0,2026-05-05T16:30:00Z
45,@rights_045,Trust and Safety 045,threads,368355,0.063,48.3,Trust and Safety,Austin,Texas,US,1,2026-05-05T16:30:00Z
46,@liveops_046,Subscriber Retention 046,instagram,376274,0.1,65.4,Subscriber Retention,Orlando,Florida,US,0,2026-05-05T16:30:00Z
47,@family_047,Premium Economy 047,tiktok,384193,0.047,82.5,Premium Economy,Las Vegas,Nevada,US,0,2026-05-05T16:30:00Z
48,@globaldrama_048,Subscriber Growth 048,twitter,392112,0.084,48.6,Subscriber Growth,Minneapolis,Minnesota,US,0,2026-05-05T16:30:00Z
49,@anime_049,Film Discovery 049,youtube,400031,0.031,65,Film Discovery,Charlotte,North Carolina,US,0,2026-05-05T16:30:00Z
50,@music_050,Streaming Strategy 050,threads,407950,0.068,82.1,Streaming Strategy,Philadelphia,Pennsylvania,US,1,2026-05-05T16:30:00Z
51,@docu_051,Fan Communities 051,instagram,415869,0.105,48.2,Fan Communities,San Diego,California,US,0,2026-05-05T16:30:00Z
52,@creator_052,Trailer Reactions 052,tiktok,423788,0.052,65.3,Trailer Reactions,Raleigh,North Carolina,US,0,2026-05-05T16:30:00Z
53,@moderation_053,Sports Rights 053,twitter,431707,0.089,82.4,Sports Rights,Salt Lake City,Utah,US,0,2026-05-05T16:30:00Z
54,@retention_054,Live Event Operations 054,youtube,439626,0.036,48.5,Live Event Operations,San Antonio,Texas,US,0,2026-05-05T16:30:00Z
55,@arpu_055,Family Entertainment 055,threads,447545,0.073,65.6,Family Entertainment,Honolulu,Hawaii,US,1,2026-05-05T16:30:00Z
56,@watchtime_056,International Fandom 056,instagram,455464,0.02,82,International Fandom,Detroit,Michigan,US,0,2026-05-05T16:30:00Z
57,@sports-media_057,Anime Culture 057,tiktok,463383,0.057,48.1,Anime Culture,Kansas City,Missouri,US,0,2026-05-05T16:30:00Z
58,@fastchannel_058,Music Livestreams 058,twitter,471302,0.094,65.2,Music Livestreams,New Orleans,Louisiana,US,0,2026-05-05T16:30:00Z
59,@sportsreel_059,Documentary Forums 059,youtube,479221,0.041,82.3,Documentary Forums,Cleveland,Ohio,US,0,2026-05-05T16:30:00Z
60,@fanbase_060,Creator Monetization 060,threads,487140,0.078,48.4,Creator Monetization,Tampa,Florida,US,1,2026-05-05T16:30:00Z
61,@premiere_061,Trust and Safety 061,instagram,495059,0.025,65.5,Trust and Safety,Edison,New Jersey,US,0,2026-05-05T16:30:00Z
62,@streaming_062,Subscriber Retention 062,tiktok,502978,0.062,82.6,Subscriber Retention,Burbank,California,US,0,2026-05-05T16:30:00Z
63,@fandom_063,Premium Economy 063,twitter,510897,0.099,48,Premium Economy,Joliet,Illinois,US,0,2026-05-05T16:30:00Z
64,@trailer_064,Subscriber Growth 064,youtube,518816,0.046,65.1,Subscriber Growth,Dallas,Texas,US,0,2026-05-05T16:30:00Z
65,@rights_065,Film Discovery 065,threads,526735,0.083,82.2,Film Discovery,Miami,Florida,US,1,2026-05-05T16:30:00Z
66,@liveops_066,Streaming Strategy 066,instagram,534654,0.03,48.3,Streaming Strategy,Seattle,Washington,US,0,2026-05-05T16:30:00Z
67,@family_067,Fan Communities 067,tiktok,542573,0.067,65.4,Fan Communities,Goodyear,Arizona,US,0,2026-05-05T16:30:00Z
68,@globaldrama_068,Trailer Reactions 068,twitter,550492,0.104,82.5,Trailer Reactions,Atlanta,Georgia,US,0,2026-05-05T16:30:00Z
69,@anime_069,Sports Rights 069,youtube,558411,0.051,48.6,Sports Rights,San Francisco,California,US,0,2026-05-05T16:30:00Z
70,@music_070,Live Event Operations 070,threads,566330,0.088,65,Live Event Operations,Denver,Colorado,US,1,2026-05-05T16:30:00Z
71,@docu_071,Family Entertainment 071,instagram,574249,0.035,82.1,Family Entertainment,Boston,Massachusetts,US,0,2026-05-05T16:30:00Z
72,@creator_072,International Fandom 072,tiktok,582168,0.072,48.2,International Fandom,Washington,District of Columbia,US,0,2026-05-05T16:30:00Z
73,@moderation_073,Anime Culture 073,twitter,590087,0.019,65.3,Anime Culture,Portland,Oregon,US,0,2026-05-05T16:30:00Z
74,@retention_074,Music Livestreams 074,youtube,598006,0.056,82.4,Music Livestreams,Nashville,Tennessee,US,0,2026-05-05T16:30:00Z
75,@arpu_075,Documentary Forums 075,threads,605925,0.093,48.5,Documentary Forums,Austin,Texas,US,1,2026-05-05T16:30:00Z
76,@watchtime_076,Creator Monetization 076,instagram,613844,0.04,65.6,Creator Monetization,Orlando,Florida,US,0,2026-05-05T16:30:00Z
77,@sports-media_077,Trust and Safety 077,tiktok,621763,0.077,82,Trust and Safety,Las Vegas,Nevada,US,0,2026-05-05T16:30:00Z
78,@fastchannel_078,Subscriber Retention 078,twitter,629682,0.024,48.1,Subscriber Retention,Minneapolis,Minnesota,US,0,2026-05-05T16:30:00Z
79,@sportsreel_079,Premium Economy 079,youtube,637601,0.061,65.2,Premium Economy,Charlotte,North Carolina,US,0,2026-05-05T16:30:00Z
80,@fanbase_080,Subscriber Growth 080,threads,645520,0.098,82.3,Subscriber Growth,Philadelphia,Pennsylvania,US,1,2026-05-05T16:30:00Z
81,@premiere_081,Film Discovery 081,instagram,653439,0.045,48.4,Film Discovery,San Diego,California,US,0,2026-05-05T16:30:00Z
82,@streaming_082,Streaming Strategy 082,tiktok,661358,0.082,65.5,Streaming Strategy,Raleigh,North Carolina,US,0,2026-05-05T16:30:00Z
83,@fandom_083,Fan Communities 083,twitter,669277,0.029,82.6,Fan Communities,Salt Lake City,Utah,US,0,2026-05-05T16:30:00Z
84,@trailer_084,Trailer Reactions 084,youtube,677196,0.066,48,Trailer Reactions,San Antonio,Texas,US,0,2026-05-05T16:30:00Z
85,@rights_085,Sports Rights 085,threads,685115,0.103,65.1,Sports Rights,Honolulu,Hawaii,US,1,2026-05-05T16:30:00Z
86,@liveops_086,Live Event Operations 086,instagram,693034,0.05,82.2,Live Event Operations,Detroit,Michigan,US,0,2026-05-05T16:30:00Z
87,@family_087,Family Entertainment 087,tiktok,700953,0.087,48.3,Family Entertainment,Kansas City,Missouri,US,0,2026-05-05T16:30:00Z
88,@globaldrama_088,International Fandom 088,twitter,708872,0.034,65.4,International Fandom,New Orleans,Louisiana,US,0,2026-05-05T16:30:00Z
89,@anime_089,Anime Culture 089,youtube,716791,0.071,82.5,Anime Culture,Cleveland,Ohio,US,0,2026-05-05T16:30:00Z
90,@music_090,Music Livestreams 090,threads,724710,0.018,48.6,Music Livestreams,Tampa,Florida,US,1,2026-05-05T16:30:00Z
91,@docu_091,Documentary Forums 091,instagram,732629,0.055,65,Documentary Forums,Edison,New Jersey,US,0,2026-05-05T16:30:00Z
92,@creator_092,Creator Monetization 092,tiktok,740548,0.092,82.1,Creator Monetization,Burbank,California,US,0,2026-05-05T16:30:00Z
93,@moderation_093,Trust and Safety 093,twitter,748467,0.039,48.2,Trust and Safety,Joliet,Illinois,US,0,2026-05-05T16:30:00Z
94,@retention_094,Subscriber Retention 094,youtube,756386,0.076,65.3,Subscriber Retention,Dallas,Texas,US,0,2026-05-05T16:30:00Z
95,@arpu_095,Premium Economy 095,threads,764305,0.023,82.4,Premium Economy,Miami,Florida,US,1,2026-05-05T16:30:00Z
96,@watchtime_096,Subscriber Growth 096,instagram,772224,0.06,48.5,Subscriber Growth,Seattle,Washington,US,0,2026-05-05T16:30:00Z
97,@sports-media_097,Film Discovery 097,tiktok,780143,0.097,65.6,Film Discovery,Goodyear,Arizona,US,0,2026-05-05T16:30:00Z
98,@fastchannel_098,Streaming Strategy 098,twitter,788062,0.044,82,Streaming Strategy,Atlanta,Georgia,US,0,2026-05-05T16:30:00Z
99,@sportsreel_099,Fan Communities 099,youtube,795981,0.081,48.1,Fan Communities,San Francisco,California,US,0,2026-05-05T16:30:00Z
100,@fanbase_100,Trailer Reactions 100,threads,803900,0.028,65.2,Trailer Reactions,Denver,Colorado,US,1,2026-05-05T16:30:00Z
101,@premiere_101,Sports Rights 101,instagram,811819,0.065,82.3,Sports Rights,Boston,Massachusetts,US,0,2026-05-05T16:30:00Z
102,@streaming_102,Live Event Operations 102,tiktok,819738,0.102,48.4,Live Event Operations,Washington,District of Columbia,US,0,2026-05-05T16:30:00Z
103,@fandom_103,Family Entertainment 103,twitter,827657,0.049,65.5,Family Entertainment,Portland,Oregon,US,0,2026-05-05T16:30:00Z
104,@trailer_104,International Fandom 104,youtube,835576,0.086,82.6,International Fandom,Nashville,Tennessee,US,0,2026-05-05T16:30:00Z
105,@rights_105,Anime Culture 105,threads,843495,0.033,48,Anime Culture,Austin,Texas,US,1,2026-05-05T16:30:00Z
106,@liveops_106,Music Livestreams 106,instagram,851414,0.07,65.1,Music Livestreams,Orlando,Florida,US,0,2026-05-05T16:30:00Z
107,@family_107,Documentary Forums 107,tiktok,859333,0.107,82.2,Documentary Forums,Las Vegas,Nevada,US,0,2026-05-05T16:30:00Z
108,@globaldrama_108,Creator Monetization 108,twitter,17252,0.054,48.3,Creator Monetization,Minneapolis,Minnesota,US,0,2026-05-05T16:30:00Z
109,@anime_109,Trust and Safety 109,youtube,25171,0.091,65.4,Trust and Safety,Charlotte,North Carolina,US,0,2026-05-05T16:30:00Z
110,@music_110,Subscriber Retention 110,threads,33090,0.038,82.5,Subscriber Retention,Philadelphia,Pennsylvania,US,1,2026-05-05T16:30:00Z
111,@docu_111,Premium Economy 111,instagram,41009,0.075,48.6,Premium Economy,San Diego,California,US,0,2026-05-05T16:30:00Z
112,@creator_112,Subscriber Growth 112,tiktok,48928,0.022,65,Subscriber Growth,Raleigh,North Carolina,US,0,2026-05-05T16:30:00Z
113,@moderation_113,Film Discovery 113,twitter,56847,0.059,82.1,Film Discovery,Salt Lake City,Utah,US,0,2026-05-05T16:30:00Z
114,@retention_114,Streaming Strategy 114,youtube,64766,0.096,48.2,Streaming Strategy,San Antonio,Texas,US,0,2026-05-05T16:30:00Z
115,@arpu_115,Fan Communities 115,threads,72685,0.043,65.3,Fan Communities,Honolulu,Hawaii,US,1,2026-05-05T16:30:00Z
116,@watchtime_116,Trailer Reactions 116,instagram,80604,0.08,82.4,Trailer Reactions,Detroit,Michigan,US,0,2026-05-05T16:30:00Z
117,@sports-media_117,Sports Rights 117,tiktok,88523,0.027,48.5,Sports Rights,Kansas City,Missouri,US,0,2026-05-05T16:30:00Z
118,@fastchannel_118,Live Event Operations 118,twitter,96442,0.064,65.6,Live Event Operations,New Orleans,Louisiana,US,0,2026-05-05T16:30:00Z
119,@sportsreel_119,Family Entertainment 119,youtube,104361,0.101,82,Family Entertainment,Cleveland,Ohio,US,0,2026-05-05T16:30:00Z
120,@fanbase_120,International Fandom 120,threads,112280,0.048,48.1,International Fandom,Tampa,Florida,US,1,2026-05-05T16:30:00Z
121,@premiere_121,Anime Culture 121,instagram,120199,0.085,65.2,Anime Culture,Edison,New Jersey,US,0,2026-05-05T16:30:00Z
122,@streaming_122,Music Livestreams 122,tiktok,128118,0.032,82.3,Music Livestreams,Burbank,California,US,0,2026-05-05T16:30:00Z
123,@fandom_123,Documentary Forums 123,twitter,136037,0.069,48.4,Documentary Forums,Joliet,Illinois,US,0,2026-05-05T16:30:00Z
124,@trailer_124,Creator Monetization 124,youtube,143956,0.106,65.5,Creator Monetization,Dallas,Texas,US,0,2026-05-05T16:30:00Z
125,@rights_125,Trust and Safety 125,threads,151875,0.053,82.6,Trust and Safety,Miami,Florida,US,1,2026-05-05T16:30:00Z
126,@liveops_126,Subscriber Retention 126,instagram,159794,0.09,48,Subscriber Retention,Seattle,Washington,US,0,2026-05-05T16:30:00Z
127,@family_127,Premium Economy 127,tiktok,167713,0.037,65.1,Premium Economy,Goodyear,Arizona,US,0,2026-05-05T16:30:00Z
128,@globaldrama_128,Subscriber Growth 128,twitter,175632,0.074,82.2,Subscriber Growth,Atlanta,Georgia,US,0,2026-05-05T16:30:00Z
129,@anime_129,Film Discovery 129,youtube,183551,0.021,48.3,Film Discovery,San Francisco,California,US,0,2026-05-05T16:30:00Z
130,@music_130,Streaming Strategy 130,threads,191470,0.058,65.4,Streaming Strategy,Denver,Colorado,US,1,2026-05-05T16:30:00Z
131,@docu_131,Fan Communities 131,instagram,199389,0.095,82.5,Fan Communities,Boston,Massachusetts,US,0,2026-05-05T16:30:00Z
132,@creator_132,Trailer Reactions 132,tiktok,207308,0.042,48.6,Trailer Reactions,Washington,District of Columbia,US,0,2026-05-05T16:30:00Z
133,@moderation_133,Sports Rights 133,twitter,215227,0.079,65,Sports Rights,Portland,Oregon,US,0,2026-05-05T16:30:00Z
134,@retention_134,Live Event Operations 134,youtube,223146,0.026,82.1,Live Event Operations,Nashville,Tennessee,US,0,2026-05-05T16:30:00Z
135,@arpu_135,Family Entertainment 135,threads,231065,0.063,48.2,Family Entertainment,Austin,Texas,US,1,2026-05-05T16:30:00Z
136,@watchtime_136,International Fandom 136,instagram,238984,0.1,65.3,International Fandom,Orlando,Florida,US,0,2026-05-05T16:30:00Z
137,@sports-media_137,Anime Culture 137,tiktok,246903,0.047,82.4,Anime Culture,Las Vegas,Nevada,US,0,2026-05-05T16:30:00Z
138,@fastchannel_138,Music Livestreams 138,twitter,254822,0.084,48.5,Music Livestreams,Minneapolis,Minnesota,US,0,2026-05-05T16:30:00Z
139,@sportsreel_139,Documentary Forums 139,youtube,262741,0.031,65.6,Documentary Forums,Charlotte,North Carolina,US,0,2026-05-05T16:30:00Z
140,@fanbase_140,Creator Monetization 140,threads,270660,0.068,82,Creator Monetization,Philadelphia,Pennsylvania,US,1,2026-05-05T16:30:00Z
141,@premiere_141,Trust and Safety 141,instagram,278579,0.105,48.1,Trust and Safety,San Diego,California,US,0,2026-05-05T16:30:00Z
142,@streaming_142,Subscriber Retention 142,tiktok,286498,0.052,65.2,Subscriber Retention,Raleigh,North Carolina,US,0,2026-05-05T16:30:00Z
143,@fandom_143,Premium Economy 143,twitter,294417,0.089,82.3,Premium Economy,Salt Lake City,Utah,US,0,2026-05-05T16:30:00Z
144,@trailer_144,Subscriber Growth 144,youtube,302336,0.036,48.4,Subscriber Growth,San Antonio,Texas,US,0,2026-05-05T16:30:00Z
145,@rights_145,Film Discovery 145,threads,310255,0.073,65.5,Film Discovery,Honolulu,Hawaii,US,1,2026-05-05T16:30:00Z
146,@liveops_146,Streaming Strategy 146,instagram,318174,0.02,82.6,Streaming Strategy,Detroit,Michigan,US,0,2026-05-05T16:30:00Z
147,@family_147,Fan Communities 147,tiktok,326093,0.057,48,Fan Communities,Kansas City,Missouri,US,0,2026-05-05T16:30:00Z
148,@globaldrama_148,Trailer Reactions 148,twitter,334012,0.094,65.1,Trailer Reactions,New Orleans,Louisiana,US,0,2026-05-05T16:30:00Z
149,@anime_149,Sports Rights 149,youtube,341931,0.041,82.2,Sports Rights,Cleveland,Ohio,US,0,2026-05-05T16:30:00Z
150,@music_150,Live Event Operations 150,threads,349850,0.078,48.3,Live Event Operations,Tampa,Florida,US,1,2026-05-05T16:30:00Z
151,@docu_151,Family Entertainment 151,instagram,357769,0.025,65.4,Family Entertainment,Edison,New Jersey,US,0,2026-05-05T16:30:00Z
152,@creator_152,International Fandom 152,tiktok,365688,0.062,82.5,International Fandom,Burbank,California,US,0,2026-05-05T16:30:00Z
153,@moderation_153,Anime Culture 153,twitter,373607,0.099,48.6,Anime Culture,Joliet,Illinois,US,0,2026-05-05T16:30:00Z
154,@retention_154,Music Livestreams 154,youtube,381526,0.046,65,Music Livestreams,Dallas,Texas,US,0,2026-05-05T16:30:00Z
155,@arpu_155,Documentary Forums 155,threads,389445,0.083,82.1,Documentary Forums,Miami,Florida,US,1,2026-05-05T16:30:00Z
156,@watchtime_156,Creator Monetization 156,instagram,397364,0.03,48.2,Creator Monetization,Seattle,Washington,US,0,2026-05-05T16:30:00Z
157,@sports-media_157,Trust and Safety 157,tiktok,405283,0.067,65.3,Trust and Safety,Goodyear,Arizona,US,0,2026-05-05T16:30:00Z
158,@fastchannel_158,Subscriber Retention 158,twitter,413202,0.104,82.4,Subscriber Retention,Atlanta,Georgia,US,0,2026-05-05T16:30:00Z
159,@sportsreel_159,Premium Economy 159,youtube,421121,0.051,48.5,Premium Economy,San Francisco,California,US,0,2026-05-05T16:30:00Z
160,@fanbase_160,Subscriber Growth 160,threads,429040,0.088,65.6,Subscriber Growth,Denver,Colorado,US,1,2026-05-05T16:30:00Z
161,@premiere_161,Film Discovery 161,instagram,436959,0.035,82,Film Discovery,Boston,Massachusetts,US,0,2026-05-05T16:30:00Z
162,@streaming_162,Streaming Strategy 162,tiktok,444878,0.072,48.1,Streaming Strategy,Washington,District of Columbia,US,0,2026-05-05T16:30:00Z
163,@fandom_163,Fan Communities 163,twitter,452797,0.019,65.2,Fan Communities,Portland,Oregon,US,0,2026-05-05T16:30:00Z
164,@trailer_164,Trailer Reactions 164,youtube,460716,0.056,82.3,Trailer Reactions,Nashville,Tennessee,US,0,2026-05-05T16:30:00Z
165,@rights_165,Sports Rights 165,threads,468635,0.093,48.4,Sports Rights,Austin,Texas,US,1,2026-05-05T16:30:00Z
166,@liveops_166,Live Event Operations 166,instagram,476554,0.04,65.5,Live Event Operations,Orlando,Florida,US,0,2026-05-05T16:30:00Z
167,@family_167,Family Entertainment 167,tiktok,484473,0.077,82.6,Family Entertainment,Las Vegas,Nevada,US,0,2026-05-05T16:30:00Z
168,@globaldrama_168,International Fandom 168,twitter,492392,0.024,48,International Fandom,Minneapolis,Minnesota,US,0,2026-05-05T16:30:00Z
169,@anime_169,Anime Culture 169,youtube,500311,0.061,65.1,Anime Culture,Charlotte,North Carolina,US,0,2026-05-05T16:30:00Z
170,@music_170,Music Livestreams 170,threads,508230,0.098,82.2,Music Livestreams,Philadelphia,Pennsylvania,US,1,2026-05-05T16:30:00Z
171,@docu_171,Documentary Forums 171,instagram,516149,0.045,48.3,Documentary Forums,San Diego,California,US,0,2026-05-05T16:30:00Z
172,@creator_172,Creator Monetization 172,tiktok,524068,0.082,65.4,Creator Monetization,Raleigh,North Carolina,US,0,2026-05-05T16:30:00Z
173,@moderation_173,Trust and Safety 173,twitter,531987,0.029,82.5,Trust and Safety,Salt Lake City,Utah,US,0,2026-05-05T16:30:00Z
174,@retention_174,Subscriber Retention 174,youtube,539906,0.066,48.6,Subscriber Retention,San Antonio,Texas,US,0,2026-05-05T16:30:00Z
175,@arpu_175,Premium Economy 175,threads,547825,0.103,65,Premium Economy,Honolulu,Hawaii,US,1,2026-05-05T16:30:00Z
176,@watchtime_176,Subscriber Growth 176,instagram,555744,0.05,82.1,Subscriber Growth,Detroit,Michigan,US,0,2026-05-05T16:30:00Z
177,@sports-media_177,Film Discovery 177,tiktok,563663,0.087,48.2,Film Discovery,Kansas City,Missouri,US,0,2026-05-05T16:30:00Z
178,@fastchannel_178,Streaming Strategy 178,twitter,571582,0.034,65.3,Streaming Strategy,New Orleans,Louisiana,US,0,2026-05-05T16:30:00Z
179,@sportsreel_179,Fan Communities 179,youtube,579501,0.071,82.4,Fan Communities,Cleveland,Ohio,US,0,2026-05-05T16:30:00Z
180,@fanbase_180,Trailer Reactions 180,threads,587420,0.018,48.5,Trailer Reactions,Tampa,Florida,US,1,2026-05-05T16:30:00Z
181,@premiere_181,Sports Rights 181,instagram,595339,0.055,65.6,Sports Rights,Edison,New Jersey,US,0,2026-05-05T16:30:00Z
182,@streaming_182,Live Event Operations 182,tiktok,603258,0.092,82,Live Event Operations,Burbank,California,US,0,2026-05-05T16:30:00Z
183,@fandom_183,Family Entertainment 183,twitter,611177,0.039,48.1,Family Entertainment,Joliet,Illinois,US,0,2026-05-05T16:30:00Z
184,@trailer_184,International Fandom 184,youtube,619096,0.076,65.2,International Fandom,Dallas,Texas,US,0,2026-05-05T16:30:00Z
185,@rights_185,Anime Culture 185,threads,627015,0.023,82.3,Anime Culture,Miami,Florida,US,1,2026-05-05T16:30:00Z
186,@liveops_186,Music Livestreams 186,instagram,634934,0.06,48.4,Music Livestreams,Seattle,Washington,US,0,2026-05-05T16:30:00Z
187,@family_187,Documentary Forums 187,tiktok,642853,0.097,65.5,Documentary Forums,Goodyear,Arizona,US,0,2026-05-05T16:30:00Z
188,@globaldrama_188,Creator Monetization 188,twitter,650772,0.044,82.6,Creator Monetization,Atlanta,Georgia,US,0,2026-05-05T16:30:00Z
189,@anime_189,Trust and Safety 189,youtube,658691,0.081,48,Trust and Safety,San Francisco,California,US,0,2026-05-05T16:30:00Z
190,@music_190,Subscriber Retention 190,threads,666610,0.028,65.1,Subscriber Retention,Denver,Colorado,US,1,2026-05-05T16:30:00Z
191,@docu_191,Premium Economy 191,instagram,674529,0.065,82.2,Premium Economy,Boston,Massachusetts,US,0,2026-05-05T16:30:00Z
192,@creator_192,Subscriber Growth 192,tiktok,682448,0.102,48.3,Subscriber Growth,Washington,District of Columbia,US,0,2026-05-05T16:30:00Z
193,@moderation_193,Film Discovery 193,twitter,690367,0.049,65.4,Film Discovery,Portland,Oregon,US,0,2026-05-05T16:30:00Z
194,@retention_194,Streaming Strategy 194,youtube,698286,0.086,82.5,Streaming Strategy,Nashville,Tennessee,US,0,2026-05-05T16:30:00Z
195,@arpu_195,Fan Communities 195,threads,706205,0.033,48.6,Fan Communities,Austin,Texas,US,1,2026-05-05T16:30:00Z
196,@watchtime_196,Trailer Reactions 196,instagram,714124,0.07,65,Trailer Reactions,Orlando,Florida,US,0,2026-05-05T16:30:00Z
