product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
11,3,PG-00011,TrailForge Trekking Poles,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Trekking Poles,99.99,39,0.62,1,2024-11-16,"trekking,trailforge,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
12,3,PG-00012,SummitCore Sleeping Bag,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Camp Sleep,219.99,98,1.8,1,2025-06-14,"summit,camping,sleep",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
13,3,PG-00013,ApexCamp 3P Tent,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Tents,349.99,175,3.2,1,2025-05-19,"tent,camping,apex",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
14,3,PG-00014,PulseTrack GPS Watch,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Wearables,249.99,118,0.08,1,2025-09-28,"fitness-device,gps,aidp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
15,3,PG-00015,ApexBand HR Sensor,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Sensors,79.99,29,0.04,1,2024-07-07,"wearable,heart-rate,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
16,4,PG-00016,CadencePro Bike Computer,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Cycling Tech,199.99,91,0.11,1,2024-07-07,"cycling,device,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
17,4,PG-00017,RecoveryPulse Massage Sleeve,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Recovery,129.99,55,0.35,1,2024-12-10,"recovery,fitness,wellness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
18,4,PG-00018,PowerRack Adjustable Kettlebell,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Strength,119.99,50,8,1,2025-11-15,"strength,kettlebell,store-pickup",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
19,4,PG-00019,CoreBalance Yoga Kit,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Yoga,64.99,22,1.1,1,2024-10-17,"yoga,training,home-fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
20,4,PG-00020,CourtCore Basketball,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Basketball,39.99,13,0.62,1,2024-10-01,"team-sports,basketball,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
21,5,PG-00021,GoalLine Team Kit,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Soccer,299.99,128,4.6,1,2024-06-23,"team-kit,soccer,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
22,5,PG-00022,DiamondPro Baseball Glove,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Baseball,119.99,48,0.55,1,2024-08-03,"baseball,glove,team",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
23,5,PG-00023,Waterline SUP Board,"Water Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Water Sports,Paddle Boards,599.99,310,10.5,1,2025-09-21,"water-sports,sup,oversized",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
24,5,PG-00024,CoastalDry Duffel,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Dry Bags,89.99,33,0.85,1,2025-01-22,"waterproof,duffel,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
25,5,PG-00025,TeamPack Sideline Bundle,"B2B Partnerships item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",B2B Partnerships,Team Bundles,799.99,365,12,1,2024-05-04,"b2b,team-sales,school-athletics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
26,6,PG-00026,Dynamic Price Match Bundle,"E-Commerce item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",E-Commerce,Promotions,59.99,19,0.3,1,2024-11-15,"dynamic-price-match,promotion,ecommerce",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
27,6,PG-00027,Returns Audit Starter Kit,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Returns Audit,44.99,12,0.2,1,2024-11-18,"returns-audit,store-ops,quality",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
28,6,PG-00028,Product Image Enrichment Pack,"Product Data item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Product Data,Digital Assets,24.99,5,0.01,1,2025-01-08,"product-images,object-store,catalog",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
29,6,PG-00029,Store Master Info Kit,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Store Master,39.99,9,0.02,1,2024-10-24,"store-master,pos,governance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
30,6,PG-00030,Customer Propensity Offer Pack,"Loyalty and Offers item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Loyalty and Offers,Campaign Targeting,49.99,14,0.05,1,2025-02-15,"customer-propensity,campaign,loyalty",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
31,7,PG-00031,SummitStride Trail Runner 2,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Trail Running,149.99,72,0.68,1,2024-10-03,"trail-running,footwear,grip,demand-forecast",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
32,7,PG-00032,RidgeRunner Hiking Boot 2,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Hiking Boots,189.99,91.5,1.25,1,2025-11-21,"hiking,boots,outdoor,inventory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
33,7,PG-00033,VelocityFit Court Shoe 2,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Court Sports,129.99,58,0.72,1,2024-12-24,"court,team-sports,footwear",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
34,7,PG-00034,GoldLayer Training Hoodie 2,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Hoodies,84.99,31,0.52,1,2025-05-24,"gold-layer,activewear,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
35,7,PG-00035,SilverRidge Trail Shell 2,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Outerwear,179.99,78,0.44,1,2025-04-27,"silver-layer,trail,weatherproof",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
36,8,PG-00036,BronzeTrail Base Tee 2,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Base Layers,34.99,11.5,0.18,1,2025-11-06,"bronze-layer,tee,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
37,8,PG-00037,MotionFlex Compression Tight 2,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Compression,69.99,25,0.26,1,2026-03-02,"activewear,compression,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
38,8,PG-00038,StormGuard Rain Jacket 2,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Weather Shells,159.99,68,0.58,1,2024-05-31,"outdoor,rain,storm,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
39,8,PG-00039,ZeroCopy Hydration Vest 2,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Hydration,119.99,49,0.41,1,2024-09-03,"hydration,trail,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
40,8,PG-00040,SilverRidge Backpack 35L 2,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Packs,139.99,61,1.15,1,2024-11-05,"pack,backpack,silver-layer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
41,9,PG-00041,TrailForge Trekking Poles 2,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Trekking Poles,99.99,39,0.62,1,2024-12-04,"trekking,trailforge,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
42,9,PG-00042,SummitCore Sleeping Bag 2,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Camp Sleep,219.99,98,1.8,1,2025-03-25,"summit,camping,sleep",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
43,9,PG-00043,ApexCamp 3P Tent 2,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Tents,349.99,175,3.2,1,2025-09-10,"tent,camping,apex",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
44,9,PG-00044,PulseTrack GPS Watch 2,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Wearables,249.99,118,0.08,1,2024-09-27,"fitness-device,gps,aidp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
45,9,PG-00045,ApexBand HR Sensor 2,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Sensors,79.99,29,0.04,1,2025-07-29,"wearable,heart-rate,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
46,10,PG-00046,CadencePro Bike Computer 2,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Cycling Tech,199.99,91,0.11,1,2024-07-28,"cycling,device,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
47,10,PG-00047,RecoveryPulse Massage Sleeve 2,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Recovery,129.99,55,0.35,1,2024-05-10,"recovery,fitness,wellness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
48,10,PG-00048,PowerRack Adjustable Kettlebell 2,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Strength,119.99,50,8,1,2024-09-16,"strength,kettlebell,store-pickup",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
49,10,PG-00049,CoreBalance Yoga Kit 2,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Yoga,64.99,22,1.1,1,2024-07-12,"yoga,training,home-fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
50,10,PG-00050,CourtCore Basketball 2,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Basketball,39.99,13,0.62,1,2024-08-17,"team-sports,basketball,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
51,11,PG-00051,GoalLine Team Kit 2,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Soccer,299.99,128,4.6,1,2024-09-16,"team-kit,soccer,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
52,11,PG-00052,DiamondPro Baseball Glove 2,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Baseball,119.99,48,0.55,1,2024-06-26,"baseball,glove,team",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
53,11,PG-00053,Waterline SUP Board 2,"Water Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Water Sports,Paddle Boards,599.99,310,10.5,1,2025-07-23,"water-sports,sup,oversized",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
54,11,PG-00054,CoastalDry Duffel 2,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Dry Bags,89.99,33,0.85,1,2024-12-21,"waterproof,duffel,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
55,11,PG-00055,TeamPack Sideline Bundle 2,"B2B Partnerships item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",B2B Partnerships,Team Bundles,799.99,365,12,1,2025-07-17,"b2b,team-sales,school-athletics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
56,12,PG-00056,Dynamic Price Match Bundle 2,"E-Commerce item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",E-Commerce,Promotions,59.99,19,0.3,1,2025-12-15,"dynamic-price-match,promotion,ecommerce",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
57,12,PG-00057,Returns Audit Starter Kit 2,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Returns Audit,44.99,12,0.2,1,2024-11-02,"returns-audit,store-ops,quality",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
58,12,PG-00058,Product Image Enrichment Pack 2,"Product Data item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Product Data,Digital Assets,24.99,5,0.01,1,2025-06-28,"product-images,object-store,catalog",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
59,12,PG-00059,Store Master Info Kit 2,"Store Operations item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Store Operations,Store Master,39.99,9,0.02,1,2024-05-27,"store-master,pos,governance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
60,12,PG-00060,Customer Propensity Offer Pack 2,"Loyalty and Offers item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Loyalty and Offers,Campaign Targeting,49.99,14,0.05,1,2026-02-23,"customer-propensity,campaign,loyalty",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
61,31,PG-00061,SummitStride Trail Runner 3,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Trail Running,149.99,72,0.68,1,2024-05-18,"trail-running,footwear,grip,demand-forecast",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
62,32,PG-00062,RidgeRunner Hiking Boot 3,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Hiking Boots,189.99,91.5,1.25,1,2025-08-07,"hiking,boots,outdoor,inventory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
63,33,PG-00063,VelocityFit Court Shoe 3,"Footwear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Footwear,Court Sports,129.99,58,0.72,1,2026-02-15,"court,team-sports,footwear",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
64,34,PG-00064,GoldLayer Training Hoodie 3,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Hoodies,84.99,31,0.52,1,2024-11-16,"gold-layer,activewear,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
65,35,PG-00065,SilverRidge Trail Shell 3,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Outerwear,179.99,78,0.44,1,2025-01-29,"silver-layer,trail,weatherproof",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
66,36,PG-00066,BronzeTrail Base Tee 3,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Base Layers,34.99,11.5,0.18,1,2025-11-30,"bronze-layer,tee,training",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
67,37,PG-00067,MotionFlex Compression Tight 3,"Activewear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Activewear,Compression,69.99,25,0.26,1,2025-02-07,"activewear,compression,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
68,38,PG-00068,StormGuard Rain Jacket 3,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Weather Shells,159.99,68,0.58,1,2025-05-08,"outdoor,rain,storm,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
69,39,PG-00069,ZeroCopy Hydration Vest 3,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Hydration,119.99,49,0.41,1,2025-11-15,"hydration,trail,zero-copy",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
70,40,PG-00070,SilverRidge Backpack 35L 3,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Packs,139.99,61,1.15,1,2024-11-27,"pack,backpack,silver-layer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
71,41,PG-00071,TrailForge Trekking Poles 3,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Trekking Poles,99.99,39,0.62,1,2025-01-28,"trekking,trailforge,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
72,24,PG-00072,SummitCore Sleeping Bag 3,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Camp Sleep,219.99,98,1.8,1,2025-08-02,"summit,camping,sleep",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
73,25,PG-00073,ApexCamp 3P Tent 3,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Tents,349.99,175,3.2,1,2024-11-26,"tent,camping,apex",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
74,26,PG-00074,PulseTrack GPS Watch 3,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Wearables,249.99,118,0.08,1,2024-04-15,"fitness-device,gps,aidp",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
75,28,PG-00075,ApexBand HR Sensor 3,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Sensors,79.99,29,0.04,1,2025-03-17,"wearable,heart-rate,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
76,29,PG-00076,CadencePro Bike Computer 3,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Cycling Tech,199.99,91,0.11,1,2025-10-09,"cycling,device,fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
77,30,PG-00077,RecoveryPulse Massage Sleeve 3,"Fitness Devices item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Devices,Recovery,129.99,55,0.35,1,2024-11-18,"recovery,fitness,wellness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
78,48,PG-00078,PowerRack Adjustable Kettlebell 3,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Strength,119.99,50,8,1,2025-10-17,"strength,kettlebell,store-pickup",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
79,49,PG-00079,CoreBalance Yoga Kit 3,"Fitness Equipment item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Fitness Equipment,Yoga,64.99,22,1.1,1,2025-06-27,"yoga,training,home-fitness",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
80,1,PG-00080,CourtCore Basketball 3,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Basketball,39.99,13,0.62,1,2024-08-03,"team-sports,basketball,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
81,1,PG-00081,GoalLine Team Kit 3,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Soccer,299.99,128,4.6,1,2025-03-21,"team-kit,soccer,b2b",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
82,1,PG-00082,DiamondPro Baseball Glove 3,"Team Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Team Sports,Baseball,119.99,48,0.55,1,2025-04-23,"baseball,glove,team",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
83,1,PG-00083,Waterline SUP Board 3,"Water Sports item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Water Sports,Paddle Boards,599.99,310,10.5,1,2025-03-24,"water-sports,sup,oversized",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
84,1,PG-00084,CoastalDry Duffel 3,"Outdoor Gear item for PeakGear stores, e-commerce, and B2B partners; tracked for demand forecasting, dynamic price match, inventory, and customer propensity workflows.",Outdoor Gear,Dry Bags,89.99,33,0.85,1,2026-02-02,"waterproof,duffel,outdoor",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
