product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
37,4,LRN-00037,Gateway Course Success Lab 1,Synthetic higher education service for learning support demo analysis.,Learning Support,STEM,219,107,0.001,1,2026-04-01,"gateway-course,stem,tutoring,retention",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
38,6,LRN-00038,Writing Intensive Course Support 1,Synthetic higher education service for learning support demo analysis.,Learning Support,Writing,186,54,0.001,1,2026-04-01,"writing,composition,academic-support",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
39,8,BAS-00039,Food Pantry Access Appointment 1,Synthetic higher education service for basic needs demo analysis.,Basic Needs,Food Security,101,33,0.001,1,2026-04-01,"basic-needs,food-security,emergency-support",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
40,10,HSG-00040,Housing Insecurity Case Review 1,Synthetic higher education service for basic needs demo analysis.,Basic Needs,Housing,249,104,0.001,1,2026-04-01,"basic-needs,housing,case-management",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
41,12,TRN-00041,Transfer Pathway Audit 1,Synthetic higher education service for transfer success demo analysis.,Transfer Success,Credit Mobility,215,102,0.001,1,2026-04-01,"transfer-credit,degree-progress,completion",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
42,14,FYE-00042,Belonging and Engagement Check-In 1,Synthetic higher education service for first-year experience demo analysis.,First-Year Experience,Belonging,113,65,0.001,1,2026-04-01,"first-year,belonging,student-success",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
43,1,ONL-00043,Online Learner Success Coaching 1,Synthetic higher education service for online learning demo analysis.,Online Learning,Online Readiness,140,64,0.001,1,2026-04-01,"online-learning,lms,success-coaching",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
44,3,WRK-00044,Workforce Credential Completion Plan 1,Synthetic higher education service for workforce programs demo analysis.,Workforce Programs,Credential Completion,305,98,0.001,1,2026-04-01,"workforce,credential,completion",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
45,5,ADV-00045,AI Tutoring Follow-Up 2,Synthetic higher education service for academic support demo analysis.,Academic Support,Tutoring,122,66,0.001,1,2026-04-01,"tutoring,academic-support,retention,term-support",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
46,7,RET-00046,Retention Risk Outreach 2,Synthetic higher education service for student success demo analysis.,Student Success,Retention,147,54,0.001,1,2026-04-01,"retention,early-alert,advisor,outreach",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
47,9,ENR-00047,Admit Yield Coaching 2,Synthetic higher education service for enrollment demo analysis.,Enrollment,Admissions,278,126,0.001,1,2026-04-01,"admissions,yield,enrollment,coaching",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
48,11,ENR-00048,Registration Hold Resolution 2,Synthetic higher education service for enrollment demo analysis.,Enrollment,Course Access,196,64,0.001,1,2026-04-01,"registration,course-access,hold-resolution",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
49,13,AID-00049,FAFSA Verification Review 2,Synthetic higher education service for financial aid demo analysis.,Financial Aid,Verification,103,57,0.001,1,2026-04-01,"financial-aid,fafsa,verification,retention",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
50,15,AID-00050,Satisfactory Academic Progress Appeal 2,Synthetic higher education service for financial aid demo analysis.,Financial Aid,Appeals,143,59,0.001,1,2026-04-01,"financial-aid,sap-appeal,completion",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
51,2,ADV-00051,Alumni Emergency Microgrant 2,Synthetic higher education service for advancement demo analysis.,Advancement,Emergency Aid,230,86,0.001,1,2026-04-01,"advancement,alumni-giving,emergency-aid",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
52,4,ADV-00052,Donor Scholarship Stewardship Review 2,Synthetic higher education service for advancement demo analysis.,Advancement,Scholarships,226,59,0.001,1,2026-04-01,"advancement,scholarship,donor-fund",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
53,6,WLN-00053,Same-Day Wellness Triage 2,Synthetic higher education service for student wellness demo analysis.,Student Wellness,Mental Health,210,87,0.001,1,2026-04-01,"wellness,mental-health,triage,access",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
54,8,ACC-00054,Testing Accommodation Intake 2,Synthetic higher education service for student wellness demo analysis.,Student Wellness,Accessibility,201,76,0.001,1,2026-04-01,"accessibility,accommodation,compliance",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
55,10,CAR-00055,Internship Readiness Review 2,Synthetic higher education service for career readiness demo analysis.,Career Readiness,Career Readiness,326,131,0.001,1,2026-04-01,"career,internship,retention",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
56,12,CAR-00056,Employer Referral Session 2,Synthetic higher education service for career readiness demo analysis.,Career Readiness,Employer Engagement,391,155,0.001,1,2026-04-01,"career,employer-partner,advancement",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
57,14,LRN-00057,Gateway Course Success Lab 2,Synthetic higher education service for learning support demo analysis.,Learning Support,STEM,274,94,0.001,1,2026-04-01,"gateway-course,stem,tutoring,retention",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
58,1,LRN-00058,Writing Intensive Course Support 2,Synthetic higher education service for learning support demo analysis.,Learning Support,Writing,120,79,0.001,1,2026-04-01,"writing,composition,academic-support",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
59,3,BAS-00059,Food Pantry Access Appointment 2,Synthetic higher education service for basic needs demo analysis.,Basic Needs,Food Security,74,31,0.001,1,2026-04-01,"basic-needs,food-security,emergency-support",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
60,5,HSG-00060,Housing Insecurity Case Review 2,Synthetic higher education service for basic needs demo analysis.,Basic Needs,Housing,287,117,0.001,1,2026-04-01,"basic-needs,housing,case-management",2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
