influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
31,@lakesidealumni_bos,Lakeside Alumni Association - Boston,twitter,81298,0.037,84.1,Alumni Engagement,Boston,Massachusetts,US,1,2025-12-06T11:00:00Z
32,@alumniaidfund_sf,Alumni Aid Fund - San Francisco,instagram,115114,0.016,67.2,Emergency Aid,San Francisco,California,US,1,2026-03-31T20:00:00Z
33,@donorimpacthub_hou,Donor Impact Hub - Houston,instagram,11631,0.054,72.3,Advancement,Houston,Texas,US,0,2026-01-22T21:00:00Z
34,@scholarshipcircle_chi,Scholarship Circle - Chicago,threads,3708,0.042,78.7,Scholarships,Chicago,Illinois,US,0,2026-01-15T01:00:00Z
35,@annualgivingdesk_sea,Annual Giving Desk - Seattle,tiktok,89179,0.045,52.0,Advancement,Seattle,Washington,US,1,2026-03-30T04:00:00Z
36,@alumnicareers_phx,Alumni Career Network - Phoenix,twitter,103102,0.046,66.3,Career Readiness,Phoenix,Arizona,US,1,2026-03-31T15:00:00Z
37,@communitycollegebridge_den,Community College Bridge - Denver,threads,221792,0.048,87.4,Transfer Success,Denver,Colorado,US,1,2025-12-16T22:00:00Z
38,@workforcepathways_pdx,Workforce Pathways - Portland,instagram,163524,0.053,84.4,Workforce Programs,Portland,Oregon,US,1,2026-01-18T12:00:00Z
39,@citypromisepartners_dal,City Promise Partners - Dallas,youtube,144570,0.030,64.3,Community Partnerships,Dallas,Texas,US,1,2026-01-18T19:00:00Z
40,@employerlearninglab_atl,Employer Learning Lab - Atlanta,youtube,22063,0.020,85.1,Employer Engagement,Atlanta,Georgia,US,0,2026-02-27T03:00:00Z
41,@stateaidwatch_mia,State Aid Watch - Miami,youtube,238267,0.030,56.2,Financial Aid Policy,Miami,Florida,US,1,2026-01-11T08:00:00Z
42,@completioncompact_phl,Completion Compact - Philadelphia,twitter,146218,0.022,84.6,Completion,Philadelphia,Pennsylvania,US,1,2026-01-03T07:00:00Z
43,@institutionalresearch_la,Institutional Research Exchange - Los Angeles,youtube,133077,0.010,89.1,Institutional Research,Los Angeles,California,US,1,2026-02-11T23:00:00Z
44,@enrollmentanalytics_ny,Enrollment Analytics Forum - New York,threads,30754,0.028,75.1,Enrollment Management,New York,New York,US,0,2026-02-21T03:00:00Z
45,@northstaradvising_atl,Northstar Advising - Atlanta,threads,60904,0.054,54.9,Academic Advising,Atlanta,Georgia,US,1,2026-01-19T00:00:00Z
46,@riverbendfinaid_mia,Riverbend Financial Aid - Miami,threads,39460,0.019,73.1,Financial Aid,Miami,Florida,US,0,2026-02-01T22:00:00Z
47,@summitcareerhub_phl,Summit Career Hub - Philadelphia,instagram,15315,0.034,50.2,Career Readiness,Philadelphia,Pennsylvania,US,0,2026-02-22T16:00:00Z
48,@clearpathwellness_la,ClearPath Wellness - Los Angeles,tiktok,15322,0.043,66.3,Student Wellness,Los Angeles,California,US,0,2025-12-17T06:00:00Z
49,@pioneerlearning_ny,Pioneer Learning Center - New York,threads,52031,0.039,87.1,Academic Support,New York,New York,US,1,2025-12-29T07:00:00Z
50,@coastalaccess_bos,Coastal Accessibility Services - Boston,instagram,66776,0.062,55.0,Accessibility Services,Boston,Massachusetts,US,1,2026-01-07T09:00:00Z
51,@lakesideaid_sf,Lakeside Aid Office - San Francisco,threads,65993,0.059,83.3,Financial Aid,San Francisco,California,US,1,2025-12-14T19:00:00Z
52,@horizonfirstyear_hou,Horizon First-Year Experience - Houston,instagram,56461,0.043,76.3,First-Year Experience,Houston,Texas,US,1,2026-03-03T05:00:00Z
53,@libertytransfer_chi,Liberty Transfer Center - Chicago,instagram,36703,0.019,61.9,Transfer Success,Chicago,Illinois,US,0,2026-01-03T13:00:00Z
54,@innovationonline_sea,Innovation Online Learning - Seattle,instagram,16386,0.032,64.8,Online Learning,Seattle,Washington,US,0,2026-02-19T16:00:00Z
55,@gatewayregistrar_phx,Gateway Registrar - Phoenix,twitter,20419,0.032,82.9,Registrar,Phoenix,Arizona,US,0,2026-03-27T00:00:00Z
56,@censusweekdesk_den,Census Week Desk - Denver,youtube,3565,0.028,69.5,Enrollment Management,Denver,Colorado,US,0,2026-02-23T09:00:00Z
57,@degreeprogresshub_pdx,Degree Progress Hub - Portland,twitter,34630,0.040,89.4,Completion,Portland,Oregon,US,0,2025-12-19T03:00:00Z
58,@campusbasicneeds_dal,Campus Basic Needs - Dallas,instagram,46890,0.045,89.9,Basic Needs,Dallas,Texas,US,0,2025-12-04T21:00:00Z
59,@admityieldteam_atl,Admit Yield Team - Atlanta,twitter,20085,0.019,73.6,Admissions,Atlanta,Georgia,US,0,2026-01-06T15:00:00Z
60,@scholarshipoffice_mia,Scholarship Office - Miami,instagram,26001,0.062,87.3,Scholarships,Miami,Florida,US,0,2026-02-05T22:00:00Z
61,@firstgenpathways_phl,First-Gen Pathways - Philadelphia,tiktok,7968,0.064,46.5,First-Generation Success,Philadelphia,Pennsylvania,US,0,2026-03-17T12:00:00Z
62,@transferready_la,Transfer Ready - Los Angeles,tiktok,11185,0.117,72.1,Transfer Success,Los Angeles,California,US,0,2026-03-31T03:00:00Z
63,@commuterconnect_ny,Commuter Connect - New York,tiktok,13761,0.042,88.7,Student Engagement,New York,New York,US,0,2026-02-01T20:00:00Z
64,@studentvoicehub_bos,Student Voice Hub - Boston,threads,6615,0.082,51.3,Student Success,Boston,Massachusetts,US,0,2025-12-08T22:00:00Z
65,@peermentorcollective_sf,Peer Mentor Collective - San Francisco,tiktok,10018,0.042,87.5,Peer Mentoring,San Francisco,California,US,0,2026-02-04T08:00:00Z
66,@veteransuccess_hou,Veteran Success Network - Houston,youtube,16753,0.047,68.5,Veteran Success,Houston,Texas,US,0,2026-02-19T23:00:00Z
67,@adultlearnerhub_chi,Adult Learner Hub - Chicago,tiktok,8985,0.111,77.4,Adult Learners,Chicago,Illinois,US,0,2026-03-21T23:00:00Z
68,@onlinelearners_sea,Online Learner Community - Seattle,twitter,35947,0.109,67.8,Online Learning,Seattle,Washington,US,1,2026-03-03T04:00:00Z
69,@latinxsuccess_phx,Latinx Student Success - Phoenix,threads,4116,0.090,64.7,Belonging,Phoenix,Arizona,US,0,2025-12-21T07:00:00Z
70,@blackstudentalliance_den,Black Student Alliance - Denver,youtube,5814,0.110,85.1,Belonging,Denver,Colorado,US,0,2026-01-05T17:00:00Z
71,@stempeerlab_pdx,STEM Peer Lab - Portland,instagram,31781,0.058,88.9,STEM Persistence,Portland,Oregon,US,0,2026-01-12T01:00:00Z
72,@returningstudents_dal,Returning Students Network - Dallas,youtube,26104,0.042,68.0,Completion,Dallas,Texas,US,0,2026-02-04T02:00:00Z
73,@housingsecuritynow_atl,Housing Security Now - Atlanta,instagram,22236,0.043,90.9,Basic Needs,Atlanta,Georgia,US,0,2025-12-04T08:00:00Z
74,@foodaccesscoalition_mia,Food Access Coalition - Miami,instagram,28428,0.080,83.4,Basic Needs,Miami,Florida,US,0,2025-12-13T10:00:00Z
75,@lakesidealumni_phl,Lakeside Alumni Association - Philadelphia,instagram,118092,0.023,59.3,Alumni Engagement,Philadelphia,Pennsylvania,US,1,2026-01-08T17:00:00Z
76,@alumniaidfund_la,Alumni Aid Fund - Los Angeles,instagram,65575,0.037,72.9,Emergency Aid,Los Angeles,California,US,0,2026-03-23T21:00:00Z
77,@donorimpacthub_ny,Donor Impact Hub - New York,twitter,43347,0.022,82.7,Advancement,New York,New York,US,1,2026-02-03T05:00:00Z
78,@scholarshipcircle_bos,Scholarship Circle - Boston,tiktok,9427,0.025,76.7,Scholarships,Boston,Massachusetts,US,0,2025-12-08T03:00:00Z
79,@annualgivingdesk_sf,Annual Giving Desk - San Francisco,twitter,31012,0.014,83.3,Advancement,San Francisco,California,US,0,2026-03-31T05:00:00Z
80,@alumnicareers_hou,Alumni Career Network - Houston,youtube,66981,0.038,84.1,Career Readiness,Houston,Texas,US,0,2025-12-23T00:00:00Z
81,@communitycollegebridge_chi,Community College Bridge - Chicago,threads,150302,0.022,56.7,Transfer Success,Chicago,Illinois,US,1,2026-03-03T07:00:00Z
82,@workforcepathways_sea,Workforce Pathways - Seattle,youtube,142085,0.022,70.1,Workforce Programs,Seattle,Washington,US,1,2025-12-28T01:00:00Z
83,@citypromisepartners_phx,City Promise Partners - Phoenix,tiktok,140812,0.049,77.6,Community Partnerships,Phoenix,Arizona,US,1,2026-02-06T16:00:00Z
84,@employerlearninglab_den,Employer Learning Lab - Denver,twitter,184782,0.051,94.7,Employer Engagement,Denver,Colorado,US,1,2026-03-29T15:00:00Z
85,@stateaidwatch_pdx,State Aid Watch - Portland,instagram,206635,0.050,83.3,Financial Aid Policy,Portland,Oregon,US,1,2026-01-17T04:00:00Z
86,@completioncompact_dal,Completion Compact - Dallas,instagram,13599,0.017,65.4,Completion,Dallas,Texas,US,0,2026-03-12T22:00:00Z
87,@institutionalresearch_atl,Institutional Research Exchange - Atlanta,twitter,84421,0.045,79.1,Institutional Research,Atlanta,Georgia,US,0,2025-12-25T17:00:00Z
88,@enrollmentanalytics_mia,Enrollment Analytics Forum - Miami,instagram,108242,0.019,66.8,Enrollment Management,Miami,Florida,US,1,2026-01-29T02:00:00Z
89,@northstaradvising_den,Northstar Advising - Denver,instagram,42105,0.034,77.1,Academic Advising,Denver,Colorado,US,0,2026-03-07T14:00:00Z
90,@riverbendfinaid_pdx,Riverbend Financial Aid - Portland,threads,59444,0.038,52.2,Financial Aid,Portland,Oregon,US,1,2026-02-20T02:00:00Z
91,@summitcareerhub_dal,Summit Career Hub - Dallas,youtube,67835,0.041,64.8,Career Readiness,Dallas,Texas,US,1,2026-01-12T18:00:00Z
92,@clearpathwellness_atl,ClearPath Wellness - Atlanta,youtube,9890,0.042,62.4,Student Wellness,Atlanta,Georgia,US,0,2026-03-28T23:00:00Z
93,@pioneerlearning_mia,Pioneer Learning Center - Miami,threads,73354,0.020,74.2,Academic Support,Miami,Florida,US,1,2026-03-06T12:00:00Z
94,@coastalaccess_phl,Coastal Accessibility Services - Philadelphia,instagram,39464,0.055,83.5,Accessibility Services,Philadelphia,Pennsylvania,US,0,2026-02-24T18:00:00Z
95,@lakesideaid_la,Lakeside Aid Office - Los Angeles,instagram,35623,0.024,51.7,Financial Aid,Los Angeles,California,US,1,2026-03-13T23:00:00Z
96,@horizonfirstyear_ny,Horizon First-Year Experience - New York,instagram,45232,0.063,73.1,First-Year Experience,New York,New York,US,0,2026-03-09T02:00:00Z
97,@libertytransfer_bos,Liberty Transfer Center - Boston,twitter,40967,0.031,70.5,Transfer Success,Boston,Massachusetts,US,0,2026-03-31T19:00:00Z
98,@innovationonline_sf,Innovation Online Learning - San Francisco,instagram,5895,0.026,90.2,Online Learning,San Francisco,California,US,0,2026-02-11T20:00:00Z
99,@gatewayregistrar_hou,Gateway Registrar - Houston,instagram,76277,0.059,90.9,Registrar,Houston,Texas,US,1,2025-12-17T04:00:00Z
100,@censusweekdesk_chi,Census Week Desk - Chicago,instagram,51207,0.069,72.7,Enrollment Management,Chicago,Illinois,US,0,2025-12-14T20:00:00Z
101,@degreeprogresshub_sea,Degree Progress Hub - Seattle,tiktok,54251,0.032,70.0,Completion,Seattle,Washington,US,1,2026-03-03T15:00:00Z
102,@campusbasicneeds_phx,Campus Basic Needs - Phoenix,youtube,53685,0.035,87.1,Basic Needs,Phoenix,Arizona,US,1,2025-12-22T06:00:00Z
103,@admityieldteam_den,Admit Yield Team - Denver,youtube,46755,0.032,76.2,Admissions,Denver,Colorado,US,1,2025-12-30T18:00:00Z
104,@scholarshipoffice_pdx,Scholarship Office - Portland,youtube,37883,0.030,86.7,Scholarships,Portland,Oregon,US,0,2026-01-07T02:00:00Z
105,@firstgenpathways_dal,First-Gen Pathways - Dallas,instagram,9373,0.053,79.7,First-Generation Success,Dallas,Texas,US,0,2026-02-27T16:00:00Z
106,@transferready_atl,Transfer Ready - Atlanta,twitter,3797,0.068,84.0,Transfer Success,Atlanta,Georgia,US,0,2026-03-25T18:00:00Z
107,@commuterconnect_mia,Commuter Connect - Miami,instagram,13477,0.099,73.3,Student Engagement,Miami,Florida,US,0,2026-02-21T20:00:00Z
108,@studentvoicehub_phl,Student Voice Hub - Philadelphia,tiktok,39212,0.086,49.6,Student Success,Philadelphia,Pennsylvania,US,0,2026-01-15T00:00:00Z
109,@peermentorcollective_la,Peer Mentor Collective - Los Angeles,tiktok,43086,0.071,89.2,Peer Mentoring,Los Angeles,California,US,1,2026-03-27T21:00:00Z
110,@veteransuccess_ny,Veteran Success Network - New York,youtube,2644,0.105,68.5,Veteran Success,New York,New York,US,0,2025-12-14T11:00:00Z
111,@adultlearnerhub_bos,Adult Learner Hub - Boston,instagram,8402,0.114,46.0,Adult Learners,Boston,Massachusetts,US,0,2025-12-10T20:00:00Z
112,@onlinelearners_sf,Online Learner Community - San Francisco,twitter,39386,0.058,58.7,Online Learning,San Francisco,California,US,1,2026-01-02T06:00:00Z
113,@latinxsuccess_hou,Latinx Student Success - Houston,threads,36878,0.080,54.9,Belonging,Houston,Texas,US,0,2025-12-22T18:00:00Z
114,@blackstudentalliance_chi,Black Student Alliance - Chicago,threads,2022,0.078,58.4,Belonging,Chicago,Illinois,US,0,2025-12-07T23:00:00Z
115,@stempeerlab_sea,STEM Peer Lab - Seattle,instagram,28391,0.103,67.1,STEM Persistence,Seattle,Washington,US,0,2026-01-24T08:00:00Z
116,@returningstudents_phx,Returning Students Network - Phoenix,tiktok,36665,0.086,61.6,Completion,Phoenix,Arizona,US,0,2026-01-22T10:00:00Z
117,@housingsecuritynow_den,Housing Security Now - Denver,twitter,10957,0.085,92.9,Basic Needs,Denver,Colorado,US,0,2025-12-30T18:00:00Z
118,@foodaccesscoalition_pdx,Food Access Coalition - Portland,instagram,20559,0.060,56.5,Basic Needs,Portland,Oregon,US,0,2026-01-01T04:00:00Z
119,@lakesidealumni_dal,Lakeside Alumni Association - Dallas,youtube,57568,0.048,68.7,Alumni Engagement,Dallas,Texas,US,1,2025-12-27T00:00:00Z
120,@alumniaidfund_atl,Alumni Aid Fund - Atlanta,threads,109969,0.045,56.4,Emergency Aid,Atlanta,Georgia,US,1,2026-01-13T09:00:00Z
121,@donorimpacthub_mia,Donor Impact Hub - Miami,threads,68173,0.051,65.4,Advancement,Miami,Florida,US,0,2026-02-20T00:00:00Z
122,@scholarshipcircle_phl,Scholarship Circle - Philadelphia,tiktok,8516,0.038,54.4,Scholarships,Philadelphia,Pennsylvania,US,0,2025-12-31T18:00:00Z
123,@annualgivingdesk_la,Annual Giving Desk - Los Angeles,twitter,21903,0.051,58.1,Advancement,Los Angeles,California,US,0,2026-01-06T02:00:00Z
124,@alumnicareers_ny,Alumni Career Network - New York,instagram,54192,0.027,66.8,Career Readiness,New York,New York,US,0,2026-03-03T03:00:00Z
125,@communitycollegebridge_bos,Community College Bridge - Boston,instagram,167279,0.025,89.1,Transfer Success,Boston,Massachusetts,US,1,2026-01-14T17:00:00Z
126,@workforcepathways_sf,Workforce Pathways - San Francisco,tiktok,189698,0.044,63.8,Workforce Programs,San Francisco,California,US,1,2026-03-22T18:00:00Z
127,@citypromisepartners_hou,City Promise Partners - Houston,threads,49521,0.023,67.6,Community Partnerships,Houston,Texas,US,0,2026-03-08T11:00:00Z
128,@employerlearninglab_chi,Employer Learning Lab - Chicago,youtube,180814,0.042,68.7,Employer Engagement,Chicago,Illinois,US,1,2026-03-06T11:00:00Z
129,@stateaidwatch_sea,State Aid Watch - Seattle,threads,129020,0.052,68.4,Financial Aid Policy,Seattle,Washington,US,1,2026-02-12T17:00:00Z
130,@completioncompact_phx,Completion Compact - Phoenix,instagram,14875,0.030,67.9,Completion,Phoenix,Arizona,US,0,2026-01-27T00:00:00Z
131,@institutionalresearch_den,Institutional Research Exchange - Denver,youtube,40483,0.014,74.7,Institutional Research,Denver,Colorado,US,0,2026-01-12T08:00:00Z
132,@enrollmentanalytics_pdx,Enrollment Analytics Forum - Portland,youtube,106649,0.046,79.2,Enrollment Management,Portland,Oregon,US,1,2026-01-22T04:00:00Z
133,@northstaradvising_chi,Northstar Advising - Chicago,instagram,37488,0.027,54.5,Academic Advising,Chicago,Illinois,US,0,2025-12-26T13:00:00Z
134,@riverbendfinaid_sea,Riverbend Financial Aid - Seattle,tiktok,7206,0.044,77.6,Financial Aid,Seattle,Washington,US,0,2026-03-26T23:00:00Z
135,@summitcareerhub_phx,Summit Career Hub - Phoenix,twitter,28858,0.027,50.6,Career Readiness,Phoenix,Arizona,US,0,2025-12-31T03:00:00Z
136,@clearpathwellness_den,ClearPath Wellness - Denver,instagram,2200,0.068,69.2,Student Wellness,Denver,Colorado,US,0,2026-03-12T17:00:00Z
137,@pioneerlearning_pdx,Pioneer Learning Center - Portland,twitter,32483,0.037,85.9,Academic Support,Portland,Oregon,US,0,2026-01-18T19:00:00Z
138,@coastalaccess_dal,Coastal Accessibility Services - Dallas,instagram,21281,0.042,83.7,Accessibility Services,Dallas,Texas,US,0,2026-01-01T09:00:00Z
139,@lakesideaid_atl,Lakeside Aid Office - Atlanta,youtube,43151,0.020,53.6,Financial Aid,Atlanta,Georgia,US,0,2026-01-29T06:00:00Z
140,@horizonfirstyear_mia,Horizon First-Year Experience - Miami,tiktok,77455,0.050,78.1,First-Year Experience,Miami,Florida,US,1,2026-02-28T21:00:00Z
141,@libertytransfer_phl,Liberty Transfer Center - Philadelphia,tiktok,23561,0.054,52.5,Transfer Success,Philadelphia,Pennsylvania,US,0,2026-02-02T16:00:00Z
142,@innovationonline_la,Innovation Online Learning - Los Angeles,instagram,3890,0.035,62.1,Online Learning,Los Angeles,California,US,0,2025-12-18T02:00:00Z
143,@gatewayregistrar_ny,Gateway Registrar - New York,twitter,28256,0.019,77.4,Registrar,New York,New York,US,0,2026-02-25T12:00:00Z
144,@censusweekdesk_bos,Census Week Desk - Boston,threads,56026,0.064,87.8,Enrollment Management,Boston,Massachusetts,US,1,2026-03-03T02:00:00Z
145,@degreeprogresshub_sf,Degree Progress Hub - San Francisco,threads,45247,0.040,86.9,Completion,San Francisco,California,US,0,2026-02-07T18:00:00Z
146,@campusbasicneeds_hou,Campus Basic Needs - Houston,instagram,16267,0.043,70.7,Basic Needs,Houston,Texas,US,0,2026-02-07T16:00:00Z
147,@admityieldteam_chi,Admit Yield Team - Chicago,twitter,22468,0.037,69.4,Admissions,Chicago,Illinois,US,1,2025-12-17T15:00:00Z
148,@scholarshipoffice_sea,Scholarship Office - Seattle,threads,28394,0.025,65.1,Scholarships,Seattle,Washington,US,0,2026-03-09T20:00:00Z
149,@firstgenpathways_phx,First-Gen Pathways - Phoenix,threads,2031,0.114,92.0,First-Generation Success,Phoenix,Arizona,US,0,2026-02-24T13:00:00Z
150,@transferready_den,Transfer Ready - Denver,instagram,23683,0.046,60.1,Transfer Success,Denver,Colorado,US,0,2026-02-02T23:00:00Z
151,@commuterconnect_pdx,Commuter Connect - Portland,tiktok,24972,0.099,53.2,Student Engagement,Portland,Oregon,US,0,2025-12-25T02:00:00Z
152,@studentvoicehub_dal,Student Voice Hub - Dallas,tiktok,11544,0.109,92.9,Student Success,Dallas,Texas,US,0,2026-01-22T04:00:00Z
153,@peermentorcollective_atl,Peer Mentor Collective - Atlanta,tiktok,3889,0.050,82.9,Peer Mentoring,Atlanta,Georgia,US,0,2026-01-22T21:00:00Z
154,@veteransuccess_mia,Veteran Success Network - Miami,youtube,3730,0.063,90.0,Veteran Success,Miami,Florida,US,0,2026-03-10T22:00:00Z
155,@adultlearnerhub_phl,Adult Learner Hub - Philadelphia,instagram,42797,0.054,60.2,Adult Learners,Philadelphia,Pennsylvania,US,1,2026-01-03T07:00:00Z
156,@onlinelearners_la,Online Learner Community - Los Angeles,threads,17692,0.048,49.6,Online Learning,Los Angeles,California,US,0,2026-02-09T10:00:00Z
157,@latinxsuccess_ny,Latinx Student Success - New York,instagram,30380,0.096,84.4,Belonging,New York,New York,US,0,2026-02-25T09:00:00Z
158,@blackstudentalliance_bos,Black Student Alliance - Boston,tiktok,13691,0.079,78.2,Belonging,Boston,Massachusetts,US,0,2026-03-09T22:00:00Z
159,@stempeerlab_sf,STEM Peer Lab - San Francisco,youtube,6637,0.056,66.5,STEM Persistence,San Francisco,California,US,0,2026-03-05T22:00:00Z
160,@returningstudents_hou,Returning Students Network - Houston,threads,40534,0.049,52.3,Completion,Houston,Texas,US,0,2025-12-18T07:00:00Z
161,@housingsecuritynow_chi,Housing Security Now - Chicago,tiktok,20821,0.113,61.5,Basic Needs,Chicago,Illinois,US,0,2026-01-25T16:00:00Z
162,@foodaccesscoalition_sea,Food Access Coalition - Seattle,instagram,14151,0.066,82.5,Basic Needs,Seattle,Washington,US,0,2025-12-22T20:00:00Z
163,@lakesidealumni_phx,Lakeside Alumni Association - Phoenix,instagram,39040,0.041,60.4,Alumni Engagement,Phoenix,Arizona,US,0,2026-03-30T14:00:00Z
164,@alumniaidfund_den,Alumni Aid Fund - Denver,youtube,15768,0.062,55.1,Emergency Aid,Denver,Colorado,US,0,2026-03-25T22:00:00Z
165,@donorimpacthub_pdx,Donor Impact Hub - Portland,instagram,22377,0.031,64.5,Advancement,Portland,Oregon,US,0,2025-12-10T19:00:00Z
166,@scholarshipcircle_dal,Scholarship Circle - Dallas,youtube,8291,0.039,71.8,Scholarships,Dallas,Texas,US,0,2026-01-29T09:00:00Z
167,@annualgivingdesk_atl,Annual Giving Desk - Atlanta,tiktok,46407,0.048,89.5,Advancement,Atlanta,Georgia,US,0,2025-12-12T15:00:00Z
168,@alumnicareers_mia,Alumni Career Network - Miami,youtube,14097,0.039,87.6,Career Readiness,Miami,Florida,US,0,2026-01-10T15:00:00Z
169,@communitycollegebridge_phl,Community College Bridge - Philadelphia,instagram,179049,0.014,69.8,Transfer Success,Philadelphia,Pennsylvania,US,1,2026-03-26T10:00:00Z
170,@workforcepathways_la,Workforce Pathways - Los Angeles,threads,201164,0.042,64.3,Workforce Programs,Los Angeles,California,US,1,2026-02-24T19:00:00Z
171,@citypromisepartners_ny,City Promise Partners - New York,threads,142290,0.021,89.8,Community Partnerships,New York,New York,US,1,2025-12-13T04:00:00Z
172,@employerlearninglab_bos,Employer Learning Lab - Boston,tiktok,174082,0.026,82.1,Employer Engagement,Boston,Massachusetts,US,1,2026-01-07T14:00:00Z
173,@stateaidwatch_sf,State Aid Watch - San Francisco,threads,121441,0.052,76.1,Financial Aid Policy,San Francisco,California,US,1,2026-01-28T08:00:00Z
174,@completioncompact_hou,Completion Compact - Houston,twitter,44237,0.016,69.2,Completion,Houston,Texas,US,0,2026-03-22T19:00:00Z
175,@institutionalresearch_chi,Institutional Research Exchange - Chicago,threads,143681,0.035,83.8,Institutional Research,Chicago,Illinois,US,1,2026-02-21T06:00:00Z
176,@enrollmentanalytics_sea,Enrollment Analytics Forum - Seattle,twitter,58247,0.019,69.8,Enrollment Management,Seattle,Washington,US,0,2026-02-23T14:00:00Z
