post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
33,159,youtube,student_signal_00033,Student success teams are connecting Writing Intensive Course Support 1 signals to retention-risk interventions,2026-04-23T06:30:00Z,3783,1100,267,75168,0.91,89.2,38,viral,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
34,382,threads,student_signal_00034,Evergreen Completion Center needs coordinated outreach for Satisfactory Academic Progress Appeal 2 before the withdrawal deadline,2026-04-16T23:30:00Z,333,91,67,6138,0.53,48.9,"50,10",normal,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
35,391,tiktok,student_signal_00035,Writing Intensive Course Support 2 capacity is becoming a student-success bottleneck this term,2026-04-13T09:30:00Z,84,125,47,15210,0.86,68.8,58,rising,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
36,140,tiktok,student_signal_00036,Admit Yield Coaching 1 demand is rising before fall registration closes for Metro Dual Enrollment Office,2026-04-12T07:30:00Z,3439,996,251,54661,0.75,80.5,27,viral,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
37,110,youtube,student_signal_00037,Advisors flagged Satisfactory Academic Progress Appeal 2 as a census-week retention priority in New York,2026-04-22T22:30:00Z,670,179,206,20137,0.80,51.8,"50,15",normal,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
38,262,twitter,student_signal_00038,Students are asking for Admit Yield Coaching 1 after financial aid and enrollment deadlines converged,2026-04-19T02:30:00Z,1361,112,176,18586,0.20,65.6,27,rising,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
39,55,twitter,student_signal_00039,Advisors flagged Registration Hold Resolution 1 as a census-week retention priority in California,2026-04-07T03:30:00Z,704,74,98,9542,0.49,93.9,"28,17",mega_viral,2026-05-05T10:30:00Z,2026-05-05T16:30:00Z
40,184,twitter,student_signal_00040,Innovation Online Campus needs coordinated outreach for Housing Insecurity Case Review 1 before the withdrawal deadline,2026-05-04T03:30:00Z,170,202,139,21268,0.55,23.0,"40,36",normal,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
41,422,threads,student_signal_00041,Advisors flagged Accessibility Accommodation Review as a census-week retention priority in Massachusetts,2026-04-15T07:30:00Z,1433,432,122,25778,0.71,33.8,12,normal,2026-05-05T11:30:00Z,2026-05-05T16:30:00Z
42,159,youtube,student_signal_00042,Internship Readiness Review 2 demand is rising before fall registration closes for Innovation Online Campus,2026-04-23T21:30:00Z,2493,608,639,71045,0.06,96.6,"55,3",mega_viral,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
43,426,instagram,student_signal_00043,Advisors flagged Crisis Follow-Up Call as a census-week retention priority in California,2026-04-06T18:30:00Z,693,101,31,10229,0.73,31.1,"11,5",normal,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
44,223,tiktok,student_signal_00044,Student success teams are connecting Library Research Consultation signals to retention-risk interventions,2026-04-22T12:30:00Z,128,200,20,15134,0.67,88.1,"15,39",viral,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
45,228,threads,student_signal_00045,Community partners are amplifying Belonging and Engagement Check-In 1 for transfer and first-generation students,2026-05-04T23:30:00Z,811,953,514,43099,0.64,88.7,42,mega_viral,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
46,240,youtube,student_signal_00046,Scholarship Matching Review capacity is becoming a student-success bottleneck this term,2026-04-27T05:30:00Z,45,440,89,17657,0.42,69.1,20,rising,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
47,82,youtube,student_signal_00047,Satisfactory Academic Progress Appeal 1 capacity is becoming a student-success bottleneck this term,2026-05-04T20:30:00Z,1918,587,177,23535,0.38,44.6,30,normal,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
48,435,instagram,student_signal_00048,Advisors flagged Housing Insecurity Case Review 1 as a census-week retention priority in Colorado,2026-04-08T17:30:00Z,315,60,14,11549,0.08,77.7,40,rising,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
49,220,youtube,student_signal_00049,Advisors flagged Alumni Emergency Microgrant 1 as a census-week retention priority in Georgia,2026-04-25T06:30:00Z,4359,1072,559,72324,0.88,80.8,31,viral,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
50,148,threads,student_signal_00050,Student success teams are connecting Student Emergency Fund signals to retention-risk interventions,2026-04-20T21:30:00Z,4714,1377,934,87416,0.64,89.4,21,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
51,4,tiktok,student_signal_00051,Satisfactory Academic Progress Appeal 2 capacity is becoming a student-success bottleneck this term,2026-04-10T12:30:00Z,995,40,125,19421,0.16,74.2,50,rising,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
52,134,tiktok,student_signal_00052,Accessibility Accommodation Review demand is rising before fall registration closes for ClearPath Wellness Center,2026-04-22T15:30:00Z,1643,2296,534,153051,-0.03,95.5,12,mega_viral,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
53,338,threads,student_signal_00053,Alumni microgrant interest is growing around Gateway Course Success Lab 1 for persistence support,2026-05-04T18:30:00Z,264,78,21,3661,0.37,24.6,37,normal,2026-05-05T11:30:00Z,2026-05-05T16:30:00Z
54,97,twitter,student_signal_00054,Student success teams are connecting Food Pantry Access Appointment 2 signals to retention-risk interventions,2026-04-06T21:30:00Z,654,171,45,12373,-0.12,60.7,"59,35",rising,2026-05-05T14:30:00Z,2026-05-05T16:30:00Z
55,334,twitter,student_signal_00055,Blue Ridge Graduate College needs coordinated outreach for Retention Risk Outreach 1 before the withdrawal deadline,2026-04-19T02:30:00Z,518,109,59,9394,0.60,30.0,"26,39",normal,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
56,25,tiktok,student_signal_00056,Advisors flagged Orientation Advising Slot as a census-week retention priority in Texas,2026-04-12T01:30:00Z,1411,514,38,22061,0.88,79.1,6,viral,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
57,183,instagram,student_signal_00057,ClearPath Wellness Center needs coordinated outreach for Gateway Course Success Lab 1 before the withdrawal deadline,2026-04-11T01:30:00Z,286,136,74,10140,0.22,49.0,"37,17",normal,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
58,461,threads,student_signal_00058,Advisors flagged Degree Audit Review as a census-week retention priority in Washington,2026-05-03T19:30:00Z,694,258,156,21168,0.14,72.4,"2,47",rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
59,255,instagram,student_signal_00059,Alumni microgrant interest is growing around AI Tutoring Follow-Up 2 for persistence support,2026-04-14T10:30:00Z,1852,82,226,25954,0.47,75.0,45,rising,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
60,82,youtube,student_signal_00060,Students are asking for Transfer Credit Evaluation after financial aid and enrollment deadlines converged,2026-04-26T13:30:00Z,6333,2064,813,82923,0.08,80.5,"24,5",viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
61,303,twitter,student_signal_00061,Advisors flagged Alumni Emergency Microgrant 1 as a census-week retention priority in California,2026-04-06T02:30:00Z,653,96,74,17377,0.35,54.9,"31,6,53",normal,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
62,296,threads,student_signal_00062,Alumni microgrant interest is growing around Financial Aid Appeal Review for persistence support,2026-04-24T01:30:00Z,1062,288,254,21270,0.82,20.0,19,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
63,78,tiktok,student_signal_00063,Alumni microgrant interest is growing around Online Learner Success Coaching 1 for persistence support,2026-04-27T05:30:00Z,442,241,393,71108,0.89,80.4,"43,39",viral,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
64,163,instagram,student_signal_00064,Student success teams are connecting Admit Yield Coaching 2 signals to retention-risk interventions,2026-05-05T04:30:00Z,10681,2769,1476,143277,0.53,92.6,"47,5",mega_viral,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
65,141,tiktok,student_signal_00065,Student success teams are connecting Retention Risk Outreach 1 signals to retention-risk interventions,2026-04-17T04:30:00Z,1453,626,235,25780,0.63,66.4,26,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
66,104,youtube,student_signal_00066,Student success teams are connecting Accessibility Accommodation Review signals to retention-risk interventions,2026-04-07T18:30:00Z,38,439,120,20456,0.01,58.3,12,rising,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
67,319,tiktok,student_signal_00067,Students are asking for Early Alert Success Plan after financial aid and enrollment deadlines converged,2026-04-15T15:30:00Z,2947,830,425,82655,0.60,75.6,3,viral,2026-05-05T14:30:00Z,2026-05-05T16:30:00Z
68,73,instagram,student_signal_00068,Advisors flagged STEM Lab Tutoring Block as a census-week retention priority in Pennsylvania,2026-04-06T11:30:00Z,484,31,36,5572,0.14,28.5,"13,24",normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
69,148,threads,student_signal_00069,Community partners are amplifying Online Course Readiness Bootcamp for transfer and first-generation students,2026-04-19T01:30:00Z,1981,332,43,29038,0.81,80.9,"23,19",viral,2026-05-05T14:30:00Z,2026-05-05T16:30:00Z
70,6,tiktok,student_signal_00070,Food Pantry Access Appointment 1 capacity is becoming a student-success bottleneck this term,2026-04-23T00:30:00Z,373,60,59,5309,0.14,77.4,39,rising,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
71,354,youtube,student_signal_00071,Students are asking for Housing Insecurity Case Review 2 after financial aid and enrollment deadlines converged,2026-04-18T07:30:00Z,842,1256,487,70875,0.08,84.1,"60,37",viral,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
72,85,instagram,student_signal_00072,Students are asking for Satisfactory Academic Progress Appeal 2 after financial aid and enrollment deadlines converged,2026-04-21T10:30:00Z,186,80,230,25741,0.33,57.8,"50,3",normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
73,423,instagram,student_signal_00073,Admit Yield Coaching 1 demand is rising before fall registration closes for Metro Dual Enrollment Office,2026-04-07T04:30:00Z,1741,297,133,20048,0.13,77.8,"27,55",rising,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
74,223,tiktok,student_signal_00074,Alumni microgrant interest is growing around Online Learner Success Coaching 1 for persistence support,2026-04-16T07:30:00Z,734,53,65,8614,0.17,59.3,43,rising,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
75,428,tiktok,student_signal_00075,Advisors flagged Mental Health Counseling Intake as a census-week retention priority in Oregon,2026-05-04T11:30:00Z,288,29,15,3267,0.79,62.9,10,rising,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
76,274,threads,student_signal_00076,Student success teams are connecting Same-Day Wellness Triage 1 signals to retention-risk interventions,2026-04-30T05:30:00Z,765,198,88,14821,0.51,76.6,"33,11",rising,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
77,295,youtube,student_signal_00077,Advisors flagged Housing Insecurity Case Review 1 as a census-week retention priority in Arizona,2026-04-24T18:30:00Z,1004,461,95,28727,0.05,87.4,40,viral,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
78,124,instagram,student_signal_00078,Community partners are amplifying AI Tutoring Follow-Up 2 for transfer and first-generation students,2026-04-14T08:30:00Z,1244,511,476,40917,-0.02,75.0,"45,52",viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
79,163,instagram,student_signal_00079,Student success teams are connecting Testing Accommodation Intake 2 signals to retention-risk interventions,2026-04-27T19:30:00Z,120,4,16,1982,0.45,81.1,"54,51",viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
80,439,twitter,student_signal_00080,Alumni microgrant interest is growing around Gateway Course Success Lab 2 for persistence support,2026-04-12T19:30:00Z,387,315,164,21927,-0.07,58.6,57,rising,2026-05-05T10:30:00Z,2026-05-05T16:30:00Z
81,108,tiktok,student_signal_00081,Advisors flagged Housing Insecurity Case Review 2 as a census-week retention priority in Texas,2026-04-06T18:30:00Z,1310,45,182,20831,0.69,42.8,"60,12",normal,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
82,344,threads,student_signal_00082,Community partners are amplifying Housing Insecurity Case Review 2 for transfer and first-generation students,2026-04-28T08:30:00Z,134,78,134,12127,0.63,53.1,"60,55",normal,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
83,30,instagram,student_signal_00083,Summit Career Pathways needs coordinated outreach for Internship Placement Support before the withdrawal deadline,2026-04-26T16:30:00Z,111,62,175,24380,0.87,52.9,8,normal,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
84,45,threads,student_signal_00084,Belonging and Engagement Check-In 1 demand is rising before fall registration closes for Metro Dual Enrollment Office,2026-05-03T16:30:00Z,376,10,41,5114,0.45,60.6,"42,28",rising,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
85,129,threads,student_signal_00085,Community partners are amplifying Registration Hold Resolution 1 for transfer and first-generation students,2026-04-12T13:30:00Z,545,112,38,8528,-0.18,53.1,28,normal,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
86,103,youtube,student_signal_00086,Pioneer Academic Support needs coordinated outreach for Satisfactory Academic Progress Appeal 1 before the withdrawal deadline,2026-04-19T22:30:00Z,976,66,60,17056,0.52,76.1,"30,56",rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
87,319,tiktok,student_signal_00087,Transfer Credit Evaluation demand is rising before fall registration closes for Liberty Transfer Center,2026-04-07T02:30:00Z,225,5,3,3791,0.30,65.3,24,rising,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
88,41,youtube,student_signal_00088,Admit Yield Coaching 1 demand is rising before fall registration closes for Metro Dual Enrollment Office,2026-04-25T20:30:00Z,746,190,3,14369,0.90,74.7,27,viral,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
89,222,threads,student_signal_00089,Alumni microgrant interest is growing around Same-Day Wellness Triage 2 for persistence support,2026-04-06T19:30:00Z,3562,158,558,178658,0.90,98.9,"53,47",mega_viral,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
90,272,youtube,student_signal_00090,Employer Referral Session 1 capacity is becoming a student-success bottleneck this term,2026-04-06T19:30:00Z,523,134,293,29429,0.81,79.0,36,viral,2026-05-05T14:30:00Z,2026-05-05T16:30:00Z
91,192,instagram,student_signal_00091,Lakeside Financial Aid needs coordinated outreach for Retention Risk Outreach 2 before the withdrawal deadline,2026-04-13T21:30:00Z,1626,351,57,19605,-0.00,56.0,46,rising,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
92,1,youtube,student_signal_00092,Students are asking for AI Tutoring Session after financial aid and enrollment deadlines converged,2026-04-28T00:30:00Z,993,101,127,11077,0.57,91.8,1,mega_viral,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
93,92,youtube,student_signal_00093,Mental Health Counseling Intake capacity is becoming a student-success bottleneck this term,2026-04-14T08:30:00Z,61,21,2,966,0.16,20.2,"10,16",normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
94,296,threads,student_signal_00094,Student success teams are connecting Orientation Advising Slot signals to retention-risk interventions,2026-04-27T15:30:00Z,577,184,48,14160,0.67,26.2,6,normal,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
95,345,twitter,student_signal_00095,Internship Readiness Review 2 demand is rising before fall registration closes for Innovation Online Campus,2026-04-06T18:30:00Z,1586,46,144,18439,0.63,31.8,55,normal,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
96,384,tiktok,student_signal_00096,Career Coaching Appointment demand is rising before fall registration closes for Summit Career Pathways,2026-04-08T19:30:00Z,3842,2184,86,102636,0.59,89.4,7,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
97,453,instagram,student_signal_00097,Civic Promise College needs coordinated outreach for FAFSA Verification Review 2 before the withdrawal deadline,2026-04-15T10:30:00Z,1196,342,120,27446,0.24,92.7,49,mega_viral,2026-05-05T15:30:00Z,2026-05-05T16:30:00Z
98,186,threads,student_signal_00098,Alumni microgrant interest is growing around Food Pantry Access Appointment 2 for persistence support,2026-04-21T20:30:00Z,195,134,41,6719,0.24,56.4,59,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
99,55,twitter,student_signal_00099,Advisors flagged Same-Day Wellness Triage 2 as a census-week retention priority in Illinois,2026-04-10T14:30:00Z,530,5,2,14549,-0.15,30.6,"53,28",normal,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
100,120,threads,student_signal_00100,Metro Dual Enrollment Office needs coordinated outreach for Admit Yield Coaching 1 before the withdrawal deadline,2026-04-17T16:30:00Z,563,211,61,9947,-0.14,32.0,"27,50",normal,2026-05-05T13:30:00Z,2026-05-05T16:30:00Z
101,457,tiktok,student_signal_00101,Alumni microgrant interest is growing around Student Emergency Fund for persistence support,2026-04-24T22:30:00Z,882,236,98,12015,0.27,68.3,21,rising,2026-05-05T08:30:00Z,2026-05-05T16:30:00Z
102,351,threads,student_signal_00102,Student success teams are connecting Financial Aid Appeal Review signals to retention-risk interventions,2026-04-30T21:30:00Z,1207,403,218,23067,0.77,77.3,19,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
103,191,tiktok,student_signal_00103,Horizon First-Year Experience needs coordinated outreach for First-Gen Mentoring Cohort before the withdrawal deadline,2026-04-21T18:30:00Z,664,115,119,20251,0.47,68.0,22,rising,2026-05-05T09:30:00Z,2026-05-05T16:30:00Z
104,136,instagram,student_signal_00104,Advisors flagged Degree Audit Review as a census-week retention priority in California,2026-04-05T18:30:00Z,1502,60,183,18874,0.81,77.9,"2,25",rising,2026-05-05T10:30:00Z,2026-05-05T16:30:00Z
105,317,threads,student_signal_00105,Innovation Online Campus needs coordinated outreach for AI Tutoring Follow-Up 1 before the withdrawal deadline,2026-04-19T05:30:00Z,16,58,7,2321,0.71,62.1,"25,34",rising,2026-05-05T12:30:00Z,2026-05-05T16:30:00Z
106,69,threads,student_signal_00106,Community partners are amplifying Scholarship Matching Review for transfer and first-generation students,2026-04-06T03:30:00Z,407,223,115,13248,0.35,55.7,20,rising,2026-05-05T10:30:00Z,2026-05-05T16:30:00Z
107,411,twitter,student_signal_00107,Students are asking for Registration Waitlist Priority after financial aid and enrollment deadlines converged,2026-04-15T21:30:00Z,871,121,22,25337,0.19,52.5,"4,40",normal,2026-05-05T10:30:00Z,2026-05-05T16:30:00Z
108,21,instagram,student_signal_00108,Community partners are amplifying Housing Insecurity Case Review 1 for transfer and first-generation students,2026-04-12T09:30:00Z,202,57,25,2622,0.26,68.2,"40,41",rising,2026-05-05T11:30:00Z,2026-05-05T16:30:00Z
109,409,threads,student_signal_00109,Students are asking for Mental Health Counseling Intake after financial aid and enrollment deadlines converged,2026-04-27T09:30:00Z,845,376,218,19996,0.27,52.2,"10,19",normal,2026-05-05T11:30:00Z,2026-05-05T16:30:00Z
110,23,instagram,student_signal_00110,AI Tutoring Follow-Up 2 capacity is becoming a student-success bottleneck this term,2026-04-22T05:30:00Z,1789,303,58,25345,-0.02,22.6,45,normal,2026-05-05T10:30:00Z,2026-05-05T16:30:00Z
111,68,twitter,student_signal_00111,Internship Readiness Review 1 capacity is becoming a student-success bottleneck this term,2026-04-14T09:30:00Z,124,61,18,2453,-0.15,75.5,35,rising,2026-05-05T10:30:00Z,2026-05-05T16:30:00Z
112,198,tiktok,student_signal_00112,Alumni microgrant interest is growing around Financial Aid Appeal Review for persistence support,2026-04-18T00:30:00Z,1400,468,145,75618,-0.16,94.5,19,mega_viral,2026-05-05T10:30:00Z,2026-05-05T16:30:00Z
113,86,instagram,student_signal_00113,Community partners are amplifying Food Pantry Access Appointment 1 for transfer and first-generation students,2026-04-06T07:30:00Z,5629,692,558,103763,0.09,91.6,39,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
