mention_id,post_id,product_id,confidence_score,mention_type,created_at
55,34,10,0.97,hashtag,2026-05-05T16:30:00Z
56,35,58,0.77,semantic,2026-05-05T16:30:00Z
57,36,27,0.92,hashtag,2026-05-05T16:30:00Z
58,37,50,0.79,inferred,2026-05-05T16:30:00Z
59,37,15,0.90,semantic,2026-05-05T16:30:00Z
60,38,27,0.77,direct,2026-05-05T16:30:00Z
61,39,28,0.77,semantic,2026-05-05T16:30:00Z
62,39,17,0.73,semantic,2026-05-05T16:30:00Z
63,40,40,0.88,direct,2026-05-05T16:30:00Z
64,40,36,0.83,semantic,2026-05-05T16:30:00Z
65,41,12,0.79,semantic,2026-05-05T16:30:00Z
66,42,55,0.85,semantic,2026-05-05T16:30:00Z
67,42,3,0.92,hashtag,2026-05-05T16:30:00Z
68,43,11,0.74,direct,2026-05-05T16:30:00Z
69,43,5,0.84,inferred,2026-05-05T16:30:00Z
70,44,15,0.89,inferred,2026-05-05T16:30:00Z
71,44,39,0.72,direct,2026-05-05T16:30:00Z
72,45,42,0.86,direct,2026-05-05T16:30:00Z
73,46,20,0.75,semantic,2026-05-05T16:30:00Z
74,47,30,0.85,direct,2026-05-05T16:30:00Z
75,48,40,0.92,semantic,2026-05-05T16:30:00Z
76,49,31,0.84,semantic,2026-05-05T16:30:00Z
77,50,21,0.87,semantic,2026-05-05T16:30:00Z
78,51,50,0.90,hashtag,2026-05-05T16:30:00Z
79,52,12,0.89,semantic,2026-05-05T16:30:00Z
80,53,37,0.75,direct,2026-05-05T16:30:00Z
81,54,59,0.90,direct,2026-05-05T16:30:00Z
82,54,35,0.92,direct,2026-05-05T16:30:00Z
83,55,26,0.92,direct,2026-05-05T16:30:00Z
84,55,39,0.87,direct,2026-05-05T16:30:00Z
85,56,6,0.78,direct,2026-05-05T16:30:00Z
86,57,37,0.76,hashtag,2026-05-05T16:30:00Z
87,57,17,0.79,semantic,2026-05-05T16:30:00Z
88,58,2,0.87,inferred,2026-05-05T16:30:00Z
89,58,47,0.95,hashtag,2026-05-05T16:30:00Z
90,59,45,0.96,hashtag,2026-05-05T16:30:00Z
91,60,24,0.97,inferred,2026-05-05T16:30:00Z
92,60,5,0.90,hashtag,2026-05-05T16:30:00Z
93,61,31,0.88,direct,2026-05-05T16:30:00Z
94,61,6,0.72,direct,2026-05-05T16:30:00Z
95,61,53,0.93,direct,2026-05-05T16:30:00Z
96,62,19,0.73,direct,2026-05-05T16:30:00Z
97,63,43,0.89,direct,2026-05-05T16:30:00Z
98,63,39,0.77,hashtag,2026-05-05T16:30:00Z
99,64,47,0.95,direct,2026-05-05T16:30:00Z
100,64,5,0.80,semantic,2026-05-05T16:30:00Z
101,65,26,0.79,direct,2026-05-05T16:30:00Z
102,66,12,0.89,semantic,2026-05-05T16:30:00Z
103,67,3,0.72,semantic,2026-05-05T16:30:00Z
104,68,13,0.92,hashtag,2026-05-05T16:30:00Z
105,68,24,0.90,direct,2026-05-05T16:30:00Z
106,69,23,0.82,semantic,2026-05-05T16:30:00Z
107,69,19,0.89,direct,2026-05-05T16:30:00Z
108,70,39,0.91,semantic,2026-05-05T16:30:00Z
109,71,60,0.88,inferred,2026-05-05T16:30:00Z
110,71,37,0.81,hashtag,2026-05-05T16:30:00Z
111,72,50,0.85,hashtag,2026-05-05T16:30:00Z
112,72,3,0.74,direct,2026-05-05T16:30:00Z
113,73,27,0.73,semantic,2026-05-05T16:30:00Z
114,73,55,0.87,hashtag,2026-05-05T16:30:00Z
115,74,43,0.75,hashtag,2026-05-05T16:30:00Z
116,75,10,0.97,direct,2026-05-05T16:30:00Z
117,76,33,0.79,direct,2026-05-05T16:30:00Z
118,76,11,0.85,semantic,2026-05-05T16:30:00Z
119,77,40,0.81,semantic,2026-05-05T16:30:00Z
120,78,45,0.98,direct,2026-05-05T16:30:00Z
121,78,52,0.73,semantic,2026-05-05T16:30:00Z
122,79,54,0.76,direct,2026-05-05T16:30:00Z
123,79,51,0.74,semantic,2026-05-05T16:30:00Z
124,80,57,0.84,hashtag,2026-05-05T16:30:00Z
125,81,60,0.86,inferred,2026-05-05T16:30:00Z
126,81,12,0.75,direct,2026-05-05T16:30:00Z
127,82,60,0.90,inferred,2026-05-05T16:30:00Z
128,82,55,0.78,semantic,2026-05-05T16:30:00Z
129,83,8,0.74,hashtag,2026-05-05T16:30:00Z
130,84,42,0.72,semantic,2026-05-05T16:30:00Z
131,84,28,0.77,inferred,2026-05-05T16:30:00Z
132,85,28,0.87,inferred,2026-05-05T16:30:00Z
133,86,30,0.87,inferred,2026-05-05T16:30:00Z
134,86,56,0.74,semantic,2026-05-05T16:30:00Z
135,87,24,0.87,semantic,2026-05-05T16:30:00Z
136,88,27,0.85,direct,2026-05-05T16:30:00Z
137,89,53,0.90,direct,2026-05-05T16:30:00Z
138,89,47,0.82,hashtag,2026-05-05T16:30:00Z
139,90,36,0.86,semantic,2026-05-05T16:30:00Z
140,91,46,0.85,inferred,2026-05-05T16:30:00Z
141,92,1,0.75,semantic,2026-05-05T16:30:00Z
142,93,10,0.96,hashtag,2026-05-05T16:30:00Z
143,93,16,0.93,direct,2026-05-05T16:30:00Z
144,94,6,0.96,semantic,2026-05-05T16:30:00Z
145,95,55,0.95,hashtag,2026-05-05T16:30:00Z
146,96,7,0.87,hashtag,2026-05-05T16:30:00Z
147,97,49,0.84,hashtag,2026-05-05T16:30:00Z
148,98,59,0.97,inferred,2026-05-05T16:30:00Z
149,99,53,0.82,direct,2026-05-05T16:30:00Z
150,99,28,0.74,direct,2026-05-05T16:30:00Z
151,100,27,0.82,inferred,2026-05-05T16:30:00Z
152,100,50,0.85,semantic,2026-05-05T16:30:00Z
153,101,21,0.95,semantic,2026-05-05T16:30:00Z
154,102,19,0.82,semantic,2026-05-05T16:30:00Z
155,103,22,0.89,direct,2026-05-05T16:30:00Z
156,104,2,0.86,semantic,2026-05-05T16:30:00Z
157,104,25,0.91,semantic,2026-05-05T16:30:00Z
158,105,25,0.91,semantic,2026-05-05T16:30:00Z
159,105,34,0.80,hashtag,2026-05-05T16:30:00Z
160,106,20,0.82,direct,2026-05-05T16:30:00Z
161,107,4,0.84,hashtag,2026-05-05T16:30:00Z
162,107,40,0.90,semantic,2026-05-05T16:30:00Z
163,108,40,0.76,semantic,2026-05-05T16:30:00Z
164,108,41,0.94,semantic,2026-05-05T16:30:00Z
165,109,10,0.85,hashtag,2026-05-05T16:30:00Z
166,109,19,0.84,inferred,2026-05-05T16:30:00Z
167,110,45,0.85,inferred,2026-05-05T16:30:00Z
168,111,35,0.74,hashtag,2026-05-05T16:30:00Z
169,112,19,0.96,direct,2026-05-05T16:30:00Z
170,113,39,0.88,direct,2026-05-05T16:30:00Z
171,114,12,0.96,direct,2026-05-05T16:30:00Z
172,115,6,0.82,direct,2026-05-05T16:30:00Z
173,116,35,0.88,direct,2026-05-05T16:30:00Z
174,117,1,0.93,semantic,2026-05-05T16:30:00Z
175,118,49,0.86,semantic,2026-05-05T16:30:00Z
176,118,34,0.84,semantic,2026-05-05T16:30:00Z
177,119,39,0.88,inferred,2026-05-05T16:30:00Z
178,119,56,0.86,inferred,2026-05-05T16:30:00Z
179,120,2,0.91,semantic,2026-05-05T16:30:00Z
180,121,57,0.86,hashtag,2026-05-05T16:30:00Z
181,122,10,0.85,direct,2026-05-05T16:30:00Z
182,122,31,0.74,direct,2026-05-05T16:30:00Z
183,123,49,0.82,hashtag,2026-05-05T16:30:00Z
184,124,17,0.76,semantic,2026-05-05T16:30:00Z
185,125,17,0.74,direct,2026-05-05T16:30:00Z
186,126,30,0.94,semantic,2026-05-05T16:30:00Z
187,127,5,0.76,direct,2026-05-05T16:30:00Z
188,127,54,0.95,inferred,2026-05-05T16:30:00Z
189,128,41,0.89,semantic,2026-05-05T16:30:00Z
190,129,12,0.79,hashtag,2026-05-05T16:30:00Z
191,129,20,0.91,semantic,2026-05-05T16:30:00Z
192,130,5,0.76,semantic,2026-05-05T16:30:00Z
193,130,46,0.88,semantic,2026-05-05T16:30:00Z
194,131,57,0.81,direct,2026-05-05T16:30:00Z
195,132,43,0.75,direct,2026-05-05T16:30:00Z
196,132,33,0.87,semantic,2026-05-05T16:30:00Z
197,133,8,0.80,direct,2026-05-05T16:30:00Z
198,133,33,0.96,direct,2026-05-05T16:30:00Z
199,134,2,0.96,direct,2026-05-05T16:30:00Z
200,135,41,0.91,direct,2026-05-05T16:30:00Z
201,136,59,0.81,semantic,2026-05-05T16:30:00Z
202,137,10,0.72,direct,2026-05-05T16:30:00Z
203,138,53,0.81,semantic,2026-05-05T16:30:00Z
204,139,34,0.72,semantic,2026-05-05T16:30:00Z
205,139,25,0.89,semantic,2026-05-05T16:30:00Z
206,140,36,0.73,semantic,2026-05-05T16:30:00Z
207,141,28,0.94,direct,2026-05-05T16:30:00Z
208,141,5,0.85,semantic,2026-05-05T16:30:00Z
209,142,37,0.82,direct,2026-05-05T16:30:00Z
210,142,27,0.83,direct,2026-05-05T16:30:00Z
211,143,37,0.83,semantic,2026-05-05T16:30:00Z
212,144,38,0.92,semantic,2026-05-05T16:30:00Z
213,145,31,0.93,semantic,2026-05-05T16:30:00Z
214,145,55,0.76,semantic,2026-05-05T16:30:00Z
215,146,48,0.92,direct,2026-05-05T16:30:00Z
216,147,28,0.95,direct,2026-05-05T16:30:00Z
217,147,32,0.90,semantic,2026-05-05T16:30:00Z
218,148,38,0.97,semantic,2026-05-05T16:30:00Z
219,149,45,0.96,direct,2026-05-05T16:30:00Z
220,150,43,0.91,direct,2026-05-05T16:30:00Z
221,151,20,0.98,direct,2026-05-05T16:30:00Z
222,152,55,0.84,hashtag,2026-05-05T16:30:00Z
223,152,41,0.73,semantic,2026-05-05T16:30:00Z
224,153,30,0.92,semantic,2026-05-05T16:30:00Z
225,154,55,0.95,inferred,2026-05-05T16:30:00Z
226,155,40,0.87,semantic,2026-05-05T16:30:00Z
227,156,20,0.87,hashtag,2026-05-05T16:30:00Z
228,157,33,0.86,semantic,2026-05-05T16:30:00Z
229,157,41,0.87,direct,2026-05-05T16:30:00Z
230,158,25,0.75,semantic,2026-05-05T16:30:00Z
231,159,2,0.98,semantic,2026-05-05T16:30:00Z
232,159,31,0.93,semantic,2026-05-05T16:30:00Z
233,160,17,0.90,direct,2026-05-05T16:30:00Z
234,160,48,0.89,direct,2026-05-05T16:30:00Z
235,161,51,0.90,direct,2026-05-05T16:30:00Z
236,161,36,0.89,direct,2026-05-05T16:30:00Z
237,161,21,0.97,semantic,2026-05-05T16:30:00Z
238,162,11,0.95,semantic,2026-05-05T16:30:00Z
239,163,11,0.89,hashtag,2026-05-05T16:30:00Z
240,164,57,0.78,direct,2026-05-05T16:30:00Z
241,165,43,0.78,semantic,2026-05-05T16:30:00Z
242,166,26,0.87,hashtag,2026-05-05T16:30:00Z
243,167,11,0.92,direct,2026-05-05T16:30:00Z
244,168,40,0.93,hashtag,2026-05-05T16:30:00Z
245,169,51,0.96,inferred,2026-05-05T16:30:00Z
246,170,5,0.89,semantic,2026-05-05T16:30:00Z
247,171,46,0.79,direct,2026-05-05T16:30:00Z
248,171,24,0.84,direct,2026-05-05T16:30:00Z
249,172,46,0.83,direct,2026-05-05T16:30:00Z
250,173,2,0.82,hashtag,2026-05-05T16:30:00Z
251,173,10,0.93,semantic,2026-05-05T16:30:00Z
252,174,7,0.81,semantic,2026-05-05T16:30:00Z
253,175,47,0.97,semantic,2026-05-05T16:30:00Z
254,175,52,0.89,semantic,2026-05-05T16:30:00Z
255,175,50,0.86,direct,2026-05-05T16:30:00Z
256,176,17,0.80,semantic,2026-05-05T16:30:00Z
257,177,59,0.74,semantic,2026-05-05T16:30:00Z
258,178,32,0.97,direct,2026-05-05T16:30:00Z
259,178,49,0.91,hashtag,2026-05-05T16:30:00Z
260,179,35,0.75,direct,2026-05-05T16:30:00Z
261,180,39,0.87,semantic,2026-05-05T16:30:00Z
262,181,30,0.77,semantic,2026-05-05T16:30:00Z
263,182,20,0.81,inferred,2026-05-05T16:30:00Z
264,182,49,0.85,inferred,2026-05-05T16:30:00Z
265,183,19,0.87,hashtag,2026-05-05T16:30:00Z
266,184,25,0.75,inferred,2026-05-05T16:30:00Z
267,185,6,0.76,semantic,2026-05-05T16:30:00Z
268,186,45,0.79,hashtag,2026-05-05T16:30:00Z
269,187,8,0.83,direct,2026-05-05T16:30:00Z
270,187,40,0.82,inferred,2026-05-05T16:30:00Z
271,188,48,0.73,semantic,2026-05-05T16:30:00Z
272,189,50,0.90,semantic,2026-05-05T16:30:00Z
273,190,5,0.91,direct,2026-05-05T16:30:00Z
274,191,30,0.87,inferred,2026-05-05T16:30:00Z
275,191,17,0.78,direct,2026-05-05T16:30:00Z
276,192,49,0.77,semantic,2026-05-05T16:30:00Z
277,192,14,0.85,direct,2026-05-05T16:30:00Z
278,193,2,0.72,direct,2026-05-05T16:30:00Z
279,194,59,0.89,inferred,2026-05-05T16:30:00Z
280,194,48,0.94,semantic,2026-05-05T16:30:00Z
281,195,14,0.82,semantic,2026-05-05T16:30:00Z
282,196,26,0.85,direct,2026-05-05T16:30:00Z
283,196,6,0.79,hashtag,2026-05-05T16:30:00Z
284,196,10,0.83,direct,2026-05-05T16:30:00Z
285,197,20,0.80,direct,2026-05-05T16:30:00Z
286,198,48,0.87,direct,2026-05-05T16:30:00Z
287,199,19,0.91,hashtag,2026-05-05T16:30:00Z
288,199,7,0.81,hashtag,2026-05-05T16:30:00Z
289,200,29,0.95,direct,2026-05-05T16:30:00Z
290,201,40,0.88,semantic,2026-05-05T16:30:00Z
291,201,47,0.92,inferred,2026-05-05T16:30:00Z
292,202,57,0.90,hashtag,2026-05-05T16:30:00Z
293,203,34,0.80,semantic,2026-05-05T16:30:00Z
294,204,32,0.91,direct,2026-05-05T16:30:00Z
295,205,27,0.78,direct,2026-05-05T16:30:00Z
296,206,3,0.95,direct,2026-05-05T16:30:00Z
297,207,45,0.76,direct,2026-05-05T16:30:00Z
298,208,52,0.97,hashtag,2026-05-05T16:30:00Z
299,209,47,0.88,direct,2026-05-05T16:30:00Z
300,210,43,0.73,direct,2026-05-05T16:30:00Z
301,211,56,0.76,hashtag,2026-05-05T16:30:00Z
302,212,10,0.73,direct,2026-05-05T16:30:00Z
303,212,50,0.98,direct,2026-05-05T16:30:00Z
304,213,50,0.94,semantic,2026-05-05T16:30:00Z
305,214,25,0.72,direct,2026-05-05T16:30:00Z
306,214,36,0.78,semantic,2026-05-05T16:30:00Z
307,215,30,0.75,direct,2026-05-05T16:30:00Z
308,216,37,0.80,semantic,2026-05-05T16:30:00Z
309,216,21,0.82,hashtag,2026-05-05T16:30:00Z
310,217,24,0.84,semantic,2026-05-05T16:30:00Z
311,218,48,0.74,inferred,2026-05-05T16:30:00Z
312,218,19,0.96,hashtag,2026-05-05T16:30:00Z
313,219,19,0.97,direct,2026-05-05T16:30:00Z
314,220,42,0.87,direct,2026-05-05T16:30:00Z
315,221,49,0.85,hashtag,2026-05-05T16:30:00Z
316,221,56,0.83,semantic,2026-05-05T16:30:00Z
317,222,47,0.79,direct,2026-05-05T16:30:00Z
318,223,53,0.86,direct,2026-05-05T16:30:00Z
319,224,7,0.95,direct,2026-05-05T16:30:00Z
320,224,15,0.74,direct,2026-05-05T16:30:00Z
321,225,42,0.78,inferred,2026-05-05T16:30:00Z
322,226,33,0.91,inferred,2026-05-05T16:30:00Z
323,226,19,0.84,hashtag,2026-05-05T16:30:00Z
324,227,42,0.94,semantic,2026-05-05T16:30:00Z
325,228,43,0.81,direct,2026-05-05T16:30:00Z
326,228,31,0.89,hashtag,2026-05-05T16:30:00Z
327,229,59,0.77,hashtag,2026-05-05T16:30:00Z
328,230,56,0.88,inferred,2026-05-05T16:30:00Z
329,231,36,0.80,direct,2026-05-05T16:30:00Z
330,231,12,0.75,semantic,2026-05-05T16:30:00Z
331,231,13,0.77,semantic,2026-05-05T16:30:00Z
332,232,6,0.87,direct,2026-05-05T16:30:00Z
333,232,3,0.85,semantic,2026-05-05T16:30:00Z
334,233,16,0.88,inferred,2026-05-05T16:30:00Z
335,234,30,0.94,semantic,2026-05-05T16:30:00Z
336,235,50,0.95,hashtag,2026-05-05T16:30:00Z
337,235,55,0.97,semantic,2026-05-05T16:30:00Z
338,236,13,0.92,direct,2026-05-05T16:30:00Z
339,236,49,0.76,semantic,2026-05-05T16:30:00Z
340,237,4,0.95,direct,2026-05-05T16:30:00Z
341,237,31,0.82,direct,2026-05-05T16:30:00Z
342,238,11,0.73,semantic,2026-05-05T16:30:00Z
343,238,2,0.74,semantic,2026-05-05T16:30:00Z
344,239,21,0.89,direct,2026-05-05T16:30:00Z
345,240,60,0.86,semantic,2026-05-05T16:30:00Z
346,241,11,0.97,hashtag,2026-05-05T16:30:00Z
347,241,56,0.94,direct,2026-05-05T16:30:00Z
348,242,50,0.93,direct,2026-05-05T16:30:00Z
349,243,14,0.79,inferred,2026-05-05T16:30:00Z
350,243,30,0.77,semantic,2026-05-05T16:30:00Z
351,243,42,0.88,semantic,2026-05-05T16:30:00Z
352,244,2,0.95,direct,2026-05-05T16:30:00Z
353,245,50,0.88,direct,2026-05-05T16:30:00Z
354,246,6,0.91,semantic,2026-05-05T16:30:00Z
355,247,57,0.90,semantic,2026-05-05T16:30:00Z
356,248,28,0.75,hashtag,2026-05-05T16:30:00Z
357,249,17,0.90,semantic,2026-05-05T16:30:00Z
358,249,49,0.94,direct,2026-05-05T16:30:00Z
359,249,34,0.84,direct,2026-05-05T16:30:00Z
360,250,32,0.86,semantic,2026-05-05T16:30:00Z
361,251,13,0.77,direct,2026-05-05T16:30:00Z
362,252,16,0.87,semantic,2026-05-05T16:30:00Z
363,253,57,0.78,semantic,2026-05-05T16:30:00Z
364,254,37,0.95,semantic,2026-05-05T16:30:00Z
365,254,27,0.95,inferred,2026-05-05T16:30:00Z
366,255,60,0.93,hashtag,2026-05-05T16:30:00Z
367,256,10,0.82,direct,2026-05-05T16:30:00Z
368,257,37,0.77,semantic,2026-05-05T16:30:00Z
369,258,52,0.83,inferred,2026-05-05T16:30:00Z
370,259,59,0.87,direct,2026-05-05T16:30:00Z
371,260,59,0.93,direct,2026-05-05T16:30:00Z
372,260,49,0.87,inferred,2026-05-05T16:30:00Z
373,261,55,0.89,semantic,2026-05-05T16:30:00Z
374,262,55,0.95,semantic,2026-05-05T16:30:00Z
375,262,59,0.81,hashtag,2026-05-05T16:30:00Z
376,263,33,0.80,semantic,2026-05-05T16:30:00Z
377,263,39,0.89,hashtag,2026-05-05T16:30:00Z
378,264,42,0.97,direct,2026-05-05T16:30:00Z
379,264,43,0.91,direct,2026-05-05T16:30:00Z
380,265,50,0.94,semantic,2026-05-05T16:30:00Z
381,266,33,0.91,direct,2026-05-05T16:30:00Z
382,266,32,0.82,semantic,2026-05-05T16:30:00Z
383,267,27,0.98,semantic,2026-05-05T16:30:00Z
384,268,29,0.79,hashtag,2026-05-05T16:30:00Z
385,269,48,0.76,semantic,2026-05-05T16:30:00Z
386,269,60,0.82,hashtag,2026-05-05T16:30:00Z
387,270,53,0.85,hashtag,2026-05-05T16:30:00Z
388,271,28,0.73,direct,2026-05-05T16:30:00Z
389,272,8,0.95,inferred,2026-05-05T16:30:00Z
390,272,48,0.88,semantic,2026-05-05T16:30:00Z
391,273,5,0.73,hashtag,2026-05-05T16:30:00Z
392,273,21,0.96,hashtag,2026-05-05T16:30:00Z
393,274,36,0.87,inferred,2026-05-05T16:30:00Z
394,274,12,0.88,hashtag,2026-05-05T16:30:00Z
395,275,55,0.86,inferred,2026-05-05T16:30:00Z
396,276,42,0.79,direct,2026-05-05T16:30:00Z
397,277,20,0.90,direct,2026-05-05T16:30:00Z
398,277,49,0.80,semantic,2026-05-05T16:30:00Z
399,278,30,0.84,semantic,2026-05-05T16:30:00Z
400,279,32,0.90,semantic,2026-05-05T16:30:00Z
401,280,30,0.86,hashtag,2026-05-05T16:30:00Z
402,280,52,0.97,semantic,2026-05-05T16:30:00Z
403,281,26,0.82,semantic,2026-05-05T16:30:00Z
404,282,27,0.85,semantic,2026-05-05T16:30:00Z
405,283,15,0.75,semantic,2026-05-05T16:30:00Z
406,284,40,0.92,hashtag,2026-05-05T16:30:00Z
407,284,49,0.94,direct,2026-05-05T16:30:00Z
408,285,4,0.94,semantic,2026-05-05T16:30:00Z
409,286,54,0.77,direct,2026-05-05T16:30:00Z
410,286,13,0.95,hashtag,2026-05-05T16:30:00Z
411,287,34,0.95,semantic,2026-05-05T16:30:00Z
412,287,11,0.83,semantic,2026-05-05T16:30:00Z
413,288,59,0.87,direct,2026-05-05T16:30:00Z
414,289,51,0.85,direct,2026-05-05T16:30:00Z
415,290,41,0.77,semantic,2026-05-05T16:30:00Z
416,291,2,0.80,inferred,2026-05-05T16:30:00Z
417,292,12,0.76,direct,2026-05-05T16:30:00Z
418,292,3,0.75,semantic,2026-05-05T16:30:00Z
419,293,2,0.83,inferred,2026-05-05T16:30:00Z
420,293,13,0.87,direct,2026-05-05T16:30:00Z
421,294,2,0.82,inferred,2026-05-05T16:30:00Z
422,294,12,0.90,inferred,2026-05-05T16:30:00Z
423,295,24,0.90,direct,2026-05-05T16:30:00Z
424,295,11,0.88,semantic,2026-05-05T16:30:00Z
425,296,33,0.80,semantic,2026-05-05T16:30:00Z
426,297,13,0.79,direct,2026-05-05T16:30:00Z
427,298,12,0.97,semantic,2026-05-05T16:30:00Z
428,299,38,0.90,inferred,2026-05-05T16:30:00Z
429,300,17,0.78,direct,2026-05-05T16:30:00Z
430,300,42,0.91,direct,2026-05-05T16:30:00Z
431,300,35,0.81,direct,2026-05-05T16:30:00Z
432,301,5,0.92,semantic,2026-05-05T16:30:00Z
433,302,50,0.95,semantic,2026-05-05T16:30:00Z
434,303,16,0.76,hashtag,2026-05-05T16:30:00Z
435,304,5,0.83,direct,2026-05-05T16:30:00Z
436,305,41,0.74,semantic,2026-05-05T16:30:00Z
437,306,33,0.82,semantic,2026-05-05T16:30:00Z
438,307,60,0.85,direct,2026-05-05T16:30:00Z
439,308,6,0.84,inferred,2026-05-05T16:30:00Z
440,309,33,0.94,direct,2026-05-05T16:30:00Z
441,310,50,0.94,inferred,2026-05-05T16:30:00Z
442,310,55,0.90,direct,2026-05-05T16:30:00Z
443,311,34,0.77,semantic,2026-05-05T16:30:00Z
444,311,40,0.87,direct,2026-05-05T16:30:00Z
445,312,42,0.76,hashtag,2026-05-05T16:30:00Z
446,312,46,0.85,semantic,2026-05-05T16:30:00Z
447,313,39,0.77,direct,2026-05-05T16:30:00Z
448,314,48,0.83,semantic,2026-05-05T16:30:00Z
449,315,53,0.73,direct,2026-05-05T16:30:00Z
450,316,6,0.79,hashtag,2026-05-05T16:30:00Z
451,317,28,0.91,semantic,2026-05-05T16:30:00Z
452,318,6,0.75,semantic,2026-05-05T16:30:00Z
453,319,55,0.97,semantic,2026-05-05T16:30:00Z
454,319,12,0.87,semantic,2026-05-05T16:30:00Z
455,320,6,0.75,hashtag,2026-05-05T16:30:00Z
456,321,46,0.91,inferred,2026-05-05T16:30:00Z
457,322,33,0.90,semantic,2026-05-05T16:30:00Z
458,323,10,0.73,inferred,2026-05-05T16:30:00Z
459,324,55,0.74,semantic,2026-05-05T16:30:00Z
460,324,15,0.79,hashtag,2026-05-05T16:30:00Z
461,325,22,0.97,direct,2026-05-05T16:30:00Z
462,326,35,0.83,inferred,2026-05-05T16:30:00Z
463,326,52,0.93,semantic,2026-05-05T16:30:00Z
464,327,34,0.80,semantic,2026-05-05T16:30:00Z
465,328,37,0.81,hashtag,2026-05-05T16:30:00Z
466,329,31,0.73,inferred,2026-05-05T16:30:00Z
467,330,19,0.93,semantic,2026-05-05T16:30:00Z
468,330,60,0.95,semantic,2026-05-05T16:30:00Z
469,331,6,0.88,semantic,2026-05-05T16:30:00Z
470,331,31,0.81,inferred,2026-05-05T16:30:00Z
471,332,51,0.97,direct,2026-05-05T16:30:00Z
472,333,6,0.88,direct,2026-05-05T16:30:00Z
473,333,47,0.94,hashtag,2026-05-05T16:30:00Z
474,334,41,0.85,direct,2026-05-05T16:30:00Z
475,335,3,0.88,hashtag,2026-05-05T16:30:00Z
476,336,31,0.92,direct,2026-05-05T16:30:00Z
477,337,53,0.75,inferred,2026-05-05T16:30:00Z
478,337,35,0.80,semantic,2026-05-05T16:30:00Z
479,338,40,0.86,semantic,2026-05-05T16:30:00Z
480,339,30,0.77,semantic,2026-05-05T16:30:00Z
481,339,3,0.87,inferred,2026-05-05T16:30:00Z
482,340,51,0.90,direct,2026-05-05T16:30:00Z
483,340,29,0.79,direct,2026-05-05T16:30:00Z
