post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
44,361,twitter,ext_twitter_00000044,"Regional demand is rising for running shoes, cycling accessories, and home training equipment.",2026-04-11T23:10:33Z,444,26,12,9888,0.183,,,normal,,2026-04-13T09:16:48Z
45,132,tiktok,ext_tiktok_00000045,"Service teams are watching Matcha Endurance Starter Kit feedback for packaging, sizing, and delivery timing.",2026-04-08T07:42:33Z,609,69,2,3733,0.201,,,normal,,2026-04-13T09:16:48Z
46,372,youtube,ext_youtube_00000046,"Training communities are increasing engagement around sports tech, recovery, and nutrition products.",2026-03-18T17:41:52Z,4814,276,606,29287,0.568,,,rising,,2026-04-13T09:16:48Z
47,82,tiktok,ext_tiktok_00000047,Retail planners are monitoring creator posts for early replenishment and allocation signals.,2026-03-15T08:22:57Z,334,60,10,8084,0.491,,,normal,,2026-04-13T09:16:48Z
48,369,instagram,ext_instagram_00000048,"Trail field note: SilkVeil StormRunner Trail Shell is getting stronger customer interest for comfort, fit, and durability.",2026-03-18T07:24:58Z,647,71,15,8240,0.762,,,normal,,2026-04-13T09:16:48Z
49,327,youtube,ext_youtube_00000049,"Store teams are seeing stronger demand for trail footwear, packs, hydration gear, and recovery products.",2026-04-13T03:25:41Z,134,14,20,1119,-0.05,,,normal,,2026-04-13T09:16:48Z
50,,instagram,ext_instagram_00000050,"Outdoor creators are comparing TrailBlaze HeadLamp 1000 Lumens against adjacent gear for grip, packability, and repeat use.",2026-04-06T15:22:30Z,984,12,33,9930,0.264,,,normal,,2026-04-13T09:16:48Z
51,,tiktok,ext_tiktok_00000051,"Customer reviews mention BlueShield Training Glasses in conversations about weekend hiking, training plans, and replenishment needs.",2026-03-21T13:57:49Z,323,78,29,3250,0.738,,,normal,,2026-04-13T09:16:48Z
52,389,instagram,ext_instagram_00000052,Demand signal: DarkMatter CoachView Curved Display is showing stronger engagement before upcoming trail and fitness events.,2026-04-12T22:37:04Z,36535,11590,7929,335670,0.392,,,viral,,2026-04-13T09:16:48Z
53,436,twitter,ext_twitter_00000053,"Service teams are watching packaging, fit, and delivery timing feedback for outdoor gear.",2026-04-09T19:39:14Z,981,39,0,13071,0.645,,,normal,,2026-04-13T09:16:48Z
54,407,youtube,ext_youtube_00000054,Regional teams flagged TrailBlaze AllTerrain Hiking Boots as a product to monitor for inventory pressure.,2026-03-29T07:08:55Z,827,8,47,10363,0.875,,,normal,,2026-04-13T09:16:48Z
55,408,threads,ext_threads_00000055,"Community posts are linking FieldCoach Training Tablet with adjacent outdoor, recovery, and hydration purchases.",2026-04-13T06:29:59Z,400,97,15,17514,0.677,,,normal,,2026-04-13T09:16:48Z
56,93,twitter,ext_twitter_00000056,"Trail field note: ApexRide Carbon Road Bike is getting stronger customer interest for comfort, fit, and durability.",2026-04-06T04:51:45Z,2859,1650,189,62049,0.861,,,rising,,2026-04-13T09:16:48Z
57,,twitter,ext_twitter_00000057,"Store associates report more questions about SummitPulse GPS Watch sizing, availability, and nearby fulfillment options.",2026-03-25T18:18:39Z,375,38,4,2811,0.719,,,normal,,2026-04-13T09:16:48Z
58,501,youtube,ext_youtube_00000058,"Outdoor creators are comparing AquaFit Resistance Pool Bands against adjacent gear for grip, packability, and repeat use.",2026-04-12T13:28:40Z,254,17,15,949,0.441,,,normal,,2026-04-13T09:16:48Z
59,520,twitter,ext_twitter_00000059,Outdoor creators are driving interest in AllTerrain Hiking Boots and adjacent camping gear.,2026-04-02T16:01:09Z,4896,1892,896,117555,-0.202,,,rising,,2026-04-13T09:16:48Z
60,354,instagram,ext_instagram_00000060,Demand signal: ThunderLift Adjustable Bench is showing stronger engagement before upcoming trail and fitness events.,2026-03-16T13:57:09Z,584,77,8,4043,0.258,,,normal,,2026-04-13T09:16:48Z
61,181,instagram,ext_instagram_00000061,"Service teams are watching Summit 65L Backpack feedback for packaging, sizing, and delivery timing.",2026-04-02T18:10:15Z,1064,477,796,132825,0.87,,,rising,,2026-04-13T09:16:48Z
62,16,instagram,ext_instagram_00000062,Regional teams flagged LuxeThread Summit Graphic Training Tee as a product to monitor for inventory pressure.,2026-03-23T20:57:28Z,925,70,2,14940,0.453,,,normal,,2026-04-13T09:16:48Z
63,,youtube,ext_youtube_00000063,"Community posts are linking Urban Trail Daypack with adjacent outdoor, recovery, and hydration purchases.",2026-03-17T10:46:26Z,359,13,40,7494,0.611,,,normal,,2026-04-13T09:16:48Z
64,165,threads,ext_threads_00000064,Weekend trail shoppers are asking for waterproof boots with clearer sizing guidance.,2026-04-08T04:56:27Z,7818,594,301,170385,-0.109,,,rising,,2026-04-13T09:16:48Z
65,48,twitter,ext_twitter_00000065,"Store teams are seeing stronger demand for trail footwear, packs, hydration gear, and recovery products.",2026-04-11T14:34:58Z,181,35,33,15481,0.352,,,normal,,2026-04-13T09:16:48Z
66,264,instagram,ext_instagram_00000066,"Outdoor creators are comparing NestCraft Trailhead Gear Clock against adjacent gear for grip, packability, and repeat use.",2026-04-13T05:47:03Z,374,97,2,11041,0.634,,,normal,,2026-04-13T09:16:48Z
67,4,youtube,ext_youtube_00000067,"Customer reviews mention SlipStream Slide in conversations about weekend hiking, training plans, and replenishment needs.",2026-04-13T09:10:23Z,371,56,7,10410,0.828,,,normal,,2026-04-13T09:16:48Z
68,371,twitter,ext_twitter_00000068,"Regional demand is rising for running shoes, cycling accessories, and home training equipment.",2026-04-11T15:10:53Z,458,53,22,9381,-0.073,,,normal,,2026-04-13T09:16:48Z
69,234,youtube,ext_youtube_00000069,"Service teams are watching packaging, fit, and delivery timing feedback for outdoor gear.",2026-03-30T14:13:28Z,236,33,4,7512,0.157,,,normal,,2026-04-13T09:16:48Z
70,357,youtube,ext_youtube_00000070,Regional teams flagged ThunderLift Adjustable Bench as a product to monitor for inventory pressure.,2026-04-11T02:20:09Z,1725,1132,116,171037,0.619,,,rising,,2026-04-13T09:16:48Z
71,83,twitter,ext_twitter_00000071,"Community posts are linking WinterGrip Boot with adjacent outdoor, recovery, and hydration purchases.",2026-03-27T19:31:25Z,20363,4071,4193,361535,0.605,,,viral,,2026-04-13T09:16:48Z
72,112,tiktok,ext_tiktok_00000072,"Trail field note: MoonGlow Vitamin Recovery Balm is getting stronger customer interest for comfort, fit, and durability.",2026-03-15T17:58:11Z,700,67,21,844,0.574,,,normal,,2026-04-13T09:16:48Z
73,506,youtube,ext_youtube_00000073,"Store associates report more questions about DrillSwitch Training Controller sizing, availability, and nearby fulfillment options.",2026-04-06T06:03:42Z,6481,501,888,157841,0.543,,,rising,,2026-04-13T09:16:48Z
74,288,threads,ext_threads_00000074,"Outdoor creators are comparing ByteBite Smart Grill Thermometer against adjacent gear for grip, packability, and repeat use.",2026-04-11T23:43:40Z,428,90,22,19213,0.647,,,normal,,2026-04-13T09:16:48Z
75,144,youtube,ext_youtube_00000075,"Customer reviews mention Expedition Power Bank in conversations about weekend hiking, training plans, and replenishment needs.",2026-04-10T23:31:11Z,26124,3992,2914,255158,0.744,,,viral,,2026-04-13T09:16:48Z
76,193,twitter,ext_twitter_00000076,Demand signal: UrbanPulse StormRunner Trail Shell is showing stronger engagement before upcoming trail and fitness events.,2026-04-13T07:25:34Z,2970,369,837,188568,0.927,,,rising,,2026-04-13T09:16:48Z
77,489,instagram,ext_instagram_00000077,"Service teams are watching packaging, fit, and delivery timing feedback for outdoor gear.",2026-04-01T02:05:46Z,3258,1203,658,63231,0.88,,,rising,,2026-04-13T09:16:48Z
78,,youtube,ext_youtube_00000078,Regional teams flagged TechNova RaceDay Docking Hub as a product to monitor for inventory pressure.,2026-04-13T05:11:51Z,622,94,16,18614,0.436,,,normal,,2026-04-13T09:16:48Z
79,64,youtube,ext_youtube_00000079,"Community posts are linking StormRunner Trail Shell with adjacent outdoor, recovery, and hydration purchases.",2026-04-02T22:18:33Z,144,53,35,15952,0.574,,,normal,,2026-04-13T09:16:48Z
80,433,threads,ext_threads_00000080,"Trail field note: CloudStep Barefoot Minimalist Shoe is getting stronger customer interest for comfort, fit, and durability.",2026-03-23T08:07:54Z,451,54,28,18296,0.925,,,normal,,2026-04-13T09:16:48Z
81,82,tiktok,ext_tiktok_00000081,"Store teams are seeing stronger demand for trail footwear, packs, hydration gear, and recovery products.",2026-03-14T13:42:04Z,71,47,35,19999,0.147,,,normal,,2026-04-13T09:16:48Z
82,361,twitter,ext_twitter_00000082,"Outdoor creators are comparing SonicWave GameDay Soundbar against adjacent gear for grip, packability, and repeat use.",2026-04-10T05:39:53Z,4905,1766,294,51919,0.231,,,rising,,2026-04-13T09:16:48Z
83,408,threads,ext_threads_00000083,"Customer reviews mention StormRunner Trail Shell in conversations about weekend hiking, training plans, and replenishment needs.",2026-04-02T05:44:59Z,577,93,19,9439,0.854,,,normal,,2026-04-13T09:16:48Z
84,,threads,ext_threads_00000084,Demand signal: UrbanPulse Cyber Mesh Sneakers is showing stronger engagement before upcoming trail and fitness events.,2026-03-21T03:35:38Z,846,91,2,16911,0.276,,,normal,,2026-04-13T09:16:48Z
85,409,instagram,ext_instagram_00000085,"Service teams are watching RidgeLine Fleece Hoodie feedback for packaging, sizing, and delivery timing.",2026-04-13T07:44:40Z,352,16,5,1160,0.216,,,normal,,2026-04-13T09:16:48Z
86,208,twitter,ext_twitter_00000086,"Training communities are increasing engagement around sports tech, recovery, and nutrition products.",2026-04-08T16:51:14Z,148,29,31,2566,0.702,,,normal,,2026-04-13T09:16:48Z
87,32,tiktok,ext_tiktok_00000087,"Community posts are linking FlexBand Pro Set with adjacent outdoor, recovery, and hydration purchases.",2026-04-06T00:20:02Z,898,67,4,11805,0.291,,,normal,,2026-04-13T09:16:48Z
88,388,threads,ext_threads_00000088,"Trail field note: StridePro Recovery Slide Foam is getting stronger customer interest for comfort, fit, and durability.",2026-04-02T15:24:50Z,2504,1816,824,68614,0.821,,,rising,,2026-04-13T09:16:48Z
89,177,tiktok,ext_tiktok_00000089,"Store associates report more questions about TrailFlex Training Joggers sizing, availability, and nearby fulfillment options.",2026-04-11T14:46:43Z,195,9,16,18182,0.652,,,normal,,2026-04-13T09:16:48Z
90,103,twitter,ext_twitter_00000090,"Outdoor creators are comparing VoltEdge TrailRun Sport Earbuds against adjacent gear for grip, packability, and repeat use.",2026-04-07T00:33:10Z,5326,1742,969,87122,0.479,,,rising,,2026-04-13T09:16:48Z
91,483,threads,ext_threads_00000091,"Customer reviews mention RidgeLine Fleece Hoodie in conversations about weekend hiking, training plans, and replenishment needs.",2026-04-11T05:19:05Z,655,21,18,14252,0.589,,,normal,,2026-04-13T09:16:48Z
92,235,threads,ext_threads_00000092,Demand signal: FlameCook Camp Chef Knife Set is showing stronger engagement before upcoming trail and fitness events.,2026-04-10T22:42:25Z,3739,1571,796,145276,0.231,,,rising,,2026-04-13T09:16:48Z
93,414,instagram,ext_instagram_00000093,"Service teams are watching packaging, fit, and delivery timing feedback for outdoor gear.",2026-04-05T04:24:47Z,2385,1676,133,111120,0.108,,,rising,,2026-04-13T09:16:48Z
94,511,youtube,ext_youtube_00000094,Regional teams flagged AquaFit Resistance Pool Bands as a product to monitor for inventory pressure.,2026-03-16T15:59:54Z,332,59,47,242,0.299,,,normal,,2026-04-13T09:16:48Z
95,141,instagram,ext_instagram_00000095,"Community posts are linking RaceDay Docking Hub with adjacent outdoor, recovery, and hydration purchases.",2026-03-30T20:45:13Z,3087,231,667,124884,0.37,,,rising,,2026-04-13T09:16:48Z
96,104,youtube,ext_youtube_00000096,Weekend trail shoppers are asking for waterproof boots with clearer sizing guidance.,2026-03-31T16:24:58Z,4906,1144,513,189522,0.709,,,rising,,2026-04-13T09:16:48Z
97,328,threads,ext_threads_00000097,"Store associates report more questions about Vitamin Recovery Balm sizing, availability, and nearby fulfillment options.",2026-04-02T16:09:29Z,2515,316,195,123642,0.917,,,rising,,2026-04-13T09:16:48Z
98,28,twitter,ext_twitter_00000098,"Outdoor creators are comparing Seer Sporting Goods FieldCoach Training Tablet against adjacent gear for grip, packability, and repeat use.",2026-04-04T20:48:50Z,490,18,35,7772,0.256,,,normal,,2026-04-13T09:16:48Z
99,,threads,ext_threads_00000099,"Customer reviews mention DewPoint Hydration Spray in conversations about weekend hiking, training plans, and replenishment needs.",2026-04-08T13:55:15Z,495,86,42,15052,0.545,,,normal,,2026-04-13T09:16:48Z
100,384,instagram,ext_instagram_00000100,Demand signal: SonicWave ClipTrail Mini Speaker is showing stronger engagement before upcoming trail and fitness events.,2026-04-13T09:12:27Z,804,16,26,19137,0.266,,,normal,,2026-04-13T09:16:48Z
101,335,tiktok,ext_tiktok_00000101,"Service teams are watching Adjustable Bench feedback for packaging, sizing, and delivery timing.",2026-04-02T16:49:04Z,2528,643,143,174914,0.924,,,rising,,2026-04-13T09:16:48Z
102,425,tiktok,ext_tiktok_00000102,Regional teams flagged DarkMatter CoachView Curved Display as a product to monitor for inventory pressure.,2026-04-05T17:26:30Z,90,93,46,4450,0.523,,,normal,,2026-04-13T09:16:48Z
103,316,twitter,ext_twitter_00000103,"Community posts are linking Stadium Travel Blanket with adjacent outdoor, recovery, and hydration purchases.",2026-04-13T08:39:19Z,38,41,3,17512,0.244,,,normal,,2026-04-13T09:16:48Z
104,265,tiktok,ext_tiktok_00000104,"Trail field note: TechNova SummitPulse GPS Watch is getting stronger customer interest for comfort, fit, and durability.",2026-04-02T02:12:07Z,621,56,35,18804,0.226,,,normal,,2026-04-13T09:16:48Z
105,6,instagram,ext_instagram_00000105,"Store associates report more questions about DewPoint Hydration Spray sizing, availability, and nearby fulfillment options.",2026-04-13T04:57:56Z,656,50,33,5593,0.923,,,normal,,2026-04-13T09:16:48Z
106,16,instagram,ext_instagram_00000106,"Outdoor creators are comparing UrbanPulse Cyber Mesh Sneakers against adjacent gear for grip, packability, and repeat use.",2026-04-04T14:47:29Z,716,18,10,13685,0.898,,,normal,,2026-04-13T09:16:48Z
107,71,instagram,ext_instagram_00000107,"Customer reviews mention Camping Hammock in conversations about weekend hiking, training plans, and replenishment needs.",2026-03-28T23:53:46Z,7385,518,880,164485,0.763,,,rising,,2026-04-13T09:16:48Z
108,380,tiktok,ext_tiktok_00000108,Demand signal: TrailBlaze Solar Lantern Collapsible is showing stronger engagement before upcoming trail and fitness events.,2026-04-08T04:00:42Z,8247,384,859,193637,0.873,,,rising,,2026-04-13T09:16:48Z
109,126,instagram,ext_instagram_00000109,"Service teams are watching PracticeStream Capture Card feedback for packaging, sizing, and delivery timing.",2026-04-01T13:57:47Z,18219,9731,3496,642278,0.223,,,viral,,2026-04-13T09:16:48Z
110,236,instagram,ext_instagram_00000110,"Training communities are increasing engagement around sports tech, recovery, and nutrition products.",2026-03-18T20:00:23Z,39816,13014,2622,320725,0.07,,,viral,,2026-04-13T09:16:48Z
111,132,tiktok,ext_tiktok_00000111,"Community posts are linking TrailFlex Training Joggers with adjacent outdoor, recovery, and hydration purchases.",2026-04-12T04:44:39Z,680,55,28,16510,0.588,,,normal,,2026-04-13T09:16:48Z
112,374,instagram,ext_instagram_00000112,"Trail field note: DarkMatter Recovery Command Chair is getting stronger customer interest for comfort, fit, and durability.",2026-04-03T16:58:58Z,12,11,37,15865,0.55,,,normal,,2026-04-13T09:16:48Z
113,340,tiktok,ext_tiktok_00000113,"Store associates report more questions about Stadium Travel Blanket sizing, availability, and nearby fulfillment options.",2026-03-30T07:11:11Z,392,25,4,11960,0.243,,,normal,,2026-04-13T09:16:48Z
114,86,instagram,ext_instagram_00000114,"Outdoor creators are comparing GlowKin DewPoint Hydration Spray against adjacent gear for grip, packability, and repeat use.",2026-03-22T17:04:20Z,8518,726,135,79704,0.57,,,rising,,2026-04-13T09:16:48Z
115,473,threads,ext_threads_00000115,"Customer reviews mention RaceDay Docking Hub in conversations about weekend hiking, training plans, and replenishment needs.",2026-03-16T22:02:17Z,127,77,38,10002,0.366,,,normal,,2026-04-13T09:16:48Z
116,311,twitter,ext_twitter_00000116,"Regional demand is rising for running shoes, cycling accessories, and home training equipment.",2026-04-12T00:56:01Z,6637,813,435,196014,0.07,,,rising,,2026-04-13T09:16:48Z
117,309,instagram,ext_instagram_00000117,"Service teams are watching Urban Trail Daypack feedback for packaging, sizing, and delivery timing.",2026-04-06T17:27:17Z,681,90,18,4274,0.568,,,normal,,2026-04-13T09:16:48Z
118,105,threads,ext_threads_00000118,Regional teams flagged GoldenHarvest Organic Protein Bars 12pk as a product to monitor for inventory pressure.,2026-03-15T20:29:25Z,3339,1401,122,27282,0.577,,,rising,,2026-04-13T09:16:48Z
119,,threads,ext_threads_00000119,Retail planners are monitoring creator posts for early replenishment and allocation signals.,2026-04-12T13:11:05Z,508,18,44,14438,0.18,,,normal,,2026-04-13T09:16:48Z
120,415,tiktok,ext_tiktok_00000120,"Trail field note: VoltEdge SummitPulse GPS Watch is getting stronger customer interest for comfort, fit, and durability.",2026-04-12T23:05:05Z,997,79,8,11442,0.639,,,normal,,2026-04-13T09:16:48Z
121,313,threads,ext_threads_00000121,"Store associates report more questions about StormRunner Trail Shell sizing, availability, and nearby fulfillment options.",2026-04-11T17:39:05Z,13,88,30,15745,0.696,,,normal,,2026-04-13T09:16:48Z
122,291,twitter,ext_twitter_00000122,"Outdoor creators are comparing TrailBlaze HeadLamp 1000 Lumens against adjacent gear for grip, packability, and repeat use.",2026-04-11T09:41:48Z,51,98,44,13867,0.612,,,normal,,2026-04-13T09:16:48Z
123,,youtube,ext_youtube_00000123,"Customer reviews mention FlexBand Pro Set in conversations about weekend hiking, training plans, and replenishment needs.",2026-04-12T07:44:07Z,747,47,25,5483,0.254,,,normal,,2026-04-13T09:16:48Z
124,169,youtube,ext_youtube_00000124,Demand signal: DarkMatter CoachView Curved Display is showing stronger engagement before upcoming trail and fitness events.,2026-04-12T03:20:08Z,814,92,14,1747,0.797,,,normal,,2026-04-13T09:16:48Z
125,,instagram,ext_instagram_00000125,"Service teams are watching packaging, fit, and delivery timing feedback for outdoor gear.",2026-03-21T20:56:27Z,198,95,40,13302,0.504,,,normal,,2026-04-13T09:16:48Z
126,182,tiktok,ext_tiktok_00000126,Regional teams flagged SonicWave StudioRun Training Headphones as a product to monitor for inventory pressure.,2026-04-12T21:57:19Z,886,53,2,18277,0.222,,,normal,,2026-04-13T09:16:48Z
