brand_id,brand_name,brand_slug,brand_category,headquarters_city,headquarters_lat,headquarters_lon,founded_year,annual_revenue,social_tier,created_at,updated_at
24,FrostByte,frostbyte,Sports Tech,Seattle,47.6062,-122.3321,2018,52000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
25,WildRoam,wildroam,Outdoor Travel,Austin,30.2672,-97.7431,2019,30000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
26,OmniWear,omniwear,Sports Wearables,San Francisco,37.7749,-122.4194,2017,145000000,luxury,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
27,FlexiHome,flexihome,Outdoor Lifestyle,Dallas,32.7767,-96.797,2020,27000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
28,BoldBrew,boldbrew,Sports Nutrition,Brooklyn,40.6782,-73.9442,2019,16000000,emerging,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
29,AtomFit,atomfit,Sports Wearables,Boston,42.3601,-71.0589,2016,92000000,premium,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
30,CoralReef,coralreef,Eco Outdoor Gear,Honolulu,21.3069,-157.8583,2021,11000000,emerging,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
31,StridePro,stridepro,Footwear,Boston,42.3601,-71.0589,2015,75000000,premium,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
32,NovaSkin,novaskin,Outdoor Care,San Francisco,37.7749,-122.4194,2020,33000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
33,ThunderLift,thunderlift,Fitness,Dallas,32.7767,-96.797,2017,48000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
34,HaloVision,halovision,Sports Tech,San Jose,37.3382,-121.8863,2019,200000000,luxury,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
35,RusticHome,rustichome,Outdoor Lifestyle,Nashville,36.1627,-86.7816,2018,38000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
36,ElectraVibe,electravibe,Training Audio,Chicago,41.8781,-87.6298,2020,20000000,emerging,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
37,ZephyrWind,zephyrwind,Outdoor,Salt Lake City,40.7608,-111.891,2016,60000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
38,QuantumLeap,quantumleap,Sports Tech,Boston,42.3601,-71.0589,2014,180000000,luxury,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
39,SilkVeil,silkveil,Athletic Apparel,New York,40.7128,-74.006,2020,23000000,emerging,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
40,FlameCook,flamecook,Camp Cooking,Houston,29.7604,-95.3698,2019,31000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
41,MindfulTech,mindfultech,Recovery,San Francisco,37.7749,-122.4194,2021,14000000,emerging,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
42,ApexRide,apexride,Sports,Phoenix,33.4484,-112.074,2017,56000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
43,DarkMatter,darkmatter,Training Tech,Los Angeles,34.0522,-118.2437,2018,70000000,premium,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
44,GoldenHarvest,goldenharvest,Sports Nutrition,Minneapolis,44.9778,-93.265,2016,85000000,premium,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
45,NightOwl,nightowl,Sports Nutrition,Seattle,47.6062,-122.3321,2020,17000000,emerging,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
46,ClearPath,clearpath,Recovery,Scottsdale,33.4942,-111.9261,2019,28000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
47,SteelGrip,steelgrip,Outdoor Tools,Detroit,42.3314,-83.0458,2014,62000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
48,LunaWear,lunawear,Athletic Apparel,Miami,25.7617,-80.1918,2022,9000000,emerging,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
49,RapidCharge,rapidcharge,Sports Tech,Austin,30.2672,-97.7431,2019,44000000,standard,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
50,VerdeLife,verdelife,Eco Outdoor Gear,Portland,45.5152,-122.6784,2021,13000000,emerging,2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
