mention_id,post_id,product_id,confidence_score,mention_type,created_at
128,176,157,0.9,semantic,2026-04-13T09:16:48Z
129,178,128,0.903,visual,2026-04-13T09:16:48Z
130,179,86,0.923,inferred,2026-04-13T09:16:48Z
131,183,139,0.713,visual,2026-04-13T09:16:48Z
132,184,176,0.743,inferred,2026-04-13T09:16:48Z
133,185,21,0.85,direct,2026-04-13T09:16:48Z
134,186,4,0.8,semantic,2026-04-13T09:16:48Z
135,187,46,0.702,hashtag,2026-04-13T09:16:48Z
136,189,127,0.941,inferred,2026-04-13T09:16:48Z
137,191,151,0.91,semantic,2026-04-13T09:16:48Z
138,192,155,0.987,hashtag,2026-04-13T09:16:48Z
139,193,54,0.782,visual,2026-04-13T09:16:48Z
140,197,89,0.999,hashtag,2026-04-13T09:16:48Z
141,198,100,0.969,visual,2026-04-13T09:16:48Z
142,199,8,0.755,inferred,2026-04-13T09:16:48Z
143,200,82,0.971,direct,2026-04-13T09:16:48Z
144,202,91,0.921,hashtag,2026-04-13T09:16:48Z
145,203,2,0.985,visual,2026-04-13T09:16:48Z
146,204,157,0.791,inferred,2026-04-13T09:16:48Z
147,206,37,0.936,semantic,2026-04-13T09:16:48Z
148,208,74,0.77,visual,2026-04-13T09:16:48Z
149,209,37,0.78,inferred,2026-04-13T09:16:48Z
150,210,179,0.984,direct,2026-04-13T09:16:48Z
151,211,88,0.719,semantic,2026-04-13T09:16:48Z
152,212,67,0.895,hashtag,2026-04-13T09:16:48Z
153,213,83,0.977,visual,2026-04-13T09:16:48Z
154,216,15,0.744,semantic,2026-04-13T09:16:48Z
155,220,48,0.729,direct,2026-04-13T09:16:48Z
156,222,128,0.738,hashtag,2026-04-13T09:16:48Z
157,223,171,0.834,visual,2026-04-13T09:16:48Z
158,224,57,0.776,inferred,2026-04-13T09:16:48Z
159,225,104,0.804,direct,2026-04-13T09:16:48Z
160,227,65,0.794,hashtag,2026-04-13T09:16:48Z
161,229,185,0.835,inferred,2026-04-13T09:16:48Z
162,231,143,0.891,semantic,2026-04-13T09:16:48Z
163,232,119,0.718,hashtag,2026-04-13T09:16:48Z
164,233,107,0.737,visual,2026-04-13T09:16:48Z
165,234,17,0.767,inferred,2026-04-13T09:16:48Z
166,236,53,0.99,semantic,2026-04-13T09:16:48Z
167,237,17,0.965,hashtag,2026-04-13T09:16:48Z
168,238,26,0.825,visual,2026-04-13T09:16:48Z
169,239,24,0.903,inferred,2026-04-13T09:16:48Z
170,242,122,1,hashtag,2026-04-13T09:16:48Z
171,243,95,0.789,visual,2026-04-13T09:16:48Z
172,244,65,0.713,inferred,2026-04-13T09:16:48Z
173,245,31,0.74,direct,2026-04-13T09:16:48Z
174,246,145,0.873,semantic,2026-04-13T09:16:48Z
175,247,46,0.859,hashtag,2026-04-13T09:16:48Z
176,248,183,0.991,visual,2026-04-13T09:16:48Z
177,249,54,0.702,inferred,2026-04-13T09:16:48Z
178,250,165,0.819,direct,2026-04-13T09:16:48Z
179,251,82,0.867,semantic,2026-04-13T09:16:48Z
180,252,127,0.742,hashtag,2026-04-13T09:16:48Z
181,255,25,0.853,direct,2026-04-13T09:16:48Z
182,257,128,0.742,hashtag,2026-04-13T09:16:48Z
183,258,139,0.724,visual,2026-04-13T09:16:48Z
184,259,14,0.715,inferred,2026-04-13T09:16:48Z
185,260,130,0.981,direct,2026-04-13T09:16:48Z
186,261,85,0.701,semantic,2026-04-13T09:16:48Z
187,262,32,0.863,hashtag,2026-04-13T09:16:48Z
188,263,16,1,visual,2026-04-13T09:16:48Z
189,264,119,0.992,inferred,2026-04-13T09:16:48Z
190,266,30,0.759,semantic,2026-04-13T09:16:48Z
191,268,142,0.839,visual,2026-04-13T09:16:48Z
192,269,91,0.742,inferred,2026-04-13T09:16:48Z
193,271,60,0.959,semantic,2026-04-13T09:16:48Z
194,272,36,0.737,hashtag,2026-04-13T09:16:48Z
195,273,38,0.949,visual,2026-04-13T09:16:48Z
196,274,21,0.956,inferred,2026-04-13T09:16:48Z
197,275,155,0.764,direct,2026-04-13T09:16:48Z
198,277,107,0.948,hashtag,2026-04-13T09:16:48Z
199,278,22,0.855,visual,2026-04-13T09:16:48Z
200,280,87,0.772,direct,2026-04-13T09:16:48Z
201,281,143,0.958,semantic,2026-04-13T09:16:48Z
202,283,29,0.767,visual,2026-04-13T09:16:48Z
203,284,106,0.745,inferred,2026-04-13T09:16:48Z
204,285,104,0.987,direct,2026-04-13T09:16:48Z
205,287,14,0.866,hashtag,2026-04-13T09:16:48Z
206,288,87,0.979,visual,2026-04-13T09:16:48Z
207,289,43,0.896,inferred,2026-04-13T09:16:48Z
208,290,84,0.899,direct,2026-04-13T09:16:48Z
209,293,170,0.822,visual,2026-04-13T09:16:48Z
210,295,69,0.937,direct,2026-04-13T09:16:48Z
211,296,93,0.856,semantic,2026-04-13T09:16:48Z
212,298,125,0.781,visual,2026-04-13T09:16:48Z
213,299,175,0.71,inferred,2026-04-13T09:16:48Z
214,300,22,0.916,direct,2026-04-13T09:16:48Z
215,301,123,0.714,semantic,2026-04-13T09:16:48Z
216,302,8,0.824,hashtag,2026-04-13T09:16:48Z
217,303,93,0.984,visual,2026-04-13T09:16:48Z
218,308,64,0.948,visual,2026-04-13T09:16:48Z
219,309,2,0.761,inferred,2026-04-13T09:16:48Z
220,310,114,0.815,direct,2026-04-13T09:16:48Z
221,311,53,0.835,semantic,2026-04-13T09:16:48Z
222,314,92,0.895,inferred,2026-04-13T09:16:48Z
223,315,43,0.857,direct,2026-04-13T09:16:48Z
224,318,37,0.998,visual,2026-04-13T09:16:48Z
225,319,12,0.8,inferred,2026-04-13T09:16:48Z
226,320,127,0.832,direct,2026-04-13T09:16:48Z
227,322,87,0.788,hashtag,2026-04-13T09:16:48Z
228,323,44,0.804,visual,2026-04-13T09:16:48Z
229,325,113,0.953,direct,2026-04-13T09:16:48Z
230,327,135,0.773,hashtag,2026-04-13T09:16:48Z
231,328,42,0.858,visual,2026-04-13T09:16:48Z
232,330,92,0.93,direct,2026-04-13T09:16:48Z
233,331,181,0.777,semantic,2026-04-13T09:16:48Z
234,333,152,0.951,visual,2026-04-13T09:16:48Z
235,334,166,0.766,inferred,2026-04-13T09:16:48Z
236,335,120,0.97,direct,2026-04-13T09:16:48Z
237,336,33,0.883,semantic,2026-04-13T09:16:48Z
238,338,18,0.971,visual,2026-04-13T09:16:48Z
239,339,69,0.821,inferred,2026-04-13T09:16:48Z
240,340,48,0.921,direct,2026-04-13T09:16:48Z
241,341,74,0.946,semantic,2026-04-13T09:16:48Z
242,343,19,0.912,visual,2026-04-13T09:16:48Z
243,345,177,0.707,direct,2026-04-13T09:16:48Z
244,346,15,0.905,semantic,2026-04-13T09:16:48Z
245,347,56,0.753,hashtag,2026-04-13T09:16:48Z
246,350,39,0.904,direct,2026-04-13T09:16:48Z
247,351,94,0.967,semantic,2026-04-13T09:16:48Z
248,355,148,0.71,direct,2026-04-13T09:16:48Z
249,356,46,0.757,semantic,2026-04-13T09:16:48Z
250,357,3,0.86,hashtag,2026-04-13T09:16:48Z
251,358,180,0.865,visual,2026-04-13T09:16:48Z
252,360,168,0.843,direct,2026-04-13T09:16:48Z
253,363,91,0.914,visual,2026-04-13T09:16:48Z
254,364,59,0.825,inferred,2026-04-13T09:16:48Z
255,368,167,0.818,visual,2026-04-13T09:16:48Z
256,369,153,0.747,inferred,2026-04-13T09:16:48Z
257,372,59,0.868,hashtag,2026-04-13T09:16:48Z
258,373,44,0.928,visual,2026-04-13T09:16:48Z
259,374,129,0.835,inferred,2026-04-13T09:16:48Z
260,376,69,0.912,semantic,2026-04-13T09:16:48Z
261,377,167,0.978,hashtag,2026-04-13T09:16:48Z
262,378,40,0.989,visual,2026-04-13T09:16:48Z
263,379,136,0.769,inferred,2026-04-13T09:16:48Z
264,380,144,0.701,direct,2026-04-13T09:16:48Z
265,381,122,0.809,semantic,2026-04-13T09:16:48Z
266,382,49,0.844,hashtag,2026-04-13T09:16:48Z
267,383,157,0.838,visual,2026-04-13T09:16:48Z
268,385,65,0.878,direct,2026-04-13T09:16:48Z
269,387,80,0.857,hashtag,2026-04-13T09:16:48Z
270,388,56,0.806,visual,2026-04-13T09:16:48Z
271,390,10,0.805,direct,2026-04-13T09:16:48Z
272,391,23,0.934,semantic,2026-04-13T09:16:48Z
273,394,97,0.708,inferred,2026-04-13T09:16:48Z
274,395,40,0.718,direct,2026-04-13T09:16:48Z
275,396,92,0.927,semantic,2026-04-13T09:16:48Z
276,398,125,0.946,visual,2026-04-13T09:16:48Z
277,399,56,0.896,inferred,2026-04-13T09:16:48Z
278,400,129,0.969,direct,2026-04-13T09:16:48Z
279,402,95,0.753,hashtag,2026-04-13T09:16:48Z
280,404,19,0.974,inferred,2026-04-13T09:16:48Z
281,405,128,0.948,direct,2026-04-13T09:16:48Z
282,406,86,0.819,semantic,2026-04-13T09:16:48Z
283,407,70,0.823,hashtag,2026-04-13T09:16:48Z
284,408,100,0.761,visual,2026-04-13T09:16:48Z
285,410,37,0.827,direct,2026-04-13T09:16:48Z
286,411,121,0.938,semantic,2026-04-13T09:16:48Z
287,417,107,0.793,hashtag,2026-04-13T09:16:48Z
288,418,43,0.776,visual,2026-04-13T09:16:48Z
289,419,81,0.802,inferred,2026-04-13T09:16:48Z
290,420,146,0.745,direct,2026-04-13T09:16:48Z
291,421,55,0.832,semantic,2026-04-13T09:16:48Z
292,423,3,0.701,visual,2026-04-13T09:16:48Z
293,424,126,0.98,inferred,2026-04-13T09:16:48Z
294,426,160,0.958,semantic,2026-04-13T09:16:48Z
295,427,98,0.721,hashtag,2026-04-13T09:16:48Z
296,428,164,0.866,visual,2026-04-13T09:16:48Z
297,431,20,0.739,semantic,2026-04-13T09:16:48Z
298,433,68,0.926,visual,2026-04-13T09:16:48Z
299,434,68,0.768,inferred,2026-04-13T09:16:48Z
300,436,159,0.989,semantic,2026-04-13T09:16:48Z
301,437,81,0.951,hashtag,2026-04-13T09:16:48Z
302,438,149,0.88,visual,2026-04-13T09:16:48Z
303,440,187,0.81,direct,2026-04-13T09:16:48Z
304,441,104,0.81,semantic,2026-04-13T09:16:48Z
305,442,162,0.997,hashtag,2026-04-13T09:16:48Z
306,443,49,0.968,visual,2026-04-13T09:16:48Z
307,444,12,0.749,inferred,2026-04-13T09:16:48Z
308,445,120,0.981,direct,2026-04-13T09:16:48Z
309,447,179,0.999,hashtag,2026-04-13T09:16:48Z
310,450,137,0.838,direct,2026-04-13T09:16:48Z
311,451,50,0.979,semantic,2026-04-13T09:16:48Z
312,454,64,0.819,inferred,2026-04-13T09:16:48Z
313,455,113,0.799,direct,2026-04-13T09:16:48Z
314,456,142,0.838,semantic,2026-04-13T09:16:48Z
315,458,138,0.988,visual,2026-04-13T09:16:48Z
316,459,46,0.97,inferred,2026-04-13T09:16:48Z
317,460,14,0.808,direct,2026-04-13T09:16:48Z
318,461,7,0.819,semantic,2026-04-13T09:16:48Z
319,462,63,0.862,hashtag,2026-04-13T09:16:48Z
320,463,37,0.851,visual,2026-04-13T09:16:48Z
321,464,178,0.774,inferred,2026-04-13T09:16:48Z
322,467,143,0.954,hashtag,2026-04-13T09:16:48Z
323,468,74,0.817,visual,2026-04-13T09:16:48Z
324,469,90,0.953,inferred,2026-04-13T09:16:48Z
325,470,77,0.936,direct,2026-04-13T09:16:48Z
326,472,32,0.871,hashtag,2026-04-13T09:16:48Z
327,473,69,0.911,visual,2026-04-13T09:16:48Z
328,474,64,0.94,inferred,2026-04-13T09:16:48Z
329,476,21,0.888,semantic,2026-04-13T09:16:48Z
330,479,43,0.943,inferred,2026-04-13T09:16:48Z
331,480,147,0.874,direct,2026-04-13T09:16:48Z
332,482,62,0.998,hashtag,2026-04-13T09:16:48Z
333,483,128,0.911,visual,2026-04-13T09:16:48Z
334,486,139,0.918,semantic,2026-04-13T09:16:48Z
335,487,30,0.881,hashtag,2026-04-13T09:16:48Z
336,488,55,0.774,visual,2026-04-13T09:16:48Z
337,489,166,0.934,inferred,2026-04-13T09:16:48Z
338,490,1,0.748,direct,2026-04-13T09:16:48Z
339,491,183,0.918,semantic,2026-04-13T09:16:48Z
340,492,57,0.798,hashtag,2026-04-13T09:16:48Z
341,494,70,0.802,inferred,2026-04-13T09:16:48Z
342,495,58,0.909,direct,2026-04-13T09:16:48Z
343,499,14,0.813,inferred,2026-04-13T09:16:48Z
344,500,112,0.972,direct,2026-04-13T09:16:48Z
345,501,58,0.856,semantic,2026-04-13T09:16:48Z
346,502,120,0.705,hashtag,2026-04-13T09:16:48Z
347,503,88,0.843,visual,2026-04-13T09:16:48Z
348,504,59,0.976,inferred,2026-04-13T09:16:48Z
349,505,16,0.736,direct,2026-04-13T09:16:48Z
350,506,75,0.729,semantic,2026-04-13T09:16:48Z
351,507,67,0.833,hashtag,2026-04-13T09:16:48Z
352,508,137,0.984,visual,2026-04-13T09:16:48Z
353,509,173,0.959,inferred,2026-04-13T09:16:48Z
354,511,160,0.723,semantic,2026-04-13T09:16:48Z
355,512,180,0.896,hashtag,2026-04-13T09:16:48Z
356,514,97,0.964,inferred,2026-04-13T09:16:48Z
357,515,70,0.899,direct,2026-04-13T09:16:48Z
358,516,72,0.758,semantic,2026-04-13T09:16:48Z
359,517,176,0.739,hashtag,2026-04-13T09:16:48Z
360,518,38,0.993,visual,2026-04-13T09:16:48Z
361,519,51,0.718,inferred,2026-04-13T09:16:48Z
362,521,99,0.885,semantic,2026-04-13T09:16:48Z
363,522,91,0.775,hashtag,2026-04-13T09:16:48Z
364,523,39,0.831,visual,2026-04-13T09:16:48Z
365,524,50,0.808,inferred,2026-04-13T09:16:48Z
366,525,77,0.795,direct,2026-04-13T09:16:48Z
367,527,152,0.826,hashtag,2026-04-13T09:16:48Z
368,528,161,0.71,visual,2026-04-13T09:16:48Z
369,530,6,0.922,direct,2026-04-13T09:16:48Z
370,531,28,0.967,semantic,2026-04-13T09:16:48Z
371,532,157,0.877,hashtag,2026-04-13T09:16:48Z
372,534,128,0.83,inferred,2026-04-13T09:16:48Z
373,535,165,0.816,direct,2026-04-13T09:16:48Z
374,537,20,0.924,hashtag,2026-04-13T09:16:48Z
375,538,67,0.878,visual,2026-04-13T09:16:48Z
376,540,127,0.797,direct,2026-04-13T09:16:48Z
377,542,88,0.734,hashtag,2026-04-13T09:16:48Z
378,544,53,0.968,inferred,2026-04-13T09:16:48Z
379,547,139,0.913,hashtag,2026-04-13T09:16:48Z
380,549,96,0.748,inferred,2026-04-13T09:16:48Z
381,550,167,0.957,direct,2026-04-13T09:16:48Z
382,551,52,0.725,semantic,2026-04-13T09:16:48Z
383,552,62,0.878,hashtag,2026-04-13T09:16:48Z
384,554,44,0.874,inferred,2026-04-13T09:16:48Z
385,555,143,0.826,direct,2026-04-13T09:16:48Z
386,557,38,0.752,hashtag,2026-04-13T09:16:48Z
387,558,171,0.924,visual,2026-04-13T09:16:48Z
388,559,14,0.929,inferred,2026-04-13T09:16:48Z
389,560,104,0.743,direct,2026-04-13T09:16:48Z
390,561,129,0.745,semantic,2026-04-13T09:16:48Z
391,562,55,0.826,hashtag,2026-04-13T09:16:48Z
392,563,59,0.855,visual,2026-04-13T09:16:48Z
393,564,27,0.982,inferred,2026-04-13T09:16:48Z
394,565,70,0.864,direct,2026-04-13T09:16:48Z
395,566,113,0.812,semantic,2026-04-13T09:16:48Z
396,567,37,0.82,hashtag,2026-04-13T09:16:48Z
397,568,174,0.827,visual,2026-04-13T09:16:48Z
398,571,142,0.741,semantic,2026-04-13T09:16:48Z
399,572,21,0.935,hashtag,2026-04-13T09:16:48Z
400,573,105,0.959,visual,2026-04-13T09:16:48Z
401,574,75,0.809,inferred,2026-04-13T09:16:48Z
402,575,170,0.792,direct,2026-04-13T09:16:48Z
403,576,109,0.76,semantic,2026-04-13T09:16:48Z
404,578,77,0.796,visual,2026-04-13T09:16:48Z
405,580,3,0.933,direct,2026-04-13T09:16:48Z
406,581,122,0.964,semantic,2026-04-13T09:16:48Z
407,582,51,0.828,hashtag,2026-04-13T09:16:48Z
408,584,57,0.715,inferred,2026-04-13T09:16:48Z
409,585,80,0.871,direct,2026-04-13T09:16:48Z
410,586,160,0.722,semantic,2026-04-13T09:16:48Z
411,588,73,0.825,visual,2026-04-13T09:16:48Z
412,597,74,0.95,hashtag,2026-04-13T09:16:48Z
413,598,20,0.801,visual,2026-04-13T09:16:48Z
414,599,61,0.89,inferred,2026-04-13T09:16:48Z
415,601,80,0.944,semantic,2026-04-13T09:16:48Z
416,603,110,0.909,visual,2026-04-13T09:16:48Z
417,605,71,0.967,direct,2026-04-13T09:16:48Z
418,607,180,0.714,hashtag,2026-04-13T09:16:48Z
419,610,49,0.732,direct,2026-04-13T09:16:48Z
420,611,78,0.984,semantic,2026-04-13T09:16:48Z
421,616,105,0.952,semantic,2026-04-13T09:16:48Z
422,617,158,0.922,hashtag,2026-04-13T09:16:48Z
423,618,123,0.916,visual,2026-04-13T09:16:48Z
424,620,7,0.899,direct,2026-04-13T09:16:48Z
425,622,102,0.952,hashtag,2026-04-13T09:16:48Z
426,624,175,0.712,inferred,2026-04-13T09:16:48Z
427,625,99,0.913,direct,2026-04-13T09:16:48Z
428,627,11,0.757,hashtag,2026-04-13T09:16:48Z
429,628,117,0.849,visual,2026-04-13T09:16:48Z
430,629,21,0.871,inferred,2026-04-13T09:16:48Z
431,631,9,0.961,semantic,2026-04-13T09:16:48Z
432,632,45,0.948,hashtag,2026-04-13T09:16:48Z
433,633,115,0.955,visual,2026-04-13T09:16:48Z
434,634,141,0.962,inferred,2026-04-13T09:16:48Z
435,635,48,0.78,direct,2026-04-13T09:16:48Z
436,636,162,0.72,semantic,2026-04-13T09:16:48Z
437,637,125,0.94,hashtag,2026-04-13T09:16:48Z
438,639,146,0.997,inferred,2026-04-13T09:16:48Z
439,640,139,0.866,direct,2026-04-13T09:16:48Z
440,641,119,0.96,semantic,2026-04-13T09:16:48Z
441,642,33,0.749,hashtag,2026-04-13T09:16:48Z
442,643,185,0.701,visual,2026-04-13T09:16:48Z
443,644,145,0.753,inferred,2026-04-13T09:16:48Z
444,645,170,0.863,direct,2026-04-13T09:16:48Z
445,647,105,0.864,hashtag,2026-04-13T09:16:48Z
446,648,136,0.945,visual,2026-04-13T09:16:48Z
447,649,94,0.8,inferred,2026-04-13T09:16:48Z
448,650,37,0.855,direct,2026-04-13T09:16:48Z
449,651,151,0.852,semantic,2026-04-13T09:16:48Z
450,652,132,0.821,hashtag,2026-04-13T09:16:48Z
451,654,75,0.898,inferred,2026-04-13T09:16:48Z
452,656,101,0.955,semantic,2026-04-13T09:16:48Z
453,657,106,0.873,hashtag,2026-04-13T09:16:48Z
454,658,70,0.921,visual,2026-04-13T09:16:48Z
455,660,12,0.769,direct,2026-04-13T09:16:48Z
456,661,23,0.764,semantic,2026-04-13T09:16:48Z
457,662,108,0.956,hashtag,2026-04-13T09:16:48Z
458,663,65,0.954,visual,2026-04-13T09:16:48Z
459,664,17,0.869,inferred,2026-04-13T09:16:48Z
460,665,12,0.757,direct,2026-04-13T09:16:48Z
461,666,75,0.848,semantic,2026-04-13T09:16:48Z
462,668,89,0.758,visual,2026-04-13T09:16:48Z
463,669,130,0.783,inferred,2026-04-13T09:16:48Z
464,671,82,0.871,semantic,2026-04-13T09:16:48Z
465,672,125,0.932,hashtag,2026-04-13T09:16:48Z
466,674,146,0.745,inferred,2026-04-13T09:16:48Z
467,675,176,0.737,direct,2026-04-13T09:16:48Z
468,676,99,0.793,semantic,2026-04-13T09:16:48Z
469,677,148,0.986,hashtag,2026-04-13T09:16:48Z
470,679,174,0.885,inferred,2026-04-13T09:16:48Z
471,682,3,0.998,hashtag,2026-04-13T09:16:48Z
472,683,84,0.726,visual,2026-04-13T09:16:48Z
473,690,123,0.955,direct,2026-04-13T09:16:48Z
474,691,48,0.847,semantic,2026-04-13T09:16:48Z
475,692,34,0.903,hashtag,2026-04-13T09:16:48Z
476,693,90,0.787,visual,2026-04-13T09:16:48Z
477,695,171,0.932,direct,2026-04-13T09:16:48Z
478,696,22,0.74,semantic,2026-04-13T09:16:48Z
479,697,160,0.969,hashtag,2026-04-13T09:16:48Z
480,698,120,0.919,visual,2026-04-13T09:16:48Z
481,699,178,0.76,inferred,2026-04-13T09:16:48Z
482,701,62,0.815,semantic,2026-04-13T09:16:48Z
483,703,23,0.918,visual,2026-04-13T09:16:48Z
484,707,144,0.727,hashtag,2026-04-13T09:16:48Z
