"store_id","product_id","stock_on_hand","last_stock_update","reorder_level","available_to_promise_qty","inventory_status"
1,72,124,2025-11-08 23:42:57.000,15,112,"IN_STOCK"
1,143,108,2025-11-06 19:24:36.000,27,103,"IN_STOCK"
1,44,110,2025-11-22 16:23:49.000,32,109,"IN_STOCK"
1,64,106,2025-11-03 15:02:50.000,14,97,"IN_STOCK"
1,33,113,2025-12-14 02:11:24.000,53,89,"IN_STOCK"
1,52,104,2025-12-10 08:07:31.000,30,92,"IN_STOCK"
1,37,192,2025-11-20 00:34:56.000,60,168,"IN_STOCK"
1,78,157,2025-11-18 10:11:44.000,48,133,"IN_STOCK"
1,186,204,2025-12-21 09:00:23.000,21,189,"IN_STOCK"
1,146,88,2025-12-29 13:08:04.000,20,78,"IN_STOCK"
1,41,135,2025-12-24 05:06:32.000,37,119,"IN_STOCK"
1,118,231,2025-11-22 05:31:43.000,55,225,"IN_STOCK"
1,50,115,2025-12-18 09:50:37.000,38,101,"IN_STOCK"
1,46,166,2025-11-18 10:41:46.000,48,141,"IN_STOCK"
1,115,168,2025-12-14 06:32:25.000,26,146,"IN_STOCK"
1,104,57,2025-12-20 21:47:53.000,6,55,"IN_STOCK"
1,87,104,2025-12-28 15:14:54.000,31,94,"IN_STOCK"
1,60,133,2025-12-07 14:03:25.000,9,122,"IN_STOCK"
1,29,129,2025-11-20 06:29:20.000,58,106,"IN_STOCK"
1,124,121,2025-12-21 19:45:35.000,36,121,"IN_STOCK"
1,24,160,2025-12-29 20:57:37.000,5,153,"IN_STOCK"
1,31,141,2025-12-05 01:35:38.000,22,126,"IN_STOCK"
1,79,82,2025-11-17 21:19:30.000,10,63,"IN_STOCK"
1,35,217,2025-12-11 01:33:34.000,51,204,"IN_STOCK"
1,133,214,2025-12-18 02:15:57.000,25,205,"IN_STOCK"
1,172,144,2025-11-01 02:12:18.000,55,136,"IN_STOCK"
1,21,114,2025-11-17 15:16:55.000,53,105,"IN_STOCK"
1,155,68,2025-12-04 16:22:51.000,23,64,"IN_STOCK"
1,111,197,2025-11-09 18:16:18.000,15,175,"IN_STOCK"
1,45,80,2025-12-01 10:58:46.000,17,73,"IN_STOCK"
1,70,162,2025-12-27 05:53:35.000,15,157,"IN_STOCK"
1,130,224,2025-12-11 23:02:45.000,22,202,"IN_STOCK"
1,86,104,2025-11-13 16:55:56.000,14,85,"IN_STOCK"
1,67,133,2025-11-24 11:43:04.000,59,115,"IN_STOCK"
1,22,169,2025-11-02 20:05:04.000,44,159,"IN_STOCK"
1,178,88,2025-12-04 20:30:51.000,40,64,"IN_STOCK"
1,147,225,2025-11-15 04:51:21.000,45,202,"IN_STOCK"
1,57,149,2025-12-23 04:31:56.000,40,134,"IN_STOCK"
1,28,89,2025-11-29 23:46:18.000,31,81,"IN_STOCK"
1,120,22,2025-12-11 04:20:08.000,16,20,"IN_STOCK"
1,101,135,2025-11-05 16:07:07.000,56,134,"IN_STOCK"
1,42,75,2025-12-01 22:35:03.000,20,55,"IN_STOCK"
1,93,207,2025-11-11 09:31:49.000,18,200,"IN_STOCK"
1,170,49,2025-12-02 13:41:24.000,58,38,"IN_STOCK"
1,119,132,2025-11-11 15:07:57.000,13,120,"IN_STOCK"
1,55,136,2025-12-04 09:10:11.000,52,117,"IN_STOCK"
1,94,144,2025-12-19 19:52:25.000,49,136,"IN_STOCK"
1,80,107,2025-12-30 02:21:27.000,58,82,"IN_STOCK"
1,109,188,2025-11-30 07:25:33.000,34,183,"IN_STOCK"
1,177,221,2025-11-29 05:41:53.000,42,207,"IN_STOCK"
1,95,80,2025-11-15 09:35:09.000,24,76,"IN_STOCK"
1,83,98,2025-12-13 09:00:33.000,20,82,"IN_STOCK"
1,84,221,2025-11-16 22:46:57.000,46,204,"IN_STOCK"
1,85,269,2025-12-22 04:00:18.000,38,268,"IN_STOCK"
1,190,108,2025-12-01 02:45:41.000,41,84,"IN_STOCK"
1,156,108,2025-12-08 02:12:36.000,27,107,"IN_STOCK"
1,61,145,2025-12-01 22:21:23.000,42,139,"IN_STOCK"
1,176,80,2025-11-18 01:30:54.000,54,63,"IN_STOCK"
1,182,172,2025-12-08 06:16:27.000,55,147,"IN_STOCK"
1,134,158,2025-12-21 03:34:24.000,60,156,"IN_STOCK"
1,108,98,2025-12-29 09:55:39.000,42,81,"IN_STOCK"
1,160,199,2025-12-22 14:48:35.000,59,197,"IN_STOCK"
1,62,178,2025-12-27 13:05:10.000,56,172,"IN_STOCK"
1,105,155,2025-12-20 11:42:47.000,30,130,"IN_STOCK"
1,184,189,2025-12-19 11:40:29.000,48,170,"IN_STOCK"
1,75,64,2025-12-10 04:58:59.000,19,45,"IN_STOCK"
1,81,160,2025-11-18 19:23:04.000,5,137,"IN_STOCK"
1,96,116,2025-11-03 17:17:13.000,35,110,"IN_STOCK"
1,54,140,2025-11-19 19:42:23.000,9,135,"IN_STOCK"
1,167,204,2025-12-04 10:38:36.000,15,179,"IN_STOCK"
1,43,230,2025-11-05 18:12:22.000,51,213,"IN_STOCK"
1,168,163,2025-12-13 23:48:02.000,15,150,"null"
1,126,147,2025-12-28 13:11:32.000,51,126,"IN_STOCK"
1,132,93,2025-11-04 12:56:38.000,30,76,"IN_STOCK"
1,151,206,2025-11-12 23:36:30.000,24,204,"IN_STOCK"
1,36,162,2025-11-23 21:45:47.000,44,152,"IN_STOCK"
1,49,179,2025-12-01 22:52:50.000,16,176,"IN_STOCK"
1,131,92,2025-11-13 00:07:45.000,40,68,"IN_STOCK"
1,164,128,2025-12-07 10:49:40.000,31,106,"IN_STOCK"
1,56,101,2025-11-21 03:05:49.000,18,99,"IN_STOCK"
1,116,107,2025-11-25 09:36:20.000,31,82,"IN_STOCK"
1,66,99,2025-12-27 07:10:03.000,36,82,"IN_STOCK"
1,32,186,2025-12-19 18:11:00.000,52,177,"IN_STOCK"
1,162,195,2025-11-19 18:54:34.000,46,190,"IN_STOCK"
1,73,123,2025-11-15 16:26:14.000,48,103,"IN_STOCK"
1,113,140,2025-11-29 20:57:51.000,27,128,"IN_STOCK"
1,106,116,2025-12-18 19:05:06.000,42,92,"IN_STOCK"
1,173,128,2025-12-22 11:03:39.000,16,121,"IN_STOCK"
1,82,138,2025-12-26 11:09:35.000,16,128,"IN_STOCK"
1,51,149,2025-11-09 01:57:13.000,13,127,"IN_STOCK"
1,196,164,2025-12-28 11:53:55.000,48,146,"IN_STOCK"
1,158,151,2025-12-01 06:13:16.000,10,140,"IN_STOCK"
1,154,162,2025-11-07 06:23:22.000,17,143,"IN_STOCK"
1,74,102,2025-11-25 19:22:08.000,53,83,"IN_STOCK"
1,110,195,2025-12-13 02:42:50.000,34,170,"IN_STOCK"
1,145,147,2025-11-30 12:55:48.000,51,131,"IN_STOCK"
1,71,107,2025-11-06 09:46:01.000,9,90,"IN_STOCK"
1,159,60,2025-12-06 02:01:26.000,26,50,"IN_STOCK"
1,112,111,2025-12-01 02:20:32.000,9,104,"IN_STOCK"
1,90,192,2025-12-20 08:08:28.000,27,175,"IN_STOCK"
1,193,163,2025-12-19 23:51:46.000,13,141,"IN_STOCK"
1,107,167,2025-11-06 19:21:36.000,39,160,"IN_STOCK"
1,148,133,2025-11-27 03:22:43.000,27,111,"IN_STOCK"
1,181,110,2025-11-20 02:17:21.000,52,86,"IN_STOCK"
1,123,185,2025-12-22 00:30:47.000,35,175,"IN_STOCK"
1,129,52,2025-12-26 18:57:00.000,14,41,"IN_STOCK"
1,117,119,2025-12-03 15:23:25.000,15,104,"IN_STOCK"
1,141,176,2025-12-04 15:43:36.000,50,153,"IN_STOCK"
1,149,138,2025-12-11 22:45:11.000,42,137,"IN_STOCK"
1,127,68,2025-11-06 09:19:03.000,24,54,"IN_STOCK"
1,169,180,2025-12-20 14:06:35.000,21,157,"IN_STOCK"
1,139,39,2025-11-10 22:02:14.000,7,23,"IN_STOCK"
1,144,143,2025-12-28 18:41:06.000,24,142,"IN_STOCK"
1,100,171,2025-11-08 07:57:34.000,40,154,"IN_STOCK"
1,136,0,2025-12-20 22:26:57.000,26,0,"OUT_OF_STOCK"
1,161,225,2025-11-08 11:37:51.000,16,200,"IN_STOCK"
1,191,150,2025-12-26 12:10:22.000,27,137,"IN_STOCK"
1,102,42,2025-12-02 05:51:44.000,19,33,"IN_STOCK"
1,180,152,2025-12-28 08:03:59.000,59,144,"IN_STOCK"
1,135,159,2025-11-05 13:39:33.000,27,157,"IN_STOCK"
1,128,59,2025-11-10 23:53:35.000,53,59,"IN_STOCK"
1,195,180,2025-11-29 16:20:27.000,49,178,"IN_STOCK"
1,122,124,2025-12-30 16:07:25.000,47,105,"IN_STOCK"
1,88,148,2025-12-23 21:24:03.000,39,129,"IN_STOCK"
1,199,151,2025-12-25 02:08:43.000,15,133,"IN_STOCK"
1,114,137,2025-12-17 13:44:04.000,48,137,"IN_STOCK"
1,77,73,2025-12-30 18:33:36.000,40,64,"IN_STOCK"
1,153,157,2025-12-28 12:25:02.000,60,154,"IN_STOCK"
1,163,137,2025-11-04 19:55:00.000,24,114,"IN_STOCK"
1,157,84,2025-11-06 17:57:28.000,37,65,"IN_STOCK"
1,125,132,2025-12-04 22:00:50.000,48,127,"IN_STOCK"
1,137,86,2025-12-30 05:04:59.000,38,70,"IN_STOCK"
1,185,99,2025-12-01 23:37:48.000,8,97,"IN_STOCK"
1,89,145,2025-12-26 19:08:29.000,30,136,"IN_STOCK"
1,99,75,2025-11-09 00:53:41.000,16,68,"IN_STOCK"
1,165,102,2025-12-12 17:52:35.000,60,81,"IN_STOCK"
1,175,104,2025-12-28 22:25:29.000,23,84,"IN_STOCK"
1,92,170,2025-12-20 12:56:19.000,37,145,"IN_STOCK"
1,142,247,2025-11-08 02:53:44.000,46,244,"IN_STOCK"
1,200,79,2025-12-14 22:52:55.000,32,76,"IN_STOCK"
1,140,118,2025-11-09 06:31:01.000,11,117,"IN_STOCK"
1,121,214,2025-12-03 05:21:05.000,9,192,"IN_STOCK"
1,189,107,2025-12-04 19:18:58.000,18,86,"IN_STOCK"
1,183,182,2025-11-18 17:02:17.000,57,169,"IN_STOCK"
1,187,133,2025-12-18 17:56:34.000,7,127,"IN_STOCK"
1,192,292,2025-11-08 22:22:57.000,17,272,"IN_STOCK"
1,198,182,2025-11-11 19:11:41.000,15,166,"IN_STOCK"
1,194,152,2025-11-20 15:32:27.000,5,141,"IN_STOCK"
1,188,104,2025-12-10 20:46:21.000,21,87,"IN_STOCK"
1,171,132,2025-11-29 04:10:45.000,26,129,"IN_STOCK"
1,166,253,2025-12-24 14:20:01.000,24,233,"IN_STOCK"
2,9,120,2025-12-30 06:22:09.000,30,107,"IN_STOCK"
2,40,141,2025-11-17 17:24:07.000,52,141,"IN_STOCK"
2,3,127,2025-11-20 06:33:12.000,10,111,"IN_STOCK"
2,26,130,2025-11-04 13:16:58.000,56,114,"IN_STOCK"
2,91,177,2025-11-17 12:14:52.000,28,163,"IN_STOCK"
2,20,156,2025-11-20 22:54:45.000,16,141,"IN_STOCK"
2,2,24,2025-11-17 21:44:01.000,45,13,"IN_STOCK"
2,19,142,2025-11-27 06:06:17.000,54,124,"IN_STOCK"
2,14,63,2025-12-30 04:44:59.000,10,49,"IN_STOCK"
2,5,106,2025-11-30 08:57:55.000,27,104,"IN_STOCK"
2,4,114,2025-12-05 07:47:52.000,35,107,"IN_STOCK"
2,53,137,2025-11-20 01:26:34.000,21,121,"IN_STOCK"
2,98,157,2025-11-02 07:14:07.000,48,140,"IN_STOCK"
2,1,50,2025-12-14 12:30:38.000,30,44,"IN_STOCK"
2,7,175,2025-12-30 19:25:58.000,23,168,"IN_STOCK"
2,30,161,2025-11-23 20:38:07.000,17,154,"IN_STOCK"
2,17,184,2025-11-11 03:21:02.000,28,182,"IN_STOCK"
2,174,100,2025-12-26 13:19:10.000,40,82,"IN_STOCK"
2,63,223,2025-12-20 02:51:11.000,10,212,"IN_STOCK"
2,27,231,2025-11-27 17:13:30.000,10,220,"IN_STOCK"
2,6,118,2025-11-03 10:19:31.000,26,113,"IN_STOCK"
2,13,116,2025-11-17 05:08:38.000,44,114,"IN_STOCK"
2,76,139,2025-12-08 05:19:39.000,10,123,"IN_STOCK"
2,8,141,2025-11-21 22:39:06.000,10,141,"IN_STOCK"
2,59,72,2025-11-26 23:21:36.000,38,58,"IN_STOCK"
2,18,81,2025-11-21 18:26:41.000,13,78,"IN_STOCK"
2,69,63,2025-11-25 10:34:10.000,21,44,"IN_STOCK"
2,138,79,2025-12-25 00:32:39.000,34,59,"IN_STOCK"
2,12,158,2025-12-30 20:17:36.000,9,152,"IN_STOCK"
2,15,118,2025-12-05 02:52:16.000,8,114,"IN_STOCK"
2,11,105,2025-11-18 13:34:25.000,55,93,"IN_STOCK"
2,25,105,2025-11-20 17:36:14.000,34,88,"IN_STOCK"
2,38,138,2025-12-22 08:47:48.000,5,119,"IN_STOCK"
2,47,166,2025-11-17 11:13:55.000,14,163,"IN_STOCK"
2,103,40,2025-12-09 15:14:23.000,45,26,"IN_STOCK"
2,58,110,2025-11-11 21:39:36.000,40,91,"IN_STOCK"
2,68,84,2025-11-16 09:22:56.000,32,78,"IN_STOCK"
2,197,114,2025-12-20 22:31:02.000,13,96,"IN_STOCK"
2,16,141,2025-11-14 02:48:07.000,29,119,"IN_STOCK"
2,39,151,2025-12-20 14:56:32.000,36,132,"IN_STOCK"
2,34,152,2025-12-23 01:48:30.000,15,130,"IN_STOCK"
2,97,129,2025-12-14 02:09:12.000,18,108,"IN_STOCK"
2,150,105,2025-11-15 22:26:58.000,19,89,"IN_STOCK"
2,48,186,2025-11-25 06:08:15.000,41,177,"IN_STOCK"
2,10,43,2025-12-08 04:57:23.000,18,40,"IN_STOCK"
2,152,192,2025-11-17 01:58:12.000,55,184,"IN_STOCK"
2,23,91,2025-11-12 21:51:19.000,10,67,"IN_STOCK"
2,65,183,2025-11-01 07:27:10.000,34,162,"IN_STOCK"
2,179,79,2025-11-01 21:55:08.000,38,67,"IN_STOCK"
2,72,118,2025-11-08 23:42:57.000,14,106,"IN_STOCK"
2,143,103,2025-11-06 19:24:36.000,26,98,"IN_STOCK"
2,44,104,2025-11-22 16:23:49.000,30,104,"IN_STOCK"
2,64,101,2025-11-03 15:02:50.000,13,92,"IN_STOCK"
2,33,107,2025-12-14 02:11:24.000,50,85,"IN_STOCK"
2,52,99,2025-12-10 08:07:31.000,28,87,"IN_STOCK"
2,37,182,2025-11-20 00:34:56.000,57,160,"IN_STOCK"
2,78,149,2025-11-18 10:11:44.000,46,126,"IN_STOCK"
2,186,194,2025-12-21 09:00:23.000,20,180,"IN_STOCK"
2,146,84,2025-12-29 13:08:04.000,19,74,"IN_STOCK"
2,41,128,2025-12-24 05:06:32.000,35,113,"IN_STOCK"
2,118,219,2025-11-22 05:31:43.000,52,214,"IN_STOCK"
2,50,109,2025-12-18 09:50:37.000,36,96,"IN_STOCK"
2,46,158,2025-11-18 10:41:46.000,46,134,"IN_STOCK"
2,115,160,2025-12-14 06:32:25.000,25,139,"IN_STOCK"
2,104,54,2025-12-20 21:47:53.000,6,52,"IN_STOCK"
2,87,99,2025-12-28 15:14:54.000,29,89,"IN_STOCK"
2,60,126,2025-12-07 14:03:25.000,9,116,"IN_STOCK"
2,29,123,2025-11-20 06:29:20.000,55,101,"IN_STOCK"
2,124,115,2025-12-21 19:45:35.000,34,115,"IN_STOCK"
2,24,152,2025-12-29 20:57:37.000,5,145,"IN_STOCK"
2,31,134,2025-12-05 01:35:38.000,21,120,"IN_STOCK"
2,79,78,2025-11-17 21:19:30.000,10,60,"IN_STOCK"
2,35,206,2025-12-11 01:33:34.000,48,194,"IN_STOCK"
2,133,203,2025-12-18 02:15:57.000,24,195,"IN_STOCK"
2,172,137,2025-11-01 02:12:18.000,52,129,"IN_STOCK"
2,21,108,2025-11-17 15:16:55.000,50,100,"IN_STOCK"
2,155,65,2025-12-04 16:22:51.000,22,61,"IN_STOCK"
2,111,187,2025-11-09 18:16:18.000,14,166,"IN_STOCK"
2,45,76,2025-12-01 10:58:46.000,16,69,"IN_STOCK"
2,70,154,2025-12-27 05:53:35.000,14,149,"IN_STOCK"
2,130,213,2025-12-11 23:02:45.000,21,192,"IN_STOCK"
2,86,99,2025-11-13 16:55:56.000,13,81,"IN_STOCK"
2,67,126,2025-11-24 11:43:04.000,56,109,"IN_STOCK"
2,22,161,2025-11-02 20:05:04.000,42,151,"IN_STOCK"
2,178,84,2025-12-04 20:30:51.000,38,61,"IN_STOCK"
2,147,214,2025-11-15 04:51:21.000,43,192,"IN_STOCK"
2,57,142,2025-12-23 04:31:56.000,38,127,"IN_STOCK"
2,28,85,2025-11-29 23:46:18.000,29,77,"IN_STOCK"
2,120,21,2025-12-11 04:20:08.000,15,19,"IN_STOCK"
2,101,128,2025-11-05 16:07:07.000,53,127,"IN_STOCK"
2,42,71,2025-12-01 22:35:03.000,19,52,"IN_STOCK"
2,93,197,2025-11-11 09:31:49.000,17,190,"IN_STOCK"
2,170,47,2025-12-02 13:41:24.000,55,36,"IN_STOCK"
2,119,125,2025-11-11 15:07:57.000,12,114,"IN_STOCK"
2,55,129,2025-12-04 09:10:11.000,49,111,"IN_STOCK"
2,94,137,2025-12-19 19:52:25.000,47,129,"IN_STOCK"
2,80,102,2025-12-30 02:21:27.000,55,78,"IN_STOCK"
2,109,179,2025-11-30 07:25:33.000,32,174,"IN_STOCK"
2,177,210,2025-11-29 05:41:53.000,40,197,"IN_STOCK"
2,95,76,2025-11-15 09:35:09.000,23,72,"IN_STOCK"
2,83,93,2025-12-13 09:00:33.000,19,78,"IN_STOCK"
2,84,210,2025-11-16 22:46:57.000,44,194,"IN_STOCK"
2,85,256,2025-12-22 04:00:18.000,36,255,"IN_STOCK"
2,190,103,2025-12-01 02:45:41.000,39,80,"IN_STOCK"
2,156,103,2025-12-08 02:12:36.000,26,102,"IN_STOCK"
2,61,138,2025-12-01 22:21:23.000,40,132,"IN_STOCK"
2,176,76,2025-11-18 01:30:54.000,51,60,"IN_STOCK"
2,182,163,2025-12-08 06:16:27.000,52,140,"IN_STOCK"
2,134,150,2025-12-21 03:34:24.000,57,148,"IN_STOCK"
2,108,93,2025-12-29 09:55:39.000,40,77,"IN_STOCK"
2,160,189,2025-12-22 14:48:35.000,56,187,"IN_STOCK"
2,62,169,2025-12-27 13:05:10.000,53,163,"IN_STOCK"
2,105,147,2025-12-20 11:42:47.000,28,124,"IN_STOCK"
2,184,180,2025-12-19 11:40:29.000,46,162,"IN_STOCK"
2,75,61,2025-12-10 04:58:59.000,18,43,"IN_STOCK"
2,81,152,2025-11-18 19:23:04.000,5,130,"IN_STOCK"
2,96,110,2025-11-03 17:17:13.000,33,104,"IN_STOCK"
2,54,133,2025-11-19 19:42:23.000,9,128,"IN_STOCK"
2,167,194,2025-12-04 10:38:36.000,14,170,"IN_STOCK"
2,43,218,2025-11-05 18:12:22.000,48,202,"IN_STOCK"
2,168,155,2025-12-13 23:48:02.000,14,142,"IN_STOCK"
2,126,140,2025-12-28 13:11:32.000,48,120,"IN_STOCK"
2,132,88,2025-11-04 12:56:38.000,28,72,"IN_STOCK"
2,151,196,2025-11-12 23:36:30.000,23,194,"IN_STOCK"
2,36,154,2025-11-23 21:45:47.000,42,144,"IN_STOCK"
2,49,170,2025-12-01 22:52:50.000,15,167,"IN_STOCK"
2,131,87,2025-11-13 00:07:45.000,38,65,"IN_STOCK"
2,164,122,2025-12-07 10:49:40.000,29,101,"IN_STOCK"
2,56,96,2025-11-21 03:05:49.000,17,94,"IN_STOCK"
2,116,102,2025-11-25 09:36:20.000,29,78,"IN_STOCK"
2,66,94,2025-12-27 07:10:03.000,34,78,"IN_STOCK"
2,32,177,2025-12-19 18:11:00.000,49,168,"IN_STOCK"
2,162,185,2025-11-19 18:54:34.000,44,180,"IN_STOCK"
2,73,117,2025-11-15 16:26:14.000,46,98,"IN_STOCK"
2,113,133,2025-11-29 20:57:51.000,26,122,"IN_STOCK"
2,106,110,2025-12-18 19:05:06.000,40,87,"IN_STOCK"
2,173,122,2025-12-22 11:03:39.000,15,115,"IN_STOCK"
2,82,131,2025-12-26 11:09:35.000,15,122,"IN_STOCK"
2,51,142,2025-11-09 01:57:13.000,12,121,"IN_STOCK"
2,196,156,2025-12-28 11:53:55.000,46,139,"IN_STOCK"
2,158,143,2025-12-01 06:13:16.000,10,133,"IN_STOCK"
2,154,154,2025-11-07 06:23:22.000,16,136,"IN_STOCK"
2,74,97,2025-11-25 19:22:08.000,50,79,"IN_STOCK"
2,110,185,2025-12-13 02:42:50.000,32,162,"IN_STOCK"
2,145,140,2025-11-30 12:55:48.000,48,124,"IN_STOCK"
2,71,102,2025-11-06 09:46:01.000,9,86,"IN_STOCK"
2,159,57,2025-12-06 02:01:26.000,25,48,"IN_STOCK"
2,112,105,2025-12-01 02:20:32.000,9,99,"IN_STOCK"
2,90,182,2025-12-20 08:08:28.000,26,166,"IN_STOCK"
2,193,155,2025-12-19 23:51:46.000,12,134,"IN_STOCK"
2,107,159,2025-11-06 19:21:36.000,37,152,"IN_STOCK"
2,148,126,2025-11-27 03:22:43.000,26,105,"IN_STOCK"
2,181,104,2025-11-20 02:17:21.000,49,82,"IN_STOCK"
2,123,176,2025-12-22 00:30:47.000,33,166,"IN_STOCK"
2,129,49,2025-12-26 18:57:00.000,13,39,"IN_STOCK"
2,117,113,2025-12-03 15:23:25.000,14,99,"IN_STOCK"
2,141,167,2025-12-04 15:43:36.000,48,145,"IN_STOCK"
2,149,131,2025-12-11 22:45:11.000,40,130,"IN_STOCK"
2,127,65,2025-11-06 09:19:03.000,23,51,"IN_STOCK"
2,169,171,2025-12-20 14:06:35.000,20,149,"IN_STOCK"
2,139,37,2025-11-10 22:02:14.000,7,22,"IN_STOCK"
2,144,136,2025-12-28 18:41:06.000,23,135,"IN_STOCK"
2,100,162,2025-11-08 07:57:34.000,38,146,"IN_STOCK"
2,136,0,2025-12-20 22:26:57.000,25,0,"OUT_OF_STOCK"
2,161,214,2025-11-08 11:37:51.000,15,190,"IN_STOCK"
2,191,142,2025-12-26 12:10:22.000,26,130,"IN_STOCK"
2,102,40,2025-12-02 05:51:44.000,18,31,"IN_STOCK"
2,180,144,2025-12-28 08:03:59.000,56,137,"IN_STOCK"
2,135,151,2025-11-05 13:39:33.000,26,149,"IN_STOCK"
2,128,56,2025-11-10 23:53:35.000,50,56,"IN_STOCK"
2,195,171,2025-11-29 16:20:27.000,47,169,"IN_STOCK"
2,122,118,2025-12-30 16:07:25.000,45,100,"IN_STOCK"
2,88,141,2025-12-23 21:24:03.000,37,123,"IN_STOCK"
2,199,143,2025-12-25 02:08:43.000,14,126,"IN_STOCK"
2,114,130,2025-12-17 13:44:04.000,46,130,"IN_STOCK"
2,77,69,2025-12-30 18:33:36.000,38,61,"IN_STOCK"
2,153,149,2025-12-28 12:25:02.000,57,146,"IN_STOCK"
2,163,130,2025-11-04 19:55:00.000,23,108,"IN_STOCK"
2,157,80,2025-11-06 17:57:28.000,35,62,"IN_STOCK"
2,125,125,2025-12-04 22:00:50.000,46,121,"IN_STOCK"
2,137,82,2025-12-30 05:04:59.000,36,66,"IN_STOCK"
2,185,94,2025-12-01 23:37:48.000,8,92,"IN_STOCK"
2,89,138,2025-12-26 19:08:29.000,28,129,"IN_STOCK"
2,99,71,2025-11-09 00:53:41.000,15,65,"IN_STOCK"
2,165,97,2025-12-12 17:52:35.000,57,77,"IN_STOCK"
2,175,99,2025-12-28 22:25:29.000,22,80,"IN_STOCK"
2,92,162,2025-12-20 12:56:19.000,35,138,"IN_STOCK"
2,142,235,2025-11-08 02:53:44.000,44,232,"IN_STOCK"
2,200,75,2025-12-14 22:52:55.000,30,72,"IN_STOCK"
2,140,112,2025-11-09 06:31:01.000,10,111,"IN_STOCK"
2,121,203,2025-12-03 05:21:05.000,9,182,"IN_STOCK"
2,189,102,2025-12-04 19:18:58.000,17,82,"IN_STOCK"
2,183,173,2025-11-18 17:02:17.000,54,161,"IN_STOCK"
2,187,126,2025-12-18 17:56:34.000,7,121,"IN_STOCK"
2,192,277,2025-11-08 22:22:57.000,16,258,"IN_STOCK"
2,198,173,2025-11-11 19:11:41.000,14,158,"IN_STOCK"
2,194,144,2025-11-20 15:32:27.000,5,134,"IN_STOCK"
