txn_id,sale_timestamp,store_id,product_id,qty_sold,total_sale_amount
72,14:49.0,6,4,1,13.39
73,53:10.0,1,3,4,423.4
73,53:10.0,1,4,2,26.78
73,53:10.0,1,2,1,49.02
74,00:14.0,5,3,1,89.97
74,00:14.0,5,6,1,15.52
75,34:50.0,2,1,2,362.36
75,34:50.0,2,5,3,174.27
76,26:01.0,3,70,2,40.5
76,26:01.0,3,26,1,40.86
77,04:54.0,6,5,1,46.47
77,04:54.0,6,167,1,172.62
77,04:54.0,6,16,1,118.36
78,13:30.0,4,172,1,23.94
78,13:30.0,4,2,1,49.02
78,13:30.0,4,30,1,85.18
79,06:21.0,5,2,1,49.02
79,06:21.0,5,14,1,37.68
80,29:06.0,1,2,1,49.02
80,29:06.0,1,10,1,32.7
81,06:02.0,2,1,1,181.18
81,06:02.0,2,4,2,26.78
82,30:19.0,3,4,1,13.39
82,30:19.0,3,2,1,49.02
82,30:19.0,3,114,1,140.67
83,19:35.0,5,19,1,190.79
83,19:35.0,5,1,1,181.18
84,09:14.0,1,2,1,49.02
84,09:14.0,1,1,1,181.18
85,28:27.0,2,1,1,181.18
85,28:27.0,2,2,1,49.02
86,41:49.0,4,30,1,85.18
86,41:49.0,4,3,1,105.85
86,41:49.0,4,43,2,352.94
87,46:42.0,5,1,1,181.18
87,46:42.0,5,8,1,58.5
88,19:03.0,6,1,1,181.18
88,19:03.0,6,24,1,121.72
88,19:03.0,6,4,1,13.39
89,37:00.0,3,1,2,362.36
89,37:00.0,3,8,2,117
89,37:00.0,3,8,1,58.5
89,37:00.0,3,13,1,44.34
90,01:02.0,5,1,1,163.06
90,01:02.0,5,106,2,94.43
91,31:55.0,1,5,2,116.18
91,31:55.0,1,93,1,90.88
92,23:15.0,2,4,1,13.39
92,23:15.0,2,2,1,49.02
92,23:15.0,2,27,2,307.46
93,40:08.0,4,1,1,181.18
93,40:08.0,4,2,1,49.02
94,46:02.0,5,8,1,58.5
94,46:02.0,5,1,1,181.18
95,56:31.0,1,2,1,49.02
95,56:31.0,1,1,1,181.18
96,45:34.0,6,4,1,13.39
96,45:34.0,6,1,1,181.18
97,43:27.0,2,4,1,13.39
97,43:27.0,2,1,2,362.36
98,37:36.0,3,1,1,181.18
98,37:36.0,3,9,1,172.52
99,28:10.0,4,2,1,49.02
99,28:10.0,4,4,1,13.39
100,25:50.0,5,21,1,143.35
100,25:50.0,5,16,1,147.95
101,40:30.0,1,2,1,49.02
101,40:30.0,1,4,1,13.39
102,23:08.0,6,1,1,181.18
102,23:08.0,6,11,1,57.63
103,25:10.0,5,23,1,185.94
103,25:10.0,5,27,1,153.73
104,46:13.0,2,4,1,13.39
104,46:13.0,2,2,1,49.02
105,36:06.0,3,20,1,21.4
105,36:06.0,3,2,1,49.02
106,09:10.0,4,2,1,49.02
106,09:10.0,4,5,1,58.09
106,09:10.0,4,28,1,73.85
107,38:33.0,1,43,2,352.94
107,38:33.0,1,139,3,425.7
108,20:13.0,5,60,3,64.98
108,20:13.0,5,2,1,49.02
109,53:13.0,2,48,1,119.76
109,53:13.0,2,37,1,235.14
110,06:11.0,3,2,1,49.02
110,06:11.0,3,4,3,40.17
110,06:11.0,3,80,1,28.85
111,00:48.0,6,5,1,58.09
111,00:48.0,6,1,1,181.18
111,00:48.0,6,68,1,23.48
112,28:47.0,5,26,1,32.69
112,28:47.0,5,105,1,23.56
113,51:00.0,1,2,3,147.06
113,51:00.0,1,5,2,116.18
114,28:58.0,4,2,1,49.02
114,28:58.0,4,17,1,162.54
115,33:13.0,2,2,1,49.02
115,33:13.0,2,4,1,13.39
115,33:13.0,2,12,1,223.24
116,15:30.0,5,1,1,181.18
116,15:30.0,5,159,1,68.35
117,16:45.0,1,2,1,49.02
117,16:45.0,1,25,2,43.16
118,59:35.0,3,1,1,181.18
118,59:35.0,3,89,1,32.69
119,03:27.0,4,2,1,49.02
119,03:27.0,4,5,2,116.18
120,33:48.0,6,2,1,39.22
120,33:48.0,6,1,1,144.94
121,27:07.0,5,26,2,81.72
121,27:07.0,5,2,4,196.08
122,59:17.0,1,2,2,98.04
122,59:17.0,1,5,1,58.09
123,23:40.0,2,2,1,39.22
123,23:40.0,2,4,1,10.71
124,05:34.0,3,1,1,154
124,05:34.0,3,2,4,166.67
124,05:34.0,3,33,1,29.2
124,05:34.0,3,5,2,98.75
125,32:13.0,4,1,1,181.18
125,32:13.0,4,2,2,98.04
126,42:49.0,5,1,1,181.18
126,42:49.0,5,104,1,204.02
127,32:10.0,6,16,2,251.51
127,32:10.0,6,14,2,64.06
127,32:10.0,6,7,3,118.78
128,47:39.0,1,2,1,49.02
128,47:39.0,1,56,1,17.19
129,10:47.0,2,29,1,36.57
129,10:47.0,2,1,1,181.18
130,29:11.0,4,2,1,49.02
130,29:11.0,4,4,1,13.39
131,32:22.0,5,1,1,181.18
131,32:22.0,5,13,1,44.34
132,22:57.0,5,5,2,116.18
132,22:57.0,5,4,1,13.39
133,22:56.0,1,4,2,26.78
133,22:56.0,1,15,1,71.66
134,39:24.0,2,11,1,57.63
134,39:24.0,2,4,1,13.39
135,55:57.0,3,101,1,278.25
135,55:57.0,3,174,1,76.29
136,13:20.0,4,39,1,63.51
136,13:20.0,4,1,1,181.18
136,13:20.0,4,1,2,362.36
137,34:35.0,6,1,1,181.18
137,34:35.0,6,8,1,58.5
138,14:32.0,5,1,1,181.18
138,14:32.0,5,89,2,65.38
138,14:32.0,5,8,1,58.5
139,15:31.0,1,2,1,49.02
139,15:31.0,1,85,1,85.11
140,43:22.0,2,4,1,13.39
140,43:22.0,2,7,1,46.58
141,57:41.0,3,1,1,181.18
141,57:41.0,3,2,2,98.04
141,57:41.0,3,5,3,174.27
142,55:50.0,4,111,1,52.28
142,55:50.0,4,188,1,177.2
143,36:34.0,6,2,1,49.02
143,36:34.0,6,68,1,23.48
143,36:34.0,6,75,1,134.68
144,40:14.0,5,2,2,98.04
144,40:14.0,5,5,1,58.09
144,40:14.0,5,16,1,147.95
145,29:27.0,1,1,2,362.36
145,29:27.0,1,2,2,98.04
146,11:32.0,2,18,1,85.85
146,11:32.0,2,122,2,32.04
146,11:32.0,2,12,1,223.24
146,11:32.0,2,4,1,13.39
147,53:48.0,3,1,1,181.18
147,53:48.0,3,4,2,26.78
148,27:41.0,4,2,1,49.02
148,27:41.0,4,4,1,13.39
149,02:19.0,1,1,1,181.18
149,02:19.0,1,8,1,58.5
149,02:19.0,1,106,1,52.46
150,59:15.0,5,28,1,73.85
150,59:15.0,5,12,1,223.24
150,59:15.0,5,3,1,105.85
151,23:55.0,3,1,2,362.36
151,23:55.0,3,13,2,88.68
151,23:55.0,3,72,1,53.22
152,10:07.0,4,13,1,44.34
152,10:07.0,4,12,1,223.24
153,29:06.0,6,4,1,13.39
153,29:06.0,6,2,1,49.02
154,22:11.0,2,2,1,49.02
154,22:11.0,2,5,1,58.09
155,56:51.0,5,17,1,162.54
155,56:51.0,5,2,2,98.04
155,56:51.0,5,141,1,31.49
156,49:29.0,1,12,1,223.24
156,49:29.0,1,26,1,40.86
156,49:29.0,1,28,2,147.7
157,57:05.0,4,9,1,172.52
157,57:05.0,4,1,1,181.18
158,46:58.0,6,7,1,46.58
158,46:58.0,6,2,1,49.02
159,08:55.0,2,2,2,98.04
159,08:55.0,2,71,1,39.42
160,14:37.0,3,14,1,37.68
160,14:37.0,3,1,1,181.18
160,14:37.0,3,4,1,13.39
160,14:37.0,3,2,1,49.02
161,26:06.0,4,2,1,49.02
161,26:06.0,4,5,1,58.09
162,16:06.0,5,1,1,181.18
162,16:06.0,5,1,1,181.18
163,05:40.0,1,2,1,49.02
163,05:40.0,1,1,1,181.18
164,44:04.0,2,4,2,26.78
164,44:04.0,2,2,1,49.02
164,44:04.0,2,16,1,147.95
165,59:33.0,6,4,1,13.39
165,59:33.0,6,47,3,282.9
165,59:33.0,6,2,1,49.02
166,55:25.0,5,1,1,181.18
166,55:25.0,5,11,1,57.63
167,11:03.0,4,29,2,73.14
167,11:03.0,4,12,1,223.24
167,11:03.0,4,1,1,181.18
168,12:27.0,1,135,1,137.64
168,12:27.0,1,165,1,32.73
168,12:27.0,1,14,1,37.68
169,37:23.0,3,3,1,105.85
169,37:23.0,3,2,1,49.02
170,14:38.0,5,106,1,52.46
170,14:38.0,5,1,3,543.54
171,03:11.0,2,5,3,174.27
171,03:11.0,2,6,1,18.26
171,03:11.0,2,2,1,49.02
172,45:46.0,5,16,1,147.95
172,45:46.0,5,2,1,49.02
173,51:42.0,3,5,1,58.09
173,51:42.0,3,4,1,13.39
174,17:30.0,4,1,2,362.36
174,17:30.0,4,2,1,49.02
175,44:55.0,6,4,1,13.39
175,44:55.0,6,2,2,98.04
176,53:06.0,1,53,1,76.16
176,53:06.0,1,2,1,49.02
177,54:09.0,5,1,1,181.18
177,54:09.0,5,150,1,40.97
178,07:44.0,2,1,1,181.18
178,07:44.0,2,1,3,543.54
179,49:09.0,3,4,4,53.56
179,49:09.0,3,2,3,147.06
179,49:09.0,3,14,1,37.68
180,24:03.0,4,81,1,38.9
180,24:03.0,4,2,1,49.02
180,24:03.0,4,23,1,185.94
181,43:05.0,6,25,1,21.58
181,43:05.0,6,2,1,49.02
182,27:23.0,1,1,1,181.18
182,27:23.0,1,5,1,58.09
183,22:03.0,5,1,1,181.18
183,22:03.0,5,8,1,58.5
184,31:28.0,2,1,1,181.18
184,31:28.0,2,13,1,44.34
185,00:41.0,5,68,1,21.13
185,00:41.0,5,23,1,167.35
186,57:37.0,1,118,1,32.53
186,57:37.0,1,5,3,156.84
187,33:40.0,3,1,1,181.18
187,33:40.0,3,2,1,49.02
188,21:09.0,4,1,1,181.18
188,21:09.0,4,146,1,56.2
189,03:41.0,6,1,1,181.18
189,03:41.0,6,8,1,58.5
189,03:41.0,6,24,1,121.72
190,37:34.0,2,2,1,49.02
190,37:34.0,2,5,1,58.09
191,36:59.0,5,1,1,181.18
191,36:59.0,5,25,2,43.16
191,36:59.0,5,14,1,37.68
192,52:30.0,1,74,1,139.09
192,52:30.0,1,7,1,46.58
192,52:30.0,1,121,1,146.85
192,52:30.0,1,3,1,105.85
193,05:58.0,3,49,2,50.22
193,05:58.0,3,32,1,21.82
194,52:45.0,4,98,1,63.58
194,52:45.0,4,2,1,49.02
195,37:55.0,2,2,1,49.02
195,37:55.0,2,6,1,18.26
196,19:50.0,5,165,2,65.46
196,19:50.0,5,5,1,58.09
197,44:54.0,6,2,1,49.02
197,44:54.0,6,99,3,378.9
198,31:48.0,3,1,1,181.18
198,31:48.0,3,8,1,58.5
198,31:48.0,3,51,1,52.71
199,05:59.0,4,4,1,13.39
199,05:59.0,4,2,1,49.02
200,49:51.0,2,125,2,207.04
200,49:51.0,2,5,1,58.09
201,21:09.0,5,4,1,13.39
201,21:09.0,5,17,1,162.54
201,21:09.0,5,75,1,134.68
202,44:36.0,1,1,2,362.36
202,44:36.0,1,39,3,190.53
202,44:36.0,1,1,2,362.36
203,11:01.0,4,14,1,37.68
203,11:01.0,4,2,1,49.02
204,37:13.0,6,2,2,98.04
204,37:13.0,6,26,1,40.86
205,10:53.0,2,12,1,223.24
205,10:53.0,2,7,1,46.58
206,31:46.0,3,2,1,49.02
206,31:46.0,3,12,1,223.24
207,09:59.0,5,1,1,181.18
207,09:59.0,5,4,1,13.39
208,24:26.0,4,2,1,49.02
208,24:26.0,4,174,1,76.29
208,24:26.0,4,14,1,37.68
209,43:14.0,6,26,1,40.86
209,43:14.0,6,10,1,32.7
209,43:14.0,6,2,1,49.02
210,27:52.0,1,2,1,49.02
210,27:52.0,1,17,1,162.54
211,33:23.0,2,158,2,48.78
211,33:23.0,2,1,2,362.36
212,23:45.0,3,139,1,141.9
212,23:45.0,3,92,1,32.96
213,46:43.0,5,5,1,58.09
213,46:43.0,5,2,1,49.02
213,46:43.0,5,18,1,85.85
214,22:06.0,1,2,3,147.06
214,22:06.0,1,3,1,105.85
215,00:45.0,2,1,1,181.18
215,00:45.0,2,11,4,230.52
215,00:45.0,2,24,1,121.72
215,00:45.0,2,8,1,58.5
216,49:47.0,3,1,3,543.54
216,49:47.0,3,1,2,362.36
217,16:37.0,4,5,2,116.18
217,16:37.0,4,3,1,105.85
218,37:07.0,5,5,1,58.09
218,37:07.0,5,2,1,49.02
218,37:07.0,5,4,1,13.39
219,55:32.0,6,6,1,14.61
219,55:32.0,6,48,2,191.62
219,55:32.0,6,140,2,172.77
220,27:39.0,1,5,1,58.09
220,27:39.0,1,2,2,98.04
221,20:21.0,3,1,1,181.18
221,20:21.0,3,25,1,21.58
222,56:27.0,4,128,2,699.58
222,56:27.0,4,2,4,196.08
223,55:20.0,5,2,1,49.02
223,55:20.0,5,5,1,58.09
224,46:23.0,1,93,1,90.88
224,46:23.0,1,12,1,223.24
225,30:49.0,2,3,1,105.85
225,30:49.0,2,2,1,49.02
226,34:47.0,3,14,1,37.68
226,34:47.0,3,5,1,58.09
227,07:23.0,4,1,2,362.36
227,07:23.0,4,8,1,58.5
228,01:22.0,5,166,4,137.96
228,01:22.0,5,1,1,181.18
229,40:09.0,6,63,1,69.25
229,40:09.0,6,2,1,49.02
229,40:09.0,6,136,1,37.6
230,19:36.0,1,4,1,13.39
230,19:36.0,1,28,1,73.85
231,48:17.0,2,1,1,181.18
231,48:17.0,2,1,1,181.18
231,48:17.0,2,36,1,124.19
232,34:19.0,3,16,1,147.95
232,34:19.0,3,2,1,49.02
232,34:19.0,3,134,1,52.76
233,18:12.0,4,14,1,37.68
233,18:12.0,4,80,2,57.7
234,56:16.0,5,2,1,49.02
234,56:16.0,5,1,1,181.18
234,56:16.0,5,2,2,98.04
235,42:26.0,1,12,1,223.24
235,42:26.0,1,153,1,187.38
236,01:39.0,4,4,2,26.78
236,01:39.0,4,2,1,49.02
237,12:38.0,5,65,1,76.63
237,12:38.0,5,2,1,49.02
238,27:16.0,2,2,2,98.04
238,27:16.0,2,139,1,141.9
239,45:39.0,3,1,1,181.18
239,45:39.0,3,193,1,100.94
240,25:09.0,6,22,1,21.39
240,25:09.0,6,48,1,119.76
240,25:09.0,6,139,2,283.8
241,04:27.0,1,177,3,660.87
241,04:27.0,1,26,1,40.86
241,04:27.0,1,3,1,105.85
242,21:55.0,4,4,1,13.39
242,21:55.0,4,2,1,49.02
243,39:46.0,5,1,1,181.18
243,39:46.0,5,39,2,127.02
244,16:59.0,2,1,2,362.36
244,16:59.0,2,2,1,49.02
245,53:54.0,3,2,1,49.02
245,53:54.0,3,5,1,58.09
246,10:45.0,5,2,1,49.02
246,10:45.0,5,1,1,181.18
247,11:03.0,4,4,1,13.39
247,11:03.0,4,2,2,98.04
248,48:00.0,6,1,2,362.36
248,48:00.0,6,9,2,345.04
249,40:23.0,1,16,2,236.72
249,40:23.0,1,3,2,169.36
250,14:32.0,2,26,1,40.86
250,14:32.0,2,37,4,940.56
251,36:39.0,3,1,4,724.72
251,36:39.0,3,11,1,57.63
251,36:39.0,3,36,1,124.19
252,03:59.0,5,40,1,163.3
252,03:59.0,5,131,1,49.13
253,56:44.0,4,4,1,13.39
253,56:44.0,4,39,1,63.51
254,32:57.0,1,2,2,98.04
254,32:57.0,1,16,2,295.9
255,03:56.0,2,12,1,223.24
255,03:56.0,2,3,3,317.55
256,07:19.0,5,7,1,46.58
256,07:19.0,5,2,2,98.04
257,22:00.0,6,44,3,110.25
257,22:00.0,6,2,2,98.04
258,45:11.0,3,1,1,181.18
258,45:11.0,3,2,1,49.02
258,45:11.0,3,4,3,40.17
259,28:01.0,4,102,1,35.74
259,28:01.0,4,1,1,181.18
259,28:01.0,4,1,1,181.18
260,31:53.0,5,2,1,49.02
260,31:53.0,5,1,1,181.18
261,03:01.0,1,26,1,40.86
261,03:01.0,1,8,1,58.5
261,03:01.0,1,12,1,223.24
262,59:37.0,2,1,1,181.18
262,59:37.0,2,2,1,49.02
263,32:00.0,6,2,1,49.02
263,32:00.0,6,3,1,105.85
263,32:00.0,6,5,1,58.09
264,05:29.0,5,13,1,44.34
264,05:29.0,5,24,1,121.72
265,28:17.0,2,2,1,49.02
265,28:17.0,2,159,1,68.35
265,28:17.0,2,4,1,13.39
266,01:29.0,3,2,1,49.02
266,01:29.0,3,154,1,169.53
267,38:23.0,4,1,1,181.18
267,38:23.0,4,13,1,44.34
268,00:27.0,5,43,1,176.47
268,00:27.0,5,182,1,26.59
268,00:27.0,5,105,1,29.45
269,59:18.0,1,164,1,49.82
269,59:18.0,1,101,1,278.25
269,59:18.0,1,12,1,223.24
270,10:25.0,3,13,1,44.34
270,10:25.0,3,1,1,181.18
271,04:15.0,4,5,2,116.18
271,04:15.0,4,100,1,44.58
272,52:04.0,6,2,1,49.02
272,52:04.0,6,1,2,362.36
273,52:43.0,2,2,2,98.04
273,52:43.0,2,17,1,162.54
274,40:05.0,5,5,1,58.09
274,40:05.0,5,4,1,13.39
275,37:11.0,1,2,1,39.22
275,37:11.0,1,16,1,118.36
276,34:51.0,3,1,1,181.18
276,34:51.0,3,5,1,58.09
277,29:05.0,4,5,1,49.38
277,29:05.0,4,2,1,41.67
278,04:07.0,5,4,2,26.78
278,04:07.0,5,2,1,49.02
279,07:33.0,2,9,1,172.52
279,07:33.0,2,28,2,147.7
280,28:26.0,6,12,3,669.72
280,28:26.0,6,108,1,17.87
280,28:26.0,6,52,4,199.48
281,29:44.0,1,48,2,239.52
281,29:44.0,1,10,1,32.7
281,29:44.0,1,2,1,49.02
282,08:34.0,3,1,4,724.72
282,08:34.0,3,2,1,49.02
283,56:47.0,4,34,1,33.43
283,56:47.0,4,20,2,42.8
284,41:57.0,5,26,1,36.77
284,41:57.0,5,4,1,12.05
285,08:43.0,2,48,1,119.76
285,08:43.0,2,22,1,21.39
285,08:43.0,2,2,1,49.02
286,48:41.0,3,2,1,41.67
286,48:41.0,3,12,1,189.75
287,28:50.0,4,1,1,181.18
287,28:50.0,4,4,1,13.39
288,25:51.0,5,1,1,181.18
288,25:51.0,5,2,2,98.04
289,04:56.0,6,1,1,181.18
289,04:56.0,6,63,1,69.25
290,44:31.0,1,1,1,181.18
290,44:31.0,1,17,1,162.54
290,44:31.0,1,22,1,21.39
290,44:31.0,1,26,1,40.86
291,02:48.0,5,9,1,172.52
291,02:48.0,5,1,2,362.36
292,42:17.0,2,2,1,49.02
292,42:17.0,2,1,1,181.18
293,18:05.0,3,44,1,36.75
293,18:05.0,3,2,1,49.02
294,05:01.0,4,1,1,181.18
294,05:01.0,4,11,1,57.63
295,27:13.0,5,2,1,49.02
295,27:13.0,5,1,1,181.18
296,13:48.0,6,1,1,181.18
296,13:48.0,6,8,1,58.5
296,13:48.0,6,11,1,57.63
296,13:48.0,6,1,1,181.18
297,42:54.0,2,30,1,85.18
297,42:54.0,2,12,3,669.72
297,42:54.0,2,2,1,49.02
297,42:54.0,2,5,1,58.09
298,57:17.0,3,1,1,181.18
298,57:17.0,3,2,1,49.02
299,20:52.0,4,4,1,13.39
299,20:52.0,4,2,1,49.02
300,17:37.0,5,5,1,58.09
300,17:37.0,5,2,1,49.02
301,20:03.0,1,21,1,143.35
301,20:03.0,1,2,1,49.02
302,03:58.0,3,4,1,13.39
302,03:58.0,3,65,1,76.63
303,14:25.0,4,2,1,49.02
303,14:25.0,4,5,1,58.09
304,29:56.0,5,1,1,181.18
304,29:56.0,5,11,1,57.63
305,05:11.0,1,28,1,73.85
305,05:11.0,1,185,1,31.3
306,51:50.0,2,5,2,116.18
306,51:50.0,2,4,1,13.39
307,44:44.0,3,2,1,49.02
307,44:44.0,3,21,1,143.35
307,44:44.0,3,5,1,58.09
308,49:38.0,4,26,1,40.86
308,49:38.0,4,34,1,33.43
309,58:30.0,5,1,2,362.36
309,58:30.0,5,29,2,73.14
309,58:30.0,5,92,1,32.96
310,13:36.0,6,36,1,124.19
310,13:36.0,6,1,2,362.36
311,54:11.0,1,8,1,58.5
311,54:11.0,1,67,2,155.1
311,54:11.0,1,26,1,40.86
312,22:16.0,2,4,1,13.39
312,22:16.0,2,27,2,307.46
313,13:12.0,4,20,3,64.2
313,13:12.0,4,5,1,58.09
313,13:12.0,4,2,1,49.02
314,41:28.0,5,2,2,98.04
314,41:28.0,5,25,2,43.16
315,22:11.0,6,28,1,73.85
315,22:11.0,6,29,1,36.57
316,30:47.0,3,8,1,58.5
316,30:47.0,3,1,1,181.18
317,06:48.0,1,2,3,147.06
317,06:48.0,1,4,3,40.17
318,26:24.0,2,3,1,105.85
318,26:24.0,2,2,1,49.02
319,32:00.0,5,14,1,37.68
319,32:00.0,5,5,3,174.27
319,32:00.0,5,2,1,49.02
320,30:59.0,3,1,1,181.18
320,30:59.0,3,26,2,81.72
321,12:44.0,4,159,1,68.35
321,12:44.0,4,2,1,49.02
321,12:44.0,4,5,1,58.09
322,55:19.0,6,1,1,181.18
322,55:19.0,6,8,1,58.5
323,36:07.0,1,11,3,172.89
323,36:07.0,1,1,2,362.36
324,05:50.0,2,3,1,95.27
324,05:50.0,2,135,1,123.88
325,20:57.0,5,2,3,147.06
325,20:57.0,5,1,1,181.18
326,02:48.0,3,33,1,34.35
326,02:48.0,3,164,1,49.82
326,02:48.0,3,22,1,21.39
327,24:58.0,6,2,1,49.02
327,24:58.0,6,4,1,13.39
328,45:45.0,1,28,1,62.77
328,45:45.0,1,1,5,770.02
328,45:45.0,1,12,1,189.75
329,30:37.0,2,1,1,181.18
329,30:37.0,2,2,1,49.02
330,20:09.0,4,1,2,362.36
330,20:09.0,4,1,1,181.18
330,20:09.0,4,9,1,172.52
331,56:24.0,5,2,1,49.02
331,56:24.0,5,10,1,32.7
332,43:49.0,5,3,1,105.85
332,43:49.0,5,2,1,49.02
333,15:34.0,2,2,2,98.04
333,15:34.0,2,4,1,13.39
334,23:54.0,3,200,3,116.43
334,23:54.0,3,6,2,36.52
335,31:11.0,6,1,1,181.18
335,31:11.0,6,4,1,13.39
336,53:31.0,1,5,1,58.09
336,53:31.0,1,1,3,543.54
