shipment_id,order_id,center_id,carrier,tracking_number,ship_status,distance_km,estimated_hours,ship_cost,shipped_at,delivered_at,created_at
35,60,17,Public Works Crew,GOV-TASK-000035,in_transit,132.71,2.3,73.74,2026-04-19T18:00:00Z,,2026-04-19T14:00:00Z
36,61,30,Partner Outreach,GOV-TASK-000036,delivered,3.02,0.4,19.27,2026-06-15T19:00:00Z,2026-06-16T15:00:00Z,2026-06-15T15:00:00Z
37,65,1,Agency Fleet,GOV-TASK-000037,preparing,15.45,0.6,24.49,,,2026-06-13T11:00:00Z
38,66,8,Interagency Courier,GOV-TASK-000038,packed,84.33,1.6,53.42,,,2026-06-12T12:00:00Z
39,67,5,Public Works Crew,GOV-TASK-000039,in_transit,9.07,0.5,21.81,2026-06-11T17:00:00Z,,2026-06-11T13:00:00Z
40,68,6,Partner Outreach,GOV-TASK-000040,delivered,10.07,0.5,22.23,2026-06-10T18:00:00Z,2026-06-11T15:00:00Z,2026-06-10T14:00:00Z
41,72,5,Agency Fleet,GOV-TASK-000041,preparing,57.05,1.2,41.96,,,2026-06-06T18:00:00Z
42,73,11,Interagency Courier,GOV-TASK-000042,packed,6.05,0.5,20.54,,,2026-06-05T11:00:00Z
43,74,6,Public Works Crew,GOV-TASK-000043,in_transit,12.93,0.6,23.43,2026-06-04T16:00:00Z,,2026-06-04T12:00:00Z
44,75,30,Partner Outreach,GOV-TASK-000044,delivered,92.15,1.7,56.7,2026-06-03T17:00:00Z,2026-06-04T15:00:00Z,2026-06-03T13:00:00Z
45,79,17,Agency Fleet,GOV-TASK-000045,preparing,4.02,0.5,19.69,,,2026-05-30T17:00:00Z
46,80,8,Interagency Courier,GOV-TASK-000046,packed,45.22,1,36.99,,,2026-05-29T18:00:00Z
47,81,7,Public Works Crew,GOV-TASK-000047,in_transit,75.08,1.5,49.53,2026-05-28T15:00:00Z,,2026-05-28T11:00:00Z
48,82,20,Partner Outreach,GOV-TASK-000048,delivered,7.08,0.5,20.97,2026-05-27T16:00:00Z,2026-05-28T15:00:00Z,2026-05-27T12:00:00Z
49,86,23,Agency Fleet,GOV-TASK-000049,preparing,77.55,1.5,50.57,,,2026-05-23T16:00:00Z
50,87,26,Interagency Courier,GOV-TASK-000050,packed,80.28,1.5,51.72,,,2026-05-22T17:00:00Z
51,88,26,Public Works Crew,GOV-TASK-000051,in_transit,8.04,0.5,21.38,2026-05-21T22:00:00Z,,2026-05-21T18:00:00Z
52,89,25,Partner Outreach,GOV-TASK-000052,delivered,90.2,1.7,55.88,2026-05-20T15:00:00Z,2026-05-21T15:00:00Z,2026-05-20T11:00:00Z
53,93,30,Agency Fleet,GOV-TASK-000053,preparing,115.46,2,66.49,,,2026-05-16T15:00:00Z
54,94,1,Interagency Courier,GOV-TASK-000054,packed,2,0.4,18.84,,,2026-05-15T16:00:00Z
55,95,19,Public Works Crew,GOV-TASK-000055,in_transit,68.59,1.4,46.81,2026-05-14T21:00:00Z,,2026-05-14T17:00:00Z
56,96,6,Partner Outreach,GOV-TASK-000056,delivered,23.39,0.7,27.82,2026-05-13T22:00:00Z,2026-05-14T15:00:00Z,2026-05-13T18:00:00Z
57,100,7,Agency Fleet,GOV-TASK-000057,preparing,8.11,0.5,21.41,,,2026-05-09T14:00:00Z
58,101,12,Interagency Courier,GOV-TASK-000058,packed,31.4,0.8,31.19,,,2026-05-08T15:00:00Z
59,102,8,Public Works Crew,GOV-TASK-000059,in_transit,82.26,1.6,52.55,2026-05-07T20:00:00Z,,2026-05-07T16:00:00Z
60,103,10,Partner Outreach,GOV-TASK-000060,delivered,10.1,0.5,22.24,2026-05-06T21:00:00Z,2026-05-07T15:00:00Z,2026-05-06T17:00:00Z
61,107,30,Agency Fleet,GOV-TASK-000061,preparing,71.09,1.4,47.86,,,2026-05-02T13:00:00Z
62,108,17,Interagency Courier,GOV-TASK-000062,packed,134.98,2.3,74.69,,,2026-05-01T14:00:00Z
63,109,16,Public Works Crew,GOV-TASK-000063,in_transit,4.04,0.5,19.7,2026-04-30T19:00:00Z,,2026-04-30T15:00:00Z
64,110,22,Partner Outreach,GOV-TASK-000064,delivered,114.85,2,66.24,2026-04-29T20:00:00Z,2026-04-30T15:00:00Z,2026-04-29T16:00:00Z
65,114,22,Agency Fleet,GOV-TASK-000065,preparing,115.88,2.1,66.67,,,2026-04-25T12:00:00Z
66,115,22,Interagency Courier,GOV-TASK-000066,packed,6.05,0.5,20.54,,,2026-04-24T13:00:00Z
67,116,24,Public Works Crew,GOV-TASK-000067,in_transit,74.53,1.5,49.3,2026-04-23T18:00:00Z,,2026-04-23T14:00:00Z
68,117,7,Partner Outreach,GOV-TASK-000068,delivered,142.17,2.4,77.71,2026-04-22T19:00:00Z,2026-04-23T15:00:00Z,2026-04-22T15:00:00Z
69,121,28,Agency Fleet,GOV-TASK-000069,preparing,9.09,0.5,21.82,,,2026-06-17T11:00:00Z
70,122,15,Interagency Courier,GOV-TASK-000070,packed,70.89,1.4,47.77,,,2026-06-16T12:00:00Z
71,123,13,Public Works Crew,GOV-TASK-000071,in_transit,86.99,1.6,54.54,2026-06-15T17:00:00Z,,2026-06-15T13:00:00Z
72,124,31,Partner Outreach,GOV-TASK-000072,delivered,6.09,0.5,20.56,2026-06-14T18:00:00Z,2026-06-15T15:00:00Z,2026-06-14T14:00:00Z
73,128,9,Agency Fleet,GOV-TASK-000073,preparing,45.78,1.1,37.23,,,2026-06-10T18:00:00Z
74,129,6,Interagency Courier,GOV-TASK-000074,packed,26.1,0.8,28.96,,,2026-06-09T11:00:00Z
75,130,6,Public Works Crew,GOV-TASK-000075,in_transit,4.02,0.5,19.69,2026-06-08T16:00:00Z,,2026-06-08T12:00:00Z
76,131,19,Partner Outreach,GOV-TASK-000076,delivered,68.9,1.4,46.94,2026-06-07T17:00:00Z,2026-06-08T15:00:00Z,2026-06-07T13:00:00Z
77,135,17,Agency Fleet,GOV-TASK-000077,preparing,145.67,2.5,79.18,,,2026-06-03T17:00:00Z
78,136,12,Interagency Courier,GOV-TASK-000078,packed,10.07,0.5,22.23,,,2026-06-02T18:00:00Z
79,137,31,Public Works Crew,GOV-TASK-000079,in_transit,83.65,1.6,53.13,2026-06-01T15:00:00Z,,2026-06-01T11:00:00Z
80,138,21,Partner Outreach,GOV-TASK-000080,delivered,98.04,1.8,59.18,2026-05-31T16:00:00Z,2026-06-01T15:00:00Z,2026-05-31T12:00:00Z
81,142,18,Agency Fleet,GOV-TASK-000081,preparing,5.03,0.5,20.11,,,2026-05-27T16:00:00Z
82,143,2,Interagency Courier,GOV-TASK-000082,packed,68.84,1.4,46.91,,,2026-05-26T17:00:00Z
83,144,2,Public Works Crew,GOV-TASK-000083,in_transit,130.64,2.3,72.87,2026-05-25T22:00:00Z,,2026-05-25T18:00:00Z
84,145,21,Partner Outreach,GOV-TASK-000084,delivered,2,0.4,18.84,2026-05-24T15:00:00Z,2026-05-25T15:00:00Z,2026-05-24T11:00:00Z
85,149,26,Agency Fleet,GOV-TASK-000085,preparing,80.52,1.6,51.82,,,2026-05-20T15:00:00Z
86,150,9,Interagency Courier,GOV-TASK-000086,packed,93.42,1.7,57.24,,,2026-05-19T16:00:00Z
87,151,27,Public Works Crew,GOV-TASK-000087,in_transit,8.05,0.5,21.38,2026-05-18T21:00:00Z,,2026-05-18T17:00:00Z
88,152,27,Partner Outreach,GOV-TASK-000088,delivered,113.68,2,65.75,2026-05-17T22:00:00Z,2026-05-18T15:00:00Z,2026-05-17T18:00:00Z
89,156,5,Agency Fleet,GOV-TASK-000089,preparing,15.05,0.6,24.32,,,2026-05-13T14:00:00Z
90,157,2,Interagency Courier,GOV-TASK-000090,packed,7.07,0.5,20.97,,,2026-05-12T15:00:00Z
91,158,1,Public Works Crew,GOV-TASK-000091,in_transit,21.26,0.7,26.93,2026-05-11T20:00:00Z,,2026-05-11T16:00:00Z
92,159,8,Partner Outreach,GOV-TASK-000092,delivered,78.57,1.5,51,2026-05-10T21:00:00Z,2026-05-11T15:00:00Z,2026-05-10T17:00:00Z
93,163,8,Agency Fleet,GOV-TASK-000093,preparing,3.01,0.4,19.26,,,2026-05-06T13:00:00Z
94,164,4,Interagency Courier,GOV-TASK-000094,packed,43.94,1,36.45,,,2026-05-05T14:00:00Z
95,165,5,Public Works Crew,GOV-TASK-000095,in_transit,49.07,1.1,38.61,2026-05-04T19:00:00Z,,2026-05-04T15:00:00Z
96,166,11,Partner Outreach,GOV-TASK-000096,delivered,6.05,0.5,20.54,2026-05-03T20:00:00Z,2026-05-04T15:00:00Z,2026-05-03T16:00:00Z
97,170,29,Agency Fleet,GOV-TASK-000097,preparing,69.66,1.4,47.26,,,2026-04-29T12:00:00Z
98,171,24,Interagency Courier,GOV-TASK-000098,packed,146.25,2.5,79.43,,,2026-04-28T13:00:00Z
99,172,17,Public Works Crew,GOV-TASK-000099,in_transit,9.08,0.5,21.81,2026-04-27T18:00:00Z,,2026-04-27T14:00:00Z
100,173,5,Partner Outreach,GOV-TASK-000100,delivered,42.67,1,35.92,2026-04-26T19:00:00Z,2026-04-27T15:00:00Z,2026-04-26T15:00:00Z
101,177,17,Agency Fleet,GOV-TASK-000101,preparing,117.44,2.1,67.32,,,2026-04-22T11:00:00Z
102,178,23,Interagency Courier,GOV-TASK-000102,packed,3.02,0.4,19.27,,,2026-04-21T12:00:00Z
103,179,23,Public Works Crew,GOV-TASK-000103,in_transit,69.53,1.4,47.2,2026-04-20T17:00:00Z,,2026-04-20T13:00:00Z
104,180,27,Partner Outreach,GOV-TASK-000104,delivered,86.17,1.6,54.19,2026-04-19T18:00:00Z,2026-04-20T15:00:00Z,2026-04-19T14:00:00Z
105,184,29,Agency Fleet,GOV-TASK-000105,preparing,7.03,0.5,20.95,,,2026-06-14T18:00:00Z
106,185,14,Interagency Courier,GOV-TASK-000106,packed,69.42,1.4,47.16,,,2026-06-13T11:00:00Z
107,186,30,Public Works Crew,GOV-TASK-000107,in_transit,114.88,2,66.25,2026-06-12T16:00:00Z,,2026-06-12T12:00:00Z
108,187,1,Partner Outreach,GOV-TASK-000108,delivered,10.08,0.5,22.23,2026-06-11T17:00:00Z,2026-06-12T15:00:00Z,2026-06-11T13:00:00Z
109,191,1,Agency Fleet,GOV-TASK-000109,preparing,12.65,0.6,23.31,,,2026-06-07T17:00:00Z
110,192,12,Interagency Courier,GOV-TASK-000110,packed,19.5,0.7,26.19,,,2026-06-06T18:00:00Z
111,193,7,Public Works Crew,GOV-TASK-000111,in_transit,5.05,0.5,20.12,2026-06-05T15:00:00Z,,2026-06-05T11:00:00Z
112,194,12,Partner Outreach,GOV-TASK-000112,delivered,22.73,0.7,27.55,2026-06-04T16:00:00Z,2026-06-05T15:00:00Z,2026-06-04T12:00:00Z
113,198,8,Agency Fleet,GOV-TASK-000113,preparing,22.73,0.7,27.55,,,2026-05-31T16:00:00Z
114,199,13,Interagency Courier,GOV-TASK-000114,packed,5.07,0.5,20.13,,,2026-05-30T17:00:00Z
115,200,30,Public Works Crew,GOV-TASK-000115,in_transit,77.92,1.5,50.73,2026-05-29T22:00:00Z,,2026-05-29T18:00:00Z
116,201,17,Partner Outreach,GOV-TASK-000116,delivered,139.12,2.4,76.43,2026-05-28T15:00:00Z,2026-05-29T15:00:00Z,2026-05-28T11:00:00Z
117,205,19,Agency Fleet,GOV-TASK-000117,preparing,10.14,0.5,22.26,,,2026-05-24T15:00:00Z
118,206,19,Interagency Courier,GOV-TASK-000118,packed,78.65,1.5,51.03,,,2026-05-23T16:00:00Z
119,207,22,Public Works Crew,GOV-TASK-000119,in_transit,118.7,2.1,67.85,2026-05-22T21:00:00Z,,2026-05-22T17:00:00Z
120,208,22,Partner Outreach,GOV-TASK-000120,delivered,7.06,0.5,20.97,2026-05-21T22:00:00Z,2026-05-22T15:00:00Z,2026-05-21T18:00:00Z
121,212,25,Agency Fleet,GOV-TASK-000121,preparing,80.31,1.5,51.73,,,2026-05-17T14:00:00Z
122,213,26,Interagency Courier,GOV-TASK-000122,packed,112.88,2,65.41,,,2026-05-16T15:00:00Z
123,214,28,Public Works Crew,GOV-TASK-000123,in_transit,3.01,0.4,19.26,2026-05-15T20:00:00Z,,2026-05-15T16:00:00Z
124,215,15,Partner Outreach,GOV-TASK-000124,delivered,75.94,1.5,49.89,2026-05-14T21:00:00Z,2026-05-15T15:00:00Z,2026-05-14T17:00:00Z
125,219,7,Agency Fleet,GOV-TASK-000125,preparing,88.12,1.7,55.01,,,2026-05-10T13:00:00Z
126,220,3,Interagency Courier,GOV-TASK-000126,packed,9.07,0.5,21.81,,,2026-05-09T14:00:00Z
127,221,9,Public Works Crew,GOV-TASK-000127,in_transit,53.27,1.2,40.37,2026-05-08T19:00:00Z,,2026-05-08T15:00:00Z
128,222,3,Partner Outreach,GOV-TASK-000128,delivered,24.85,0.8,28.44,2026-05-07T20:00:00Z,2026-05-08T15:00:00Z,2026-05-07T16:00:00Z
129,226,9,Agency Fleet,GOV-TASK-000129,preparing,6.03,0.5,20.53,,,2026-05-03T12:00:00Z
130,227,3,Interagency Courier,GOV-TASK-000130,packed,52.07,1.1,39.87,,,2026-05-02T13:00:00Z
131,228,17,Public Works Crew,GOV-TASK-000131,in_transit,143.89,2.5,78.43,2026-05-01T18:00:00Z,,2026-05-01T14:00:00Z
132,229,12,Partner Outreach,GOV-TASK-000132,delivered,3.01,0.4,19.26,2026-04-30T19:00:00Z,2026-05-01T15:00:00Z,2026-04-30T15:00:00Z
133,233,23,Agency Fleet,GOV-TASK-000133,preparing,120.58,2.1,68.64,,,2026-04-26T11:00:00Z
134,234,29,Interagency Courier,GOV-TASK-000134,packed,129.15,2.2,72.24,,,2026-04-25T12:00:00Z
135,235,18,Public Works Crew,GOV-TASK-000135,in_transit,7.05,0.5,20.96,2026-04-24T17:00:00Z,,2026-04-24T13:00:00Z
136,236,2,Partner Outreach,GOV-TASK-000136,delivered,67.29,1.4,46.26,2026-04-23T18:00:00Z,2026-04-24T15:00:00Z,2026-04-23T14:00:00Z
137,240,7,Agency Fleet,GOV-TASK-000137,preparing,92.72,1.7,56.94,,,2026-04-19T18:00:00Z
138,241,24,Interagency Courier,GOV-TASK-000138,packed,8.14,0.5,21.42,,,2026-06-17T11:00:00Z
139,242,27,Public Works Crew,GOV-TASK-000139,in_transit,80.14,1.5,51.66,2026-06-16T16:00:00Z,,2026-06-16T12:00:00Z
140,243,9,Partner Outreach,GOV-TASK-000140,delivered,100.5,1.8,60.21,2026-06-15T17:00:00Z,2026-06-16T15:00:00Z,2026-06-15T13:00:00Z
141,247,30,Agency Fleet,GOV-TASK-000141,preparing,2,0.4,18.84,,,2026-06-11T17:00:00Z
142,248,13,Interagency Courier,GOV-TASK-000142,packed,78.28,1.5,50.88,,,2026-06-10T18:00:00Z
143,249,6,Public Works Crew,GOV-TASK-000143,in_transit,17.89,0.7,25.51,2026-06-09T15:00:00Z,,2026-06-09T11:00:00Z
144,250,2,Partner Outreach,GOV-TASK-000144,delivered,5.04,0.5,20.12,2026-06-08T16:00:00Z,2026-06-09T15:00:00Z,2026-06-08T12:00:00Z
145,254,12,Agency Fleet,GOV-TASK-000145,preparing,9.58,0.5,22.02,,,2026-06-04T16:00:00Z
146,255,2,Interagency Courier,GOV-TASK-000146,packed,74.96,1.5,49.48,,,2026-06-03T17:00:00Z
147,256,8,Public Works Crew,GOV-TASK-000147,in_transit,10.07,0.5,22.23,2026-06-02T22:00:00Z,,2026-06-02T18:00:00Z
148,257,4,Partner Outreach,GOV-TASK-000148,delivered,52.34,1.1,39.98,2026-06-01T15:00:00Z,2026-06-02T15:00:00Z,2026-06-01T11:00:00Z
149,261,30,Agency Fleet,GOV-TASK-000149,preparing,92.91,1.7,57.02,,,2026-05-28T15:00:00Z
150,262,14,Interagency Courier,GOV-TASK-000150,packed,4.03,0.5,19.69,,,2026-05-27T16:00:00Z
151,263,29,Public Works Crew,GOV-TASK-000151,in_transit,75.29,1.5,49.62,2026-05-26T21:00:00Z,,2026-05-26T17:00:00Z
152,264,20,Partner Outreach,GOV-TASK-000152,delivered,144.78,2.5,78.81,2026-05-25T22:00:00Z,2026-05-26T15:00:00Z,2026-05-25T18:00:00Z
153,268,20,Agency Fleet,GOV-TASK-000153,preparing,6.07,0.5,20.55,,,2026-05-21T14:00:00Z
154,269,14,Interagency Courier,GOV-TASK-000154,packed,99.01,1.8,59.58,,,2026-05-20T15:00:00Z
155,270,21,Public Works Crew,GOV-TASK-000155,in_transit,118.68,2.1,67.85,2026-05-19T20:00:00Z,,2026-05-19T16:00:00Z
156,271,23,Partner Outreach,GOV-TASK-000156,delivered,9.15,0.5,21.84,2026-05-18T21:00:00Z,2026-05-19T15:00:00Z,2026-05-18T17:00:00Z
157,275,25,Agency Fleet,GOV-TASK-000157,preparing,91.21,1.7,56.31,,,2026-05-14T13:00:00Z
158,276,25,Interagency Courier,GOV-TASK-000158,packed,207.5,3.4,105.15,,,2026-05-13T14:00:00Z
159,277,29,Public Works Crew,GOV-TASK-000159,in_transit,6.02,0.5,20.53,2026-05-12T19:00:00Z,,2026-05-12T15:00:00Z
160,278,14,Partner Outreach,GOV-TASK-000160,delivered,77.06,1.5,50.37,2026-05-11T20:00:00Z,2026-05-12T15:00:00Z,2026-05-11T16:00:00Z
161,282,6,Agency Fleet,GOV-TASK-000161,preparing,24.4,0.7,28.25,,,2026-05-07T12:00:00Z
162,283,4,Interagency Courier,GOV-TASK-000162,packed,4.01,0.5,19.68,,,2026-05-06T13:00:00Z
163,284,1,Public Works Crew,GOV-TASK-000163,in_transit,13.41,0.6,23.63,2026-05-05T18:00:00Z,,2026-05-05T14:00:00Z
164,285,1,Partner Outreach,GOV-TASK-000164,delivered,22.4,0.7,27.41,2026-05-04T19:00:00Z,2026-05-05T15:00:00Z,2026-05-04T15:00:00Z
165,289,10,Agency Fleet,GOV-TASK-000165,preparing,10.09,0.5,22.24,,,2026-04-30T11:00:00Z
166,290,14,Interagency Courier,GOV-TASK-000166,packed,98.93,1.8,59.55,,,2026-04-29T12:00:00Z
167,291,1,Public Works Crew,GOV-TASK-000167,in_transit,21.41,0.7,26.99,2026-04-28T17:00:00Z,,2026-04-28T13:00:00Z
168,292,13,Partner Outreach,GOV-TASK-000168,delivered,8.14,0.5,21.42,2026-04-27T18:00:00Z,2026-04-28T15:00:00Z,2026-04-27T14:00:00Z
169,296,22,Agency Fleet,GOV-TASK-000169,preparing,113.99,2,65.88,,,2026-04-23T18:00:00Z
170,297,8,Interagency Courier,GOV-TASK-000170,packed,46.39,1.1,37.48,,,2026-04-22T11:00:00Z
171,298,19,Public Works Crew,GOV-TASK-000171,in_transit,2,0.4,18.84,2026-04-21T16:00:00Z,,2026-04-21T12:00:00Z
172,299,19,Partner Outreach,GOV-TASK-000172,delivered,84.32,1.6,53.41,2026-04-20T17:00:00Z,2026-04-21T15:00:00Z,2026-04-20T13:00:00Z
173,303,7,Agency Fleet,GOV-TASK-000173,preparing,143,2.4,78.06,,,2026-06-15T17:00:00Z
174,304,25,Interagency Courier,GOV-TASK-000174,packed,8.03,0.5,21.37,,,2026-06-14T18:00:00Z
175,305,25,Public Works Crew,GOV-TASK-000175,in_transit,80.25,1.5,51.71,2026-06-13T15:00:00Z,,2026-06-13T11:00:00Z
176,306,26,Partner Outreach,GOV-TASK-000176,delivered,107.17,1.9,63.01,2026-06-12T16:00:00Z,2026-06-13T15:00:00Z,2026-06-12T12:00:00Z
177,310,31,Agency Fleet,GOV-TASK-000177,preparing,7.11,0.5,20.99,,,2026-06-08T16:00:00Z
178,311,5,Interagency Courier,GOV-TASK-000178,packed,13.9,0.6,23.84,,,2026-06-07T17:00:00Z
179,312,7,Public Works Crew,GOV-TASK-000179,in_transit,79.62,1.5,51.44,2026-06-06T22:00:00Z,,2026-06-06T18:00:00Z
180,313,3,Partner Outreach,GOV-TASK-000180,delivered,4.02,0.5,19.69,2026-06-05T15:00:00Z,2026-06-06T15:00:00Z,2026-06-05T11:00:00Z
181,317,19,Agency Fleet,GOV-TASK-000181,preparing,69.77,1.4,47.3,,,2026-06-01T15:00:00Z
182,318,6,Interagency Courier,GOV-TASK-000182,packed,41.16,1,35.29,,,2026-05-31T16:00:00Z
183,319,9,Public Works Crew,GOV-TASK-000183,in_transit,6.02,0.5,20.53,2026-05-30T21:00:00Z,,2026-05-30T17:00:00Z
184,320,3,Partner Outreach,GOV-TASK-000184,delivered,46.01,1.1,37.32,2026-05-29T22:00:00Z,2026-05-30T15:00:00Z,2026-05-29T18:00:00Z
185,324,21,Agency Fleet,GOV-TASK-000185,preparing,97.55,1.8,58.97,,,2026-05-25T14:00:00Z
186,325,15,Interagency Courier,GOV-TASK-000186,packed,9.04,0.5,21.8,,,2026-05-24T15:00:00Z
187,326,23,Public Works Crew,GOV-TASK-000187,in_transit,116.37,2.1,66.88,2026-05-23T20:00:00Z,,2026-05-23T16:00:00Z
188,327,29,Partner Outreach,GOV-TASK-000188,delivered,137.21,2.4,75.63,2026-05-22T21:00:00Z,2026-05-23T15:00:00Z,2026-05-22T17:00:00Z
189,331,21,Agency Fleet,GOV-TASK-000189,preparing,3.02,0.4,19.27,,,2026-05-18T13:00:00Z
190,332,17,Interagency Courier,GOV-TASK-000190,packed,115.7,2.1,66.59,,,2026-05-17T14:00:00Z
191,333,7,Public Works Crew,GOV-TASK-000191,in_transit,87.35,1.6,54.69,2026-05-16T19:00:00Z,,2026-05-16T15:00:00Z
192,334,24,Partner Outreach,GOV-TASK-000192,delivered,4.05,0.5,19.7,2026-05-15T20:00:00Z,2026-05-16T15:00:00Z,2026-05-15T16:00:00Z
193,338,27,Agency Fleet,GOV-TASK-000193,preparing,114.65,2,66.15,,,2026-05-11T12:00:00Z
194,339,17,Interagency Courier,GOV-TASK-000194,packed,139.01,2.4,76.38,,,2026-05-10T13:00:00Z
195,340,30,Public Works Crew,GOV-TASK-000195,in_transit,10.16,0.5,22.27,2026-05-09T18:00:00Z,,2026-05-09T14:00:00Z
196,341,13,Partner Outreach,GOV-TASK-000196,delivered,71.92,1.4,48.21,2026-05-08T19:00:00Z,2026-05-09T15:00:00Z,2026-05-08T15:00:00Z
197,345,8,Agency Fleet,GOV-TASK-000197,preparing,77.97,1.5,50.75,,,2026-05-04T11:00:00Z
198,346,5,Interagency Courier,GOV-TASK-000198,packed,5.03,0.5,20.11,,,2026-05-03T12:00:00Z
199,347,12,Public Works Crew,GOV-TASK-000199,in_transit,17.58,0.7,25.38,2026-05-02T17:00:00Z,,2026-05-02T13:00:00Z
200,348,2,Partner Outreach,GOV-TASK-000200,delivered,83.38,1.6,53.02,2026-05-01T18:00:00Z,2026-05-02T15:00:00Z,2026-05-01T14:00:00Z
201,352,11,Agency Fleet,GOV-TASK-000201,preparing,5.04,0.5,20.12,,,2026-04-27T18:00:00Z
202,353,6,Interagency Courier,GOV-TASK-000202,packed,19.49,0.7,26.19,,,2026-04-26T11:00:00Z
203,354,30,Public Works Crew,GOV-TASK-000203,in_transit,86.99,1.6,54.54,2026-04-25T16:00:00Z,,2026-04-25T12:00:00Z
