forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
120,12,Chaffee County Service Region,2026-06-23,243,199,287,1.93,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":119,""regionDemandIndex"":90}",2026-06-17T11:00:00Z
121,13,Denver County Service Region,2026-06-24,260,213,307,1.05,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":120,""regionDemandIndex"":62}",2026-06-16T11:00:00Z
122,14,El Paso County Service Region,2026-06-24,277,227,327,1.13,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":121,""regionDemandIndex"":69}",2026-06-15T11:00:00Z
123,15,Arapahoe County Service Region,2026-06-24,294,241,347,1.21,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":122,""regionDemandIndex"":76}",2026-06-14T11:00:00Z
124,16,Larimer County Service Region,2026-06-24,311,255,367,1.29,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":123,""regionDemandIndex"":83}",2026-06-13T11:00:00Z
125,17,Jefferson County Service Region,2026-06-24,328,269,387,1.37,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":124,""regionDemandIndex"":90}",2026-06-12T11:00:00Z
126,18,Adams County Service Region,2026-06-24,345,283,407,1.45,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":125,""regionDemandIndex"":62}",2026-06-11T11:00:00Z
127,1,Pueblo County Service Region,2026-06-24,362,297,427,1.53,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":126,""regionDemandIndex"":69}",2026-06-17T11:00:00Z
128,2,Boulder County Service Region,2026-06-24,379,311,447,1.61,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":127,""regionDemandIndex"":76}",2026-06-16T11:00:00Z
129,3,Weld County Service Region,2026-06-24,396,325,467,1.69,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":128,""regionDemandIndex"":83}",2026-06-15T11:00:00Z
130,4,Douglas County Service Region,2026-06-24,413,339,487,1.77,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":129,""regionDemandIndex"":90}",2026-06-14T11:00:00Z
131,5,Mesa County Service Region,2026-06-24,430,353,507,1.85,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":130,""regionDemandIndex"":62}",2026-06-13T11:00:00Z
132,6,Broomfield County Service Region,2026-06-24,447,367,527,1.93,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":131,""regionDemandIndex"":69}",2026-06-12T11:00:00Z
133,7,La Plata County Service Region,2026-06-24,464,380,548,1.05,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":132,""regionDemandIndex"":76}",2026-06-11T11:00:00Z
134,8,Montrose County Service Region,2026-06-24,481,394,568,1.13,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":133,""regionDemandIndex"":83}",2026-06-17T11:00:00Z
135,9,Routt County Service Region,2026-06-24,498,408,588,1.21,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":134,""regionDemandIndex"":90}",2026-06-16T11:00:00Z
136,10,Alamosa County Service Region,2026-06-24,515,422,608,1.29,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":135,""regionDemandIndex"":62}",2026-06-15T11:00:00Z
137,11,Garfield County Service Region,2026-06-24,72,59,85,1.37,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":136,""regionDemandIndex"":69}",2026-06-14T11:00:00Z
138,12,Clear Creek County Service Region,2026-06-24,89,73,105,1.45,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":137,""regionDemandIndex"":76}",2026-06-13T11:00:00Z
139,13,Fremont County Service Region,2026-06-24,106,87,125,1.53,sled_reference_scale_v1,"{""source"":""reference_scale_seed"",""signalIndex"":138,""regionDemandIndex"":83}",2026-06-12T11:00:00Z
