product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
31,31,GOV-SVC-0031,Health and Human Services Referral Review 031,"Health and Human Services Referral workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Health and Human Services,Referral,255,80,0.001,1,2026-02-17,"health-and-human-services,sla,auditability,resident-experience",2026-04-03T12:00:00Z,2026-06-15T12:00:00Z
32,32,GOV-SVC-0032,Policy Compliance Evidence Review Review 032,"Policy Compliance Evidence Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Policy Compliance,Compliance Evidence,270,88,0.001,1,2026-02-18,"policy-compliance,sla,auditability,resident-experience",2026-04-04T12:00:00Z,2026-06-14T12:00:00Z
33,33,GOV-SVC-0033,Fraud Waste Abuse Screening Review 033,"Fraud Waste Abuse Screening workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Fraud Waste and Abuse Detection,Risk Screening,285,96,0.001,1,2026-02-19,"fraud-waste-and-abuse-detection,sla,auditability,resident-experience",2026-04-05T12:00:00Z,2026-06-13T12:00:00Z
34,34,GOV-SVC-0034,Accessibility Accommodation Request Review 034,"Accessibility Accommodation Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Accessibility Services,Accommodation,300,104,0.001,1,2026-02-20,"accessibility-services,sla,auditability,resident-experience",2026-04-06T12:00:00Z,2026-06-12T12:00:00Z
35,35,GOV-SVC-0035,Resident Digital Service Callback Review 035,"Resident Digital Service Callback workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Citizen-Facing Digital Services,Digital Support,315,112,0.001,1,2026-02-21,"citizen-facing-digital-services,sla,auditability,resident-experience",2026-04-07T12:00:00Z,2026-06-11T12:00:00Z
36,36,GOV-SVC-0036,Interagency Case Handoff Review 036,"Interagency Case Handoff workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Interagency Workflows,Case Transfer,330,120,0.001,1,2026-02-22,"interagency-workflows,sla,auditability,resident-experience",2026-04-08T12:00:00Z,2026-06-10T12:00:00Z
37,37,GOV-SVC-0037,Online Permit Intake Routing 037,"Online Permit Intake workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Constituent Services,Digital Intake,75,32,0.001,1,2026-02-23,"constituent-services,sla,auditability,resident-experience",2026-04-09T12:00:00Z,2026-06-09T12:00:00Z
38,38,GOV-SVC-0038,Benefits Eligibility Review Routing 038,"Benefits Eligibility Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Benefits Eligibility,Eligibility Screening,90,40,0.001,1,2026-02-24,"benefits-eligibility,sla,auditability,resident-experience",2026-04-10T12:00:00Z,2026-06-08T12:00:00Z
39,39,GOV-SVC-0039,Public Assistance Case Update Routing 039,"Public Assistance Case Update workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Assistance Programs,Case Update,105,48,0.001,1,2026-02-25,"public-assistance-programs,sla,auditability,resident-experience",2026-04-11T12:00:00Z,2026-06-07T12:00:00Z
40,40,GOV-SVC-0040,Business License Renewal Routing 040,"Business License Renewal workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Business Licensing,License Renewal,120,56,0.001,1,2026-02-26,"business-licensing,sla,auditability,resident-experience",2026-04-12T12:00:00Z,2026-06-06T12:00:00Z
41,41,GOV-SVC-0041,Inspection Scheduling Routing 041,"Inspection Scheduling workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Inspection,135,64,0.001,1,2026-02-27,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-13T12:00:00Z,2026-06-05T12:00:00Z
42,42,GOV-SVC-0042,Code Enforcement Follow-Up Routing 042,"Code Enforcement Follow-Up workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Compliance Follow-Up,150,72,0.001,1,2026-02-28,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-14T12:00:00Z,2026-06-04T12:00:00Z
43,43,GOV-SVC-0043,Public Works Service Request Routing 043,"Public Works Service Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Works,Field Service,165,80,0.001,1,2026-03-01,"public-works,sla,auditability,resident-experience",2026-04-15T12:00:00Z,2026-06-17T12:00:00Z
44,44,GOV-SVC-0044,Transportation Access Request Routing 044,"Transportation Access Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Transportation Services,Mobility Access,180,88,0.001,1,2026-03-02,"transportation-services,sla,auditability,resident-experience",2026-04-16T12:00:00Z,2026-06-16T12:00:00Z
45,45,GOV-SVC-0045,Emergency Operations Support Routing 045,"Emergency Operations Support workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Emergency Response,EOC Coordination,195,96,0.001,1,2026-03-03,"emergency-response,sla,auditability,resident-experience",2026-04-17T12:00:00Z,2026-06-15T12:00:00Z
46,46,GOV-SVC-0046,Tax Account Resolution Routing 046,"Tax Account Resolution workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Tax and Revenue Operations,Revenue Case,210,104,0.001,1,2026-03-04,"tax-and-revenue-operations,sla,auditability,resident-experience",2026-04-18T12:00:00Z,2026-06-14T12:00:00Z
47,47,GOV-SVC-0047,Grant Compliance Review Routing 047,"Grant Compliance Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Grants Management,Grant Oversight,225,112,0.001,1,2026-03-05,"grants-management,sla,auditability,resident-experience",2026-04-19T12:00:00Z,2026-06-13T12:00:00Z
48,48,GOV-SVC-0048,Records Request Fulfillment Routing 048,"Records Request Fulfillment workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Records Management,Records Access,240,120,0.001,1,2026-03-06,"records-management,sla,auditability,resident-experience",2026-04-20T12:00:00Z,2026-06-12T12:00:00Z
49,49,GOV-SVC-0049,Health and Human Services Referral Routing 049,"Health and Human Services Referral workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Health and Human Services,Referral,255,32,0.001,1,2026-03-07,"health-and-human-services,sla,auditability,resident-experience",2026-04-21T12:00:00Z,2026-06-11T12:00:00Z
50,50,GOV-SVC-0050,Policy Compliance Evidence Review Routing 050,"Policy Compliance Evidence Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Policy Compliance,Compliance Evidence,270,40,0.001,1,2026-03-08,"policy-compliance,sla,auditability,resident-experience",2026-04-22T12:00:00Z,2026-06-10T12:00:00Z
51,1,GOV-SVC-0051,Fraud Waste Abuse Screening Routing 051,"Fraud Waste Abuse Screening workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Fraud Waste and Abuse Detection,Risk Screening,285,48,0.001,1,2026-03-09,"fraud-waste-and-abuse-detection,sla,auditability,resident-experience",2026-04-23T12:00:00Z,2026-06-09T12:00:00Z
52,2,GOV-SVC-0052,Accessibility Accommodation Request Routing 052,"Accessibility Accommodation Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Accessibility Services,Accommodation,300,56,0.001,1,2026-03-10,"accessibility-services,sla,auditability,resident-experience",2026-04-24T12:00:00Z,2026-06-08T12:00:00Z
53,3,GOV-SVC-0053,Resident Digital Service Callback Routing 053,"Resident Digital Service Callback workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Citizen-Facing Digital Services,Digital Support,315,64,0.001,1,2026-03-11,"citizen-facing-digital-services,sla,auditability,resident-experience",2026-04-25T12:00:00Z,2026-06-07T12:00:00Z
54,4,GOV-SVC-0054,Interagency Case Handoff Routing 054,"Interagency Case Handoff workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Interagency Workflows,Case Transfer,330,72,0.001,1,2026-03-12,"interagency-workflows,sla,auditability,resident-experience",2026-04-26T12:00:00Z,2026-06-06T12:00:00Z
55,5,GOV-SVC-0055,Online Permit Intake Escalation 055,"Online Permit Intake workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Constituent Services,Digital Intake,75,80,0.001,1,2026-03-13,"constituent-services,sla,auditability,resident-experience",2026-04-27T12:00:00Z,2026-06-05T12:00:00Z
56,6,GOV-SVC-0056,Benefits Eligibility Review Escalation 056,"Benefits Eligibility Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Benefits Eligibility,Eligibility Screening,90,88,0.001,1,2026-03-14,"benefits-eligibility,sla,auditability,resident-experience",2026-04-28T12:00:00Z,2026-06-04T12:00:00Z
57,7,GOV-SVC-0057,Public Assistance Case Update Escalation 057,"Public Assistance Case Update workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Assistance Programs,Case Update,105,96,0.001,1,2026-03-15,"public-assistance-programs,sla,auditability,resident-experience",2026-04-29T12:00:00Z,2026-06-17T12:00:00Z
58,8,GOV-SVC-0058,Business License Renewal Escalation 058,"Business License Renewal workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Business Licensing,License Renewal,120,104,0.001,1,2026-03-16,"business-licensing,sla,auditability,resident-experience",2026-04-30T12:00:00Z,2026-06-16T12:00:00Z
59,9,GOV-SVC-0059,Inspection Scheduling Escalation 059,"Inspection Scheduling workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Inspection,135,112,0.001,1,2026-03-17,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-05-01T12:00:00Z,2026-06-15T12:00:00Z
60,10,GOV-SVC-0060,Code Enforcement Follow-Up Escalation 060,"Code Enforcement Follow-Up workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Compliance Follow-Up,150,120,0.001,1,2026-03-18,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-05-02T12:00:00Z,2026-06-14T12:00:00Z
61,11,GOV-SVC-0061,Public Works Service Request Escalation 061,"Public Works Service Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Works,Field Service,165,32,0.001,1,2026-03-19,"public-works,sla,auditability,resident-experience",2026-04-03T12:00:00Z,2026-06-13T12:00:00Z
62,12,GOV-SVC-0062,Transportation Access Request Escalation 062,"Transportation Access Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Transportation Services,Mobility Access,180,40,0.001,1,2026-03-20,"transportation-services,sla,auditability,resident-experience",2026-04-04T12:00:00Z,2026-06-12T12:00:00Z
63,13,GOV-SVC-0063,Emergency Operations Support Escalation 063,"Emergency Operations Support workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Emergency Response,EOC Coordination,195,48,0.001,1,2026-03-21,"emergency-response,sla,auditability,resident-experience",2026-04-05T12:00:00Z,2026-06-11T12:00:00Z
64,14,GOV-SVC-0064,Tax Account Resolution Escalation 064,"Tax Account Resolution workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Tax and Revenue Operations,Revenue Case,210,56,0.001,1,2026-03-22,"tax-and-revenue-operations,sla,auditability,resident-experience",2026-04-06T12:00:00Z,2026-06-10T12:00:00Z
65,15,GOV-SVC-0065,Grant Compliance Review Escalation 065,"Grant Compliance Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Grants Management,Grant Oversight,225,64,0.001,1,2026-03-23,"grants-management,sla,auditability,resident-experience",2026-04-07T12:00:00Z,2026-06-09T12:00:00Z
66,16,GOV-SVC-0066,Records Request Fulfillment Escalation 066,"Records Request Fulfillment workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Records Management,Records Access,240,72,0.001,1,2026-03-24,"records-management,sla,auditability,resident-experience",2026-04-08T12:00:00Z,2026-06-08T12:00:00Z
67,17,GOV-SVC-0067,Health and Human Services Referral Escalation 067,"Health and Human Services Referral workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Health and Human Services,Referral,255,80,0.001,1,2026-03-25,"health-and-human-services,sla,auditability,resident-experience",2026-04-09T12:00:00Z,2026-06-07T12:00:00Z
68,18,GOV-SVC-0068,Policy Compliance Evidence Review Escalation 068,"Policy Compliance Evidence Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Policy Compliance,Compliance Evidence,270,88,0.001,1,2026-03-26,"policy-compliance,sla,auditability,resident-experience",2026-04-10T12:00:00Z,2026-06-06T12:00:00Z
69,19,GOV-SVC-0069,Fraud Waste Abuse Screening Escalation 069,"Fraud Waste Abuse Screening workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Fraud Waste and Abuse Detection,Risk Screening,285,96,0.001,1,2026-03-27,"fraud-waste-and-abuse-detection,sla,auditability,resident-experience",2026-04-11T12:00:00Z,2026-06-05T12:00:00Z
70,20,GOV-SVC-0070,Accessibility Accommodation Request Escalation 070,"Accessibility Accommodation Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Accessibility Services,Accommodation,300,104,0.001,1,2026-03-28,"accessibility-services,sla,auditability,resident-experience",2026-04-12T12:00:00Z,2026-06-04T12:00:00Z
71,21,GOV-SVC-0071,Resident Digital Service Callback Escalation 071,"Resident Digital Service Callback workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Citizen-Facing Digital Services,Digital Support,315,112,0.001,1,2026-03-29,"citizen-facing-digital-services,sla,auditability,resident-experience",2026-04-13T12:00:00Z,2026-06-17T12:00:00Z
72,22,GOV-SVC-0072,Interagency Case Handoff Escalation 072,"Interagency Case Handoff workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Interagency Workflows,Case Transfer,330,120,0.001,1,2026-03-30,"interagency-workflows,sla,auditability,resident-experience",2026-04-14T12:00:00Z,2026-06-16T12:00:00Z
73,23,GOV-SVC-0073,Online Permit Intake Resolution 073,"Online Permit Intake workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Constituent Services,Digital Intake,75,32,0.001,1,2026-03-31,"constituent-services,sla,auditability,resident-experience",2026-04-15T12:00:00Z,2026-06-15T12:00:00Z
74,24,GOV-SVC-0074,Benefits Eligibility Review Resolution 074,"Benefits Eligibility Review workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Benefits Eligibility,Eligibility Screening,90,40,0.001,1,2026-04-01,"benefits-eligibility,sla,auditability,resident-experience",2026-04-16T12:00:00Z,2026-06-14T12:00:00Z
75,25,GOV-SVC-0075,Public Assistance Case Update Resolution 075,"Public Assistance Case Update workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Assistance Programs,Case Update,105,48,0.001,1,2026-04-02,"public-assistance-programs,sla,auditability,resident-experience",2026-04-17T12:00:00Z,2026-06-13T12:00:00Z
76,26,GOV-SVC-0076,Business License Renewal Resolution 076,"Business License Renewal workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Business Licensing,License Renewal,120,56,0.001,1,2026-04-03,"business-licensing,sla,auditability,resident-experience",2026-04-18T12:00:00Z,2026-06-12T12:00:00Z
77,27,GOV-SVC-0077,Inspection Scheduling Resolution 077,"Inspection Scheduling workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Inspection,135,64,0.001,1,2026-04-04,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-19T12:00:00Z,2026-06-11T12:00:00Z
78,28,GOV-SVC-0078,Code Enforcement Follow-Up Resolution 078,"Code Enforcement Follow-Up workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Inspections and Code Enforcement,Compliance Follow-Up,150,72,0.001,1,2026-04-05,"inspections-and-code-enforcement,sla,auditability,resident-experience",2026-04-20T12:00:00Z,2026-06-10T12:00:00Z
79,29,GOV-SVC-0079,Public Works Service Request Resolution 079,"Public Works Service Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Public Works,Field Service,165,80,0.001,1,2026-04-06,"public-works,sla,auditability,resident-experience",2026-04-21T12:00:00Z,2026-06-09T12:00:00Z
80,30,GOV-SVC-0080,Transportation Access Request Resolution 080,"Transportation Access Request workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Transportation Services,Mobility Access,180,88,0.001,1,2026-04-07,"transportation-services,sla,auditability,resident-experience",2026-04-22T12:00:00Z,2026-06-08T12:00:00Z
81,31,GOV-SVC-0081,Emergency Operations Support Resolution 081,"Emergency Operations Support workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Emergency Response,EOC Coordination,195,96,0.001,1,2026-04-08,"emergency-response,sla,auditability,resident-experience",2026-04-23T12:00:00Z,2026-06-07T12:00:00Z
82,32,GOV-SVC-0082,Tax Account Resolution Resolution 082,"Tax Account Resolution workflow for state and local government teams, covering service-level agreements, auditability, accessibility, and responsible AI evidence.",Tax and Revenue Operations,Revenue Case,210,104,0.001,1,2026-04-09,"tax-and-revenue-operations,sla,auditability,resident-experience",2026-04-24T12:00:00Z,2026-06-06T12:00:00Z
