influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
13,@sled_partner_0013,Fraud Waste and Abuse Detection Signal Source 013,youtube,12376,0.0504,96.34,Fraud Waste and Abuse Detection,Durango,Colorado,US,1,2026-03-21T12:00:00Z
14,@sled_partner_0014,Policy Compliance Signal Source 014,instagram,13199,0.0531,60.51,Policy Compliance,Montrose,Colorado,US,0,2026-03-22T12:00:00Z
15,@sled_partner_0015,Records Management Signal Source 015,tiktok,14022,0.0558,67.68,Records Management,Steamboat Springs,Colorado,US,0,2026-03-23T12:00:00Z
16,@sled_partner_0016,Interagency Workflows Signal Source 016,threads,14845,0.0585,74,Interagency Workflows,Alamosa,Colorado,US,0,2026-03-24T12:00:00Z
17,@sled_partner_0017,Business Licensing Signal Source 017,twitter,15668,0.0612,81.17,Business Licensing,Glenwood Springs,Colorado,US,1,2026-03-25T12:00:00Z
18,@sled_partner_0018,Public Assistance Programs Signal Source 018,youtube,16491,0.0639,88.34,Public Assistance Programs,Idaho Springs,Colorado,US,0,2026-03-26T12:00:00Z
19,@sled_partner_0019,Accessibility Services Signal Source 019,instagram,17314,0.0666,95.51,Accessibility Services,Cañon City,Colorado,US,0,2026-03-27T12:00:00Z
20,@sled_partner_0020,Transparency and Auditability Signal Source 020,tiktok,18137,0.018,59.68,Transparency and Auditability,Salida,Colorado,US,0,2026-03-28T12:00:00Z
21,@sled_partner_0021,Constituent Services Signal Source 021,threads,18960,0.0207,66,Constituent Services,Gunnison,Colorado,US,1,2026-03-29T12:00:00Z
22,@sled_partner_0022,Permits and Licensing Signal Source 022,twitter,19783,0.0234,73.17,Permits and Licensing,Leadville,Colorado,US,0,2026-03-30T12:00:00Z
23,@sled_partner_0023,Benefits Eligibility Signal Source 023,youtube,20606,0.0261,80.34,Benefits Eligibility,Walsenburg,Colorado,US,0,2026-03-31T12:00:00Z
24,@sled_partner_0024,Case Management Signal Source 024,instagram,21429,0.0288,87.51,Case Management,Trinidad,Colorado,US,0,2026-04-01T12:00:00Z
25,@sled_partner_0025,Emergency Response Signal Source 025,tiktok,22252,0.0315,94.68,Emergency Response,Sterling,Colorado,US,1,2026-04-02T12:00:00Z
26,@sled_partner_0026,Public Works Signal Source 026,threads,23075,0.0342,58,Public Works,Fort Morgan,Colorado,US,0,2026-04-03T12:00:00Z
27,@sled_partner_0027,Transportation Services Signal Source 027,twitter,23898,0.0369,65.17,Transportation Services,Yuma,Colorado,US,0,2026-04-04T12:00:00Z
28,@sled_partner_0028,Tax and Revenue Operations Signal Source 028,youtube,24721,0.0396,72.34,Tax and Revenue Operations,Burlington,Colorado,US,0,2026-04-05T12:00:00Z
29,@sled_partner_0029,Citizen-Facing Digital Services Signal Source 029,instagram,25544,0.0423,79.51,Citizen-Facing Digital Services,Craig,Colorado,US,1,2026-04-06T12:00:00Z
30,@sled_partner_0030,Inspections and Code Enforcement Signal Source 030,tiktok,26367,0.045,86.68,Inspections and Code Enforcement,Telluride,Colorado,US,0,2026-04-07T12:00:00Z
31,@sled_partner_0031,Grants Management Signal Source 031,threads,27190,0.0477,93,Grants Management,Cortez,Colorado,US,0,2026-04-08T12:00:00Z
32,@sled_partner_0032,Health and Human Services Signal Source 032,twitter,28013,0.0504,57.17,Health and Human Services,Denver,Colorado,US,0,2026-04-09T12:00:00Z
33,@sled_partner_0033,Fraud Waste and Abuse Detection Signal Source 033,youtube,28836,0.0531,64.34,Fraud Waste and Abuse Detection,Colorado Springs,Colorado,US,1,2026-04-10T12:00:00Z
34,@sled_partner_0034,Policy Compliance Signal Source 034,instagram,29659,0.0558,71.51,Policy Compliance,Aurora,Colorado,US,0,2026-04-11T12:00:00Z
35,@sled_partner_0035,Records Management Signal Source 035,tiktok,30482,0.0585,78.68,Records Management,Fort Collins,Colorado,US,0,2026-04-12T12:00:00Z
36,@sled_partner_0036,Interagency Workflows Signal Source 036,threads,31305,0.0612,85,Interagency Workflows,Lakewood,Colorado,US,0,2026-04-13T12:00:00Z
37,@sled_partner_0037,Business Licensing Signal Source 037,twitter,32128,0.0639,92.17,Business Licensing,Thornton,Colorado,US,1,2026-04-14T12:00:00Z
38,@sled_partner_0038,Public Assistance Programs Signal Source 038,youtube,32951,0.0666,56.34,Public Assistance Programs,Pueblo,Colorado,US,0,2026-04-15T12:00:00Z
39,@sled_partner_0039,Accessibility Services Signal Source 039,instagram,33774,0.018,63.51,Accessibility Services,Boulder,Colorado,US,0,2026-04-16T12:00:00Z
40,@sled_partner_0040,Transparency and Auditability Signal Source 040,tiktok,34597,0.0207,70.68,Transparency and Auditability,Greeley,Colorado,US,0,2026-04-17T12:00:00Z
41,@sled_partner_0041,Constituent Services Signal Source 041,threads,35420,0.0234,77,Constituent Services,Castle Rock,Colorado,US,1,2026-04-18T12:00:00Z
42,@sled_partner_0042,Permits and Licensing Signal Source 042,twitter,36243,0.0261,84.17,Permits and Licensing,Grand Junction,Colorado,US,0,2026-04-19T12:00:00Z
43,@sled_partner_0043,Benefits Eligibility Signal Source 043,youtube,37066,0.0288,91.34,Benefits Eligibility,Broomfield,Colorado,US,0,2026-04-20T12:00:00Z
44,@sled_partner_0044,Case Management Signal Source 044,instagram,37889,0.0315,55.51,Case Management,Durango,Colorado,US,0,2026-04-21T12:00:00Z
45,@sled_partner_0045,Emergency Response Signal Source 045,tiktok,38712,0.0342,62.68,Emergency Response,Montrose,Colorado,US,1,2026-04-22T12:00:00Z
46,@sled_partner_0046,Public Works Signal Source 046,threads,39535,0.0369,69,Public Works,Steamboat Springs,Colorado,US,0,2026-04-23T12:00:00Z
47,@sled_partner_0047,Transportation Services Signal Source 047,twitter,40358,0.0396,76.17,Transportation Services,Alamosa,Colorado,US,0,2026-04-24T12:00:00Z
48,@sled_partner_0048,Tax and Revenue Operations Signal Source 048,youtube,41181,0.0423,83.34,Tax and Revenue Operations,Glenwood Springs,Colorado,US,0,2026-04-25T12:00:00Z
49,@sled_partner_0049,Citizen-Facing Digital Services Signal Source 049,instagram,42004,0.045,90.51,Citizen-Facing Digital Services,Idaho Springs,Colorado,US,1,2026-04-26T12:00:00Z
50,@sled_partner_0050,Inspections and Code Enforcement Signal Source 050,tiktok,42827,0.0477,97.68,Inspections and Code Enforcement,Cañon City,Colorado,US,0,2026-04-27T12:00:00Z
51,@sled_partner_0051,Grants Management Signal Source 051,threads,43650,0.0504,61,Grants Management,Salida,Colorado,US,0,2026-04-28T12:00:00Z
52,@sled_partner_0052,Health and Human Services Signal Source 052,twitter,44473,0.0531,68.17,Health and Human Services,Gunnison,Colorado,US,0,2026-04-29T12:00:00Z
53,@sled_partner_0053,Fraud Waste and Abuse Detection Signal Source 053,youtube,45296,0.0558,75.34,Fraud Waste and Abuse Detection,Leadville,Colorado,US,1,2026-04-30T12:00:00Z
54,@sled_partner_0054,Policy Compliance Signal Source 054,instagram,46119,0.0585,82.51,Policy Compliance,Walsenburg,Colorado,US,0,2026-05-01T12:00:00Z
55,@sled_partner_0055,Records Management Signal Source 055,tiktok,46942,0.0612,89.68,Records Management,Trinidad,Colorado,US,0,2026-05-02T12:00:00Z
56,@sled_partner_0056,Interagency Workflows Signal Source 056,threads,47765,0.0639,96,Interagency Workflows,Sterling,Colorado,US,0,2026-05-03T12:00:00Z
57,@sled_partner_0057,Business Licensing Signal Source 057,twitter,48588,0.0666,60.17,Business Licensing,Fort Morgan,Colorado,US,1,2026-05-04T12:00:00Z
58,@sled_partner_0058,Public Assistance Programs Signal Source 058,youtube,49411,0.018,67.34,Public Assistance Programs,Yuma,Colorado,US,0,2026-05-05T12:00:00Z
59,@sled_partner_0059,Accessibility Services Signal Source 059,instagram,50234,0.0207,74.51,Accessibility Services,Burlington,Colorado,US,0,2026-05-06T12:00:00Z
60,@sled_partner_0060,Transparency and Auditability Signal Source 060,tiktok,51057,0.0234,81.68,Transparency and Auditability,Craig,Colorado,US,0,2026-05-07T12:00:00Z
61,@sled_partner_0061,Constituent Services Signal Source 061,threads,51880,0.0261,88,Constituent Services,Telluride,Colorado,US,1,2026-05-08T12:00:00Z
62,@sled_partner_0062,Permits and Licensing Signal Source 062,twitter,52703,0.0288,95.17,Permits and Licensing,Cortez,Colorado,US,0,2026-05-09T12:00:00Z
63,@sled_partner_0063,Benefits Eligibility Signal Source 063,youtube,53526,0.0315,59.34,Benefits Eligibility,Denver,Colorado,US,0,2026-05-10T12:00:00Z
64,@sled_partner_0064,Case Management Signal Source 064,instagram,54349,0.0342,66.51,Case Management,Colorado Springs,Colorado,US,0,2026-05-11T12:00:00Z
65,@sled_partner_0065,Emergency Response Signal Source 065,tiktok,55172,0.0369,73.68,Emergency Response,Aurora,Colorado,US,1,2026-05-12T12:00:00Z
66,@sled_partner_0066,Public Works Signal Source 066,threads,55995,0.0396,80,Public Works,Fort Collins,Colorado,US,0,2026-05-13T12:00:00Z
67,@sled_partner_0067,Transportation Services Signal Source 067,twitter,56818,0.0423,87.17,Transportation Services,Lakewood,Colorado,US,0,2026-05-14T12:00:00Z
68,@sled_partner_0068,Tax and Revenue Operations Signal Source 068,youtube,57641,0.045,94.34,Tax and Revenue Operations,Thornton,Colorado,US,0,2026-05-15T12:00:00Z
69,@sled_partner_0069,Citizen-Facing Digital Services Signal Source 069,instagram,58464,0.0477,58.51,Citizen-Facing Digital Services,Pueblo,Colorado,US,1,2026-05-16T12:00:00Z
70,@sled_partner_0070,Inspections and Code Enforcement Signal Source 070,tiktok,59287,0.0504,65.68,Inspections and Code Enforcement,Boulder,Colorado,US,0,2026-05-17T12:00:00Z
71,@sled_partner_0071,Grants Management Signal Source 071,threads,60110,0.0531,72,Grants Management,Greeley,Colorado,US,0,2026-03-09T12:00:00Z
72,@sled_partner_0072,Health and Human Services Signal Source 072,twitter,60933,0.0558,79.17,Health and Human Services,Castle Rock,Colorado,US,0,2026-03-10T12:00:00Z
73,@sled_partner_0073,Fraud Waste and Abuse Detection Signal Source 073,youtube,61756,0.0585,86.34,Fraud Waste and Abuse Detection,Grand Junction,Colorado,US,1,2026-03-11T12:00:00Z
74,@sled_partner_0074,Policy Compliance Signal Source 074,instagram,62579,0.0612,93.51,Policy Compliance,Broomfield,Colorado,US,0,2026-03-12T12:00:00Z
75,@sled_partner_0075,Records Management Signal Source 075,tiktok,63402,0.0639,57.68,Records Management,Durango,Colorado,US,0,2026-03-13T12:00:00Z
76,@sled_partner_0076,Interagency Workflows Signal Source 076,threads,64225,0.0666,64,Interagency Workflows,Montrose,Colorado,US,0,2026-03-14T12:00:00Z
77,@sled_partner_0077,Business Licensing Signal Source 077,twitter,65048,0.018,71.17,Business Licensing,Steamboat Springs,Colorado,US,1,2026-03-15T12:00:00Z
78,@sled_partner_0078,Public Assistance Programs Signal Source 078,youtube,65871,0.0207,78.34,Public Assistance Programs,Alamosa,Colorado,US,0,2026-03-16T12:00:00Z
79,@sled_partner_0079,Accessibility Services Signal Source 079,instagram,66694,0.0234,85.51,Accessibility Services,Glenwood Springs,Colorado,US,0,2026-03-17T12:00:00Z
80,@sled_partner_0080,Transparency and Auditability Signal Source 080,tiktok,67517,0.0261,92.68,Transparency and Auditability,Idaho Springs,Colorado,US,0,2026-03-18T12:00:00Z
81,@sled_partner_0081,Constituent Services Signal Source 081,threads,68340,0.0288,56,Constituent Services,Cañon City,Colorado,US,1,2026-03-19T12:00:00Z
82,@sled_partner_0082,Permits and Licensing Signal Source 082,twitter,69163,0.0315,63.17,Permits and Licensing,Salida,Colorado,US,0,2026-03-20T12:00:00Z
83,@sled_partner_0083,Benefits Eligibility Signal Source 083,youtube,69986,0.0342,70.34,Benefits Eligibility,Gunnison,Colorado,US,0,2026-03-21T12:00:00Z
84,@sled_partner_0084,Case Management Signal Source 084,instagram,70809,0.0369,77.51,Case Management,Leadville,Colorado,US,0,2026-03-22T12:00:00Z
85,@sled_partner_0085,Emergency Response Signal Source 085,tiktok,71632,0.0396,84.68,Emergency Response,Walsenburg,Colorado,US,1,2026-03-23T12:00:00Z
86,@sled_partner_0086,Public Works Signal Source 086,threads,72455,0.0423,91,Public Works,Trinidad,Colorado,US,0,2026-03-24T12:00:00Z
87,@sled_partner_0087,Transportation Services Signal Source 087,twitter,73278,0.045,55.17,Transportation Services,Sterling,Colorado,US,0,2026-03-25T12:00:00Z
88,@sled_partner_0088,Tax and Revenue Operations Signal Source 088,youtube,74101,0.0477,62.34,Tax and Revenue Operations,Fort Morgan,Colorado,US,0,2026-03-26T12:00:00Z
89,@sled_partner_0089,Citizen-Facing Digital Services Signal Source 089,instagram,74924,0.0504,69.51,Citizen-Facing Digital Services,Yuma,Colorado,US,1,2026-03-27T12:00:00Z
90,@sled_partner_0090,Inspections and Code Enforcement Signal Source 090,tiktok,75747,0.0531,76.68,Inspections and Code Enforcement,Burlington,Colorado,US,0,2026-03-28T12:00:00Z
91,@sled_partner_0091,Grants Management Signal Source 091,threads,76570,0.0558,83,Grants Management,Craig,Colorado,US,0,2026-03-29T12:00:00Z
92,@sled_partner_0092,Health and Human Services Signal Source 092,twitter,77393,0.0585,90.17,Health and Human Services,Telluride,Colorado,US,0,2026-03-30T12:00:00Z
93,@sled_partner_0093,Fraud Waste and Abuse Detection Signal Source 093,youtube,78216,0.0612,97.34,Fraud Waste and Abuse Detection,Cortez,Colorado,US,1,2026-03-31T12:00:00Z
94,@sled_partner_0094,Policy Compliance Signal Source 094,instagram,79039,0.0639,61.51,Policy Compliance,Denver,Colorado,US,0,2026-04-01T12:00:00Z
95,@sled_partner_0095,Records Management Signal Source 095,tiktok,79862,0.0666,68.68,Records Management,Colorado Springs,Colorado,US,0,2026-04-02T12:00:00Z
96,@sled_partner_0096,Interagency Workflows Signal Source 096,threads,80685,0.018,75,Interagency Workflows,Aurora,Colorado,US,0,2026-04-03T12:00:00Z
97,@sled_partner_0097,Business Licensing Signal Source 097,twitter,81508,0.0207,82.17,Business Licensing,Fort Collins,Colorado,US,1,2026-04-04T12:00:00Z
98,@sled_partner_0098,Public Assistance Programs Signal Source 098,youtube,82331,0.0234,89.34,Public Assistance Programs,Lakewood,Colorado,US,0,2026-04-05T12:00:00Z
99,@sled_partner_0099,Accessibility Services Signal Source 099,instagram,83154,0.0261,96.51,Accessibility Services,Thornton,Colorado,US,0,2026-04-06T12:00:00Z
100,@sled_partner_0100,Transparency and Auditability Signal Source 100,tiktok,83977,0.0288,60.68,Transparency and Auditability,Pueblo,Colorado,US,0,2026-04-07T12:00:00Z
101,@sled_partner_0101,Constituent Services Signal Source 101,threads,84800,0.0315,67,Constituent Services,Boulder,Colorado,US,1,2026-04-08T12:00:00Z
102,@sled_partner_0102,Permits and Licensing Signal Source 102,twitter,85623,0.0342,74.17,Permits and Licensing,Greeley,Colorado,US,0,2026-04-09T12:00:00Z
103,@sled_partner_0103,Benefits Eligibility Signal Source 103,youtube,86446,0.0369,81.34,Benefits Eligibility,Castle Rock,Colorado,US,0,2026-04-10T12:00:00Z
104,@sled_partner_0104,Case Management Signal Source 104,instagram,87269,0.0396,88.51,Case Management,Grand Junction,Colorado,US,0,2026-04-11T12:00:00Z
105,@sled_partner_0105,Emergency Response Signal Source 105,tiktok,88092,0.0423,95.68,Emergency Response,Broomfield,Colorado,US,1,2026-04-12T12:00:00Z
106,@sled_partner_0106,Public Works Signal Source 106,threads,88915,0.045,59,Public Works,Durango,Colorado,US,0,2026-04-13T12:00:00Z
107,@sled_partner_0107,Transportation Services Signal Source 107,twitter,89738,0.0477,66.17,Transportation Services,Montrose,Colorado,US,0,2026-04-14T12:00:00Z
108,@sled_partner_0108,Tax and Revenue Operations Signal Source 108,youtube,90561,0.0504,73.34,Tax and Revenue Operations,Steamboat Springs,Colorado,US,0,2026-04-15T12:00:00Z
109,@sled_partner_0109,Citizen-Facing Digital Services Signal Source 109,instagram,91384,0.0531,80.51,Citizen-Facing Digital Services,Alamosa,Colorado,US,1,2026-04-16T12:00:00Z
110,@sled_partner_0110,Inspections and Code Enforcement Signal Source 110,tiktok,92207,0.0558,87.68,Inspections and Code Enforcement,Glenwood Springs,Colorado,US,0,2026-04-17T12:00:00Z
111,@sled_partner_0111,Grants Management Signal Source 111,threads,93030,0.0585,94,Grants Management,Idaho Springs,Colorado,US,0,2026-04-18T12:00:00Z
112,@sled_partner_0112,Health and Human Services Signal Source 112,twitter,93853,0.0612,58.17,Health and Human Services,Cañon City,Colorado,US,0,2026-04-19T12:00:00Z
113,@sled_partner_0113,Fraud Waste and Abuse Detection Signal Source 113,youtube,94676,0.0639,65.34,Fraud Waste and Abuse Detection,Salida,Colorado,US,1,2026-04-20T12:00:00Z
114,@sled_partner_0114,Policy Compliance Signal Source 114,instagram,95499,0.0666,72.51,Policy Compliance,Gunnison,Colorado,US,0,2026-04-21T12:00:00Z
115,@sled_partner_0115,Records Management Signal Source 115,tiktok,96322,0.018,79.68,Records Management,Leadville,Colorado,US,0,2026-04-22T12:00:00Z
116,@sled_partner_0116,Interagency Workflows Signal Source 116,threads,97145,0.0207,86,Interagency Workflows,Walsenburg,Colorado,US,0,2026-04-23T12:00:00Z
117,@sled_partner_0117,Business Licensing Signal Source 117,twitter,97968,0.0234,93.17,Business Licensing,Trinidad,Colorado,US,1,2026-04-24T12:00:00Z
118,@sled_partner_0118,Public Assistance Programs Signal Source 118,youtube,98791,0.0261,57.34,Public Assistance Programs,Sterling,Colorado,US,0,2026-04-25T12:00:00Z
119,@sled_partner_0119,Accessibility Services Signal Source 119,instagram,99614,0.0288,64.51,Accessibility Services,Fort Morgan,Colorado,US,0,2026-04-26T12:00:00Z
120,@sled_partner_0120,Transparency and Auditability Signal Source 120,tiktok,100437,0.0315,71.68,Transparency and Auditability,Yuma,Colorado,US,0,2026-04-27T12:00:00Z
121,@sled_partner_0121,Constituent Services Signal Source 121,threads,101260,0.0342,78,Constituent Services,Burlington,Colorado,US,1,2026-04-28T12:00:00Z
122,@sled_partner_0122,Permits and Licensing Signal Source 122,twitter,102083,0.0369,85.17,Permits and Licensing,Craig,Colorado,US,0,2026-04-29T12:00:00Z
123,@sled_partner_0123,Benefits Eligibility Signal Source 123,youtube,102906,0.0396,92.34,Benefits Eligibility,Telluride,Colorado,US,0,2026-04-30T12:00:00Z
124,@sled_partner_0124,Case Management Signal Source 124,instagram,103729,0.0423,56.51,Case Management,Cortez,Colorado,US,0,2026-05-01T12:00:00Z
125,@sled_partner_0125,Emergency Response Signal Source 125,tiktok,104552,0.045,63.68,Emergency Response,Denver,Colorado,US,1,2026-05-02T12:00:00Z
126,@sled_partner_0126,Public Works Signal Source 126,threads,105375,0.0477,70,Public Works,Colorado Springs,Colorado,US,0,2026-05-03T12:00:00Z
127,@sled_partner_0127,Transportation Services Signal Source 127,twitter,106198,0.0504,77.17,Transportation Services,Aurora,Colorado,US,0,2026-05-04T12:00:00Z
128,@sled_partner_0128,Tax and Revenue Operations Signal Source 128,youtube,107021,0.0531,84.34,Tax and Revenue Operations,Fort Collins,Colorado,US,0,2026-05-05T12:00:00Z
129,@sled_partner_0129,Citizen-Facing Digital Services Signal Source 129,instagram,107844,0.0558,91.51,Citizen-Facing Digital Services,Lakewood,Colorado,US,1,2026-05-06T12:00:00Z
130,@sled_partner_0130,Inspections and Code Enforcement Signal Source 130,tiktok,108667,0.0585,55.68,Inspections and Code Enforcement,Thornton,Colorado,US,0,2026-05-07T12:00:00Z
131,@sled_partner_0131,Grants Management Signal Source 131,threads,109490,0.0612,62,Grants Management,Pueblo,Colorado,US,0,2026-05-08T12:00:00Z
132,@sled_partner_0132,Health and Human Services Signal Source 132,twitter,110313,0.0639,69.17,Health and Human Services,Boulder,Colorado,US,0,2026-05-09T12:00:00Z
133,@sled_partner_0133,Fraud Waste and Abuse Detection Signal Source 133,youtube,111136,0.0666,76.34,Fraud Waste and Abuse Detection,Greeley,Colorado,US,1,2026-05-10T12:00:00Z
134,@sled_partner_0134,Policy Compliance Signal Source 134,instagram,111959,0.018,83.51,Policy Compliance,Castle Rock,Colorado,US,0,2026-05-11T12:00:00Z
135,@sled_partner_0135,Records Management Signal Source 135,tiktok,112782,0.0207,90.68,Records Management,Grand Junction,Colorado,US,0,2026-05-12T12:00:00Z
136,@sled_partner_0136,Interagency Workflows Signal Source 136,threads,113605,0.0234,97,Interagency Workflows,Broomfield,Colorado,US,0,2026-05-13T12:00:00Z
137,@sled_partner_0137,Business Licensing Signal Source 137,twitter,114428,0.0261,61.17,Business Licensing,Durango,Colorado,US,1,2026-05-14T12:00:00Z
138,@sled_partner_0138,Public Assistance Programs Signal Source 138,youtube,115251,0.0288,68.34,Public Assistance Programs,Montrose,Colorado,US,0,2026-05-15T12:00:00Z
139,@sled_partner_0139,Accessibility Services Signal Source 139,instagram,116074,0.0315,75.51,Accessibility Services,Steamboat Springs,Colorado,US,0,2026-05-16T12:00:00Z
140,@sled_partner_0140,Transparency and Auditability Signal Source 140,tiktok,116897,0.0342,82.68,Transparency and Auditability,Alamosa,Colorado,US,0,2026-05-17T12:00:00Z
141,@sled_partner_0141,Constituent Services Signal Source 141,threads,117720,0.0369,89,Constituent Services,Glenwood Springs,Colorado,US,1,2026-03-09T12:00:00Z
142,@sled_partner_0142,Permits and Licensing Signal Source 142,twitter,118543,0.0396,96.17,Permits and Licensing,Idaho Springs,Colorado,US,0,2026-03-10T12:00:00Z
143,@sled_partner_0143,Benefits Eligibility Signal Source 143,youtube,119366,0.0423,60.34,Benefits Eligibility,Cañon City,Colorado,US,0,2026-03-11T12:00:00Z
144,@sled_partner_0144,Case Management Signal Source 144,instagram,120189,0.045,67.51,Case Management,Salida,Colorado,US,0,2026-03-12T12:00:00Z
145,@sled_partner_0145,Emergency Response Signal Source 145,tiktok,121012,0.0477,74.68,Emergency Response,Gunnison,Colorado,US,1,2026-03-13T12:00:00Z
146,@sled_partner_0146,Public Works Signal Source 146,threads,121835,0.0504,81,Public Works,Leadville,Colorado,US,0,2026-03-14T12:00:00Z
147,@sled_partner_0147,Transportation Services Signal Source 147,twitter,122658,0.0531,88.17,Transportation Services,Walsenburg,Colorado,US,0,2026-03-15T12:00:00Z
148,@sled_partner_0148,Tax and Revenue Operations Signal Source 148,youtube,123481,0.0558,95.34,Tax and Revenue Operations,Trinidad,Colorado,US,0,2026-03-16T12:00:00Z
149,@sled_partner_0149,Citizen-Facing Digital Services Signal Source 149,instagram,124304,0.0585,59.51,Citizen-Facing Digital Services,Sterling,Colorado,US,1,2026-03-17T12:00:00Z
150,@sled_partner_0150,Inspections and Code Enforcement Signal Source 150,tiktok,125127,0.0612,66.68,Inspections and Code Enforcement,Fort Morgan,Colorado,US,0,2026-03-18T12:00:00Z
151,@sled_partner_0151,Grants Management Signal Source 151,threads,125950,0.0639,73,Grants Management,Yuma,Colorado,US,0,2026-03-19T12:00:00Z
152,@sled_partner_0152,Health and Human Services Signal Source 152,twitter,126773,0.0666,80.17,Health and Human Services,Burlington,Colorado,US,0,2026-03-20T12:00:00Z
153,@sled_partner_0153,Fraud Waste and Abuse Detection Signal Source 153,youtube,127596,0.018,87.34,Fraud Waste and Abuse Detection,Craig,Colorado,US,1,2026-03-21T12:00:00Z
154,@sled_partner_0154,Policy Compliance Signal Source 154,instagram,128419,0.0207,94.51,Policy Compliance,Telluride,Colorado,US,0,2026-03-22T12:00:00Z
155,@sled_partner_0155,Records Management Signal Source 155,tiktok,129242,0.0234,58.68,Records Management,Cortez,Colorado,US,0,2026-03-23T12:00:00Z
156,@sled_partner_0156,Interagency Workflows Signal Source 156,threads,130065,0.0261,65,Interagency Workflows,Denver,Colorado,US,0,2026-03-24T12:00:00Z
157,@sled_partner_0157,Business Licensing Signal Source 157,twitter,130888,0.0288,72.17,Business Licensing,Colorado Springs,Colorado,US,1,2026-03-25T12:00:00Z
158,@sled_partner_0158,Public Assistance Programs Signal Source 158,youtube,131711,0.0315,79.34,Public Assistance Programs,Aurora,Colorado,US,0,2026-03-26T12:00:00Z
159,@sled_partner_0159,Accessibility Services Signal Source 159,instagram,132534,0.0342,86.51,Accessibility Services,Fort Collins,Colorado,US,0,2026-03-27T12:00:00Z
160,@sled_partner_0160,Transparency and Auditability Signal Source 160,tiktok,133357,0.0369,93.68,Transparency and Auditability,Lakewood,Colorado,US,0,2026-03-28T12:00:00Z
161,@sled_partner_0161,Constituent Services Signal Source 161,threads,134180,0.0396,57,Constituent Services,Thornton,Colorado,US,1,2026-03-29T12:00:00Z
162,@sled_partner_0162,Permits and Licensing Signal Source 162,twitter,135003,0.0423,64.17,Permits and Licensing,Pueblo,Colorado,US,0,2026-03-30T12:00:00Z
163,@sled_partner_0163,Benefits Eligibility Signal Source 163,youtube,135826,0.045,71.34,Benefits Eligibility,Boulder,Colorado,US,0,2026-03-31T12:00:00Z
164,@sled_partner_0164,Case Management Signal Source 164,instagram,136649,0.0477,78.51,Case Management,Greeley,Colorado,US,0,2026-04-01T12:00:00Z
165,@sled_partner_0165,Emergency Response Signal Source 165,tiktok,137472,0.0504,85.68,Emergency Response,Castle Rock,Colorado,US,1,2026-04-02T12:00:00Z
166,@sled_partner_0166,Public Works Signal Source 166,threads,138295,0.0531,92,Public Works,Grand Junction,Colorado,US,0,2026-04-03T12:00:00Z
167,@sled_partner_0167,Transportation Services Signal Source 167,twitter,139118,0.0558,56.17,Transportation Services,Broomfield,Colorado,US,0,2026-04-04T12:00:00Z
168,@sled_partner_0168,Tax and Revenue Operations Signal Source 168,youtube,139941,0.0585,63.34,Tax and Revenue Operations,Durango,Colorado,US,0,2026-04-05T12:00:00Z
169,@sled_partner_0169,Citizen-Facing Digital Services Signal Source 169,instagram,140764,0.0612,70.51,Citizen-Facing Digital Services,Montrose,Colorado,US,1,2026-04-06T12:00:00Z
