inventory_id,product_id,center_id,quantity_on_hand,quantity_reserved,quantity_incoming,reorder_point,reorder_qty,last_restock_date,updated_at
61,61,30,200,65,140,55,150,2026-05-21,2026-06-17T10:00:00Z
62,62,31,213,72,151,56,155,2026-05-20,2026-06-16T10:00:00Z
63,63,1,226,79,162,57,160,2026-05-19,2026-06-15T10:00:00Z
64,64,2,239,86,173,58,165,2026-05-18,2026-06-14T10:00:00Z
65,65,3,252,93,184,59,170,2026-05-17,2026-06-13T10:00:00Z
66,66,4,265,100,195,60,175,2026-05-16,2026-06-12T10:00:00Z
67,67,5,278,107,206,61,180,2026-05-15,2026-06-11T10:00:00Z
68,68,6,291,114,217,62,185,2026-05-14,2026-06-10T10:00:00Z
69,69,7,304,121,228,63,190,2026-05-13,2026-06-09T10:00:00Z
70,70,8,317,128,239,64,195,2026-05-12,2026-06-08T10:00:00Z
71,71,9,330,135,250,65,200,2026-06-15,2026-06-17T10:00:00Z
72,72,10,343,142,1,66,205,2026-06-14,2026-06-16T10:00:00Z
73,73,11,356,149,12,67,210,2026-06-13,2026-06-15T10:00:00Z
74,74,12,369,156,23,68,215,2026-06-12,2026-06-14T10:00:00Z
75,75,13,382,163,34,69,220,2026-06-11,2026-06-13T10:00:00Z
76,76,14,395,170,45,70,225,2026-06-10,2026-06-12T10:00:00Z
77,77,15,408,177,56,71,230,2026-06-09,2026-06-11T10:00:00Z
78,78,16,421,184,67,72,235,2026-06-08,2026-06-10T10:00:00Z
79,79,17,434,11,78,73,240,2026-06-07,2026-06-09T10:00:00Z
80,80,18,447,18,89,74,245,2026-06-06,2026-06-08T10:00:00Z
81,81,19,460,25,100,35,250,2026-06-05,2026-06-17T10:00:00Z
82,82,20,473,32,111,36,255,2026-06-04,2026-06-16T10:00:00Z
83,83,21,486,39,122,37,260,2026-06-03,2026-06-15T10:00:00Z
84,84,22,499,46,133,38,265,2026-06-02,2026-06-14T10:00:00Z
85,85,23,512,53,144,39,270,2026-06-01,2026-06-13T10:00:00Z
86,86,24,525,60,155,40,275,2026-05-31,2026-06-12T10:00:00Z
87,87,25,538,67,166,41,280,2026-05-30,2026-06-11T10:00:00Z
88,88,26,551,74,177,42,285,2026-05-29,2026-06-10T10:00:00Z
89,89,27,564,81,188,43,290,2026-05-28,2026-06-09T10:00:00Z
90,90,28,577,88,199,44,295,2026-05-27,2026-06-08T10:00:00Z
91,91,29,590,95,210,45,300,2026-05-26,2026-06-17T10:00:00Z
92,92,30,603,102,221,46,305,2026-05-25,2026-06-16T10:00:00Z
93,93,31,616,109,232,47,310,2026-05-24,2026-06-15T10:00:00Z
94,94,1,629,116,243,48,315,2026-05-23,2026-06-14T10:00:00Z
95,95,2,642,123,254,49,320,2026-05-22,2026-06-13T10:00:00Z
96,96,3,655,130,5,50,325,2026-05-21,2026-06-12T10:00:00Z
97,97,4,48,48,16,51,90,2026-05-20,2026-06-11T10:00:00Z
98,98,5,61,61,27,52,95,2026-05-19,2026-06-10T10:00:00Z
99,99,6,74,74,38,53,100,2026-05-18,2026-06-09T10:00:00Z
100,100,7,87,87,49,54,105,2026-05-17,2026-06-08T10:00:00Z
101,101,8,100,100,60,55,110,2026-05-16,2026-06-17T10:00:00Z
102,102,9,113,113,71,56,115,2026-05-15,2026-06-16T10:00:00Z
103,103,10,126,126,82,57,120,2026-05-14,2026-06-15T10:00:00Z
104,104,11,139,6,93,58,125,2026-05-13,2026-06-14T10:00:00Z
105,105,12,152,13,104,59,130,2026-05-12,2026-06-13T10:00:00Z
106,106,13,165,20,115,60,135,2026-06-15,2026-06-12T10:00:00Z
107,107,14,178,27,126,61,140,2026-06-14,2026-06-11T10:00:00Z
108,108,15,191,34,137,62,145,2026-06-13,2026-06-10T10:00:00Z
109,109,16,204,41,148,63,150,2026-06-12,2026-06-09T10:00:00Z
110,110,17,217,48,159,64,155,2026-06-11,2026-06-08T10:00:00Z
111,111,18,230,55,170,65,160,2026-06-10,2026-06-17T10:00:00Z
112,112,19,243,62,181,66,165,2026-06-09,2026-06-16T10:00:00Z
113,113,20,256,69,192,67,170,2026-06-08,2026-06-15T10:00:00Z
114,114,21,269,76,203,68,175,2026-06-07,2026-06-14T10:00:00Z
115,115,22,282,83,214,69,180,2026-06-06,2026-06-13T10:00:00Z
116,116,23,295,90,225,70,185,2026-06-05,2026-06-12T10:00:00Z
117,117,24,308,97,236,71,190,2026-06-04,2026-06-11T10:00:00Z
118,118,25,321,104,247,72,195,2026-06-03,2026-06-10T10:00:00Z
119,119,26,334,111,258,73,200,2026-06-02,2026-06-09T10:00:00Z
120,120,27,347,118,9,74,205,2026-06-01,2026-06-08T10:00:00Z
121,121,28,360,125,20,35,210,2026-05-31,2026-06-17T10:00:00Z
122,122,29,373,132,31,36,215,2026-05-30,2026-06-16T10:00:00Z
123,123,30,386,139,42,37,220,2026-05-29,2026-06-15T10:00:00Z
124,124,31,399,146,53,38,225,2026-05-28,2026-06-14T10:00:00Z
125,125,1,412,153,64,39,230,2026-05-27,2026-06-13T10:00:00Z
126,126,2,425,160,75,40,235,2026-05-26,2026-06-12T10:00:00Z
127,127,3,438,167,86,41,240,2026-05-25,2026-06-11T10:00:00Z
128,128,4,451,174,97,42,245,2026-05-24,2026-06-10T10:00:00Z
129,129,5,464,181,108,43,250,2026-05-23,2026-06-09T10:00:00Z
130,130,6,477,8,119,44,255,2026-05-22,2026-06-08T10:00:00Z
131,131,7,490,15,130,45,260,2026-05-21,2026-06-17T10:00:00Z
132,132,8,503,22,141,46,265,2026-05-20,2026-06-16T10:00:00Z
133,133,9,516,29,152,47,270,2026-05-19,2026-06-15T10:00:00Z
134,134,10,529,36,163,48,275,2026-05-18,2026-06-14T10:00:00Z
135,135,11,542,43,174,49,280,2026-05-17,2026-06-13T10:00:00Z
136,136,12,555,50,185,50,285,2026-05-16,2026-06-12T10:00:00Z
137,137,13,568,57,196,51,290,2026-05-15,2026-06-11T10:00:00Z
138,138,14,581,64,207,52,295,2026-05-14,2026-06-10T10:00:00Z
139,139,15,594,71,218,53,300,2026-05-13,2026-06-09T10:00:00Z
140,140,16,607,78,229,54,305,2026-05-12,2026-06-08T10:00:00Z
141,141,17,620,85,240,55,310,2026-06-15,2026-06-17T10:00:00Z
142,142,18,633,92,251,56,315,2026-06-14,2026-06-16T10:00:00Z
143,143,19,646,99,2,57,320,2026-06-13,2026-06-15T10:00:00Z
144,144,20,659,106,13,58,325,2026-06-12,2026-06-14T10:00:00Z
145,145,21,52,52,24,59,90,2026-06-11,2026-06-13T10:00:00Z
146,146,22,65,65,35,60,95,2026-06-10,2026-06-12T10:00:00Z
147,147,23,78,78,46,61,100,2026-06-09,2026-06-11T10:00:00Z
148,148,24,91,91,57,62,105,2026-06-08,2026-06-10T10:00:00Z
149,149,25,104,104,68,63,110,2026-06-07,2026-06-09T10:00:00Z
150,150,26,117,117,79,64,115,2026-06-06,2026-06-08T10:00:00Z
151,151,27,130,130,90,65,120,2026-06-05,2026-06-17T10:00:00Z
152,152,28,143,143,101,66,125,2026-06-04,2026-06-16T10:00:00Z
153,153,29,156,156,112,67,130,2026-06-03,2026-06-15T10:00:00Z
154,154,30,169,169,123,68,135,2026-06-02,2026-06-14T10:00:00Z
155,155,31,182,182,134,69,140,2026-06-01,2026-06-13T10:00:00Z
156,156,1,195,10,145,70,145,2026-05-31,2026-06-12T10:00:00Z
157,157,2,208,17,156,71,150,2026-05-30,2026-06-11T10:00:00Z
158,158,3,221,24,167,72,155,2026-05-29,2026-06-10T10:00:00Z
159,159,4,234,31,178,73,160,2026-05-28,2026-06-09T10:00:00Z
160,160,5,247,38,189,74,165,2026-05-27,2026-06-08T10:00:00Z
161,161,6,260,45,200,35,170,2026-05-26,2026-06-17T10:00:00Z
162,162,7,273,52,211,36,175,2026-05-25,2026-06-16T10:00:00Z
163,163,8,286,59,222,37,180,2026-05-24,2026-06-15T10:00:00Z
164,164,9,299,66,233,38,185,2026-05-23,2026-06-14T10:00:00Z
165,165,10,312,73,244,39,190,2026-05-22,2026-06-13T10:00:00Z
166,166,11,325,80,255,40,195,2026-05-21,2026-06-12T10:00:00Z
167,167,12,338,87,6,41,200,2026-05-20,2026-06-11T10:00:00Z
168,168,13,351,94,17,42,205,2026-05-19,2026-06-10T10:00:00Z
169,169,14,364,101,28,43,210,2026-05-18,2026-06-09T10:00:00Z
170,170,15,377,108,39,44,215,2026-05-17,2026-06-08T10:00:00Z
171,171,16,390,115,50,45,220,2026-05-16,2026-06-17T10:00:00Z
172,172,17,403,122,61,46,225,2026-05-15,2026-06-16T10:00:00Z
173,173,18,416,129,72,47,230,2026-05-14,2026-06-15T10:00:00Z
174,174,19,429,136,83,48,235,2026-05-13,2026-06-14T10:00:00Z
175,175,20,442,143,94,49,240,2026-05-12,2026-06-13T10:00:00Z
176,176,21,455,150,105,50,245,2026-06-15,2026-06-12T10:00:00Z
177,177,22,468,157,116,51,250,2026-06-14,2026-06-11T10:00:00Z
178,178,23,481,164,127,52,255,2026-06-13,2026-06-10T10:00:00Z
179,179,24,494,171,138,53,260,2026-06-12,2026-06-09T10:00:00Z
180,180,25,507,178,149,54,265,2026-06-11,2026-06-08T10:00:00Z
181,181,26,520,5,160,55,270,2026-06-10,2026-06-17T10:00:00Z
182,182,27,533,12,171,56,275,2026-06-09,2026-06-16T10:00:00Z
183,183,28,546,19,182,57,280,2026-06-08,2026-06-15T10:00:00Z
184,184,29,559,26,193,58,285,2026-06-07,2026-06-14T10:00:00Z
185,185,30,572,33,204,59,290,2026-06-06,2026-06-13T10:00:00Z
186,186,31,585,40,215,60,295,2026-06-05,2026-06-12T10:00:00Z
187,187,1,598,47,226,61,300,2026-06-04,2026-06-11T10:00:00Z
188,188,2,611,54,237,62,305,2026-06-03,2026-06-10T10:00:00Z
189,1,3,624,61,248,63,310,2026-06-02,2026-06-09T10:00:00Z
190,2,4,637,68,259,64,315,2026-06-01,2026-06-08T10:00:00Z
191,3,5,650,75,10,65,320,2026-05-31,2026-06-17T10:00:00Z
192,4,6,43,43,21,66,325,2026-05-30,2026-06-16T10:00:00Z
193,5,7,56,56,32,67,90,2026-05-29,2026-06-15T10:00:00Z
194,6,8,69,69,43,68,95,2026-05-28,2026-06-14T10:00:00Z
195,7,9,82,82,54,69,100,2026-05-27,2026-06-13T10:00:00Z
196,8,10,95,95,65,70,105,2026-05-26,2026-06-12T10:00:00Z
197,9,11,108,108,76,71,110,2026-05-25,2026-06-11T10:00:00Z
198,10,12,121,121,87,72,115,2026-05-24,2026-06-10T10:00:00Z
199,11,13,134,131,98,73,120,2026-05-23,2026-06-09T10:00:00Z
200,12,14,147,138,109,74,125,2026-05-22,2026-06-08T10:00:00Z
201,13,15,160,145,120,35,130,2026-05-21,2026-06-17T10:00:00Z
202,14,16,173,152,131,36,135,2026-05-20,2026-06-16T10:00:00Z
203,15,17,186,159,142,37,140,2026-05-19,2026-06-15T10:00:00Z
204,16,18,199,166,153,38,145,2026-05-18,2026-06-14T10:00:00Z
205,17,19,212,173,164,39,150,2026-05-17,2026-06-13T10:00:00Z
206,18,20,225,180,175,40,155,2026-05-16,2026-06-12T10:00:00Z
207,19,21,238,7,186,41,160,2026-05-15,2026-06-11T10:00:00Z
208,20,22,251,14,197,42,165,2026-05-14,2026-06-10T10:00:00Z
209,21,23,264,21,208,43,170,2026-05-13,2026-06-09T10:00:00Z
210,22,24,277,28,219,44,175,2026-05-12,2026-06-08T10:00:00Z
211,23,25,290,35,230,45,180,2026-06-15,2026-06-17T10:00:00Z
212,24,26,303,42,241,46,185,2026-06-14,2026-06-16T10:00:00Z
213,25,27,316,49,252,47,190,2026-06-13,2026-06-15T10:00:00Z
214,26,28,329,56,3,48,195,2026-06-12,2026-06-14T10:00:00Z
215,27,29,342,63,14,49,200,2026-06-11,2026-06-13T10:00:00Z
216,28,30,355,70,25,50,205,2026-06-10,2026-06-12T10:00:00Z
217,29,31,368,77,36,51,210,2026-06-09,2026-06-11T10:00:00Z
218,30,1,381,84,47,52,215,2026-06-08,2026-06-10T10:00:00Z
219,31,2,394,91,58,53,220,2026-06-07,2026-06-09T10:00:00Z
220,32,3,407,98,69,54,225,2026-06-06,2026-06-08T10:00:00Z
221,33,4,420,105,80,55,230,2026-06-05,2026-06-17T10:00:00Z
222,34,5,433,112,91,56,235,2026-06-04,2026-06-16T10:00:00Z
223,35,6,446,119,102,57,240,2026-06-03,2026-06-15T10:00:00Z
224,36,7,459,126,113,58,245,2026-06-02,2026-06-14T10:00:00Z
225,37,8,472,133,124,59,250,2026-06-01,2026-06-13T10:00:00Z
226,38,9,485,140,135,60,255,2026-05-31,2026-06-12T10:00:00Z
227,39,10,498,147,146,61,260,2026-05-30,2026-06-11T10:00:00Z
228,40,11,511,154,157,62,265,2026-05-29,2026-06-10T10:00:00Z
229,41,12,524,161,168,63,270,2026-05-28,2026-06-09T10:00:00Z
230,42,13,537,168,179,64,275,2026-05-27,2026-06-08T10:00:00Z
231,43,14,550,175,190,65,280,2026-05-26,2026-06-17T10:00:00Z
232,44,15,563,182,201,66,285,2026-05-25,2026-06-16T10:00:00Z
233,45,16,576,9,212,67,290,2026-05-24,2026-06-15T10:00:00Z
234,46,17,589,16,223,68,295,2026-05-23,2026-06-14T10:00:00Z
235,47,18,602,23,234,69,300,2026-05-22,2026-06-13T10:00:00Z
236,48,19,615,30,245,70,305,2026-05-21,2026-06-12T10:00:00Z
237,49,20,628,37,256,71,310,2026-05-20,2026-06-11T10:00:00Z
238,50,21,641,44,7,72,315,2026-05-19,2026-06-10T10:00:00Z
239,51,22,654,51,18,73,320,2026-05-18,2026-06-09T10:00:00Z
240,52,23,47,47,29,74,325,2026-05-17,2026-06-08T10:00:00Z
241,53,24,60,60,40,35,90,2026-05-16,2026-06-17T10:00:00Z
242,54,25,73,72,51,36,95,2026-05-15,2026-06-16T10:00:00Z
243,55,26,86,79,62,37,100,2026-05-14,2026-06-15T10:00:00Z
244,56,27,99,86,73,38,105,2026-05-13,2026-06-14T10:00:00Z
245,57,28,112,93,84,39,110,2026-05-12,2026-06-13T10:00:00Z
246,58,29,125,100,95,40,115,2026-06-15,2026-06-12T10:00:00Z
247,59,30,138,107,106,41,120,2026-06-14,2026-06-11T10:00:00Z
248,60,31,151,114,117,42,125,2026-06-13,2026-06-10T10:00:00Z
249,61,1,164,121,128,43,130,2026-06-12,2026-06-09T10:00:00Z
250,62,2,177,128,139,44,135,2026-06-11,2026-06-08T10:00:00Z
251,63,3,190,135,150,45,140,2026-06-10,2026-06-17T10:00:00Z
252,64,4,203,142,161,46,145,2026-06-09,2026-06-16T10:00:00Z
253,65,5,216,149,172,47,150,2026-06-08,2026-06-15T10:00:00Z
254,66,6,229,156,183,48,155,2026-06-07,2026-06-14T10:00:00Z
255,67,7,242,163,194,49,160,2026-06-06,2026-06-13T10:00:00Z
256,68,8,255,170,205,50,165,2026-06-05,2026-06-12T10:00:00Z
257,69,9,268,177,216,51,170,2026-06-04,2026-06-11T10:00:00Z
258,70,10,281,184,227,52,175,2026-06-03,2026-06-10T10:00:00Z
259,71,11,294,11,238,53,180,2026-06-02,2026-06-09T10:00:00Z
260,72,12,307,18,249,54,185,2026-06-01,2026-06-08T10:00:00Z
261,73,13,320,25,0,55,190,2026-05-31,2026-06-17T10:00:00Z
262,74,14,333,32,11,56,195,2026-05-30,2026-06-16T10:00:00Z
263,75,15,346,39,22,57,200,2026-05-29,2026-06-15T10:00:00Z
264,76,16,359,46,33,58,205,2026-05-28,2026-06-14T10:00:00Z
265,77,17,372,53,44,59,210,2026-05-27,2026-06-13T10:00:00Z
266,78,18,385,60,55,60,215,2026-05-26,2026-06-12T10:00:00Z
267,79,19,398,67,66,61,220,2026-05-25,2026-06-11T10:00:00Z
268,80,20,411,74,77,62,225,2026-05-24,2026-06-10T10:00:00Z
269,81,21,424,81,88,63,230,2026-05-23,2026-06-09T10:00:00Z
270,82,22,437,88,99,64,235,2026-05-22,2026-06-08T10:00:00Z
271,83,23,450,95,110,65,240,2026-05-21,2026-06-17T10:00:00Z
272,84,24,463,102,121,66,245,2026-05-20,2026-06-16T10:00:00Z
273,85,25,476,109,132,67,250,2026-05-19,2026-06-15T10:00:00Z
274,86,26,489,116,143,68,255,2026-05-18,2026-06-14T10:00:00Z
275,87,27,502,123,154,69,260,2026-05-17,2026-06-13T10:00:00Z
276,88,28,515,130,165,70,265,2026-05-16,2026-06-12T10:00:00Z
277,89,29,528,137,176,71,270,2026-05-15,2026-06-11T10:00:00Z
278,90,30,541,144,187,72,275,2026-05-14,2026-06-10T10:00:00Z
279,91,31,554,151,198,73,280,2026-05-13,2026-06-09T10:00:00Z
280,92,1,567,158,209,74,285,2026-05-12,2026-06-08T10:00:00Z
281,93,2,580,165,220,35,290,2026-06-15,2026-06-17T10:00:00Z
282,94,3,593,172,231,36,295,2026-06-14,2026-06-16T10:00:00Z
283,95,4,606,179,242,37,300,2026-06-13,2026-06-15T10:00:00Z
284,96,5,619,6,253,38,305,2026-06-12,2026-06-14T10:00:00Z
285,97,6,632,13,4,39,310,2026-06-11,2026-06-13T10:00:00Z
286,98,7,645,20,15,40,315,2026-06-10,2026-06-12T10:00:00Z
287,99,8,658,27,26,41,320,2026-06-09,2026-06-11T10:00:00Z
288,100,9,51,34,37,42,325,2026-06-08,2026-06-10T10:00:00Z
289,101,10,64,41,48,43,90,2026-06-07,2026-06-09T10:00:00Z
290,102,11,77,48,59,44,95,2026-06-06,2026-06-08T10:00:00Z
291,103,12,90,55,70,45,100,2026-06-05,2026-06-17T10:00:00Z
292,104,13,103,62,81,46,105,2026-06-04,2026-06-16T10:00:00Z
293,105,14,116,69,92,47,110,2026-06-03,2026-06-15T10:00:00Z
294,106,15,129,76,103,48,115,2026-06-02,2026-06-14T10:00:00Z
295,107,16,142,83,114,49,120,2026-06-01,2026-06-13T10:00:00Z
296,108,17,155,90,125,50,125,2026-05-31,2026-06-12T10:00:00Z
297,109,18,168,97,136,51,130,2026-05-30,2026-06-11T10:00:00Z
298,110,19,181,104,147,52,135,2026-05-29,2026-06-10T10:00:00Z
299,111,20,194,111,158,53,140,2026-05-28,2026-06-09T10:00:00Z
300,112,21,207,118,169,54,145,2026-05-27,2026-06-08T10:00:00Z
301,113,22,220,125,180,55,150,2026-05-26,2026-06-17T10:00:00Z
302,114,23,233,132,191,56,155,2026-05-25,2026-06-16T10:00:00Z
303,115,24,246,139,202,57,160,2026-05-24,2026-06-15T10:00:00Z
304,116,25,259,146,213,58,165,2026-05-23,2026-06-14T10:00:00Z
305,117,26,272,153,224,59,170,2026-05-22,2026-06-13T10:00:00Z
306,118,27,285,160,235,60,175,2026-05-21,2026-06-12T10:00:00Z
307,119,28,298,167,246,61,180,2026-05-20,2026-06-11T10:00:00Z
308,120,29,311,174,257,62,185,2026-05-19,2026-06-10T10:00:00Z
309,121,30,324,181,8,63,190,2026-05-18,2026-06-09T10:00:00Z
310,122,31,337,8,19,64,195,2026-05-17,2026-06-08T10:00:00Z
311,123,1,350,15,30,65,200,2026-05-16,2026-06-17T10:00:00Z
312,124,2,363,22,41,66,205,2026-05-15,2026-06-16T10:00:00Z
313,125,3,376,29,52,67,210,2026-05-14,2026-06-15T10:00:00Z
314,126,4,389,36,63,68,215,2026-05-13,2026-06-14T10:00:00Z
315,127,5,402,43,74,69,220,2026-05-12,2026-06-13T10:00:00Z
316,128,6,415,50,85,70,225,2026-06-15,2026-06-12T10:00:00Z
317,129,7,428,57,96,71,230,2026-06-14,2026-06-11T10:00:00Z
318,130,8,441,64,107,72,235,2026-06-13,2026-06-10T10:00:00Z
319,131,9,454,71,118,73,240,2026-06-12,2026-06-09T10:00:00Z
320,132,10,467,78,129,74,245,2026-06-11,2026-06-08T10:00:00Z
321,133,11,480,85,140,35,250,2026-06-10,2026-06-17T10:00:00Z
322,134,12,493,92,151,36,255,2026-06-09,2026-06-16T10:00:00Z
323,135,13,506,99,162,37,260,2026-06-08,2026-06-15T10:00:00Z
324,136,14,519,106,173,38,265,2026-06-07,2026-06-14T10:00:00Z
325,137,15,532,113,184,39,270,2026-06-06,2026-06-13T10:00:00Z
326,138,16,545,120,195,40,275,2026-06-05,2026-06-12T10:00:00Z
327,139,17,558,127,206,41,280,2026-06-04,2026-06-11T10:00:00Z
328,140,18,571,134,217,42,285,2026-06-03,2026-06-10T10:00:00Z
329,141,19,584,141,228,43,290,2026-06-02,2026-06-09T10:00:00Z
330,142,20,597,148,239,44,295,2026-06-01,2026-06-08T10:00:00Z
331,143,21,610,155,250,45,300,2026-05-31,2026-06-17T10:00:00Z
332,144,22,623,162,1,46,305,2026-05-30,2026-06-16T10:00:00Z
333,145,23,636,169,12,47,310,2026-05-29,2026-06-15T10:00:00Z
334,146,24,649,176,23,48,315,2026-05-28,2026-06-14T10:00:00Z
335,147,25,42,42,34,49,320,2026-05-27,2026-06-13T10:00:00Z
336,148,26,55,10,45,50,325,2026-05-26,2026-06-12T10:00:00Z
337,149,27,68,17,56,51,90,2026-05-25,2026-06-11T10:00:00Z
338,150,28,81,24,67,52,95,2026-05-24,2026-06-10T10:00:00Z
339,151,29,94,31,78,53,100,2026-05-23,2026-06-09T10:00:00Z
340,152,30,107,38,89,54,105,2026-05-22,2026-06-08T10:00:00Z
341,153,31,120,45,100,55,110,2026-05-21,2026-06-17T10:00:00Z
342,154,1,133,52,111,56,115,2026-05-20,2026-06-16T10:00:00Z
343,155,2,146,59,122,57,120,2026-05-19,2026-06-15T10:00:00Z
344,156,3,159,66,133,58,125,2026-05-18,2026-06-14T10:00:00Z
345,157,4,172,73,144,59,130,2026-05-17,2026-06-13T10:00:00Z
346,158,5,185,80,155,60,135,2026-05-16,2026-06-12T10:00:00Z
347,159,6,198,87,166,61,140,2026-05-15,2026-06-11T10:00:00Z
348,160,7,211,94,177,62,145,2026-05-14,2026-06-10T10:00:00Z
349,161,8,224,101,188,63,150,2026-05-13,2026-06-09T10:00:00Z
350,162,9,237,108,199,64,155,2026-05-12,2026-06-08T10:00:00Z
351,163,10,250,115,210,65,160,2026-06-15,2026-06-17T10:00:00Z
352,164,11,263,122,221,66,165,2026-06-14,2026-06-16T10:00:00Z
353,165,12,276,129,232,67,170,2026-06-13,2026-06-15T10:00:00Z
354,166,13,289,136,243,68,175,2026-06-12,2026-06-14T10:00:00Z
355,167,14,302,143,254,69,180,2026-06-11,2026-06-13T10:00:00Z
356,168,15,315,150,5,70,185,2026-06-10,2026-06-12T10:00:00Z
357,169,16,328,157,16,71,190,2026-06-09,2026-06-11T10:00:00Z
358,170,17,341,164,27,72,195,2026-06-08,2026-06-10T10:00:00Z
359,171,18,354,171,38,73,200,2026-06-07,2026-06-09T10:00:00Z
360,172,19,367,178,49,74,205,2026-06-06,2026-06-08T10:00:00Z
361,173,20,380,5,60,35,210,2026-06-05,2026-06-17T10:00:00Z
362,174,21,393,12,71,36,215,2026-06-04,2026-06-16T10:00:00Z
363,175,22,406,19,82,37,220,2026-06-03,2026-06-15T10:00:00Z
364,176,23,419,26,93,38,225,2026-06-02,2026-06-14T10:00:00Z
365,177,24,432,33,104,39,230,2026-06-01,2026-06-13T10:00:00Z
