forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
14,37,Bay Area (SF),2026-04-27,241,197,277,1.65,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
15,37,Bay Area (SF),2026-04-28,243,205,285,1.64,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
16,37,Bay Area (SF),2026-04-29,270,213,293,1.88,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
17,37,Bay Area (SF),2026-04-30,268,221,301,1.84,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
18,37,Bay Area (SF),2026-05-01,253,229,309,1.97,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
19,37,Bay Area (SF),2026-05-02,261,237,317,1.96,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
20,37,Bay Area (SF),2026-05-03,290,245,325,1.81,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
21,37,Bay Area (SF),2026-05-04,282,253,333,1.89,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
22,37,Bay Area (SF),2026-05-05,302,261,341,1.88,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
23,37,Bay Area (SF),2026-05-06,293,269,349,2.2,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
24,37,Bay Area (SF),2026-05-07,300,277,357,2.21,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
25,37,Bay Area (SF),2026-05-08,325,285,365,2.01,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
26,37,Bay Area (SF),2026-05-09,351,293,373,2.26,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
27,37,Bay Area (SF),2026-05-10,328,301,381,2.3,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
28,37,Bay Area (SF),2026-05-11,334,309,389,2.27,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
29,37,Bay Area (SF),2026-05-12,361,317,397,2.46,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
30,37,Bay Area (SF),2026-05-13,376,325,405,2.23,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_creator_demand_spike"",""influencer_collaboration"",""weekend_effect""],""top_influencer"":""@trailguide_maya"",""virality_score"":87,""confidence"":""high"",""trend"":""accelerating""}",2026-04-13T09:16:50Z
31,37,New York Metro,2026-04-14,181,141,241,1.34,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
32,37,New York Metro,2026-04-15,218,147,247,1.31,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
33,37,New York Metro,2026-04-16,189,153,253,1.45,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
34,37,New York Metro,2026-04-17,216,159,259,1.33,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
35,37,New York Metro,2026-04-18,232,165,265,1.46,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
36,37,New York Metro,2026-04-19,237,171,271,1.47,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
37,37,New York Metro,2026-04-20,250,177,277,1.5,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
38,37,New York Metro,2026-04-21,229,183,283,1.63,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
39,37,New York Metro,2026-04-22,217,189,289,1.65,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
40,37,New York Metro,2026-04-23,255,195,295,1.61,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
41,37,New York Metro,2026-04-24,235,201,301,1.64,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
42,37,New York Metro,2026-04-25,234,207,307,1.68,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
43,37,New York Metro,2026-04-26,282,213,313,1.6,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
44,37,New York Metro,2026-04-27,259,219,319,1.68,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
45,37,New York Metro,2026-04-28,277,225,325,1.83,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
46,37,New York Metro,2026-04-29,303,231,331,1.76,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
47,37,New York Metro,2026-04-30,274,237,337,1.82,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
48,37,New York Metro,2026-05-01,284,243,343,1.83,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
49,37,New York Metro,2026-05-02,323,249,349,1.8,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
50,37,New York Metro,2026-05-03,283,255,355,1.99,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
51,37,New York Metro,2026-05-04,310,261,361,2.01,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
52,37,New York Metro,2026-05-05,305,267,367,1.95,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
53,37,New York Metro,2026-05-06,321,273,373,1.96,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
54,37,New York Metro,2026-05-07,338,279,379,1.96,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
55,37,New York Metro,2026-05-08,341,285,385,2.11,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
56,37,New York Metro,2026-05-09,318,291,391,2.14,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
57,37,New York Metro,2026-05-10,349,297,397,2.18,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
58,37,New York Metro,2026-05-11,364,303,403,2.08,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
59,37,New York Metro,2026-05-12,363,309,409,2.12,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
60,37,New York Metro,2026-05-13,368,315,415,2.25,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""outdoor_creator_post"",""outdoor_brand_ambassador"",""spring_trail_promo""],""top_influencer"":""@citytrailrunner"",""virality_score"":79,""confidence"":""high"",""trend"":""rising""}",2026-04-13T09:16:50Z
61,37,Los Angeles Basin,2026-04-14,160,110,198,1.32,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
62,37,Los Angeles Basin,2026-04-15,155,115,203,1.22,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
63,37,Los Angeles Basin,2026-04-16,146,120,208,1.26,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
64,37,Los Angeles Basin,2026-04-17,182,125,213,1.48,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
65,37,Los Angeles Basin,2026-04-18,175,130,218,1.4,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
66,37,Los Angeles Basin,2026-04-19,193,135,223,1.43,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
67,37,Los Angeles Basin,2026-04-20,194,140,228,1.56,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
68,37,Los Angeles Basin,2026-04-21,167,145,233,1.51,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
69,37,Los Angeles Basin,2026-04-22,208,150,238,1.56,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
70,37,Los Angeles Basin,2026-04-23,210,155,243,1.53,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
71,37,Los Angeles Basin,2026-04-24,215,160,248,1.51,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
72,37,Los Angeles Basin,2026-04-25,190,165,253,1.47,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
73,37,Los Angeles Basin,2026-04-26,221,170,258,1.64,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
74,37,Los Angeles Basin,2026-04-27,220,175,263,1.71,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
75,37,Los Angeles Basin,2026-04-28,233,180,268,1.74,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
76,37,Los Angeles Basin,2026-04-29,215,185,273,1.72,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
77,37,Los Angeles Basin,2026-04-30,240,190,278,1.7,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
78,37,Los Angeles Basin,2026-05-01,218,195,283,1.75,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
79,37,Los Angeles Basin,2026-05-02,224,200,288,1.66,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
80,37,Los Angeles Basin,2026-05-03,243,205,293,1.66,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
81,37,Los Angeles Basin,2026-05-04,266,210,298,1.82,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
82,37,Los Angeles Basin,2026-05-05,267,215,303,1.81,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
83,37,Los Angeles Basin,2026-05-06,272,220,308,1.74,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
84,37,Los Angeles Basin,2026-05-07,263,225,313,1.86,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
85,37,Los Angeles Basin,2026-05-08,274,230,318,1.92,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
86,37,Los Angeles Basin,2026-05-09,284,235,323,1.91,social_aware_v2,"{""model"":""social_aware_v2"",""drivers"":[""trail_community_mention"",""gear_review"",""spring_trail_season""],""top_influencer"":""@westcoast_hikes"",""virality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-04-13T09:16:50Z
