product_id,sku,product_name,category,core_name,image_file,width,height,source_name,source_query,source_title,source_thumbnail,source_image,source_page
39,SKU-100039,Hydrawave Training Hoodie 39,Activewear,Training Hoodie,0039_SKU-100039_hydrawave-training-hoodie-39.jpg,150,150,duckduckgo-remote,training hoodie product,adidas Men's Designed For Training Hoodie | SportChek,https://tse1.mm.bing.net/th/id/OIP.zUsguMsuDJzTAktkE4jAgQHaHa?r=0&pid=Api,https://media-www.sportchek.ca/product/div-03-softgoods/dpt-70-athletic-clothing/sdpt-01-mens/334446118/ea-adidas-designed-for-training-hoodie-mens-white-630aabfe-d47a-4524-a477-35c6031de3cd-jpgrendition.jpg,https://www.sportchek.ca/en/pdp/adidas-men-s-designed-for-training-hoodie-82542288f.html
62,SKU-100062,Canyonridge Training Hoodie 62,Activewear,Training Hoodie,0062_SKU-100062_canyonridge-training-hoodie-62.jpg,150,150,duckduckgo-remote,training hoodie product,KooGa | Training Hoodie | Performance Hoodies | SportsDirect.com,https://tse1.mm.bing.net/th/id/OIP.l6VDHq0DFj9qOnIbuSpTNgHaHa?r=0&pid=Api,https://www.sportsdirect.com/images/imgzoom/39/39215903_xxl_a11.jpg,https://www.sportsdirect.com/kooga-training-hoodie-392159
78,SKU-100078,Hydrawave Training Hoodie 78,Activewear,Training Hoodie,0078_SKU-100078_hydrawave-training-hoodie-78.jpg,150,150,duckduckgo-remote,training hoodie product,Mens Ireland Full Zip Tech Training Hoody Black/Green | Canterbury,https://tse2.mm.bing.net/th/id/OIP.saOgHxrvx53izTuEIa_tbAHaHa?r=0&pid=Api,https://static.thcdn.com/images/v2/productimg/original/16623035-1825272191594723.jpg?width=960&height=960,https://www.canterbury.com/mens-ireland-full-zip-tech-training-hoody-black-green/16623035.html
79,SKU-100079,Ironkinetic Training Hoodie 79,Activewear,Training Hoodie,0079_SKU-100079_ironkinetic-training-hoodie-79.jpg,150,150,duckduckgo-remote,training hoodie product,Fiji Rugby Full Zip Training Hoodie 23/24 by Nike | World Rugby Shop,https://tse2.mm.bing.net/th/id/OIP.wd-YTM5QqLD7yyM12asN6gHaHa?r=0&pid=Api,https://www.worldrugbyshop.com/cdn/shop/files/FQ3538-010-Nike-Full-Zip-Training-Hoodie-1bxs_5000x.png?v=1691024572,https://www.worldrugbyshop.com/products/nike-fiji-rugby-23-24-full-zip-training-hoodie
113,SKU-100113,Ironkinetic Training Hoodie 113,Activewear,Training Hoodie,0113_SKU-100113_ironkinetic-training-hoodie-113.jpg,150,150,duckduckgo-remote,training hoodie product,KooGa | Training Hoodie | Performance Hoodies | SportsDirect.com,https://tse2.mm.bing.net/th/id/OIP.mNKXsRXhxdNPgeX9_ILrfAHaHa?r=0&pid=Api,https://www.sportsdirect.com/images/imgzoom/39/39215903_xxl.jpg,https://www.sportsdirect.com/kooga-vortec-training-hoodie-392159
172,SKU-100172,Trailforge Training Hoodie 172,Activewear,Training Hoodie,0172_SKU-100172_trailforge-training-hoodie-172.jpg,150,150,duckduckgo-remote,training hoodie product,Nike Dri-FIT Pullover Training Hoodie - SU20 | SportsShoes.com,https://tse3.mm.bing.net/th/id/OIP.rGgZkgH3C_o0gPQonAnXYQHaHa?r=0&pid=Api,https://cdn11.bigcommerce.com/s-21x65e8kfn/images/stencil/original/products/9947/32229/NIK15055_1000_1__54965.1688127597.jpg,https://www.sportsshoes.com/product/nik15055/nike-dri-fit-pullover-training-hoodie---su20
177,SKU-100177,Nordcrest Training Hoodie 177,Activewear,Training Hoodie,0177_SKU-100177_nordcrest-training-hoodie-177.jpg,150,150,duckduckgo-remote,training hoodie product,Brisbane Lions NEW BALANCE AFL Youth Training Hoodie | Navy,https://tse3.mm.bing.net/th/id/OIP.rMIWsZgbpF217ZOwFyz7tgHaHa?r=0&pid=Api,https://www.sportinghousedirect.com.au/assets/full/BL57820Y.jpg?20240131124136,https://www.sportinghousedirect.com.au/brisbane-lions-2024-new-balance-afl-youth-training
188,SKU-100188,Summitpulse Training Hoodie 188,Activewear,Training Hoodie,0188_SKU-100188_summitpulse-training-hoodie-188.jpg,150,150,duckduckgo-remote,training hoodie product,Training Club Relaxed Fit Hoodie | Black | Pursue Fitness,https://tse3.mm.bing.net/th/id/OIP.02_NC48Yp8CJ5MQtkLbPjQHaJv?r=0&pid=Api,https://www.pursuefitness.com/cdn/shop/files/training-club-relaxed-fit-hoodie-black-mens.jpg?v=1729774840,https://www.pursuefitness.com/products/training-club-relaxed-fit-hoodie-black
201,SKU-100201,Peakgear Training Hoodie 201,Activewear,Training Hoodie,0201_SKU-100201_peakgear-training-hoodie-201.jpg,150,150,duckduckgo-remote,training hoodie product,Fiji Rugby Full Zip Training Hoodie 23/24 by Nike | World Rugby Shop,https://tse2.mm.bing.net/th/id/OIP.YNWkFmVdgzXnKdcd1L9SpQHaHa?r=0&pid=Api,https://www.worldrugbyshop.com/cdn/shop/files/FQ3538-010-Nike-Full-Zip-Training-Hoodie-1b_1200x.png?v=1691024509,https://www.worldrugbyshop.com/products/nike-fiji-rugby-23-24-full-zip-training-hoodie
210,SKU-100210,Canyonridge Training Hoodie 210,Activewear,Training Hoodie,0210_SKU-100210_canyonridge-training-hoodie-210.jpg,150,150,duckduckgo-remote,training hoodie product,6722-804 JAKO Performance Training Hoodie (Black/Anthracite)- Just Keepers,https://tse1.mm.bing.net/th/id/OIP.6H26BLrusSkV17qJkIP2TQHaHa?r=0&pid=Api,https://www.just-keepers.com/siteimg/extrapics/31234.jpg,https://www.just-keepers.com/clothing/gk-clothing-by-type/hoodies/13487_jako-performance-training-hoodie.html
222,SKU-100222,Hydrawave Training Hoodie 222,Activewear,Training Hoodie,0222_SKU-100222_hydrawave-training-hoodie-222.jpg,150,150,duckduckgo-remote,training hoodie product,Men Hoodies Gym Sport Running Training Fitness bod... - Vicedeal,https://tse2.mm.bing.net/th/id/OIP.bOPxkFZo5yBiL20_UtY1nAHaHa?r=0&pid=Api,https://images.nexusapp.co/assets/b7/9f/95/253855040.jpg,https://uk.vicedeal.com/products/men-hoodies-gym-sport-running-training-fitness-bodybuilding-sweatshirt-outdoor-workout-sportswear-male-hooded-jacket-hoodies?variant=UHJvZHVjdFZhcmlhbnQ6MTY0NjY3ODk1
226,SKU-100226,Ironkinetic Training Hoodie 226,Activewear,Training Hoodie,0226_SKU-100226_ironkinetic-training-hoodie-226.jpg,150,150,duckduckgo-remote,training hoodie product,Nike Pro Men's Dri-FIT Mid Layer Training Hoodie. Nike CA,https://tse3.mm.bing.net/th/id/OIP.9lgCD7g5kJifG-WEHxEVLQHaJQ?r=0&pid=Api,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/da83a53b-d522-47e3-b1c3-9bbb21e28788/M+NP+DF+NPT+MIDLAYER+HOODIE.png",https://www.nike.com/ca/t/pro-dri-fit-mid-layer-training-hoodie-1k9wHR
265,SKU-100265,Trailforge Training Hoodie 265,Activewear,Training Hoodie,0265_SKU-100265_trailforge-training-hoodie-265.jpg,150,150,duckduckgo-remote,training hoodie product,Canterbury | Men's Elite Training Performance Hoodie | Studio,https://tse1.mm.bing.net/th/id/OIP.XzsWXWUZgByEwcBdAi66HQHaHa?r=0&pid=Api,https://www.studio.co.uk/images/products/37977603_l_a2.jpg,https://www.studio.co.uk/canterbury-elite-training-hoodie-mens-379776
316,SKU-100316,Aerostride Training Hoodie 316,Activewear,Training Hoodie,0316_SKU-100316_aerostride-training-hoodie-316.jpg,150,150,duckduckgo-remote,training hoodie product,Ninja Training Hoodie | Finsbury Green,https://tse4.mm.bing.net/th/id/OIP.CqSpbHfoSmoQvcPq_5uHnwHaGW?r=0&pid=Api,https://media.promobrands.com.au/app/uploads/Training-hoodie-1-1.jpg,https://merch.finsbury.com.au/product-detail/Ninja-Training-Hoodie
326,SKU-100326,Trailforge Training Hoodie 326,Activewear,Training Hoodie,0326_SKU-100326_trailforge-training-hoodie-326.jpg,150,150,duckduckgo-remote,training hoodie product,adidas Tiro 24 Training Hoodie Womens | SportsDirect.com New Zealand,https://tse1.mm.bing.net/th/id/OIP.3wiif_v__5a6BvMZNqxjLAHaHa?r=0&pid=Api,https://www.sportsdirect.com/images/imgzoom/34/34097502_xxl_a3.jpg,https://nz.sportsdirect.com/adidas-tiro-24-training-hoodie-womens-340975
378,SKU-100378,Trailforge Training    Hoodie 378,Activewear,Training Hoodie,0378_SKU-100378_trailforge-training-hoodie-378.jpg,150,150,duckduckgo-remote,training hoodie product,Nike Pro Dri-FIT Mid Layer Training Hoodie - Performance Fit,https://tse1.mm.bing.net/th/id/OIP.B8_7-byyBF-ruEp53BMapQHaI_?r=0&pid=Api,https://www.vanquishe.com/wp-content/uploads/2025/11/Nike-PRO-Dri-FIT-Mid-Layer-Training-Hoodie-600x729.webp,https://www.vanquishe.com/product/nike-pro-dri-fit-mid-layer-training-hoodie/
382,SKU-100382,Nordcrest Training Hoodie 382,Activewear,Training Hoodie,0382_SKU-100382_nordcrest-training-hoodie-382.jpg,150,150,duckduckgo-remote,training hoodie product,Clothing - Designed for Training Hoodie - Black | adidas Oman,https://tse1.mm.bing.net/th/id/OIP.nsy-PwMrdwbjFJ7U72PK9QHaHa?r=0&pid=Api,"https://assets.adidas.com/images/w_1880,f_auto,q_auto/c37665a79a6b45af9a3660b353b631b0_9366/IY1119_01_laydown.jpg",https://www.adidas.com/om/en/designed-for-training-hoodie/IY1119.html
