shipment_id,order_id,center_id,carrier,tracking_number,ship_status,distance_km,estimated_hours,ship_cost,shipped_at,delivered_at,created_at
21,21,16,StreamOps,MEDIA0000000021,delivered,85.7,8.5,0,2026-05-03T19:30:00Z,2026-05-03T22:30:00Z,2026-05-05T16:30:00Z
22,22,21,TheatricalDesk,MEDIA0000000022,in_transit,89.4,14,0,2026-05-03T18:30:00Z,,2026-05-05T16:30:00Z
23,23,26,MarqueeOps,MEDIA0000000023,shipped,93.1,19.5,0,2026-05-03T17:30:00Z,,2026-05-05T16:30:00Z
24,24,1,RightsRunner,MEDIA0000000024,packed,96.8,25,0,2026-05-03T16:30:00Z,,2026-05-05T16:30:00Z
25,25,6,LiveEventDesk,MEDIA0000000025,preparing,100.5,30.5,0,,,2026-05-05T16:30:00Z
26,26,11,StreamOps,MEDIA0000000026,delivered,104.2,36,0,2026-05-03T14:30:00Z,2026-05-03T22:30:00Z,2026-05-05T16:30:00Z
27,27,16,TheatricalDesk,MEDIA0000000027,in_transit,107.9,5.5,0,2026-05-03T13:30:00Z,,2026-05-05T16:30:00Z
28,28,21,MarqueeOps,MEDIA0000000028,shipped,111.6,11,0,2026-05-03T12:30:00Z,,2026-05-05T16:30:00Z
29,29,26,RightsRunner,MEDIA0000000029,packed,115.3,16.5,0,2026-05-03T11:30:00Z,,2026-05-05T16:30:00Z
30,30,1,LiveEventDesk,MEDIA0000000030,preparing,119,22,0,,,2026-05-05T16:30:00Z
31,31,6,StreamOps,MEDIA0000000031,delivered,122.7,27.5,0,2026-05-03T09:30:00Z,2026-05-03T12:30:00Z,2026-05-05T16:30:00Z
32,32,11,TheatricalDesk,MEDIA0000000032,in_transit,126.4,33,0,2026-05-03T08:30:00Z,,2026-05-05T16:30:00Z
33,33,16,MarqueeOps,MEDIA0000000033,shipped,130.1,2.5,0,2026-05-03T07:30:00Z,,2026-05-05T16:30:00Z
34,34,21,RightsRunner,MEDIA0000000034,packed,133.8,8,0,2026-05-03T06:30:00Z,,2026-05-05T16:30:00Z
35,35,26,LiveEventDesk,MEDIA0000000035,preparing,137.5,13.5,0,,,2026-05-05T16:30:00Z
36,36,1,StreamOps,MEDIA0000000036,delivered,141.2,19,0,2026-05-03T04:30:00Z,2026-05-03T12:30:00Z,2026-05-05T16:30:00Z
37,37,6,TheatricalDesk,MEDIA0000000037,in_transit,144.9,24.5,0,2026-05-03T03:30:00Z,,2026-05-05T16:30:00Z
38,38,11,MarqueeOps,MEDIA0000000038,shipped,148.6,30,0,2026-05-03T02:30:00Z,,2026-05-05T16:30:00Z
39,39,16,RightsRunner,MEDIA0000000039,packed,152.3,35.5,0,2026-05-03T01:30:00Z,,2026-05-05T16:30:00Z
40,40,21,LiveEventDesk,MEDIA0000000040,preparing,156,5,0,,,2026-05-05T16:30:00Z
41,41,26,StreamOps,MEDIA0000000041,delivered,159.7,10.5,0,2026-05-02T23:30:00Z,2026-05-03T02:30:00Z,2026-05-05T16:30:00Z
42,42,1,TheatricalDesk,MEDIA0000000042,in_transit,163.4,16,0,2026-05-02T22:30:00Z,,2026-05-05T16:30:00Z
43,43,6,MarqueeOps,MEDIA0000000043,shipped,167.1,21.5,0,2026-05-02T21:30:00Z,,2026-05-05T16:30:00Z
44,44,11,RightsRunner,MEDIA0000000044,packed,170.8,27,0,2026-05-02T20:30:00Z,,2026-05-05T16:30:00Z
45,45,16,LiveEventDesk,MEDIA0000000045,preparing,174.5,32.5,0,,,2026-05-05T16:30:00Z
46,46,21,StreamOps,MEDIA0000000046,delivered,178.2,2,0,2026-05-02T18:30:00Z,2026-05-03T02:30:00Z,2026-05-05T16:30:00Z
47,47,26,TheatricalDesk,MEDIA0000000047,in_transit,181.9,7.5,0,2026-05-02T17:30:00Z,,2026-05-05T16:30:00Z
48,48,1,MarqueeOps,MEDIA0000000048,shipped,185.6,13,0,2026-05-02T16:30:00Z,,2026-05-05T16:30:00Z
49,49,6,RightsRunner,MEDIA0000000049,packed,189.3,18.5,0,2026-05-02T15:30:00Z,,2026-05-05T16:30:00Z
50,50,11,LiveEventDesk,MEDIA0000000050,preparing,193,24,0,,,2026-05-05T16:30:00Z
51,51,16,StreamOps,MEDIA0000000051,delivered,196.7,29.5,0,2026-05-02T13:30:00Z,2026-05-02T16:30:00Z,2026-05-05T16:30:00Z
52,52,21,TheatricalDesk,MEDIA0000000052,in_transit,200.4,35,0,2026-05-02T12:30:00Z,,2026-05-05T16:30:00Z
53,53,26,MarqueeOps,MEDIA0000000053,shipped,204.1,4.5,0,2026-05-02T11:30:00Z,,2026-05-05T16:30:00Z
54,54,1,RightsRunner,MEDIA0000000054,packed,207.8,10,0,2026-05-02T10:30:00Z,,2026-05-05T16:30:00Z
55,55,6,LiveEventDesk,MEDIA0000000055,preparing,211.5,15.5,0,,,2026-05-05T16:30:00Z
56,56,11,StreamOps,MEDIA0000000056,delivered,215.2,21,0,2026-05-02T08:30:00Z,2026-05-02T16:30:00Z,2026-05-05T16:30:00Z
57,57,16,TheatricalDesk,MEDIA0000000057,in_transit,218.9,26.5,0,2026-05-02T07:30:00Z,,2026-05-05T16:30:00Z
58,58,21,MarqueeOps,MEDIA0000000058,shipped,222.6,32,0,2026-05-02T06:30:00Z,,2026-05-05T16:30:00Z
59,59,26,RightsRunner,MEDIA0000000059,packed,226.3,1.5,0,2026-05-02T05:30:00Z,,2026-05-05T16:30:00Z
60,60,1,LiveEventDesk,MEDIA0000000060,preparing,230,7,0,,,2026-05-05T16:30:00Z
61,61,6,StreamOps,MEDIA0000000061,delivered,233.7,12.5,0,2026-05-02T03:30:00Z,2026-05-02T06:30:00Z,2026-05-05T16:30:00Z
62,62,11,TheatricalDesk,MEDIA0000000062,in_transit,237.4,18,0,2026-05-02T02:30:00Z,,2026-05-05T16:30:00Z
63,63,16,MarqueeOps,MEDIA0000000063,shipped,241.1,23.5,0,2026-05-02T01:30:00Z,,2026-05-05T16:30:00Z
64,64,21,RightsRunner,MEDIA0000000064,packed,244.8,29,0,2026-05-02T00:30:00Z,,2026-05-05T16:30:00Z
65,65,26,LiveEventDesk,MEDIA0000000065,preparing,8.5,34.5,0,,,2026-05-05T16:30:00Z
66,66,1,StreamOps,MEDIA0000000066,delivered,12.2,4,0,2026-05-01T22:30:00Z,2026-05-02T06:30:00Z,2026-05-05T16:30:00Z
67,67,6,TheatricalDesk,MEDIA0000000067,in_transit,15.9,9.5,0,2026-05-01T21:30:00Z,,2026-05-05T16:30:00Z
68,68,11,MarqueeOps,MEDIA0000000068,shipped,19.6,15,0,2026-05-01T20:30:00Z,,2026-05-05T16:30:00Z
69,69,16,RightsRunner,MEDIA0000000069,packed,23.3,20.5,0,2026-05-01T19:30:00Z,,2026-05-05T16:30:00Z
70,70,21,LiveEventDesk,MEDIA0000000070,preparing,27,26,0,,,2026-05-05T16:30:00Z
71,71,26,StreamOps,MEDIA0000000071,delivered,30.7,31.5,0,2026-05-01T17:30:00Z,2026-05-01T20:30:00Z,2026-05-05T16:30:00Z
72,72,1,TheatricalDesk,MEDIA0000000072,in_transit,34.4,1,0,2026-05-01T16:30:00Z,,2026-05-05T16:30:00Z
73,73,6,MarqueeOps,MEDIA0000000073,shipped,38.1,6.5,0,2026-05-01T15:30:00Z,,2026-05-05T16:30:00Z
74,74,11,RightsRunner,MEDIA0000000074,packed,41.8,12,0,2026-05-01T14:30:00Z,,2026-05-05T16:30:00Z
75,75,16,LiveEventDesk,MEDIA0000000075,preparing,45.5,17.5,0,,,2026-05-05T16:30:00Z
76,76,21,StreamOps,MEDIA0000000076,delivered,49.2,23,0,2026-05-01T12:30:00Z,2026-05-01T20:30:00Z,2026-05-05T16:30:00Z
77,77,26,TheatricalDesk,MEDIA0000000077,in_transit,52.9,28.5,0,2026-05-01T11:30:00Z,,2026-05-05T16:30:00Z
78,78,1,MarqueeOps,MEDIA0000000078,shipped,56.6,34,0,2026-05-01T10:30:00Z,,2026-05-05T16:30:00Z
79,79,6,RightsRunner,MEDIA0000000079,packed,60.3,3.5,0,2026-05-01T09:30:00Z,,2026-05-05T16:30:00Z
80,80,11,LiveEventDesk,MEDIA0000000080,preparing,64,9,0,,,2026-05-05T16:30:00Z
81,81,16,StreamOps,MEDIA0000000081,delivered,67.7,14.5,0,2026-05-01T07:30:00Z,2026-05-01T10:30:00Z,2026-05-05T16:30:00Z
82,82,21,TheatricalDesk,MEDIA0000000082,in_transit,71.4,20,0,2026-05-01T06:30:00Z,,2026-05-05T16:30:00Z
83,83,26,MarqueeOps,MEDIA0000000083,shipped,75.1,25.5,0,2026-05-01T05:30:00Z,,2026-05-05T16:30:00Z
84,84,1,RightsRunner,MEDIA0000000084,packed,78.8,31,0,2026-05-01T04:30:00Z,,2026-05-05T16:30:00Z
85,85,6,LiveEventDesk,MEDIA0000000085,preparing,82.5,36.5,0,,,2026-05-05T16:30:00Z
86,86,11,StreamOps,MEDIA0000000086,delivered,86.2,6,0,2026-05-01T02:30:00Z,2026-05-01T10:30:00Z,2026-05-05T16:30:00Z
87,87,16,TheatricalDesk,MEDIA0000000087,in_transit,89.9,11.5,0,2026-05-01T01:30:00Z,,2026-05-05T16:30:00Z
88,88,21,MarqueeOps,MEDIA0000000088,shipped,93.6,17,0,2026-05-01T00:30:00Z,,2026-05-05T16:30:00Z
89,89,26,RightsRunner,MEDIA0000000089,packed,97.3,22.5,0,2026-04-30T23:30:00Z,,2026-05-05T16:30:00Z
90,90,1,LiveEventDesk,MEDIA0000000090,preparing,101,28,0,,,2026-05-05T16:30:00Z
91,91,6,StreamOps,MEDIA0000000091,delivered,104.7,33.5,0,2026-04-30T21:30:00Z,2026-05-01T00:30:00Z,2026-05-05T16:30:00Z
92,92,11,TheatricalDesk,MEDIA0000000092,in_transit,108.4,3,0,2026-04-30T20:30:00Z,,2026-05-05T16:30:00Z
93,93,16,MarqueeOps,MEDIA0000000093,shipped,112.1,8.5,0,2026-04-30T19:30:00Z,,2026-05-05T16:30:00Z
94,94,21,RightsRunner,MEDIA0000000094,packed,115.8,14,0,2026-04-30T18:30:00Z,,2026-05-05T16:30:00Z
95,95,26,LiveEventDesk,MEDIA0000000095,preparing,119.5,19.5,0,,,2026-05-05T16:30:00Z
96,96,1,StreamOps,MEDIA0000000096,delivered,123.2,25,0,2026-05-04T16:30:00Z,2026-05-05T00:30:00Z,2026-05-05T16:30:00Z
97,97,6,TheatricalDesk,MEDIA0000000097,in_transit,126.9,30.5,0,2026-05-04T15:30:00Z,,2026-05-05T16:30:00Z
98,98,11,MarqueeOps,MEDIA0000000098,shipped,130.6,36,0,2026-05-04T14:30:00Z,,2026-05-05T16:30:00Z
99,99,16,RightsRunner,MEDIA0000000099,packed,134.3,5.5,0,2026-05-04T13:30:00Z,,2026-05-05T16:30:00Z
100,100,21,LiveEventDesk,MEDIA0000000100,preparing,138,11,0,,,2026-05-05T16:30:00Z
101,101,26,StreamOps,MEDIA0000000101,delivered,141.7,16.5,0,2026-05-04T11:30:00Z,2026-05-04T14:30:00Z,2026-05-05T16:30:00Z
102,102,1,TheatricalDesk,MEDIA0000000102,in_transit,145.4,22,0,2026-05-04T10:30:00Z,,2026-05-05T16:30:00Z
103,103,6,MarqueeOps,MEDIA0000000103,shipped,149.1,27.5,0,2026-05-04T09:30:00Z,,2026-05-05T16:30:00Z
104,104,11,RightsRunner,MEDIA0000000104,packed,152.8,33,0,2026-05-04T08:30:00Z,,2026-05-05T16:30:00Z
105,105,16,LiveEventDesk,MEDIA0000000105,preparing,156.5,2.5,0,,,2026-05-05T16:30:00Z
106,106,21,StreamOps,MEDIA0000000106,delivered,160.2,8,0,2026-05-04T06:30:00Z,2026-05-04T14:30:00Z,2026-05-05T16:30:00Z
107,107,26,TheatricalDesk,MEDIA0000000107,in_transit,163.9,13.5,0,2026-05-04T05:30:00Z,,2026-05-05T16:30:00Z
108,108,1,MarqueeOps,MEDIA0000000108,shipped,167.6,19,0,2026-05-04T04:30:00Z,,2026-05-05T16:30:00Z
109,109,6,RightsRunner,MEDIA0000000109,packed,171.3,24.5,0,2026-05-04T03:30:00Z,,2026-05-05T16:30:00Z
110,110,11,LiveEventDesk,MEDIA0000000110,preparing,175,30,0,,,2026-05-05T16:30:00Z
111,111,16,StreamOps,MEDIA0000000111,delivered,178.7,35.5,0,2026-05-04T01:30:00Z,2026-05-04T04:30:00Z,2026-05-05T16:30:00Z
112,112,21,TheatricalDesk,MEDIA0000000112,in_transit,182.4,5,0,2026-05-04T00:30:00Z,,2026-05-05T16:30:00Z
113,113,26,MarqueeOps,MEDIA0000000113,shipped,186.1,10.5,0,2026-05-03T23:30:00Z,,2026-05-05T16:30:00Z
114,114,1,RightsRunner,MEDIA0000000114,packed,189.8,16,0,2026-05-03T22:30:00Z,,2026-05-05T16:30:00Z
115,115,6,LiveEventDesk,MEDIA0000000115,preparing,193.5,21.5,0,,,2026-05-05T16:30:00Z
116,116,11,StreamOps,MEDIA0000000116,delivered,197.2,27,0,2026-05-03T20:30:00Z,2026-05-04T04:30:00Z,2026-05-05T16:30:00Z
117,117,16,TheatricalDesk,MEDIA0000000117,in_transit,200.9,32.5,0,2026-05-03T19:30:00Z,,2026-05-05T16:30:00Z
118,118,21,MarqueeOps,MEDIA0000000118,shipped,204.6,2,0,2026-05-03T18:30:00Z,,2026-05-05T16:30:00Z
119,119,26,RightsRunner,MEDIA0000000119,packed,208.3,7.5,0,2026-05-03T17:30:00Z,,2026-05-05T16:30:00Z
120,120,1,LiveEventDesk,MEDIA0000000120,preparing,212,13,0,,,2026-05-05T16:30:00Z
121,121,6,StreamOps,MEDIA0000000121,delivered,215.7,18.5,0,2026-05-03T15:30:00Z,2026-05-03T18:30:00Z,2026-05-05T16:30:00Z
122,122,11,TheatricalDesk,MEDIA0000000122,in_transit,219.4,24,0,2026-05-03T14:30:00Z,,2026-05-05T16:30:00Z
123,123,16,MarqueeOps,MEDIA0000000123,shipped,223.1,29.5,0,2026-05-03T13:30:00Z,,2026-05-05T16:30:00Z
124,124,21,RightsRunner,MEDIA0000000124,packed,226.8,35,0,2026-05-03T12:30:00Z,,2026-05-05T16:30:00Z
125,125,26,LiveEventDesk,MEDIA0000000125,preparing,230.5,4.5,0,,,2026-05-05T16:30:00Z
126,126,1,StreamOps,MEDIA0000000126,delivered,234.2,10,0,2026-05-03T10:30:00Z,2026-05-03T18:30:00Z,2026-05-05T16:30:00Z
127,127,6,TheatricalDesk,MEDIA0000000127,in_transit,237.9,15.5,0,2026-05-03T09:30:00Z,,2026-05-05T16:30:00Z
128,128,11,MarqueeOps,MEDIA0000000128,shipped,241.6,21,0,2026-05-03T08:30:00Z,,2026-05-05T16:30:00Z
129,129,16,RightsRunner,MEDIA0000000129,packed,245.3,26.5,0,2026-05-03T07:30:00Z,,2026-05-05T16:30:00Z
130,130,21,LiveEventDesk,MEDIA0000000130,preparing,9,32,0,,,2026-05-05T16:30:00Z
131,131,26,StreamOps,MEDIA0000000131,delivered,12.7,1.5,0,2026-05-03T05:30:00Z,2026-05-03T08:30:00Z,2026-05-05T16:30:00Z
132,132,1,TheatricalDesk,MEDIA0000000132,in_transit,16.4,7,0,2026-05-03T04:30:00Z,,2026-05-05T16:30:00Z
133,133,6,MarqueeOps,MEDIA0000000133,shipped,20.1,12.5,0,2026-05-03T03:30:00Z,,2026-05-05T16:30:00Z
134,134,11,RightsRunner,MEDIA0000000134,packed,23.8,18,0,2026-05-03T02:30:00Z,,2026-05-05T16:30:00Z
135,135,16,LiveEventDesk,MEDIA0000000135,preparing,27.5,23.5,0,,,2026-05-05T16:30:00Z
136,136,21,StreamOps,MEDIA0000000136,delivered,31.2,29,0,2026-05-03T00:30:00Z,2026-05-03T08:30:00Z,2026-05-05T16:30:00Z
137,137,26,TheatricalDesk,MEDIA0000000137,in_transit,34.9,34.5,0,2026-05-02T23:30:00Z,,2026-05-05T16:30:00Z
138,138,1,MarqueeOps,MEDIA0000000138,shipped,38.6,4,0,2026-05-02T22:30:00Z,,2026-05-05T16:30:00Z
139,139,6,RightsRunner,MEDIA0000000139,packed,42.3,9.5,0,2026-05-02T21:30:00Z,,2026-05-05T16:30:00Z
140,140,11,LiveEventDesk,MEDIA0000000140,preparing,46,15,0,,,2026-05-05T16:30:00Z
141,141,16,StreamOps,MEDIA0000000141,delivered,49.7,20.5,0,2026-05-02T19:30:00Z,2026-05-02T22:30:00Z,2026-05-05T16:30:00Z
142,142,21,TheatricalDesk,MEDIA0000000142,in_transit,53.4,26,0,2026-05-02T18:30:00Z,,2026-05-05T16:30:00Z
143,143,26,MarqueeOps,MEDIA0000000143,shipped,57.1,31.5,0,2026-05-02T17:30:00Z,,2026-05-05T16:30:00Z
144,144,1,RightsRunner,MEDIA0000000144,packed,60.8,1,0,2026-05-02T16:30:00Z,,2026-05-05T16:30:00Z
145,145,6,LiveEventDesk,MEDIA0000000145,preparing,64.5,6.5,0,,,2026-05-05T16:30:00Z
146,146,11,StreamOps,MEDIA0000000146,delivered,68.2,12,0,2026-05-02T14:30:00Z,2026-05-02T22:30:00Z,2026-05-05T16:30:00Z
147,147,16,TheatricalDesk,MEDIA0000000147,in_transit,71.9,17.5,0,2026-05-02T13:30:00Z,,2026-05-05T16:30:00Z
148,148,21,MarqueeOps,MEDIA0000000148,shipped,75.6,23,0,2026-05-02T12:30:00Z,,2026-05-05T16:30:00Z
149,149,26,RightsRunner,MEDIA0000000149,packed,79.3,28.5,0,2026-05-02T11:30:00Z,,2026-05-05T16:30:00Z
150,150,1,LiveEventDesk,MEDIA0000000150,preparing,83,34,0,,,2026-05-05T16:30:00Z
151,151,6,StreamOps,MEDIA0000000151,delivered,86.7,3.5,0,2026-05-02T09:30:00Z,2026-05-02T12:30:00Z,2026-05-05T16:30:00Z
152,152,11,TheatricalDesk,MEDIA0000000152,in_transit,90.4,9,0,2026-05-02T08:30:00Z,,2026-05-05T16:30:00Z
153,153,16,MarqueeOps,MEDIA0000000153,shipped,94.1,14.5,0,2026-05-02T07:30:00Z,,2026-05-05T16:30:00Z
154,154,21,RightsRunner,MEDIA0000000154,packed,97.8,20,0,2026-05-02T06:30:00Z,,2026-05-05T16:30:00Z
155,155,26,LiveEventDesk,MEDIA0000000155,preparing,101.5,25.5,0,,,2026-05-05T16:30:00Z
156,156,1,StreamOps,MEDIA0000000156,delivered,105.2,31,0,2026-05-02T04:30:00Z,2026-05-02T12:30:00Z,2026-05-05T16:30:00Z
157,157,6,TheatricalDesk,MEDIA0000000157,in_transit,108.9,36.5,0,2026-05-02T03:30:00Z,,2026-05-05T16:30:00Z
158,158,11,MarqueeOps,MEDIA0000000158,shipped,112.6,6,0,2026-05-02T02:30:00Z,,2026-05-05T16:30:00Z
159,159,16,RightsRunner,MEDIA0000000159,packed,116.3,11.5,0,2026-05-02T01:30:00Z,,2026-05-05T16:30:00Z
160,160,21,LiveEventDesk,MEDIA0000000160,preparing,120,17,0,,,2026-05-05T16:30:00Z
161,161,26,StreamOps,MEDIA0000000161,delivered,123.7,22.5,0,2026-05-01T23:30:00Z,2026-05-02T02:30:00Z,2026-05-05T16:30:00Z
162,162,1,TheatricalDesk,MEDIA0000000162,in_transit,127.4,28,0,2026-05-01T22:30:00Z,,2026-05-05T16:30:00Z
163,163,6,MarqueeOps,MEDIA0000000163,shipped,131.1,33.5,0,2026-05-01T21:30:00Z,,2026-05-05T16:30:00Z
164,164,11,RightsRunner,MEDIA0000000164,packed,134.8,3,0,2026-05-01T20:30:00Z,,2026-05-05T16:30:00Z
165,165,16,LiveEventDesk,MEDIA0000000165,preparing,138.5,8.5,0,,,2026-05-05T16:30:00Z
166,166,21,StreamOps,MEDIA0000000166,delivered,142.2,14,0,2026-05-01T18:30:00Z,2026-05-02T02:30:00Z,2026-05-05T16:30:00Z
167,167,26,TheatricalDesk,MEDIA0000000167,in_transit,145.9,19.5,0,2026-05-01T17:30:00Z,,2026-05-05T16:30:00Z
168,168,1,MarqueeOps,MEDIA0000000168,shipped,149.6,25,0,2026-05-01T16:30:00Z,,2026-05-05T16:30:00Z
169,169,6,RightsRunner,MEDIA0000000169,packed,153.3,30.5,0,2026-05-01T15:30:00Z,,2026-05-05T16:30:00Z
170,170,11,LiveEventDesk,MEDIA0000000170,preparing,157,36,0,,,2026-05-05T16:30:00Z
171,171,16,StreamOps,MEDIA0000000171,delivered,160.7,5.5,0,2026-05-01T13:30:00Z,2026-05-01T16:30:00Z,2026-05-05T16:30:00Z
172,172,21,TheatricalDesk,MEDIA0000000172,in_transit,164.4,11,0,2026-05-01T12:30:00Z,,2026-05-05T16:30:00Z
173,173,26,MarqueeOps,MEDIA0000000173,shipped,168.1,16.5,0,2026-05-01T11:30:00Z,,2026-05-05T16:30:00Z
174,174,1,RightsRunner,MEDIA0000000174,packed,171.8,22,0,2026-05-01T10:30:00Z,,2026-05-05T16:30:00Z
175,175,6,LiveEventDesk,MEDIA0000000175,preparing,175.5,27.5,0,,,2026-05-05T16:30:00Z
176,176,11,StreamOps,MEDIA0000000176,delivered,179.2,33,0,2026-05-01T08:30:00Z,2026-05-01T16:30:00Z,2026-05-05T16:30:00Z
177,177,16,TheatricalDesk,MEDIA0000000177,in_transit,182.9,2.5,0,2026-05-01T07:30:00Z,,2026-05-05T16:30:00Z
178,178,21,MarqueeOps,MEDIA0000000178,shipped,186.6,8,0,2026-05-01T06:30:00Z,,2026-05-05T16:30:00Z
179,179,26,RightsRunner,MEDIA0000000179,packed,190.3,13.5,0,2026-05-01T05:30:00Z,,2026-05-05T16:30:00Z
180,180,1,LiveEventDesk,MEDIA0000000180,preparing,194,19,0,,,2026-05-05T16:30:00Z
181,181,6,StreamOps,MEDIA0000000181,delivered,197.7,24.5,0,2026-05-01T03:30:00Z,2026-05-01T06:30:00Z,2026-05-05T16:30:00Z
182,182,11,TheatricalDesk,MEDIA0000000182,in_transit,201.4,30,0,2026-05-01T02:30:00Z,,2026-05-05T16:30:00Z
183,183,16,MarqueeOps,MEDIA0000000183,shipped,205.1,35.5,0,2026-05-01T01:30:00Z,,2026-05-05T16:30:00Z
184,184,21,RightsRunner,MEDIA0000000184,packed,208.8,5,0,2026-05-01T00:30:00Z,,2026-05-05T16:30:00Z
185,185,26,LiveEventDesk,MEDIA0000000185,preparing,212.5,10.5,0,,,2026-05-05T16:30:00Z
186,186,1,StreamOps,MEDIA0000000186,delivered,216.2,16,0,2026-04-30T22:30:00Z,2026-05-01T06:30:00Z,2026-05-05T16:30:00Z
187,187,6,TheatricalDesk,MEDIA0000000187,in_transit,219.9,21.5,0,2026-04-30T21:30:00Z,,2026-05-05T16:30:00Z
188,188,11,MarqueeOps,MEDIA0000000188,shipped,223.6,27,0,2026-04-30T20:30:00Z,,2026-05-05T16:30:00Z
189,189,16,RightsRunner,MEDIA0000000189,packed,227.3,32.5,0,2026-04-30T19:30:00Z,,2026-05-05T16:30:00Z
190,190,21,LiveEventDesk,MEDIA0000000190,preparing,231,2,0,,,2026-05-05T16:30:00Z
191,191,26,StreamOps,MEDIA0000000191,delivered,234.7,7.5,0,2026-04-30T17:30:00Z,2026-04-30T20:30:00Z,2026-05-05T16:30:00Z
192,192,1,TheatricalDesk,MEDIA0000000192,in_transit,238.4,13,0,2026-05-04T16:30:00Z,,2026-05-05T16:30:00Z
193,193,6,MarqueeOps,MEDIA0000000193,shipped,242.1,18.5,0,2026-05-04T15:30:00Z,,2026-05-05T16:30:00Z
194,194,11,RightsRunner,MEDIA0000000194,packed,245.8,24,0,2026-05-04T14:30:00Z,,2026-05-05T16:30:00Z
195,195,16,LiveEventDesk,MEDIA0000000195,preparing,9.5,29.5,0,,,2026-05-05T16:30:00Z
196,196,21,StreamOps,MEDIA0000000196,delivered,13.2,35,0,2026-05-04T12:30:00Z,2026-05-04T20:30:00Z,2026-05-05T16:30:00Z
197,197,26,TheatricalDesk,MEDIA0000000197,in_transit,16.9,4.5,0,2026-05-04T11:30:00Z,,2026-05-05T16:30:00Z
198,198,1,MarqueeOps,MEDIA0000000198,shipped,20.6,10,0,2026-05-04T10:30:00Z,,2026-05-05T16:30:00Z
199,199,6,RightsRunner,MEDIA0000000199,packed,24.3,15.5,0,2026-05-04T09:30:00Z,,2026-05-05T16:30:00Z
200,200,11,LiveEventDesk,MEDIA0000000200,preparing,28,21,0,,,2026-05-05T16:30:00Z
201,201,16,StreamOps,MEDIA0000000201,delivered,31.7,26.5,0,2026-05-04T07:30:00Z,2026-05-04T10:30:00Z,2026-05-05T16:30:00Z
202,202,21,TheatricalDesk,MEDIA0000000202,in_transit,35.4,32,0,2026-05-04T06:30:00Z,,2026-05-05T16:30:00Z
203,203,26,MarqueeOps,MEDIA0000000203,shipped,39.1,1.5,0,2026-05-04T05:30:00Z,,2026-05-05T16:30:00Z
204,204,1,RightsRunner,MEDIA0000000204,packed,42.8,7,0,2026-05-04T04:30:00Z,,2026-05-05T16:30:00Z
205,205,6,LiveEventDesk,MEDIA0000000205,preparing,46.5,12.5,0,,,2026-05-05T16:30:00Z
