product_id,brand_id,sku,product_name,description,category,subcategory,unit_price,unit_cost,weight_kg,is_active,launch_date,tags,created_at,updated_at
1,1,FIN-00001,Premium Checking Bundle,"Retail Banking offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,Checking,12.5,4.1,1,1,2025-11-24,"checking,deposit,consumer,fee-waiver",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
45,9,FIN-00045,Liquidity Stress Test,"Risk Analytics offering from Civic National Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Analytics,Liquidity Risk,700,230,1,1,2025-07-29,"liquidity,stress-test,risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
46,10,FIN-00046,CECL Reserve Scenario,"Risk Analytics offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Analytics,Credit Risk,850,320,1,1,2024-07-28,"cecl,reserve,credit-risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
47,10,FIN-00047,Basel Capital Dashboard,"Risk Analytics offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Analytics,Capital,1200,460,1,1,2024-05-10,"basel,capital,risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
48,10,FIN-00048,Regulatory Filing Review,"Compliance Services offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Compliance Services,Regulatory Reporting,980,390,1,1,2024-09-16,"regulatory-reporting,filing,compliance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
49,10,FIN-00049,Sanctions Alert Review,"Compliance Services offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Compliance Services,Sanctions,300,95,1,1,2024-07-12,"sanctions,screening,alert",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
50,10,FIN-00050,Branch Appointment Package,"Branch Services offering from Greenline Asset Management; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Branch Services,Client Appointment,40,10,1,1,2024-08-17,"branch,appointment,client-service",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
51,11,FIN-00051,Priority Service Desk,"Client Service offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Client Service,Premium Support,120,35,1,1,2024-09-16,"service,priority,client",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
52,11,FIN-00052,Dispute Resolution Case,"Client Service offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Client Service,Disputes,90,30,1,1,2024-06-26,"dispute,card,client-service",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
53,11,FIN-00053,Chargeback Protection Plan,"Cards and Payments offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Cards and Payments,Chargebacks,180,68,1,1,2025-07-23,"chargeback,card,protection",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
54,11,FIN-00054,Loan Modification Review,"Loan Servicing offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Loan Servicing,Modification,550,210,1,1,2024-12-21,"loan-servicing,modification",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
55,11,FIN-00055,Delinquency Outreach Program,"Loan Servicing offering from PrimeCard Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Loan Servicing,Collections,275,110,1,1,2025-07-17,"delinquency,collections,outreach",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
56,12,FIN-00056,Client Profitability Analysis,"Analytics offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Analytics,Client Analytics,450,160,1,1,2025-12-15,"client-analytics,profitability",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
57,12,FIN-00057,Client Suitability Control Model,"Analytics offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Analytics,Risk Decisioning,650,250,1,1,2024-11-02,"suitability,controls,ml,risk-decisioning",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
58,12,FIN-00058,Deposit Attrition Alert,"Analytics offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Analytics,Retention,320,125,1,1,2025-06-28,"attrition,deposits,retention",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
59,12,FIN-00059,Card Spend Forecast,"Analytics offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Analytics,Forecasting,380,140,1,1,2024-05-27,"card-spend,forecast,analytics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
60,12,FIN-00060,Investment Policy Statement,"Advisory offering from Catalyst Insurance Group; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Advisory,Planning,500,175,1,1,2026-02-23,"investment-policy,advisory",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
61,31,FIN-00061,Risk Tolerance Assessment,"Advisory offering from PurePAC Portfolio Services; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Advisory,Suitability,150,45,1,1,2024-05-18,"risk-tolerance,suitability",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
62,32,FIN-00062,Advisor Book Review,"Advisory offering from Silicon Valley Wealth; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Advisory,Practice Analytics,780,290,1,1,2025-08-07,"advisor,book,analytics",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
63,33,FIN-00063,Commercial Cash Forecast,"Treasury Services offering from CarbonActive Finance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Treasury Services,Forecasting,340,105,1,1,2026-02-15,"cash-forecast,treasury",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
64,34,FIN-00064,Liquidity Investment Sweep,"Treasury Services offering from FraudGuard Operations; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Treasury Services,Investment Sweep,210,66,1,1,2024-11-16,"liquidity,sweep,investment",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
65,35,FIN-00065,Escrow Account Service,"Specialty Finance offering from MetaTrust Custody; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Specialty Finance,Escrow,310,100,1,1,2025-01-29,"escrow,account,service",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
66,36,FIN-00066,Custody Reporting Feed,"Custody offering from Coastal Perimeter Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Custody,Reporting,430,150,1,1,2025-11-30,"custody,reporting,data",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
67,37,FIN-00067,Securities Lending Program,"Custody offering from CivicSure Insurance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Custody,Securities Lending,1650,700,1,1,2025-02-07,"securities-lending,custody",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
68,38,FIN-00068,Carbon Credit Custody,"Carbon Markets offering from IPA Direct Finance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Carbon Markets,Custody,900,360,1,1,2025-05-08,"carbon-credit,custody,esg",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
69,39,FIN-00069,Green Bond Advisory,"Capital Markets offering from ApexOne Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Capital Markets,Green Bonds,1450,620,1,1,2025-11-15,"green-bond,advisory,capital-markets",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
70,40,FIN-00070,Municipal Issuer Portal,"Public Finance offering from Propel Pension Strategies; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Public Finance,Issuer Services,1150,480,1,1,2024-11-27,"municipal,issuer,public-finance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
71,41,FIN-00071,Pension Liability Review,"Retirement offering from Continuity Risk Advisors; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retirement,Pension,1700,690,1,1,2025-01-28,"pension,liability,retirement",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
72,24,FIN-00072,HSA Investment Account,"Retail Banking offering from PharmaPay Receivables; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,HSA,45,12,1,1,2025-08-02,"hsa,investment,health-savings",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
73,25,FIN-00073,Secure Document Vault,"Digital Banking offering from CleanRate Lending; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Digital Banking,Document Vault,25,8,1,1,2024-11-26,"document-vault,digital-banking",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
74,26,FIN-00074,Mobile Deposit Service,"Digital Banking offering from BridgeLine Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Digital Banking,Mobile Deposit,0,0,1,1,2024-04-15,"mobile-deposit,digital",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
75,28,FIN-00075,Relationship Pricing Bundle,"Retail Banking offering from FinePoint Direct; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,Relationship Pricing,15,3,1,1,2025-03-17,"relationship-pricing,deposit,loan",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
76,29,FIN-00076,Institutional Cash Fund,"Investments offering from Portside Trade Finance; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Investments,Money Market,100,35,1,1,2025-10-09,"cash-fund,money-market,institutional",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
77,30,FIN-00077,Alternative Data Feed,"Data Services offering from AltYield Alternative Credit; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Data Services,Market Data,720,290,1,1,2024-11-18,"market-data,alternative-data,feed",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
78,48,FIN-00078,Loan Portfolio Review,"Risk Analytics offering from LedgerGrade Connect; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Analytics,Portfolio Credit,1300,520,1,1,2025-10-17,"loan-portfolio,credit-review",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
79,49,FIN-00079,Financial Wellness Program,"Client Service offering from SpecFinance Exchange; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Client Service,Wellness,60,18,1,1,2025-06-27,"financial-wellness,client",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
80,1,FIN-00080,Premium Checking Bundle Series B,"Retail Banking offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,Checking,12.5,4.1,1,1,2024-08-03,"checking,deposit,consumer,fee-waiver",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
81,1,FIN-00081,High-Yield Savings Account Series B,"Retail Banking offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Retail Banking,Savings,0,0,1,1,2025-03-21,"savings,apy,deposit,liquidity",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
82,1,FIN-00082,Rewards Credit Card Series B,"Cards and Payments offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Cards and Payments,Credit Card,95,31,1,1,2025-04-23,"card,rewards,credit,line",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
83,1,FIN-00083,Small Business Term Loan Series B,"Commercial Lending offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Commercial Lending,Term Loan,1500,840,1,1,2025-03-24,"loan,small-business,credit-risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
84,1,FIN-00084,Home Equity Line of Credit Series B,"Consumer Lending offering from Meridian Trust Bank; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Consumer Lending,HELOC,650,280,1,1,2026-02-02,"heloc,secured-lending,home-equity",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
85,2,FIN-00085,Robo Advisory Portfolio Series B,"Wealth Management offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Wealth Management,Digital Advice,35,11,1,1,2025-10-26,"portfolio,robo-advice,asset-allocation",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
86,2,FIN-00086,Managed ETF Portfolio Series B,"Wealth Management offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Wealth Management,ETF Portfolio,125,42,1,1,2026-01-06,"etf,managed-portfolio,wealth",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
87,2,FIN-00087,Municipal Bond Ladder Series B,"Investments offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Investments,Fixed Income,250,95,1,1,2025-08-24,"municipal-bonds,fixed-income,tax-aware",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
88,2,FIN-00088,Treasury Sweep Account Series B,"Treasury Services offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Treasury Services,Liquidity,80,23,1,1,2025-07-16,"treasury,sweep,cash-management",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
89,2,FIN-00089,Corporate Card Program Series B,"Cards and Payments offering from Horizon Capital; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Cards and Payments,Commercial Card,300,115,1,1,2024-09-06,"commercial-card,expense,controls",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
90,3,FIN-00090,Merchant Acquiring Package Series B,"Payments offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Payments,Merchant Services,220,86,1,1,2025-06-10,"merchant,acquiring,payments,pos",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
91,3,FIN-00091,ACH Origination Service Series B,"Payments offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Payments,ACH,45,12,1,1,2025-10-18,"ach,originations,payments",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
92,3,FIN-00092,Wire Transfer Service Series B,"Payments offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Payments,Wire,30,8,1,1,2024-05-06,"wire,treasury,payments",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
93,3,FIN-00093,Fraud Monitoring Add-On Series B,"Risk Services offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Risk Services,Fraud,180,64,1,1,2025-09-24,"fraud,monitoring,alerts",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
94,3,FIN-00094,AML Screening Package Series B,"Compliance Services offering from Clearwater Credit Union; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Compliance Services,AML,420,170,1,1,2024-08-07,"aml,kyc,sanctions,compliance",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
95,4,FIN-00095,KYC Refresh Workflow Series B,"Compliance Services offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Compliance Services,KYC,240,93,1,1,2025-06-10,"kyc,onboarding,identity",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
96,4,FIN-00096,Mortgage Pre-Approval Series B,"Mortgage Lending offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Mortgage Lending,Residential Mortgage,995,410,1,1,2025-09-21,"mortgage,preapproval,consumer",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
97,4,FIN-00097,Adjustable Rate Mortgage Series B,"Mortgage Lending offering from NorthBridge Investments; tracked for suitability, exposure monitoring, operational risk, and client servicing.",Mortgage Lending,ARM,2150,1320,1,1,2024-12-11,"mortgage,arm,rate-risk",2026-04-13T09:16:47Z,2026-04-13T09:16:47Z
