post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
24,432,youtube,fin_youtube_00000024,Deposit attrition alert references Invoice Financing Line; Granite Wealth branch teams should prioritize exposure review,2026-04-13T07:09:20Z,938,85,17,17211,0.049,28.23,24,normal,,2026-04-13T09:16:48Z
25,377,youtube,fin_youtube_00000025,Fraud operations notice affects Trade Finance Letter of Credit; Granite Wealth monitoring thresholds should be refreshed,2026-03-30T21:13:35Z,154,86,49,14601,0.238,35.35,25,normal,,2026-04-13T09:16:48Z
26,272,youtube,fin_youtube_00000026,Liquidity desk flagged elevated transaction volume for FX Forward Contract; Harvest Commercial Bank liquidity thresholds should be reviewed,2026-04-03T03:05:28Z,252,95,7,9167,0.317,32.24,26,normal,,2026-04-13T09:16:48Z
27,89,youtube,fin_youtube_00000027,Advisor desk opened suitability review for Rate Hedge Advisory; Harvest Commercial Bank client notes require update,2026-04-11T20:39:14Z,888,58,33,11895,0.356,27.75,27,normal,,2026-04-13T09:16:48Z
28,163,twitter,fin_twitter_00000028,Market volatility signal raised for Treasury Management Portal; Harvest Commercial Bank portfolio guidance may change,2026-04-13T01:26:31Z,202,80,0,1852,0.782,33.27,28,normal,,2026-04-13T09:16:48Z
29,9,youtube,fin_youtube_00000029,Loan servicing alert references Retirement Income Plan; Harvest Commercial Bank hardship workflow needs capacity,2026-04-05T06:50:23Z,7681,483,461,199724,0.782,63.16,29,rising,,2026-04-13T09:16:48Z
30,459,instagram,fin_instagram_00000030,Payments operations bulletin references 529 Education Savings Plan; Harvest Commercial Bank settlement queue shows elevated activity,2026-03-27T07:19:52Z,39872,7674,7908,969881,0.584,85.82,30,viral,,2026-04-13T09:16:48Z
31,158,twitter,fin_twitter_00000031,AML screening update affects Life Insurance Policy Review; VoltPay Financial case review volume expected to increase,2026-03-16T06:37:36Z,282,59,1,17958,0.925,32.47,31,normal,,2026-04-13T09:16:48Z
32,170,threads,fin_threads_00000032,Compliance screening activity is rising for Annuity Suitability Review; VoltPay Financial onboarding controls require review,2026-03-23T15:42:57Z,5971,549,713,47507,-0.085,65.71,32,rising,,2026-04-13T09:16:48Z
33,52,tiktok,fin_tiktok_00000033,Mortgage desk reports elevated onboarding activity tied to Cyber Risk Insurance Quote; VoltPay Financial underwriting capacity should be checked,2026-03-15T10:50:14Z,134,61,18,235,0.487,31.71,33,normal,,2026-04-13T09:16:48Z
34,9,youtube,fin_youtube_00000034,Elevated treasury onboarding activity detected for Portfolio Tax-Loss Harvesting; VoltPay Financial relationship teams should monitor exposure thresholds,2026-04-11T08:07:04Z,492,94,31,11340,0.01,30.51,34,normal,,2026-04-13T09:16:48Z
35,455,tiktok,fin_tiktok_00000035,Branch operations alert: VoltPay Financial reported elevated onboarding workload for ESG Impact Portfolio,2026-04-12T17:17:46Z,934,85,20,19652,-0.238,32.33,35,normal,,2026-04-13T09:16:48Z
36,143,twitter,fin_twitter_00000036,Capital markets desk flagged spread movement for Private Credit Fund Access; SecureLedger Compliance pricing may change,2026-04-07T23:41:22Z,355,95,1,6924,0.64,31.22,36,normal,,2026-04-13T09:16:48Z
37,518,instagram,fin_instagram_00000037,Insurance suitability update references Digital Wallet Account; SecureLedger Compliance documentation review requested,2026-04-11T06:18:34Z,101,97,31,19458,0.666,35.36,37,normal,,2026-04-13T09:16:48Z
38,510,twitter,fin_twitter_00000038,Open banking signal shows elevated API transaction volume around Real-Time Payments Service; SecureLedger Compliance digital controls team watching load,2026-04-11T23:24:01Z,301,41,47,16509,0.8,32.50,38,normal,,2026-04-13T09:16:48Z
39,509,tiktok,fin_tiktok_00000039,Portfolio risk model detected cluster around SecureLedger Compliance Open Banking API Access; expected exposure monitoring workload increasing,2026-04-09T05:48:39Z,870,2,16,19289,0.16,26.52,39,normal,,2026-04-13T09:16:48Z
40,,threads,fin_threads_00000040,Compliance queue added Credit Score Monitoring; SecureLedger Compliance policy attestation requested,2026-03-21T03:22:07Z,791,38,10,14923,0.922,29.26,40,normal,,2026-04-13T09:16:48Z
41,171,instagram,fin_instagram_00000041,Civic National Bank repriced Portfolio Margin Account after rate guidance changed; client suitability review recommended,2026-04-12T22:52:31Z,220,47,5,6080,0.743,32.28,41,normal,,2026-04-13T09:16:48Z
42,238,twitter,fin_twitter_00000042,Regulatory bulletin references Options Trading Enablement; Civic National Bank compliance team should update controls,2026-04-13T04:19:24Z,652,83,46,7822,0.843,31.14,42,normal,,2026-04-13T09:16:48Z
43,158,twitter,fin_twitter_00000043,Credit risk signal detected for Trust Administration Package; Civic National Bank exposure limits need review,2026-03-27T20:55:13Z,6125,1573,187,135814,0.067,64.57,43,rising,,2026-04-13T09:16:48Z
44,361,twitter,fin_twitter_00000044,Deposit attrition alert references Family Office Reporting; Civic National Bank branch teams should prioritize exposure review,2026-04-11T23:10:33Z,444,26,12,9888,0.183,27.44,44,normal,,2026-04-13T09:16:48Z
45,132,tiktok,fin_tiktok_00000045,Fraud operations notice affects Liquidity Stress Test; Civic National Bank monitoring thresholds should be refreshed,2026-04-08T07:42:33Z,609,69,2,3733,0.201,27.87,45,normal,,2026-04-13T09:16:48Z
46,372,youtube,fin_youtube_00000046,Liquidity desk flagged elevated transaction volume for CECL Reserve Scenario; Greenline Asset Management liquidity thresholds should be reviewed,2026-03-18T17:41:52Z,4814,276,606,29287,0.568,60.87,46,rising,,2026-04-13T09:16:48Z
47,82,tiktok,fin_tiktok_00000047,Advisor desk opened suitability review for Basel Capital Dashboard; Greenline Asset Management client notes require update,2026-03-15T08:22:57Z,334,60,10,8084,0.491,29.80,47,normal,,2026-04-13T09:16:48Z
48,369,instagram,fin_instagram_00000048,Market volatility signal raised for Regulatory Filing Review; Greenline Asset Management portfolio guidance may change,2026-03-18T07:24:58Z,647,71,15,8240,0.762,30.34,48,normal,,2026-04-13T09:16:48Z
49,327,youtube,fin_youtube_00000049,Loan servicing alert references Sanctions Alert Review; Greenline Asset Management hardship workflow needs capacity,2026-04-13T03:25:41Z,134,14,20,1119,-0.05,32.63,49,normal,,2026-04-13T09:16:48Z
50,,threads,fin_threads_00000050,Payments operations bulletin references Branch Appointment Package; Greenline Asset Management settlement queue shows elevated activity,2026-04-06T15:22:30Z,984,12,33,9930,0.264,26.58,50,normal,,2026-04-13T09:16:48Z
51,,instagram,fin_instagram_00000051,AML screening update affects Priority Service Desk; PrimeCard Services case review volume expected to increase,2026-03-21T13:57:49Z,323,78,29,3250,0.738,33.24,51,normal,,2026-04-13T09:16:48Z
52,389,instagram,fin_instagram_00000052,Compliance screening activity is rising for Dispute Resolution Case; PrimeCard Services onboarding controls require review,2026-04-12T22:37:04Z,36535,11590,7929,335670,0.392,87.70,52,viral,,2026-04-13T09:16:48Z
53,436,twitter,fin_twitter_00000053,Mortgage desk reports elevated onboarding activity tied to Chargeback Protection Plan; PrimeCard Services underwriting capacity should be checked,2026-04-09T19:39:14Z,981,39,0,13071,0.645,26.91,53,normal,,2026-04-13T09:16:48Z
54,407,youtube,fin_youtube_00000054,Elevated treasury onboarding activity detected for Loan Modification Review; PrimeCard Services relationship teams should monitor exposure thresholds,2026-03-29T07:08:55Z,827,8,47,10363,0.875,28.78,54,normal,,2026-04-13T09:16:48Z
55,408,threads,fin_threads_00000055,Branch operations alert: PrimeCard Services reported elevated onboarding workload for Delinquency Outreach Program,2026-04-13T06:29:59Z,400,97,15,17514,0.677,31.47,55,normal,,2026-04-13T09:16:48Z
56,93,twitter,fin_twitter_00000056,Capital markets desk flagged spread movement for Client Profitability Analysis; Catalyst Insurance Group pricing may change,2026-04-06T04:51:45Z,2859,1650,189,62049,0.861,67.45,56,rising,,2026-04-13T09:16:48Z
57,,tiktok,fin_tiktok_00000057,Insurance suitability update references Client Suitability Control Model; Catalyst Insurance Group documentation review requested,2026-03-25T18:18:39Z,375,38,4,2811,0.719,29.58,57,normal,,2026-04-13T09:16:48Z
58,501,youtube,fin_youtube_00000058,Open banking signal shows elevated API transaction volume around Deposit Attrition Alert; Catalyst Insurance Group digital controls team watching load,2026-04-12T13:28:40Z,254,17,15,949,0.441,26.91,58,normal,,2026-04-13T09:16:48Z
59,520,twitter,fin_twitter_00000059,Portfolio risk model detected cluster around Catalyst Insurance Group Card Spend Forecast; expected exposure monitoring workload increasing,2026-04-02T16:01:09Z,4896,1892,896,117555,-0.202,70.90,59,rising,,2026-04-13T09:16:48Z
60,354,instagram,fin_instagram_00000060,Compliance queue added Investment Policy Statement; Catalyst Insurance Group policy attestation requested,2026-03-16T13:57:09Z,584,77,8,4043,0.258,28.38,60,normal,,2026-04-13T09:16:48Z
61,181,instagram,fin_instagram_00000061,PurePAC Portfolio Services repriced Risk Tolerance Assessment after rate guidance changed; client suitability review recommended,2026-04-02T18:10:15Z,1064,477,796,132825,0.87,71.12,61,rising,,2026-04-13T09:16:48Z
62,16,instagram,fin_instagram_00000062,Regulatory bulletin references Advisor Book Review; Silicon Valley Wealth compliance team should update controls,2026-03-23T20:57:28Z,925,70,2,14940,0.453,27.71,62,normal,,2026-04-13T09:16:48Z
63,,twitter,fin_twitter_00000063,Credit risk signal detected for Commercial Cash Forecast; CarbonActive Finance exposure limits need review,2026-03-17T10:46:26Z,359,13,40,7494,0.611,27.71,63,normal,,2026-04-13T09:16:48Z
64,165,threads,fin_threads_00000064,Deposit attrition alert references Liquidity Investment Sweep; FraudGuard Operations branch teams should prioritize exposure review,2026-04-08T04:56:27Z,7818,594,301,170385,-0.109,65.14,64,rising,,2026-04-13T09:16:48Z
65,48,twitter,fin_twitter_00000065,Fraud operations notice affects Escrow Account Service; MetaTrust Custody monitoring thresholds should be refreshed,2026-04-11T14:34:58Z,181,35,33,15481,0.352,31.88,65,normal,,2026-04-13T09:16:48Z
66,264,instagram,fin_instagram_00000066,Liquidity desk flagged elevated transaction volume for Custody Reporting Feed; Coastal Perimeter Bank liquidity thresholds should be reviewed,2026-04-13T05:47:03Z,374,97,2,11041,0.634,31.28,66,normal,,2026-04-13T09:16:48Z
67,4,youtube,fin_youtube_00000067,Advisor desk opened suitability review for Securities Lending Program; CivicSure Insurance client notes require update,2026-04-13T09:10:23Z,371,56,7,10410,0.828,31.22,67,normal,,2026-04-13T09:16:48Z
68,371,twitter,fin_twitter_00000068,Market volatility signal raised for Carbon Credit Custody; IPA Direct Finance portfolio guidance may change,2026-04-11T15:10:53Z,458,53,22,9381,-0.073,32.77,68,normal,,2026-04-13T09:16:48Z
69,234,youtube,fin_youtube_00000069,Loan servicing alert references Green Bond Advisory; ApexOne Capital hardship workflow needs capacity,2026-03-30T14:13:28Z,236,33,4,7512,0.157,28.84,69,normal,,2026-04-13T09:16:48Z
70,357,youtube,fin_youtube_00000070,Payments operations bulletin references Municipal Issuer Portal; Propel Pension Strategies settlement queue shows elevated activity,2026-04-11T02:20:09Z,1725,1132,116,171037,0.619,65.91,70,rising,,2026-04-13T09:16:48Z
71,83,twitter,fin_twitter_00000071,AML screening update affects Pension Liability Review; Continuity Risk Advisors case review volume expected to increase,2026-03-27T19:31:25Z,20363,4071,4193,361535,0.605,85.62,71,viral,,2026-04-13T09:16:48Z
72,112,tiktok,fin_tiktok_00000072,Compliance screening activity is rising for HSA Investment Account; PharmaPay Receivables onboarding controls require review,2026-03-15T17:58:11Z,700,67,21,844,0.574,27.14,72,normal,,2026-04-13T09:16:48Z
73,506,youtube,fin_youtube_00000073,Mortgage desk reports elevated onboarding activity tied to Secure Document Vault; CleanRate Lending underwriting capacity should be checked,2026-04-06T06:03:42Z,6481,501,888,157841,0.543,62.11,73,rising,,2026-04-13T09:16:48Z
74,288,threads,fin_threads_00000074,Elevated treasury onboarding activity detected for Mobile Deposit Service; BridgeLine Capital relationship teams should monitor exposure thresholds,2026-04-11T23:43:40Z,428,90,22,19213,0.647,31,74,normal,,2026-04-13T09:16:48Z
75,144,youtube,fin_youtube_00000075,Branch operations alert: FinePoint Direct reported elevated onboarding workload for Relationship Pricing Bundle,2026-04-10T23:31:11Z,26124,3992,2914,255158,0.744,85.58,75,viral,,2026-04-13T09:16:48Z
76,193,twitter,fin_twitter_00000076,Capital markets desk flagged spread movement for Institutional Cash Fund; Portside Trade Finance pricing may change,2026-04-13T07:25:34Z,2970,369,837,188568,0.927,66.58,76,rising,,2026-04-13T09:16:48Z
77,489,instagram,fin_instagram_00000077,Insurance suitability update references Alternative Data Feed; AltYield Alternative Credit documentation review requested,2026-04-01T02:05:46Z,3258,1203,658,63231,0.88,68.82,77,rising,,2026-04-13T09:16:48Z
78,,twitter,fin_twitter_00000078,Open banking signal shows elevated API transaction volume around Loan Portfolio Review; LedgerGrade Connect digital controls team watching load,2026-04-13T05:11:51Z,622,94,16,18614,0.436,29.55,78,normal,,2026-04-13T09:16:48Z
79,64,youtube,fin_youtube_00000079,Portfolio risk model detected cluster around SpecFinance Exchange Financial Wellness Program; expected exposure monitoring workload increasing,2026-04-02T22:18:33Z,144,53,35,15952,0.574,34.63,79,normal,,2026-04-13T09:16:48Z
80,433,threads,fin_threads_00000080,Compliance queue added Premium Checking Bundle Series B; Meridian Trust Bank policy attestation requested,2026-03-23T08:07:54Z,451,54,28,18296,0.925,31.28,80,normal,,2026-04-13T09:16:48Z
81,82,tiktok,fin_tiktok_00000081,Meridian Trust Bank repriced High-Yield Savings Account Series B after rate guidance changed; client suitability review recommended,2026-03-14T13:42:04Z,71,47,35,19999,0.147,36.30,81,normal,,2026-04-13T09:16:48Z
82,361,twitter,fin_twitter_00000082,Regulatory bulletin references Rewards Credit Card Series B; Meridian Trust Bank compliance team should update controls,2026-04-10T05:39:53Z,4905,1766,294,51919,0.231,65.31,82,rising,,2026-04-13T09:16:48Z
83,408,threads,fin_threads_00000083,Credit risk signal detected for Small Business Term Loan Series B; Meridian Trust Bank exposure limits need review,2026-04-02T05:44:59Z,577,93,19,9439,0.854,31.53,83,normal,,2026-04-13T09:16:48Z
84,,youtube,fin_youtube_00000084,Deposit attrition alert references Home Equity Line of Credit Series B; Meridian Trust Bank branch teams should prioritize exposure review,2026-03-21T03:35:38Z,846,91,2,16911,0.276,28.40,84,normal,,2026-04-13T09:16:48Z
85,409,instagram,fin_instagram_00000085,Fraud operations notice affects Robo Advisory Portfolio Series B; Horizon Capital monitoring thresholds should be refreshed,2026-04-13T07:44:40Z,352,16,5,1160,0.216,26.12,85,normal,,2026-04-13T09:16:48Z
86,208,twitter,fin_twitter_00000086,Liquidity desk flagged elevated transaction volume for Managed ETF Portfolio Series B; Horizon Capital liquidity thresholds should be reviewed,2026-04-08T16:51:14Z,148,29,31,2566,0.702,33.42,86,normal,,2026-04-13T09:16:48Z
87,32,tiktok,fin_tiktok_00000087,Advisor desk opened suitability review for Municipal Bond Ladder Series B; Horizon Capital client notes require update,2026-04-06T00:20:02Z,898,67,4,11805,0.291,27.61,87,normal,,2026-04-13T09:16:48Z
88,388,threads,fin_threads_00000088,Market volatility signal raised for Treasury Sweep Account Series B; Horizon Capital portfolio guidance may change,2026-04-02T15:24:50Z,2504,1816,824,68614,0.821,70.13,88,rising,,2026-04-13T09:16:48Z
89,177,tiktok,fin_tiktok_00000089,Loan servicing alert references Corporate Card Program Series B; Horizon Capital hardship workflow needs capacity,2026-04-11T14:46:43Z,195,9,16,18182,0.652,28,89,normal,,2026-04-13T09:16:48Z
90,103,twitter,fin_twitter_00000090,Payments operations bulletin references Merchant Acquiring Package Series B; Clearwater Credit Union settlement queue shows elevated activity,2026-04-07T00:33:10Z,5326,1742,969,87122,0.479,66.76,90,rising,,2026-04-13T09:16:48Z
91,483,threads,fin_threads_00000091,AML screening update affects ACH Origination Service Series B; Clearwater Credit Union case review volume expected to increase,2026-04-11T05:19:05Z,655,21,18,14252,0.589,27.07,91,normal,,2026-04-13T09:16:48Z
92,235,threads,fin_threads_00000092,Compliance screening activity is rising for Wire Transfer Service Series B; Clearwater Credit Union onboarding controls require review,2026-04-10T22:42:25Z,3739,1571,796,145276,0.231,67.29,92,rising,,2026-04-13T09:16:48Z
93,414,instagram,fin_instagram_00000093,Mortgage desk reports elevated onboarding activity tied to Fraud Monitoring Add-On Series B; Clearwater Credit Union underwriting capacity should be checked,2026-04-05T04:24:47Z,2385,1676,133,111120,0.108,65.60,93,rising,,2026-04-13T09:16:48Z
94,511,youtube,fin_youtube_00000094,Elevated treasury onboarding activity detected for AML Screening Package Series B; Clearwater Credit Union relationship teams should monitor exposure thresholds,2026-03-16T15:59:54Z,332,59,47,242,0.299,29.35,94,normal,,2026-04-13T09:16:48Z
95,141,instagram,fin_instagram_00000095,Branch operations alert: NorthBridge Investments reported elevated onboarding workload for KYC Refresh Workflow Series B,2026-03-30T20:45:13Z,3087,231,667,124884,0.37,62.75,95,rising,,2026-04-13T09:16:48Z
96,104,youtube,fin_youtube_00000096,Capital markets desk flagged spread movement for Mortgage Pre-Approval Series B; NorthBridge Investments pricing may change,2026-03-31T16:24:58Z,4906,1144,513,189522,0.709,66.99,96,rising,,2026-04-13T09:16:48Z
97,328,threads,fin_threads_00000097,Insurance suitability update references Adjustable Rate Mortgage Series B; NorthBridge Investments documentation review requested,2026-04-02T16:09:29Z,2515,316,195,123642,0.917,64.38,97,rising,,2026-04-13T09:16:48Z
98,28,twitter,fin_twitter_00000098,Open banking signal shows elevated API transaction volume around Auto Loan Digital Offer Series B; NorthBridge Investments digital controls team watching load,2026-04-04T20:48:50Z,490,18,35,7772,0.256,27.34,98,normal,,2026-04-13T09:16:48Z
99,,youtube,fin_youtube_00000099,Portfolio risk model detected cluster around NorthBridge Investments Personal Loan Express Series B; expected exposure monitoring workload increasing,2026-04-08T13:55:15Z,495,86,42,15052,0.545,30.50,99,normal,,2026-04-13T09:16:48Z
100,384,instagram,fin_instagram_00000100,Compliance queue added Student Refinance Loan Series B; Granite Wealth policy attestation requested,2026-04-13T09:12:27Z,804,16,26,19137,0.266,27,100,normal,,2026-04-13T09:16:48Z
101,335,tiktok,fin_tiktok_00000101,Granite Wealth repriced Commercial Real Estate Loan Series B after rate guidance changed; client suitability review recommended,2026-04-02T16:49:04Z,2528,643,143,174914,0.924,66.90,101,rising,,2026-04-13T09:16:48Z
102,425,tiktok,fin_tiktok_00000102,Regulatory bulletin references Equipment Finance Lease Series B; Granite Wealth compliance team should update controls,2026-04-05T17:26:30Z,90,93,46,4450,0.523,35.65,102,normal,,2026-04-13T09:16:48Z
103,316,twitter,fin_twitter_00000103,Credit risk signal detected for Invoice Financing Line Series B; Granite Wealth exposure limits need review,2026-04-13T08:39:19Z,38,41,3,17512,0.244,33.03,103,normal,,2026-04-13T09:16:48Z
104,265,tiktok,fin_tiktok_00000104,Deposit attrition alert references Trade Finance Letter of Credit Series B; Granite Wealth branch teams should prioritize exposure review,2026-04-02T02:12:07Z,621,56,35,18804,0.226,28.64,104,normal,,2026-04-13T09:16:48Z
105,6,instagram,fin_instagram_00000105,Fraud operations notice affects FX Forward Contract Series B; Harvest Commercial Bank monitoring thresholds should be refreshed,2026-04-13T04:57:56Z,656,50,33,5593,0.923,29.78,105,normal,,2026-04-13T09:16:48Z
106,16,instagram,fin_instagram_00000106,Liquidity desk flagged elevated transaction volume for Rate Hedge Advisory Series B; Harvest Commercial Bank liquidity thresholds should be reviewed,2026-04-04T14:47:29Z,716,18,10,13685,0.898,28.78,106,normal,,2026-04-13T09:16:48Z
107,71,instagram,fin_instagram_00000107,Advisor desk opened suitability review for Treasury Management Portal Series B; Harvest Commercial Bank client notes require update,2026-03-28T23:53:46Z,7385,518,880,164485,0.763,63.81,107,rising,,2026-04-13T09:16:48Z
108,380,tiktok,fin_tiktok_00000108,Market volatility signal raised for Retirement Income Plan Series B; Harvest Commercial Bank portfolio guidance may change,2026-04-08T04:00:42Z,8247,384,859,193637,0.873,63.26,108,rising,,2026-04-13T09:16:48Z
109,126,instagram,fin_instagram_00000109,Loan servicing alert references 529 Education Savings Plan Series B; Harvest Commercial Bank hardship workflow needs capacity,2026-04-01T13:57:47Z,18219,9731,3496,642278,0.223,87.73,109,viral,,2026-04-13T09:16:48Z
110,236,instagram,fin_instagram_00000110,Payments operations bulletin references Life Insurance Policy Review Series B; VoltPay Financial settlement queue shows elevated activity,2026-03-18T20:00:23Z,39816,13014,2622,320725,0.07,86.16,110,viral,,2026-04-13T09:16:48Z
111,132,tiktok,fin_tiktok_00000111,AML screening update affects Annuity Suitability Review Series B; VoltPay Financial case review volume expected to increase,2026-04-12T04:44:39Z,680,55,28,16510,0.588,28.25,111,normal,,2026-04-13T09:16:48Z
112,374,instagram,fin_instagram_00000112,Compliance screening activity is rising for Cyber Risk Insurance Quote Series B; VoltPay Financial onboarding controls require review,2026-04-03T16:58:58Z,12,11,37,15865,0.55,36.20,112,normal,,2026-04-13T09:16:48Z
113,340,tiktok,fin_tiktok_00000113,Mortgage desk reports elevated onboarding activity tied to Portfolio Tax-Loss Harvesting Series B; VoltPay Financial underwriting capacity should be checked,2026-03-30T07:11:11Z,392,25,4,11960,0.243,27.46,113,normal,,2026-04-13T09:16:48Z
114,86,instagram,fin_instagram_00000114,Elevated treasury onboarding activity detected for ESG Impact Portfolio Series B; VoltPay Financial relationship teams should monitor exposure thresholds,2026-03-22T17:04:20Z,8518,726,135,79704,0.57,60.76,114,rising,,2026-04-13T09:16:48Z
115,473,threads,fin_threads_00000115,Branch operations alert: SecureLedger Compliance reported elevated onboarding workload for Private Credit Fund Access Series B,2026-03-16T22:02:17Z,127,77,38,10002,0.366,34.99,115,normal,,2026-04-13T09:16:48Z
116,311,twitter,fin_twitter_00000116,Capital markets desk flagged spread movement for Digital Wallet Account Series B; SecureLedger Compliance pricing may change,2026-04-12T00:56:01Z,6637,813,435,196014,0.07,62.40,116,rising,,2026-04-13T09:16:48Z
117,309,instagram,fin_instagram_00000117,Insurance suitability update references Real-Time Payments Service Series B; SecureLedger Compliance documentation review requested,2026-04-06T17:27:17Z,681,90,18,4274,0.568,28.54,117,normal,,2026-04-13T09:16:48Z
118,105,threads,fin_threads_00000118,Open banking signal shows elevated API transaction volume around Open Banking API Access Series B; SecureLedger Compliance digital controls team watching load,2026-03-15T20:29:25Z,3339,1401,122,27282,0.577,64.80,118,rising,,2026-04-13T09:16:48Z
