INVENTORY_FACT_ID,SNAPSHOT_DATE,STORE_ID,PRODUCT_ID,STOCK_ON_HAND,REORDER_LEVEL,IS_REORDER_ALERT,IS_OUT_OF_STOCK
260,2025-12-22T00:00:00Z,23,844,20,56,1,0
261,2025-12-29T00:00:00Z,25,68,20,26,1,0
262,2025-12-24T00:00:00Z,26,477,20,8,0,0
263,2025-12-20T00:00:00Z,26,1819,20,52,1,0
264,2025-11-12T00:00:00Z,29,8258,20,11,0,0
265,2025-12-10T00:00:00Z,1,12832,21,13,0,0
266,2025-11-10T00:00:00Z,1,1,21,45,1,0
267,2025-11-24T00:00:00Z,2,1849,21,26,1,0
268,2025-11-30T00:00:00Z,2,934,21,47,1,0
269,2025-12-10T00:00:00Z,4,490,21,25,1,0
270,2025-12-17T00:00:00Z,5,1254,21,59,1,0
271,2025-12-05T00:00:00Z,6,943,21,46,1,0
272,2025-12-17T00:00:00Z,10,438,21,8,0,0
273,2025-11-03T00:00:00Z,10,48,21,49,1,0
274,2025-12-15T00:00:00Z,11,296,21,43,1,0
275,2025-11-14T00:00:00Z,24,3893,21,26,1,0
276,2025-12-25T00:00:00Z,25,147,21,6,0,0
277,2025-12-14T00:00:00Z,26,131,21,44,1,0
278,2025-12-11T00:00:00Z,29,73,21,20,0,0
279,2025-11-15T00:00:00Z,32,315,21,7,0,0
280,2025-12-08T00:00:00Z,1,736,22,44,1,0
281,2025-11-12T00:00:00Z,3,8864,22,11,0,0
282,2025-12-07T00:00:00Z,3,16115,22,13,0,0
283,2025-12-05T00:00:00Z,4,18212,22,49,1,0
284,2025-12-14T00:00:00Z,6,963,22,12,0,0
285,2025-11-26T00:00:00Z,6,117,22,22,1,0
286,2025-11-22T00:00:00Z,9,224,22,5,0,0
287,2025-12-27T00:00:00Z,10,1354,22,15,0,0
288,2025-11-18T00:00:00Z,10,6344,22,43,1,0
289,2025-12-21T00:00:00Z,15,216,22,59,1,0
290,2025-12-25T00:00:00Z,16,130,22,29,1,0
291,2025-12-20T00:00:00Z,22,442,22,21,0,0
292,2025-12-17T00:00:00Z,22,1790,22,44,1,0
293,2025-12-12T00:00:00Z,28,2441,22,47,1,0
294,2025-11-01T00:00:00Z,35,125,22,24,1,0
295,2025-11-23T00:00:00Z,40,5,22,58,1,0
296,2025-12-05T00:00:00Z,41,224,22,46,1,0
297,2025-12-02T00:00:00Z,2,6519,23,39,1,0
298,2025-11-08T00:00:00Z,2,11781,23,58,1,0
299,2025-11-16T00:00:00Z,3,2149,23,42,1,0
300,2025-11-22T00:00:00Z,4,311,23,20,0,0
301,2025-12-26T00:00:00Z,7,1311,23,6,0,0
302,2025-12-30T00:00:00Z,8,890,23,13,0,0
303,2025-11-03T00:00:00Z,12,7727,23,34,1,0
304,2025-12-06T00:00:00Z,21,65,23,20,0,0
305,2025-11-21T00:00:00Z,34,226,23,11,0,0
306,2025-12-22T00:00:00Z,36,123,23,9,0,0
307,2025-12-22T00:00:00Z,38,24,23,11,0,0
308,2025-12-22T00:00:00Z,41,60,23,41,1,0
309,2025-12-28T00:00:00Z,43,1430,23,18,0,0
310,2025-11-02T00:00:00Z,1,10180,24,20,0,0
311,2025-11-25T00:00:00Z,1,5831,24,57,1,0
312,2025-11-28T00:00:00Z,2,4235,24,12,0,0
313,2025-12-16T00:00:00Z,2,22,24,44,1,0
314,2025-12-15T00:00:00Z,4,2290,24,25,1,0
315,2025-12-09T00:00:00Z,4,105,24,29,1,0
316,2025-12-11T00:00:00Z,5,963,24,6,0,0
317,2025-11-29T00:00:00Z,5,1163,24,16,0,0
318,2025-11-09T00:00:00Z,7,6,24,49,1,0
319,2025-12-12T00:00:00Z,12,80,24,25,1,0
320,2025-11-28T00:00:00Z,12,263,24,60,1,0
321,2025-12-20T00:00:00Z,15,502,24,45,1,0
322,2025-12-30T00:00:00Z,17,31,24,49,1,0
323,2025-11-06T00:00:00Z,19,57,24,9,0,0
324,2025-11-03T00:00:00Z,21,24,24,28,1,0
325,2025-12-11T00:00:00Z,21,692,24,59,1,0
326,2025-12-26T00:00:00Z,24,234,24,7,0,0
327,2025-12-16T00:00:00Z,29,2379,24,10,0,0
328,2025-11-05T00:00:00Z,1,54,25,25,1,0
329,2025-11-26T00:00:00Z,1,10493,25,29,1,0
330,2025-12-13T00:00:00Z,1,916,25,30,1,0
331,2025-11-23T00:00:00Z,1,7828,25,59,1,0
332,2025-12-26T00:00:00Z,2,1280,25,55,1,0
333,2025-11-11T00:00:00Z,3,2888,25,13,0,0
334,2025-11-23T00:00:00Z,3,315,25,56,1,0
335,2025-12-01T00:00:00Z,4,3946,25,7,0,0
336,2025-11-15T00:00:00Z,4,236,25,35,1,0
337,2025-11-16T00:00:00Z,5,49,25,60,1,0
338,2025-12-25T00:00:00Z,10,54,25,49,1,0
339,2025-12-27T00:00:00Z,12,149,25,40,1,0
340,2025-12-20T00:00:00Z,16,60,25,36,1,0
341,2025-11-08T00:00:00Z,25,74,25,5,0,0
342,2025-11-20T00:00:00Z,36,112,25,38,1,0
343,2025-12-03T00:00:00Z,36,162,25,56,1,0
344,2025-11-19T00:00:00Z,1,252,26,44,1,0
345,2025-12-11T00:00:00Z,1,1174,26,46,1,0
346,2025-11-15T00:00:00Z,1,119,26,57,1,0
347,2025-11-13T00:00:00Z,1,7113,26,60,1,0
348,2025-12-08T00:00:00Z,3,4263,26,12,0,0
349,2025-12-04T00:00:00Z,6,581,26,32,1,0
350,2025-12-15T00:00:00Z,10,179,26,56,1,0
351,2025-12-19T00:00:00Z,17,2691,26,19,0,0
352,2025-11-19T00:00:00Z,23,1199,26,54,1,0
353,2025-12-04T00:00:00Z,25,181,26,36,1,0
354,2025-12-09T00:00:00Z,29,586,26,12,0,0
355,2025-12-09T00:00:00Z,32,3315,26,34,1,0
356,2025-11-26T00:00:00Z,35,297,26,55,1,0
357,2025-12-03T00:00:00Z,38,54,26,59,1,0
358,2025-11-06T00:00:00Z,48,784,26,55,1,0
359,2025-11-13T00:00:00Z,1,764,27,41,1,0
360,2025-12-20T00:00:00Z,1,4305,27,51,1,0
361,2025-11-14T00:00:00Z,3,686,27,17,0,0
362,2025-12-18T00:00:00Z,3,290,27,29,1,0
363,2025-12-14T00:00:00Z,3,2677,27,39,1,0
364,2025-12-16T00:00:00Z,7,717,27,48,1,0
365,2025-12-17T00:00:00Z,8,6681,27,58,1,0
366,2025-12-27T00:00:00Z,10,13,27,43,1,0
367,2025-11-17T00:00:00Z,12,603,27,9,0,0
368,2025-12-24T00:00:00Z,12,161,27,10,0,0
369,2025-11-05T00:00:00Z,12,9,27,35,1,0
370,2025-12-30T00:00:00Z,14,124,27,24,0,0
371,2025-12-25T00:00:00Z,14,184,27,57,1,0
372,2025-11-14T00:00:00Z,18,3679,27,53,1,0
373,2025-11-11T00:00:00Z,21,372,27,18,0,0
374,2025-12-29T00:00:00Z,23,222,27,49,1,0
375,2025-11-24T00:00:00Z,24,1,27,26,0,0
376,2025-11-02T00:00:00Z,24,75,27,31,1,0
377,2025-11-17T00:00:00Z,40,10,27,21,0,0
378,2025-12-10T00:00:00Z,46,125,27,19,0,0
379,2025-12-13T00:00:00Z,47,46,27,50,1,0
380,2025-11-18T00:00:00Z,1,2063,28,41,1,0
381,2025-11-22T00:00:00Z,2,3214,28,24,0,0
382,2025-11-02T00:00:00Z,3,472,28,38,1,0
383,2025-12-19T00:00:00Z,3,67,28,49,1,0
384,2025-11-25T00:00:00Z,4,1337,28,35,1,0
385,2025-12-20T00:00:00Z,9,137,28,7,0,0
386,2025-11-12T00:00:00Z,16,83,28,41,1,0
387,2025-12-15T00:00:00Z,26,127,28,16,0,0
388,2025-12-05T00:00:00Z,27,6060,28,32,1,0
389,2025-11-24T00:00:00Z,28,654,28,8,0,0
390,2025-11-16T00:00:00Z,50,864,28,17,0,0
391,2025-11-09T00:00:00Z,1,6379,29,40,1,0
392,2025-11-13T00:00:00Z,1,900,29,56,1,0
393,2025-12-29T00:00:00Z,2,15761,29,25,0,0
394,2025-11-25T00:00:00Z,3,143,29,22,0,0
395,2025-11-22T00:00:00Z,3,478,29,38,1,0
396,2025-11-01T00:00:00Z,5,6487,29,27,0,0
397,2025-12-24T00:00:00Z,8,580,29,52,1,0
398,2025-12-06T00:00:00Z,9,742,29,37,1,0
399,2025-12-22T00:00:00Z,10,74,29,17,0,0
400,2025-12-15T00:00:00Z,13,15740,29,8,0,0
401,2025-11-24T00:00:00Z,27,5539,29,23,0,0
402,2025-11-06T00:00:00Z,29,976,29,7,0,0
403,2025-11-08T00:00:00Z,30,471,29,9,0,0
404,2025-12-05T00:00:00Z,1,104,30,32,1,0
405,2025-12-01T00:00:00Z,1,15313,30,46,1,0
406,2025-12-27T00:00:00Z,2,2336,30,22,0,0
407,2025-11-11T00:00:00Z,5,626,30,29,0,0
408,2025-12-04T00:00:00Z,5,3058,30,58,1,0
409,2025-11-17T00:00:00Z,6,15,30,36,1,0
410,2025-11-22T00:00:00Z,7,33,30,24,0,0
411,2025-12-09T00:00:00Z,7,4750,30,25,0,0
412,2025-12-19T00:00:00Z,12,616,30,22,0,0
413,2025-12-14T00:00:00Z,14,53,30,19,0,0
414,2025-12-03T00:00:00Z,20,604,30,49,1,0
415,2025-12-22T00:00:00Z,21,30,30,35,1,0
416,2025-11-27T00:00:00Z,26,594,30,59,1,0
417,2025-11-22T00:00:00Z,31,19,30,25,0,0
418,2025-11-14T00:00:00Z,1,2561,31,44,1,0
419,2025-12-03T00:00:00Z,1,3910,31,48,1,0
420,2025-11-22T00:00:00Z,1,19011,31,49,1,0
421,2025-12-12T00:00:00Z,2,293,31,9,0,0
422,2025-12-29T00:00:00Z,2,14476,31,38,1,0
423,2025-12-07T00:00:00Z,2,2046,31,40,1,0
424,2025-12-10T00:00:00Z,2,255,31,60,1,0
425,2025-11-21T00:00:00Z,3,2773,31,57,1,0
426,2025-12-06T00:00:00Z,4,48,31,38,1,0
427,2025-11-06T00:00:00Z,13,54,31,54,1,0
428,2025-11-02T00:00:00Z,15,1301,31,8,0,0
429,2025-11-19T00:00:00Z,17,27,31,24,0,0
430,2025-12-18T00:00:00Z,19,31,31,50,1,0
431,2025-12-18T00:00:00Z,21,177,31,39,1,0
432,2025-12-01T00:00:00Z,22,1,31,57,1,0
433,2025-11-27T00:00:00Z,26,136,31,60,1,0
434,2025-12-23T00:00:00Z,30,27,31,45,1,0
435,2025-12-04T00:00:00Z,31,16,31,11,0,0
436,2025-12-27T00:00:00Z,35,92,31,38,1,0
437,2025-11-03T00:00:00Z,46,242,31,40,1,0
438,2025-12-25T00:00:00Z,2,545,32,5,0,0
439,2025-11-19T00:00:00Z,2,24,32,32,1,0
440,2025-12-30T00:00:00Z,3,265,32,19,0,0
441,2025-12-09T00:00:00Z,3,253,32,34,1,0
442,2025-12-27T00:00:00Z,4,6431,32,9,0,0
443,2025-12-23T00:00:00Z,4,2960,32,36,1,0
444,2025-12-29T00:00:00Z,5,103,32,34,1,0
445,2025-12-25T00:00:00Z,7,287,32,44,1,0
446,2025-11-05T00:00:00Z,7,303,32,44,1,0
447,2025-12-29T00:00:00Z,9,274,32,26,0,0
448,2025-11-01T00:00:00Z,11,1422,32,15,0,0
449,2025-12-12T00:00:00Z,14,86,32,8,0,0
450,2025-12-13T00:00:00Z,16,2198,32,44,1,0
451,2025-11-11T00:00:00Z,19,865,32,28,0,0
452,2025-11-26T00:00:00Z,21,592,32,37,1,0
453,2025-11-21T00:00:00Z,25,10,32,22,0,0
454,2025-11-10T00:00:00Z,32,8,32,37,1,0
455,2025-11-20T00:00:00Z,32,82,32,55,1,0
456,2025-11-15T00:00:00Z,33,3281,32,22,0,0
457,2025-12-05T00:00:00Z,38,958,32,5,0,0
458,2025-11-21T00:00:00Z,44,6,32,57,1,0
459,2025-12-28T00:00:00Z,45,25,32,22,0,0
460,2025-12-28T00:00:00Z,2,320,33,27,0,0
461,2025-11-05T00:00:00Z,3,1342,33,30,0,0
462,2025-11-12T00:00:00Z,7,802,33,52,1,0
463,2025-11-05T00:00:00Z,9,118,33,34,1,0
464,2025-11-15T00:00:00Z,9,298,33,52,1,0
465,2025-11-18T00:00:00Z,11,1300,33,29,0,0
466,2025-12-12T00:00:00Z,13,388,33,55,1,0
467,2025-12-14T00:00:00Z,16,158,33,14,0,0
468,2025-12-27T00:00:00Z,23,3,33,48,1,0
469,2025-11-02T00:00:00Z,24,59,33,58,1,0
470,2025-12-11T00:00:00Z,32,40,33,30,0,0
471,2025-11-07T00:00:00Z,37,213,33,20,0,0
472,2025-12-25T00:00:00Z,39,6361,33,46,1,0
473,2025-12-16T00:00:00Z,40,12,33,25,0,0
474,2025-12-18T00:00:00Z,42,1387,33,25,0,0
475,2025-12-10T00:00:00Z,48,375,33,6,0,0
476,2025-12-02T00:00:00Z,49,53,33,34,1,0
477,2025-11-27T00:00:00Z,50,126,33,57,1,0
478,2025-12-02T00:00:00Z,2,2301,34,19,0,0
479,2025-11-14T00:00:00Z,2,11,34,22,0,0
480,2025-12-05T00:00:00Z,2,751,34,37,1,0
481,2025-11-13T00:00:00Z,2,1094,34,37,1,0
482,2025-12-11T00:00:00Z,2,1309,34,48,1,0
483,2025-11-14T00:00:00Z,2,109,34,54,1,0
484,2025-12-30T00:00:00Z,3,414,34,23,0,0
485,2025-11-26T00:00:00Z,4,61,34,40,1,0
486,2025-11-05T00:00:00Z,4,157,34,44,1,0
487,2025-12-17T00:00:00Z,5,4573,34,46,1,0
488,2025-11-20T00:00:00Z,7,559,34,24,0,0
489,2025-11-29T00:00:00Z,10,307,34,53,1,0
490,2025-11-05T00:00:00Z,12,1502,34,49,1,0
491,2025-11-18T00:00:00Z,13,10161,34,20,0,0
492,2025-11-20T00:00:00Z,15,675,34,58,1,0
493,2025-12-14T00:00:00Z,18,390,34,25,0,0
494,2025-12-05T00:00:00Z,19,959,34,36,1,0
495,2025-12-28T00:00:00Z,19,3,34,45,1,0
496,2025-12-11T00:00:00Z,22,20,34,59,1,0
497,2025-11-02T00:00:00Z,26,6,34,13,0,0
498,2025-11-09T00:00:00Z,26,19,34,40,1,0
499,2025-11-03T00:00:00Z,27,23,34,26,0,0
500,2025-11-15T00:00:00Z,27,85,34,59,1,0
501,2025-12-30T00:00:00Z,28,256,34,28,0,0
502,2025-12-02T00:00:00Z,30,1364,34,52,1,0
503,2025-11-15T00:00:00Z,32,1048,34,59,1,0
504,2025-11-08T00:00:00Z,34,1,34,41,1,0
505,2025-12-11T00:00:00Z,37,86,34,57,1,0
506,2025-11-16T00:00:00Z,42,3,34,25,0,0
507,2025-12-02T00:00:00Z,45,2,34,42,1,0
508,2025-12-17T00:00:00Z,1,1870,35,23,0,0
509,2025-11-20T00:00:00Z,1,1939,35,41,1,0
510,2025-12-29T00:00:00Z,1,172,35,43,1,0
511,2025-11-26T00:00:00Z,2,1633,35,26,0,0
512,2025-11-30T00:00:00Z,2,2697,35,39,1,0
513,2025-12-09T00:00:00Z,2,1841,35,52,1,0
514,2025-12-25T00:00:00Z,3,3985,35,7,0,0
515,2025-11-29T00:00:00Z,3,97,35,13,0,0
516,2025-12-16T00:00:00Z,3,2473,35,22,0,0
517,2025-12-17T00:00:00Z,4,2791,35,32,0,0
518,2025-11-08T00:00:00Z,5,4,35,34,0,0
519,2025-11-07T00:00:00Z,5,523,35,35,1,0
520,2025-11-02T00:00:00Z,9,3718,35,39,1,0
521,2025-11-18T00:00:00Z,13,481,35,11,0,0
522,2025-11-26T00:00:00Z,17,3317,35,27,0,0
523,2025-12-06T00:00:00Z,17,32,35,38,1,0
524,2025-11-16T00:00:00Z,18,4,35,45,1,0
525,2025-11-13T00:00:00Z,19,191,35,31,0,0
526,2025-12-10T00:00:00Z,23,26,35,52,1,0
527,2025-12-23T00:00:00Z,23,240,35,53,1,0
528,2025-12-08T00:00:00Z,25,501,35,40,1,0
529,2025-12-24T00:00:00Z,28,9,35,49,1,0
530,2025-11-01T00:00:00Z,31,1822,35,31,0,0
531,2025-12-04T00:00:00Z,36,4043,35,58,1,0
532,2025-12-28T00:00:00Z,42,81,35,22,0,0
533,2025-11-12T00:00:00Z,44,46,35,34,0,0
534,2025-12-13T00:00:00Z,1,1231,36,6,0,0
535,2025-12-02T00:00:00Z,1,9246,36,20,0,0
536,2025-12-15T00:00:00Z,1,7575,36,22,0,0
537,2025-12-06T00:00:00Z,1,2432,36,26,0,0
538,2025-11-12T00:00:00Z,1,6363,36,46,1,0
539,2025-12-03T00:00:00Z,1,19450,36,49,1,0
540,2025-11-10T00:00:00Z,1,781,36,58,1,0
541,2025-11-05T00:00:00Z,2,9890,36,15,0,0
542,2025-12-29T00:00:00Z,2,923,36,40,1,0
543,2025-12-15T00:00:00Z,2,411,36,43,1,0
544,2025-12-02T00:00:00Z,2,478,36,43,1,0
545,2025-12-24T00:00:00Z,3,113,36,45,1,0
546,2025-11-01T00:00:00Z,5,8816,36,30,0,0
547,2025-11-25T00:00:00Z,5,2720,36,32,0,0
548,2025-11-27T00:00:00Z,5,776,36,33,0,0
549,2025-11-21T00:00:00Z,6,1533,36,38,1,0
550,2025-12-26T00:00:00Z,8,98,36,41,1,0
551,2025-12-30T00:00:00Z,9,963,36,54,1,0
552,2025-12-06T00:00:00Z,10,198,36,7,0,0
553,2025-12-29T00:00:00Z,10,3676,36,13,0,0
554,2025-11-17T00:00:00Z,10,643,36,30,0,0
555,2025-11-17T00:00:00Z,12,134,36,47,1,0
556,2025-12-28T00:00:00Z,12,133,36,54,1,0
557,2025-12-19T00:00:00Z,19,2313,36,16,0,0
558,2025-12-20T00:00:00Z,19,99,36,42,1,0
559,2025-12-18T00:00:00Z,21,72,36,47,1,0
560,2025-12-15T00:00:00Z,21,13,36,58,1,0
561,2025-11-18T00:00:00Z,24,11759,36,46,1,0
562,2025-12-06T00:00:00Z,29,398,36,25,0,0
563,2025-12-09T00:00:00Z,41,242,36,36,1,0
564,2025-11-01T00:00:00Z,1,8030,37,19,0,0
565,2025-12-02T00:00:00Z,1,3283,37,27,0,0
566,2025-12-02T00:00:00Z,1,2799,37,41,1,0
567,2025-12-05T00:00:00Z,1,7676,37,52,1,0
568,2025-12-30T00:00:00Z,2,363,37,17,0,0
569,2025-12-17T00:00:00Z,2,383,37,26,0,0
570,2025-12-04T00:00:00Z,7,307,37,24,0,0
571,2025-12-16T00:00:00Z,10,124,37,17,0,0
572,2025-11-22T00:00:00Z,11,372,37,16,0,0
573,2025-11-10T00:00:00Z,12,4747,37,27,0,0
574,2025-12-23T00:00:00Z,14,4813,37,12,0,0
575,2025-12-10T00:00:00Z,15,84,37,57,1,0
576,2025-12-27T00:00:00Z,17,8343,37,44,1,0
577,2025-12-15T00:00:00Z,18,12,37,20,0,0
578,2025-11-28T00:00:00Z,19,70,37,23,0,0
579,2025-12-30T00:00:00Z,23,12000,37,52,1,0
580,2025-12-19T00:00:00Z,26,3,37,6,0,0
581,2025-11-29T00:00:00Z,32,23,37,14,0,0
582,2025-11-25T00:00:00Z,32,24,37,29,0,0
583,2025-11-29T00:00:00Z,35,2335,37,54,1,0
584,2025-12-24T00:00:00Z,43,689,37,57,1,0
585,2025-11-16T00:00:00Z,45,11,37,32,0,0
586,2025-12-11T00:00:00Z,45,146,37,52,1,0
587,2025-11-25T00:00:00Z,48,146,37,45,1,0
588,2025-11-22T00:00:00Z,48,177,37,59,1,0
589,2025-11-14T00:00:00Z,2,138,38,42,1,0
590,2025-12-15T00:00:00Z,3,138,38,20,0,0
591,2025-12-13T00:00:00Z,3,761,38,26,0,0
592,2025-11-17T00:00:00Z,3,7790,38,26,0,0
593,2025-11-10T00:00:00Z,4,13828,38,27,0,0
594,2025-11-30T00:00:00Z,5,624,38,16,0,0
595,2025-11-28T00:00:00Z,6,33,38,58,1,0
596,2025-12-10T00:00:00Z,7,681,38,36,0,0
597,2025-12-24T00:00:00Z,13,258,38,25,0,0
598,2025-12-11T00:00:00Z,14,95,38,31,0,0
599,2025-12-03T00:00:00Z,17,34,38,57,1,0
600,2025-11-26T00:00:00Z,20,31,38,31,0,0
601,2025-12-20T00:00:00Z,20,431,38,53,1,0
602,2025-12-04T00:00:00Z,23,103,38,46,1,0
603,2025-11-13T00:00:00Z,28,101,38,34,0,0
604,2025-11-13T00:00:00Z,29,11,38,10,0,0
605,2025-12-22T00:00:00Z,31,326,38,23,0,0
606,2025-12-24T00:00:00Z,35,258,38,37,0,0
607,2025-12-07T00:00:00Z,38,2947,38,42,1,0
608,2025-12-02T00:00:00Z,44,33,38,56,1,0
609,2025-11-14T00:00:00Z,1,840,39,19,0,0
610,2025-11-30T00:00:00Z,1,11612,39,25,0,0
611,2025-12-10T00:00:00Z,1,3305,39,27,0,0
612,2025-11-29T00:00:00Z,1,18619,39,27,0,0
613,2025-11-05T00:00:00Z,1,2223,39,54,1,0
614,2025-11-06T00:00:00Z,2,759,39,11,0,0
615,2025-11-02T00:00:00Z,3,5612,39,20,0,0
616,2025-12-15T00:00:00Z,4,84,39,5,0,0
617,2025-12-11T00:00:00Z,9,384,39,19,0,0
618,2025-12-02T00:00:00Z,9,6497,39,52,1,0
619,2025-12-15T00:00:00Z,10,2261,39,22,0,0
620,2025-12-25T00:00:00Z,14,603,39,42,1,0
621,2025-12-27T00:00:00Z,14,2620,39,48,1,0
830,2025-11-21T00:00:00Z,2,767,47,56,1,0
831,2025-12-10T00:00:00Z,3,2524,47,6,0,0
832,2025-12-09T00:00:00Z,3,100,47,60,1,0
833,2025-11-11T00:00:00Z,4,1956,47,59,1,0
834,2025-11-05T00:00:00Z,5,7602,47,10,0,0
835,2025-11-18T00:00:00Z,5,262,47,42,0,0
836,2025-12-28T00:00:00Z,5,1923,47,43,0,0
837,2025-12-08T00:00:00Z,6,40,47,56,1,0
838,2025-12-15T00:00:00Z,10,1362,47,54,1,0
839,2025-12-08T00:00:00Z,14,256,47,38,0,0
840,2025-12-06T00:00:00Z,14,220,47,40,0,0
841,2025-11-20T00:00:00Z,16,127,47,19,0,0
842,2025-11-18T00:00:00Z,16,23,47,28,0,0
843,2025-11-27T00:00:00Z,17,244,47,52,1,0
844,2025-11-22T00:00:00Z,18,458,47,42,0,0
845,2025-12-14T00:00:00Z,19,372,47,10,0,0
846,2025-12-23T00:00:00Z,22,22,47,41,0,0
847,2025-11-26T00:00:00Z,22,211,47,57,1,0
848,2025-12-22T00:00:00Z,25,10560,47,57,1,0
849,2025-11-18T00:00:00Z,29,392,47,36,0,0
850,2025-11-01T00:00:00Z,31,457,47,21,0,0
851,2025-11-29T00:00:00Z,31,44,47,49,1,0
852,2025-11-16T00:00:00Z,32,3124,47,44,0,0
853,2025-11-04T00:00:00Z,32,78,47,51,1,0
854,2025-12-20T00:00:00Z,33,179,47,16,0,0
855,2025-12-01T00:00:00Z,34,172,47,50,1,0
856,2025-11-15T00:00:00Z,35,127,47,34,0,0
857,2025-11-27T00:00:00Z,36,19,47,12,0,0
858,2025-12-17T00:00:00Z,36,1981,47,20,0,0
859,2025-12-13T00:00:00Z,41,71,47,26,0,0
860,2025-12-28T00:00:00Z,49,6159,47,5,0,0
861,2025-11-09T00:00:00Z,49,47,47,20,0,0
862,2025-11-01T00:00:00Z,1,7490,48,13,0,0
863,2025-11-28T00:00:00Z,1,2096,48,57,1,0
864,2025-12-08T00:00:00Z,2,8,48,9,0,0
865,2025-11-14T00:00:00Z,2,1252,48,22,0,0
866,2025-12-25T00:00:00Z,2,172,48,27,0,0
867,2025-12-15T00:00:00Z,2,154,48,32,0,0
868,2025-12-06T00:00:00Z,3,5813,48,7,0,0
869,2025-12-10T00:00:00Z,3,1111,48,19,0,0
870,2025-12-11T00:00:00Z,4,2072,48,53,1,0
871,2025-11-21T00:00:00Z,5,19612,48,20,0,0
872,2025-12-13T00:00:00Z,5,1047,48,32,0,0
873,2025-11-06T00:00:00Z,6,144,48,54,1,0
874,2025-12-27T00:00:00Z,6,343,48,57,1,0
875,2025-11-17T00:00:00Z,8,189,48,32,0,0
876,2025-12-11T00:00:00Z,8,210,48,37,0,0
877,2025-11-23T00:00:00Z,9,764,48,38,0,0
878,2025-12-13T00:00:00Z,10,33,48,7,0,0
879,2025-12-27T00:00:00Z,10,541,48,7,0,0
880,2025-12-22T00:00:00Z,10,2267,48,13,0,0
881,2025-12-23T00:00:00Z,10,1355,48,53,1,0
882,2025-11-08T00:00:00Z,11,63,48,28,0,0
883,2025-12-23T00:00:00Z,13,273,48,40,0,0
884,2025-12-22T00:00:00Z,14,456,48,60,1,0
885,2025-12-14T00:00:00Z,17,17670,48,34,0,0
886,2025-11-23T00:00:00Z,20,100,48,38,0,0
