PROCUREMENT_FACT_ID,PO_NUMBER,VENDOR_ID,VENDOR_REGION,CREATION_DATE,PO_STATUS,TOTAL_AMOUNT,VENDOR_RATING
53941,PO-2025-054262,1031,Latam,2025-02-11T00:00:00Z,APPROVED,23510.48,3.7
53942,PO-2025-054306,1031,Latam,2025-03-10T00:00:00Z,APPROVED,1597.79,3.7
53944,PO-2025-054467,1031,Latam,2025-12-16T00:00:00Z,APPROVED,23378.55,3.7
53946,PO-2025-054524,1031,Latam,2025-08-03T00:00:00Z,APPROVED,14779.07,3.7
53947,PO-2025-054587,1031,Latam,2025-03-13T00:00:00Z,APPROVED,11648.96,3.7
53949,PO-2025-054762,1031,Latam,2025-09-03T00:00:00Z,APPROVED,47592.23,3.7
53987,PO-2025-054462,1038,Latam,2025-09-10T00:00:00Z,APPROVED,15759.32,4.5
54029,PO-2025-054554,1045,Latam,2025-01-26T00:00:00Z,APPROVED,3806.34,4.5
54041,PO-2025-054097,1047,Latam,2025-09-20T00:00:00Z,APPROVED,11465.92,3.6
54043,PO-2025-054127,1047,Latam,2025-09-09T00:00:00Z,APPROVED,22096.61,3.6
54047,PO-2025-054423,1047,Latam,2025-02-13T00:00:00Z,APPROVED,10976.65,3.6
54048,PO-2025-054869,1047,Latam,2025-03-02T00:00:00Z,APPROVED,53665.39,3.6
54060,PO-2025-054264,1049,Latam,2025-12-14T00:00:00Z,APPROVED,7942.25,3
54062,PO-2025-054436,1049,Latam,2025-04-11T00:00:00Z,APPROVED,3869.54,3
54076,PO-2025-054265,1051,Latam,2025-11-07T00:00:00Z,APPROVED,26952.98,5
54206,PO-2025-054350,1072,Latam,2025-01-19T00:00:00Z,APPROVED,150143.56,5
54207,PO-2025-054526,1072,Latam,2025-04-21T00:00:00Z,APPROVED,3783.12,5
54209,PO-2025-054817,1072,Latam,2025-11-28T00:00:00Z,APPROVED,12385.3,5
54230,PO-2025-053932,1076,Latam,2025-01-26T00:00:00Z,APPROVED,17486.12,3.1
54343,PO-2025-054968,1095,Latam,2025-06-12T00:00:00Z,APPROVED,21449.79,4.3
54368,PO-2025-053878,1099,Latam,2025-05-21T00:00:00Z,APPROVED,5786.83,2.9
54372,PO-2025-054697,1099,Latam,2025-10-01T00:00:00Z,APPROVED,20776.88,2.9
54379,PO-2025-054663,1101,Latam,2025-01-30T00:00:00Z,APPROVED,15700.23,4.9
54383,PO-2025-054164,1102,Latam,2025-09-13T00:00:00Z,APPROVED,20630.94,4.9
54386,PO-2025-054443,1102,Latam,2025-09-20T00:00:00Z,APPROVED,13911.31,4.9
54390,PO-2025-054052,1103,Latam,2025-03-14T00:00:00Z,APPROVED,24042.01,3.5
54404,PO-2025-053891,1106,Latam,2025-03-02T00:00:00Z,APPROVED,6916.75,4.1
54408,PO-2025-054256,1106,Latam,2025-01-23T00:00:00Z,APPROVED,13684.52,4.1
54497,PO-2025-054789,1121,Latam,2025-10-01T00:00:00Z,APPROVED,140282.57,3
54551,PO-2025-054585,1128,Latam,2025-07-14T00:00:00Z,APPROVED,20147.42,4.3
54552,PO-2025-054684,1128,Latam,2025-06-12T00:00:00Z,APPROVED,10528.59,4.3
55583,PO-2025-091462,1027,Latam,2025-09-21T00:00:00Z,APPROVED,1843.27,3.5
55665,PO-2025-093494,1031,Latam,2025-07-20T00:00:00Z,APPROVED,23032.88,3.7
55766,PO-2025-091041,1038,Latam,2025-01-10T00:00:00Z,APPROVED,4172.9,4.5
55779,PO-2025-093561,1038,Latam,2025-08-18T00:00:00Z,APPROVED,14591.19,4.5
55787,PO-2025-090931,1039,Latam,2025-01-08T00:00:00Z,APPROVED,21851.09,3.7
55792,PO-2025-091116,1039,Latam,2025-04-11T00:00:00Z,APPROVED,6600.55,3.7
55801,PO-2025-093423,1039,Latam,2025-10-08T00:00:00Z,APPROVED,1397.25,3.7
55803,PO-2025-093592,1039,Latam,2025-12-01T00:00:00Z,APPROVED,10910.21,3.7
55902,PO-2025-093029,1045,Latam,2025-08-15T00:00:00Z,APPROVED,24026.87,4.5
55925,PO-2025-090917,1047,Latam,2025-04-08T00:00:00Z,APPROVED,5038.08,3.6
55927,PO-2025-091338,1047,Latam,2025-09-07T00:00:00Z,APPROVED,20479.35,3.6
55929,PO-2025-092195,1047,Latam,2025-07-22T00:00:00Z,APPROVED,24892.68,3.6
55934,PO-2025-092943,1047,Latam,2025-01-01T00:00:00Z,APPROVED,8443.43,3.6
55965,PO-2025-090178,1049,Latam,2025-07-15T00:00:00Z,APPROVED,17284.37,3
55974,PO-2025-091915,1049,Latam,2025-04-15T00:00:00Z,APPROVED,3712.81,3
55976,PO-2025-092558,1049,Latam,2025-01-06T00:00:00Z,APPROVED,1587.46,3
55979,PO-2025-092803,1049,Latam,2025-07-31T00:00:00Z,APPROVED,17276.41,3
55981,PO-2025-093322,1049,Latam,2025-06-30T00:00:00Z,APPROVED,19729.36,3
55982,PO-2025-093400,1049,Latam,2025-02-09T00:00:00Z,APPROVED,387.27,3
55984,PO-2025-093531,1049,Latam,2025-06-06T00:00:00Z,APPROVED,14908.11,3
56005,PO-2025-091263,1051,Latam,2025-06-29T00:00:00Z,APPROVED,11815.33,5
56006,PO-2025-091531,1051,Latam,2025-09-05T00:00:00Z,APPROVED,18528.15,5
56007,PO-2025-091687,1051,Latam,2025-01-20T00:00:00Z,APPROVED,18126.95,5
56009,PO-2025-091998,1051,Latam,2025-08-30T00:00:00Z,APPROVED,14699.26,5
56396,PO-2025-091086,1072,Latam,2025-03-22T00:00:00Z,APPROVED,7817.47,5
57571,PO-2025-091461,1134,Latam,2025-12-05T00:00:00Z,APPROVED,17378.44,3.9
57572,PO-2025-091655,1134,Latam,2025-07-13T00:00:00Z,APPROVED,2492.7,3.9
57574,PO-2025-091877,1134,Latam,2025-01-05T00:00:00Z,APPROVED,14035.49,3.9
57576,PO-2025-092023,1134,Latam,2025-01-29T00:00:00Z,APPROVED,7172.13,3.9
57585,PO-2025-093499,1134,Latam,2025-01-01T00:00:00Z,APPROVED,8802.49,3.9
57591,PO-2025-091137,1135,Latam,2025-03-12T00:00:00Z,APPROVED,3984.82,4.6
57599,PO-2025-093218,1135,Latam,2025-03-16T00:00:00Z,APPROVED,12451.13,4.6
57760,PO-2025-090450,1146,Latam,2025-03-18T00:00:00Z,APPROVED,16333.81,4.8
57763,PO-2025-090980,1146,Latam,2025-12-23T00:00:00Z,APPROVED,112865.45,4.8
57817,PO-2025-091594,1149,Latam,2025-09-30T00:00:00Z,APPROVED,24101.22,3.6
57818,PO-2025-091802,1149,Latam,2025-09-09T00:00:00Z,APPROVED,15230.71,3.6
57819,PO-2025-091842,1149,Latam,2025-05-31T00:00:00Z,APPROVED,12846.77,3.6
57822,PO-2025-092227,1149,Latam,2025-10-16T00:00:00Z,APPROVED,7587.12,3.6
57824,PO-2025-092339,1149,Latam,2025-05-24T00:00:00Z,APPROVED,20836.02,3.6
57835,PO-2025-093071,1149,Latam,2025-07-22T00:00:00Z,APPROVED,6586.45,3.6
57933,PO-2025-090683,1155,Latam,2025-01-25T00:00:00Z,APPROVED,4743.57,4.7
58064,PO-2025-090533,1164,Latam,2025-12-17T00:00:00Z,APPROVED,190655.22,4.7
58066,PO-2025-091439,1164,Latam,2025-07-31T00:00:00Z,APPROVED,80124.98,4.7
58071,PO-2025-092821,1164,Latam,2025-04-22T00:00:00Z,APPROVED,17399.35,4.7
58113,PO-2025-090434,1167,Latam,2025-05-12T00:00:00Z,APPROVED,8731.18,2.9
58114,PO-2025-090798,1167,Latam,2025-12-08T00:00:00Z,APPROVED,9053.7,2.9
58123,PO-2025-090813,1168,Latam,2025-01-23T00:00:00Z,APPROVED,18094.07,4.7
58125,PO-2025-091039,1168,Latam,2025-04-08T00:00:00Z,APPROVED,246571.82,4.7
58126,PO-2025-091406,1168,Latam,2025-07-09T00:00:00Z,APPROVED,2910.95,4.7
58128,PO-2025-091648,1168,Latam,2025-09-12T00:00:00Z,APPROVED,8197.39,4.7
58129,PO-2025-091904,1168,Latam,2025-07-20T00:00:00Z,APPROVED,18273.96,4.7
58133,PO-2025-093136,1168,Latam,2025-02-05T00:00:00Z,APPROVED,9391.94,4.7
58136,PO-2025-093637,1168,Latam,2025-01-18T00:00:00Z,APPROVED,21030.5,4.7
58160,PO-2025-090603,1170,Latam,2025-11-10T00:00:00Z,APPROVED,20752.51,4.8
58162,PO-2025-090721,1170,Latam,2025-08-06T00:00:00Z,APPROVED,21086.7,4.8
58180,PO-2025-093393,1170,Latam,2025-02-18T00:00:00Z,APPROVED,24233.43,4.8
58181,PO-2025-093406,1170,Latam,2025-05-09T00:00:00Z,APPROVED,16424.85,4.8
58212,PO-2025-090555,1172,Latam,2025-10-26T00:00:00Z,APPROVED,228056.34,2.9
58219,PO-2025-091905,1172,Latam,2025-04-30T00:00:00Z,APPROVED,3962.87,2.9
90462,PO-2025-061019,1020,Latam,2025-06-18T00:00:00Z,APPROVED,11723.04,4.8
90474,PO-2025-060380,1021,Latam,2025-10-02T00:00:00Z,APPROVED,7802.97,3.5
90553,PO-2025-060588,1026,Latam,2025-07-25T00:00:00Z,APPROVED,3441.63,4.7
90557,PO-2025-061084,1026,Latam,2025-05-01T00:00:00Z,APPROVED,7377.16,4.7
90560,PO-2025-061625,1026,Latam,2025-10-28T00:00:00Z,APPROVED,2713.18,4.7
90565,PO-2025-062036,1026,Latam,2025-02-13T00:00:00Z,APPROVED,99210.05,4.7
92368,PO-2025-062286,1124,Latam,2025-01-12T00:00:00Z,APPROVED,14304.24,4.9
92370,PO-2025-062787,1124,Latam,2025-10-09T00:00:00Z,APPROVED,19413.76,4.9
92432,PO-2025-062056,1128,Latam,2025-12-12T00:00:00Z,APPROVED,9068.14,4.3
92438,PO-2025-062733,1128,Latam,2025-09-05T00:00:00Z,APPROVED,20894.84,4.3
94325,PO-2025-064320,1095,Latam,2025-04-10T00:00:00Z,APPROVED,10523.13,4.3
94329,PO-2025-064803,1095,Latam,2025-03-22T00:00:00Z,APPROVED,23633.9,4.3
94355,PO-2025-064893,1099,Latam,2025-07-18T00:00:00Z,APPROVED,5502.15,2.9
94357,PO-2025-063886,1101,Latam,2025-07-01T00:00:00Z,APPROVED,15890.62,4.9
94358,PO-2025-064055,1101,Latam,2025-06-09T00:00:00Z,APPROVED,191534.74,4.9
94370,PO-2025-064211,1103,Latam,2025-02-24T00:00:00Z,APPROVED,2822.5,3.5
94406,PO-2025-064012,1108,Latam,2025-02-26T00:00:00Z,APPROVED,24123.99,3.1
94407,PO-2025-064068,1108,Latam,2025-05-03T00:00:00Z,APPROVED,11190.1,3.1
94409,PO-2025-064641,1108,Latam,2025-06-21T00:00:00Z,APPROVED,24896.21,3.1
94413,PO-2025-064865,1108,Latam,2025-01-31T00:00:00Z,APPROVED,5076.01,3.1
97754,PO-2025-065233,1146,Latam,2025-08-16T00:00:00Z,APPROVED,11679.12,4.8
97759,PO-2025-066595,1146,Latam,2025-06-10T00:00:00Z,APPROVED,16188.06,4.8
97764,PO-2025-067802,1146,Latam,2025-06-26T00:00:00Z,APPROVED,12927.49,4.8
97766,PO-2025-068075,1146,Latam,2025-11-24T00:00:00Z,APPROVED,19471.6,4.8
97812,PO-2025-065067,1149,Latam,2025-11-16T00:00:00Z,APPROVED,11799.48,3.6
97818,PO-2025-066063,1149,Latam,2025-09-06T00:00:00Z,APPROVED,4318.43,3.6
97820,PO-2025-066453,1149,Latam,2025-02-13T00:00:00Z,APPROVED,9859.12,3.6
97829,PO-2025-068340,1149,Latam,2025-12-23T00:00:00Z,APPROVED,16796.94,3.6
97831,PO-2025-068695,1149,Latam,2025-01-04T00:00:00Z,APPROVED,12371.9,3.6
97932,PO-2025-066314,1155,Latam,2025-09-26T00:00:00Z,APPROVED,17880.01,4.7
97934,PO-2025-066800,1155,Latam,2025-07-24T00:00:00Z,APPROVED,10832.39,4.7
97935,PO-2025-066828,1155,Latam,2025-11-17T00:00:00Z,APPROVED,6729.1,4.7
97941,PO-2025-067731,1155,Latam,2025-10-25T00:00:00Z,APPROVED,20951.09,4.7
97944,PO-2025-068206,1155,Latam,2025-08-13T00:00:00Z,APPROVED,5619.76,4.7
97955,PO-2025-065817,1156,Latam,2025-08-31T00:00:00Z,APPROVED,5866.15,3.1
97958,PO-2025-066629,1156,Latam,2025-07-03T00:00:00Z,APPROVED,4215.73,3.1
97963,PO-2025-067423,1156,Latam,2025-03-13T00:00:00Z,APPROVED,175202.37,3.1
97964,PO-2025-067542,1156,Latam,2025-03-17T00:00:00Z,APPROVED,13742.53,3.1
97969,PO-2025-068138,1156,Latam,2025-12-29T00:00:00Z,APPROVED,15055.85,3.1
99530,PO-2025-069943,1121,Latam,2025-06-22T00:00:00Z,APPROVED,261.1,3
99566,PO-2025-068799,1128,Latam,2025-07-06T00:00:00Z,APPROVED,1324.55,4.3
99608,PO-2025-069714,1134,Latam,2025-12-26T00:00:00Z,APPROVED,8003.02,3.9
99613,PO-2025-068983,1135,Latam,2025-11-12T00:00:00Z,APPROVED,15546.92,4.6
99616,PO-2025-069510,1135,Latam,2025-06-18T00:00:00Z,APPROVED,8036.51,4.6
99617,PO-2025-069717,1135,Latam,2025-06-08T00:00:00Z,APPROVED,23994.23,4.6
99706,PO-2025-068786,1149,Latam,2025-04-23T00:00:00Z,APPROVED,9349.19,3.6
99714,PO-2025-070037,1149,Latam,2025-01-09T00:00:00Z,APPROVED,21383.82,3.6
99746,PO-2025-069337,1155,Latam,2025-01-27T00:00:00Z,APPROVED,24913.74,4.7
99753,PO-2025-069551,1156,Latam,2025-05-07T00:00:00Z,APPROVED,148423.23,3.1
99833,PO-2025-069764,1167,Latam,2025-04-05T00:00:00Z,APPROVED,164225.54,2.9
99834,PO-2025-069794,1167,Latam,2025-01-05T00:00:00Z,APPROVED,14499.38,2.9
99840,PO-2025-069351,1168,Latam,2025-01-17T00:00:00Z,APPROVED,10094.45,4.7
99847,PO-2025-069991,1170,Latam,2025-03-12T00:00:00Z,APPROVED,7922.1,4.8
99859,PO-2025-069885,1172,Latam,2025-05-16T00:00:00Z,APPROVED,14936.65,2.9
101413,PO-2025-070561,1072,Latam,2025-05-10T00:00:00Z,APPROVED,2054.49,5
101426,PO-2025-072994,1072,Latam,2025-03-06T00:00:00Z,APPROVED,1656.79,5
101428,PO-2025-073067,1072,Latam,2025-04-05T00:00:00Z,APPROVED,20076.4,5
101496,PO-2025-071955,1076,Latam,2025-11-17T00:00:00Z,APPROVED,22233.3,3.1
103151,PO-2025-072808,1168,Latam,2025-11-20T00:00:00Z,APPROVED,12092.7,4.7
103172,PO-2025-070269,1170,Latam,2025-08-26T00:00:00Z,APPROVED,410.79,4.8
103192,PO-2025-072991,1170,Latam,2025-01-04T00:00:00Z,APPROVED,4729.73,4.8
103194,PO-2025-073295,1170,Latam,2025-01-08T00:00:00Z,APPROVED,7527.71,4.8
103218,PO-2025-070376,1172,Latam,2025-12-03T00:00:00Z,APPROVED,20215.52,2.9
103219,PO-2025-070761,1172,Latam,2025-06-10T00:00:00Z,APPROVED,11067.94,2.9
103337,PO-2025-070091,1179,Latam,2025-10-28T00:00:00Z,APPROVED,8017.1,3.1
103340,PO-2025-071077,1179,Latam,2025-12-08T00:00:00Z,APPROVED,20739.49,3.1
103341,PO-2025-071112,1179,Latam,2025-08-21T00:00:00Z,APPROVED,19532.04,3.1
103343,PO-2025-071234,1179,Latam,2025-02-25T00:00:00Z,APPROVED,18362.24,3.1
103354,PO-2025-072714,1179,Latam,2025-09-13T00:00:00Z,APPROVED,14719.32,3.1
103357,PO-2025-072986,1179,Latam,2025-03-16T00:00:00Z,APPROVED,18907.12,3.1
103381,PO-2025-070111,1181,Latam,2025-04-29T00:00:00Z,APPROVED,10630.13,3
103399,PO-2025-073060,1181,Latam,2025-05-04T00:00:00Z,APPROVED,60476.11,3
103502,PO-2025-071768,1186,Latam,2025-03-24T00:00:00Z,APPROVED,12088.47,3.5
103511,PO-2025-073598,1186,Latam,2025-04-20T00:00:00Z,APPROVED,2432.92,3.5
103528,PO-2025-070371,1188,Latam,2025-02-10T00:00:00Z,APPROVED,14144.6,4.4
103538,PO-2025-071503,1188,Latam,2025-03-05T00:00:00Z,APPROVED,172490.49,4.4
103541,PO-2025-072014,1188,Latam,2025-05-08T00:00:00Z,APPROVED,18925.5,4.4
103542,PO-2025-072289,1188,Latam,2025-10-25T00:00:00Z,APPROVED,17779.18,4.4
103543,PO-2025-072382,1188,Latam,2025-07-21T00:00:00Z,APPROVED,7942.56,4.4
103546,PO-2025-073139,1188,Latam,2025-05-07T00:00:00Z,APPROVED,20862.89,4.4
90800,PO-2025-061036,1039,Latam,2025-05-29T00:00:00Z,APPROVED,8743.42,3.7
45392,PO-2025-045982,1017,Latam,2025-01-16T00:00:00Z,APPROVED,12057.54,4.7
45394,PO-2025-046190,1017,Latam,2025-08-07T00:00:00Z,APPROVED,19130.72,4.7
45402,PO-2025-047768,1017,Latam,2025-07-26T00:00:00Z,APPROVED,206213.25,4.7
45452,PO-2025-046442,1020,Latam,2025-04-06T00:00:00Z,APPROVED,200331.96,4.8
45456,PO-2025-047181,1020,Latam,2025-05-25T00:00:00Z,APPROVED,86376.78,4.8
45462,PO-2025-048302,1020,Latam,2025-12-21T00:00:00Z,APPROVED,6103.49,4.8
45463,PO-2025-048463,1020,Latam,2025-05-07T00:00:00Z,APPROVED,10639.79,4.8
45470,PO-2025-045282,1021,Latam,2025-04-15T00:00:00Z,APPROVED,16528.71,3.5
45473,PO-2025-045613,1021,Latam,2025-02-28T00:00:00Z,APPROVED,18616.56,3.5
45477,PO-2025-045983,1021,Latam,2025-06-08T00:00:00Z,APPROVED,5418.1,3.5
45480,PO-2025-046338,1021,Latam,2025-12-04T00:00:00Z,APPROVED,16961.05,3.5
47288,PO-2025-045716,1121,Latam,2025-06-10T00:00:00Z,APPROVED,18146.01,3
47294,PO-2025-047435,1121,Latam,2025-03-09T00:00:00Z,APPROVED,2503.16,3
47298,PO-2025-048067,1121,Latam,2025-02-05T00:00:00Z,APPROVED,23466.98,3
47330,PO-2025-045377,1124,Latam,2025-09-02T00:00:00Z,APPROVED,924.97,4.9
47332,PO-2025-045453,1124,Latam,2025-10-09T00:00:00Z,APPROVED,160821.74,4.9
47337,PO-2025-046826,1124,Latam,2025-03-05T00:00:00Z,APPROVED,3134.35,4.9
47347,PO-2025-047917,1124,Latam,2025-04-24T00:00:00Z,APPROVED,19089.78,4.9
47349,PO-2025-048338,1124,Latam,2025-11-15T00:00:00Z,APPROVED,23002.41,4.9
47428,PO-2025-048395,1128,Latam,2025-02-17T00:00:00Z,APPROVED,14790.41,4.3
47429,PO-2025-048486,1128,Latam,2025-04-20T00:00:00Z,APPROVED,23665.32,4.3
49201,PO-2025-049991,1072,Latam,2025-07-09T00:00:00Z,APPROVED,6083.16,5
49222,PO-2025-048862,1076,Latam,2025-09-27T00:00:00Z,APPROVED,17754.05,3.1
49223,PO-2025-048950,1076,Latam,2025-04-28T00:00:00Z,APPROVED,16682.08,3.1
49224,PO-2025-048966,1076,Latam,2025-10-18T00:00:00Z,APPROVED,12639.09,3.1
49230,PO-2025-049611,1076,Latam,2025-03-07T00:00:00Z,APPROVED,780.97,3.1
49231,PO-2025-049641,1076,Latam,2025-03-26T00:00:00Z,APPROVED,11116.46,3.1
49315,PO-2025-049680,1088,Latam,2025-01-12T00:00:00Z,APPROVED,1106.16,3.5
49376,PO-2025-048836,1099,Latam,2025-07-22T00:00:00Z,APPROVED,1720.52,2.9
49378,PO-2025-048974,1099,Latam,2025-07-31T00:00:00Z,APPROVED,17841,2.9
49390,PO-2025-049051,1102,Latam,2025-09-20T00:00:00Z,APPROVED,11727.87,4.9
49397,PO-2025-049591,1103,Latam,2025-02-16T00:00:00Z,APPROVED,23446.55,3.5
52772,PO-2025-050382,1146,Latam,2025-02-10T00:00:00Z,APPROVED,23251.59,4.8
52780,PO-2025-051322,1146,Latam,2025-05-29T00:00:00Z,APPROVED,19014.72,4.8
52787,PO-2025-052598,1146,Latam,2025-09-12T00:00:00Z,APPROVED,16136.97,4.8
52828,PO-2025-050433,1149,Latam,2025-01-24T00:00:00Z,APPROVED,23026.72,3.6
52831,PO-2025-051645,1149,Latam,2025-11-01T00:00:00Z,APPROVED,8465.23,3.6
52841,PO-2025-053548,1149,Latam,2025-06-26T00:00:00Z,APPROVED,19469.79,3.6
52842,PO-2025-053594,1149,Latam,2025-04-24T00:00:00Z,APPROVED,7070.08,3.6
52941,PO-2025-050826,1155,Latam,2025-04-17T00:00:00Z,APPROVED,11107.28,4.7
52948,PO-2025-052094,1155,Latam,2025-07-31T00:00:00Z,APPROVED,24751.38,4.7
54657,PO-2025-053884,1146,Latam,2025-09-26T00:00:00Z,APPROVED,5187.73,4.8
54660,PO-2025-054494,1146,Latam,2025-11-13T00:00:00Z,APPROVED,159314.73,4.8
54685,PO-2025-054516,1149,Latam,2025-07-27T00:00:00Z,APPROVED,14315.24,3.6
54732,PO-2025-054756,1155,Latam,2025-01-28T00:00:00Z,APPROVED,24130.33,4.7
56469,PO-2025-091335,1076,Latam,2025-10-28T00:00:00Z,APPROVED,22266.8,3.1
56472,PO-2025-091511,1076,Latam,2025-03-16T00:00:00Z,APPROVED,11830.71,3.1
56474,PO-2025-091590,1076,Latam,2025-10-15T00:00:00Z,APPROVED,25666.3,3.1
58222,PO-2025-092194,1172,Latam,2025-08-01T00:00:00Z,APPROVED,11393.13,2.9
58225,PO-2025-092437,1172,Latam,2025-09-28T00:00:00Z,APPROVED,88465.33,2.9
58227,PO-2025-092699,1172,Latam,2025-04-28T00:00:00Z,APPROVED,15831.89,2.9
58228,PO-2025-092880,1172,Latam,2025-09-10T00:00:00Z,APPROVED,18515.23,2.9
58229,PO-2025-093039,1172,Latam,2025-09-08T00:00:00Z,APPROVED,17530.22,2.9
58363,PO-2025-091156,1179,Latam,2025-11-28T00:00:00Z,APPROVED,11394.85,3.1
58373,PO-2025-092782,1179,Latam,2025-02-18T00:00:00Z,APPROVED,23527.85,3.1
58376,PO-2025-093229,1179,Latam,2025-04-05T00:00:00Z,APPROVED,595.21,3.1
58378,PO-2025-093341,1179,Latam,2025-12-16T00:00:00Z,APPROVED,3287.14,3.1
58399,PO-2025-090552,1181,Latam,2025-01-25T00:00:00Z,APPROVED,14473.77,3
58410,PO-2025-092675,1181,Latam,2025-12-05T00:00:00Z,APPROVED,6585.27,3
58415,PO-2025-093519,1181,Latam,2025-09-12T00:00:00Z,APPROVED,11694.98,3
58416,PO-2025-093532,1181,Latam,2025-02-04T00:00:00Z,APPROVED,19911.72,3
90570,PO-2025-063357,1026,Latam,2025-09-30T00:00:00Z,APPROVED,6763.65,4.7
90575,PO-2025-060896,1027,Latam,2025-08-31T00:00:00Z,APPROVED,105248.08,3.5
90577,PO-2025-061495,1027,Latam,2025-10-20T00:00:00Z,APPROVED,20529.12,3.5
90583,PO-2025-062282,1027,Latam,2025-07-07T00:00:00Z,APPROVED,12464.65,3.5
90584,PO-2025-062476,1027,Latam,2025-01-10T00:00:00Z,APPROVED,22583.79,3.5
90587,PO-2025-062793,1027,Latam,2025-07-16T00:00:00Z,APPROVED,18639.28,3.5
90590,PO-2025-063560,1027,Latam,2025-01-07T00:00:00Z,APPROVED,173372.52,3.5
90641,PO-2025-060078,1031,Latam,2025-02-08T00:00:00Z,APPROVED,15134.01,3.7
90642,PO-2025-060373,1031,Latam,2025-06-26T00:00:00Z,APPROVED,163960.46,3.7
90646,PO-2025-061020,1031,Latam,2025-06-20T00:00:00Z,APPROVED,1158.12,3.7
90648,PO-2025-061539,1031,Latam,2025-04-09T00:00:00Z,APPROVED,5498.4,3.7
90655,PO-2025-063122,1031,Latam,2025-07-27T00:00:00Z,APPROVED,7500.82,3.7
90660,PO-2025-063727,1031,Latam,2025-11-20T00:00:00Z,APPROVED,10763.34,3.7
90771,PO-2025-060206,1038,Latam,2025-06-19T00:00:00Z,APPROVED,18299.75,4.5
90772,PO-2025-060257,1038,Latam,2025-02-23T00:00:00Z,APPROVED,11167.05,4.5
90773,PO-2025-060689,1038,Latam,2025-07-19T00:00:00Z,APPROVED,17157.67,4.5
90776,PO-2025-061176,1038,Latam,2025-09-17T00:00:00Z,APPROVED,3758.98,4.5
90777,PO-2025-061223,1038,Latam,2025-02-12T00:00:00Z,APPROVED,11507.21,4.5
90792,PO-2025-063585,1038,Latam,2025-07-29T00:00:00Z,APPROVED,18667.9,4.5
90797,PO-2025-060801,1039,Latam,2025-04-29T00:00:00Z,APPROVED,4940.08,3.7
90802,PO-2025-061154,1039,Latam,2025-09-15T00:00:00Z,APPROVED,871.85,3.7
90811,PO-2025-062615,1039,Latam,2025-04-24T00:00:00Z,APPROVED,243013.9,3.7
