CONVERSATION_PROMPT_ID,CONVERSATION_ID,START_TIME,END_TIME,AGENT_CONVERSATION_ID
50A49049-7333-8D6B-E063-37E0000AEF58,50A49114-2AF6-8D73-E063-37E0000AC6E2,2026-04-30T01:41:57.105446Z,2026-04-30T01:42:14.313642Z,"[""50A49049-732C-8D6B-E063-37E0000AEF58"",""50A49049-732D-8D6B-E063-37E0000AEF58"",""50A49049-7330-8D6B-E063-37E0000AEF58"",""50A49049-7332-8D6B-E063-37E0000AEF58""]"
50A4C575-EF9E-3BB3-E063-37E0000AE0FC,50A4C572-E297-F92F-E063-37E0000A374E,2026-04-30T01:56:22.98653Z,2026-04-30T01:56:32.869882Z,"[""50A4C575-EF9C-3BB3-E063-37E0000AE0FC"",""50A4C575-EF9D-3BB3-E063-37E0000AE0FC""]"
50A4C665-8413-3DC0-E063-37E0000A7166,50A4C572-E297-F92F-E063-37E0000A374E,2026-04-30T01:56:38.687216Z,2026-04-30T01:57:05.322115Z,"[""50A4C665-8408-3DC0-E063-37E0000A7166"",""50A4C665-8409-3DC0-E063-37E0000A7166"",""50A4C665-840C-3DC0-E063-37E0000A7166"",""50A4C665-8410-3DC0-E063-37E0000A7166"",""50A4C665-8412-3DC0-E063-37E0000A7166""]"
50A4E805-C082-4FA6-E063-37E0000A4392,50A4C572-E297-F92F-E063-37E0000A374E,2026-04-30T02:06:02.836378Z,2026-04-30T02:06:18.157219Z,"[""50A4E805-C07D-4FA6-E063-37E0000A4392"",""50A4E805-C07E-4FA6-E063-37E0000A4392"",""50A4E805-C07F-4FA6-E063-37E0000A4392"",""50A4E805-C081-4FA6-E063-37E0000A4392""]"
50C48BE2-8386-88FD-E063-37E0000A1220,50C48C47-DDC3-64CC-E063-37E0000A688B,2026-05-01T15:51:11.614936Z,2026-05-01T15:51:21.808495Z,"[""50C48BE2-8384-88FD-E063-37E0000A1220"",""50C48BE2-8385-88FD-E063-37E0000A1220""]"
50C48BE2-8390-88FD-E063-37E0000A1220,50C48C47-DDC3-64CC-E063-37E0000A688B,2026-05-01T15:52:08.332139Z,2026-05-01T15:52:20.087585Z,"[""50C48BE2-838B-88FD-E063-37E0000A1220"",""50C48BE2-838C-88FD-E063-37E0000A1220"",""50C48BE2-838D-88FD-E063-37E0000A1220"",""50C48BE2-838F-88FD-E063-37E0000A1220""]"
5034DD5A-AAE4-4C0D-E063-37E0000A5759,50343F72-F9AE-9066-E063-37E0000A43DE,2026-04-24T12:25:44.274262Z,2026-04-24T12:25:51.084181Z,
5036E5A1-55FC-6956-E063-37E0000AA16A,5036E564-EABD-4D4E-E063-37E0000AC48F,2026-04-24T14:51:12.723707Z,2026-04-24T14:51:30.701909Z,
5036EC69-FA0B-4D50-E063-37E0000A6AA5,5036E564-EABD-4D4E-E063-37E0000AC48F,2026-04-24T14:53:06.77195Z,2026-04-24T14:54:14.157426Z,
50A2FA05-1BE9-6EFD-E063-37E0000AB7E2,50A2F86F-B9C9-6EF5-E063-37E0000ADF87,2026-04-29T23:47:54.848641Z,2026-04-29T23:48:17.801712Z,"[""50A2FA05-1BE2-6EFD-E063-37E0000AB7E2"",""50A2FA05-1BE3-6EFD-E063-37E0000AB7E2"",""50A2FA05-1BE6-6EFD-E063-37E0000AB7E2"",""50A2FA05-1BE8-6EFD-E063-37E0000AB7E2""]"
50A2FA05-1BF2-6EFD-E063-37E0000AB7E2,50A2F86F-B9C9-6EF5-E063-37E0000ADF87,2026-04-29T23:48:55.097688Z,2026-04-29T23:49:18.954082Z,"[""50A2FA05-1BED-6EFD-E063-37E0000AB7E2"",""50A2FA05-1BEE-6EFD-E063-37E0000AB7E2"",""50A2FA05-1BEF-6EFD-E063-37E0000AB7E2"",""50A2FA05-1BF1-6EFD-E063-37E0000AB7E2""]"
50A3CCD5-72FB-A143-E063-37E0000A469B,50A3C93F-5A53-615A-E063-37E0000A177F,2026-04-30T00:46:51.717434Z,2026-04-30T00:47:20.636354Z,"[""50A3CCD5-72F4-A143-E063-37E0000A469B"",""50A3CCD5-72F5-A143-E063-37E0000A469B"",""50A3CCD5-72F8-A143-E063-37E0000A469B"",""50A3CCD5-72FA-A143-E063-37E0000A469B""]"
50B1219C-80FE-7CE6-E063-37E0000A16D8,50B08696-83A8-C460-E063-37E0000A314A,2026-04-30T16:41:08.623948Z,2026-04-30T16:41:44.020418Z,"[""50B1219C-80F2-7CE6-E063-37E0000A16D8"",""50B1219C-80F3-7CE6-E063-37E0000A16D8"",""50B1219C-80F4-7CE6-E063-37E0000A16D8"",""50B1219C-80F6-7CE6-E063-37E0000A16D8"",""50B1219C-80F8-7CE6-E063-37E0000A16D8"",""50B1219C-80FA-7CE6-E063-37E0000A16D8"",""50B1219C-80FD-7CE6-E063-37E0000A16D8""]"
50B23AFA-6189-6CE3-E063-37E0000A79C9,50B23AF6-014C-6CEA-E063-37E0000A1FA1,2026-04-30T17:59:49.172223Z,2026-04-30T18:00:01.80587Z,"[""50B23AFA-6187-6CE3-E063-37E0000A79C9"",""50B23AFA-6188-6CE3-E063-37E0000A79C9""]"
50C5D399-A6E5-DE2D-E063-37E0000A7C8D,50C5D2FE-6867-E2F2-E063-37E0000AEA58,2026-05-01T17:22:34.127504Z,2026-05-01T17:22:53.377292Z,"[""50C5D399-A6E0-DE2D-E063-37E0000A7C8D"",""50C5D399-A6E1-DE2D-E063-37E0000A7C8D"",""50C5D399-A6E2-DE2D-E063-37E0000A7C8D"",""50C5D399-A6E4-DE2D-E063-37E0000A7C8D""]"
50C5D399-A6EB-DE2D-E063-37E0000A7C8D,50C5D2FE-686F-E2F2-E063-37E0000AEA58,2026-05-01T17:26:25.396863Z,2026-05-01T17:26:33.64784Z,"[""50C5D399-A6E9-DE2D-E063-37E0000A7C8D"",""50C5D399-A6EA-DE2D-E063-37E0000A7C8D""]"
50C5D399-A6F5-DE2D-E063-37E0000A7C8D,50C5D2FE-686F-E2F2-E063-37E0000AEA58,2026-05-01T17:27:52.326645Z,2026-05-01T17:28:06.387981Z,"[""50C5D399-A6F0-DE2D-E063-37E0000A7C8D"",""50C5D399-A6F1-DE2D-E063-37E0000A7C8D"",""50C5D399-A6F2-DE2D-E063-37E0000A7C8D"",""50C5D399-A6F4-DE2D-E063-37E0000A7C8D""]"
50A493E2-55B9-872C-E063-37E0000AC28F,50A49114-2AF6-8D73-E063-37E0000AC6E2,2026-04-30T01:42:31.22944Z,2026-04-30T01:42:50.994909Z,"[""50A493E2-55B4-872C-E063-37E0000AC28F"",""50A493E2-55B5-872C-E063-37E0000AC28F"",""50A493E2-55B6-872C-E063-37E0000AC28F"",""50A493E2-55B8-872C-E063-37E0000AC28F""]"
50A49114-2AFF-8D73-E063-37E0000AC6E2,50A49114-2AF6-8D73-E063-37E0000AC6E2,2026-04-30T01:43:07.143956Z,2026-04-30T01:43:21.304037Z,"[""50A49114-2AFA-8D73-E063-37E0000AC6E2"",""50A49114-2AFB-8D73-E063-37E0000AC6E2"",""50A49114-2AFC-8D73-E063-37E0000AC6E2"",""50A49114-2AFE-8D73-E063-37E0000AC6E2""]"
50A493E2-55C0-872C-E063-37E0000AC28F,50A49114-2AF6-8D73-E063-37E0000AC6E2,2026-04-30T01:43:42.152005Z,2026-04-30T01:43:46.959451Z,"[""50A493E2-55BD-872C-E063-37E0000AC28F"",""50A493E2-55BE-872C-E063-37E0000AC28F"",""50A493E2-55BF-872C-E063-37E0000AC28F""]"
50A4D050-E429-3DBA-E063-37E0000A18AA,50A4C572-E297-F92F-E063-37E0000A374E,2026-04-30T01:59:25.108095Z,2026-04-30T01:59:34.738089Z,"[""50A4D050-E424-3DBA-E063-37E0000A18AA"",""50A4D050-E425-3DBA-E063-37E0000A18AA"",""50A4D050-E426-3DBA-E063-37E0000A18AA"",""50A4D050-E428-3DBA-E063-37E0000A18AA""]"
50B0F546-9344-2D5E-E063-37E0000ABDC6,50B08696-83A8-C460-E063-37E0000A314A,2026-04-30T16:28:44.795718Z,2026-04-30T16:29:00.086597Z,"[""50B0F546-933F-2D5E-E063-37E0000ABDC6"",""50B0F546-9340-2D5E-E063-37E0000ABDC6"",""50B0F546-9341-2D5E-E063-37E0000ABDC6"",""50B0F546-9343-2D5E-E063-37E0000ABDC6""]"
50C5D2FE-686D-E2F2-E063-37E0000AEA58,50C5D2FE-6867-E2F2-E063-37E0000AEA58,2026-05-01T17:22:24.094323Z,2026-05-01T17:22:29.979778Z,"[""50C5D2FE-686B-E2F2-E063-37E0000AEA58"",""50C5D2FE-686C-E2F2-E063-37E0000AEA58""]"
50C5D5A4-FE80-DD56-E063-37E0000ACB16,50C5D2FE-6867-E2F2-E063-37E0000AEA58,2026-05-01T17:23:08.426629Z,2026-05-01T17:23:18.236369Z,"[""50C5D5A4-FE7B-DD56-E063-37E0000ACB16"",""50C5D5A4-FE7C-DD56-E063-37E0000ACB16"",""50C5D5A4-FE7D-DD56-E063-37E0000ACB16"",""50C5D5A4-FE7F-DD56-E063-37E0000ACB16""]"
50C5D2FE-6879-E2F2-E063-37E0000AEA58,50C5D2FE-686F-E2F2-E063-37E0000AEA58,2026-05-01T17:26:42.228923Z,2026-05-01T17:27:02.242765Z,"[""50C5D2FE-6873-E2F2-E063-37E0000AEA58"",""50C5D2FE-6874-E2F2-E063-37E0000AEA58"",""50C5D2FE-6875-E2F2-E063-37E0000AEA58"",""50C5D2FE-6878-E2F2-E063-37E0000AEA58""]"
50C5D2FE-6882-E2F2-E063-37E0000AEA58,50C5D2FE-686F-E2F2-E063-37E0000AEA58,2026-05-01T17:27:34.594476Z,2026-05-01T17:27:44.252481Z,"[""50C5D2FE-687D-E2F2-E063-37E0000AEA58"",""50C5D2FE-687E-E2F2-E063-37E0000AEA58"",""50C5D2FE-687F-E2F2-E063-37E0000AEA58"",""50C5D2FE-6881-E2F2-E063-37E0000AEA58""]"
50344989-F6A3-4F07-E063-37E0000A7598,50343F72-F9AE-9066-E063-37E0000A43DE,2026-04-24T11:44:20.633313Z,2026-04-24T11:44:29.730696Z,
50344989-F6A5-4F07-E063-37E0000A7598,50343F72-F9AE-9066-E063-37E0000A43DE,2026-04-24T11:45:05.925664Z,2026-04-24T11:45:11.195167Z,
5034DD5A-AAE4-4C0D-E063-37E0000A5759,50343F72-F9AE-9066-E063-37E0000A43DE,2026-04-24T12:25:24.953502Z,2026-04-24T12:25:51.084181Z,
5036E564-EABF-4D4E-E063-37E0000AC48F,5036E564-EABD-4D4E-E063-37E0000AC48F,2026-04-24T14:52:10.246574Z,2026-04-24T14:52:26.654142Z,
50AAA44C-A93D-54BD-E063-37E0000A3977,50AAA352-6F66-5522-E063-37E0000AA9A0,2026-04-30T08:56:20.412233Z,2026-04-30T08:56:41.124146Z,
50B0869D-E3C9-C331-E063-37E0000A088C,50B08696-83A8-C460-E063-37E0000A314A,2026-04-30T15:57:48.221601Z,2026-04-30T15:57:58.41485Z,"[""50B0869D-E3C7-C331-E063-37E0000A088C"",""50B0869D-E3C8-C331-E063-37E0000A088C""]"
50B12CC2-DFFF-7CE2-E063-37E0000A0823,50B08696-83A8-C460-E063-37E0000A314A,2026-04-30T16:44:15.68934Z,2026-04-30T16:44:23.984401Z,"[""50B12CC2-DFFC-7CE2-E063-37E0000A0823"",""50B12CC2-DFFD-7CE2-E063-37E0000A0823"",""50B12CC2-DFFE-7CE2-E063-37E0000A0823""]"
50C48DD0-F487-51A3-E063-37E0000A352E,50C48C47-DDC3-64CC-E063-37E0000A688B,2026-05-01T15:51:28.379243Z,2026-05-01T15:52:00.280159Z,"[""50C48DD0-F47E-51A3-E063-37E0000A352E"",""50C48DD0-F47F-51A3-E063-37E0000A352E"",""50C48DD0-F480-51A3-E063-37E0000A352E"",""50C48DD0-F484-51A3-E063-37E0000A352E"",""50C48DD0-F486-51A3-E063-37E0000A352E""]"
50C48DD0-F490-51A3-E063-37E0000A352E,50C48C47-DDC3-64CC-E063-37E0000A688B,2026-05-01T15:52:29.20335Z,2026-05-01T15:52:38.843331Z,"[""50C48DD0-F48B-51A3-E063-37E0000A352E"",""50C48DD0-F48C-51A3-E063-37E0000A352E"",""50C48DD0-F48D-51A3-E063-37E0000A352E"",""50C48DD0-F48F-51A3-E063-37E0000A352E""]"
50C48C47-DDCA-64CC-E063-37E0000A688B,50C48C47-DDC3-64CC-E063-37E0000A688B,2026-05-01T15:52:44.740361Z,2026-05-01T15:52:48.882944Z,"[""50C48C47-DDC7-64CC-E063-37E0000A688B"",""50C48C47-DDC8-64CC-E063-37E0000A688B"",""50C48C47-DDC9-64CC-E063-37E0000A688B""]"
