connection_id,from_influencer,to_influencer,connection_type,strength,interaction_count,first_seen,last_interaction
22391,2462,2317,follows,0.789,197,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22392,2473,2615,collaborates,0.668,161,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22393,2550,2551,mentioned,0.582,194,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22394,2259,2349,tagged,0.834,73,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22395,2295,2482,duet,0.635,86,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22396,2625,2593,inspired_by,0.859,17,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22397,2687,2475,follows,0.391,71,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22398,2378,2352,mentioned,0.367,28,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22399,2293,2581,tagged,0.295,81,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22400,2477,2384,duet,0.248,186,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22401,2401,2467,inspired_by,0.75,66,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22402,2686,2514,follows,0.166,98,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22403,2387,2323,tagged,0.959,57,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22404,2358,2614,duet,0.852,72,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22405,2269,2225,inspired_by,0.117,65,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22406,2238,2245,follows,0.714,107,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22407,2422,2227,collaborates,0.292,130,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22408,2328,2447,mentioned,0.447,172,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22409,2487,2266,reshared,0.529,122,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22410,2579,2294,tagged,0.876,171,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22411,2479,2282,duet,0.296,126,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22412,2382,2493,inspired_by,0.721,12,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22413,2519,2269,follows,0.833,74,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22414,2221,2629,collaborates,0.808,176,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22415,2456,2665,mentioned,0.583,137,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22416,2444,2377,reshared,0.387,175,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22417,2369,2434,tagged,0.905,2,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22418,2287,2339,inspired_by,0.961,71,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22419,2512,2409,follows,0.638,5,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22420,2275,2235,collaborates,0.117,44,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22421,2368,2310,mentioned,0.769,8,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22422,2702,2227,reshared,0.367,37,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22423,2446,2315,tagged,0.761,165,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22424,2488,2279,duet,0.675,55,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22425,2349,2665,inspired_by,0.716,149,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22426,2387,2593,follows,0.751,121,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22427,2326,2411,collaborates,0.916,119,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22428,2679,2492,mentioned,0.913,148,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22429,2454,2252,reshared,0.922,59,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22430,2397,2507,inspired_by,0.664,172,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22431,2361,2362,follows,0.792,87,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22432,2608,2584,collaborates,0.841,101,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22433,2492,2535,mentioned,0.667,186,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22434,2342,2535,tagged,0.208,198,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22435,2373,2624,duet,0.711,28,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22436,2640,2291,inspired_by,0.48,136,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22437,2406,2398,follows,0.521,98,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22438,2544,2549,collaborates,0.126,147,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22439,2371,2576,mentioned,0.323,9,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22440,2567,2485,reshared,0.303,3,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22441,2414,2281,tagged,0.407,25,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22442,2431,2375,inspired_by,0.999,28,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22443,2269,2367,collaborates,0.997,45,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22444,2385,2540,mentioned,0.701,173,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22445,2675,2310,reshared,0.98,190,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22446,2564,2269,inspired_by,0.397,158,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22447,2644,2295,collaborates,0.909,79,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22448,2230,2342,mentioned,0.339,8,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22449,2321,2657,reshared,0.893,64,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22450,2365,2381,tagged,0.168,158,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22451,2669,2550,duet,0.411,74,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22452,2385,2349,inspired_by,0.641,25,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22453,2364,2442,follows,0.96,150,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22454,2591,2524,collaborates,0.376,39,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22455,2610,2497,mentioned,0.334,189,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22456,2427,2342,reshared,0.992,79,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22457,2340,2654,tagged,0.113,47,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22458,2392,2389,duet,0.327,124,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22459,2593,2549,inspired_by,0.244,196,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22460,2574,2337,follows,0.284,31,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22461,2503,2637,collaborates,0.229,155,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22462,2450,2294,reshared,0.34,141,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22463,2495,2255,tagged,0.267,31,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22464,2496,2403,duet,0.642,133,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22465,2505,2636,inspired_by,0.769,12,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22466,2283,2280,follows,0.761,96,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22467,2641,2469,collaborates,0.413,78,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22468,2430,2420,mentioned,0.751,58,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22469,2616,2331,reshared,0.458,140,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22470,2236,2362,tagged,0.945,180,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22471,2419,2438,duet,0.799,67,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22472,2688,2649,collaborates,0.332,147,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22473,2264,2498,mentioned,0.456,176,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22474,2486,2698,reshared,0.995,75,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22475,2365,2501,tagged,0.869,119,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22476,2531,2484,duet,0.611,198,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22477,2367,2473,inspired_by,0.454,32,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22478,2649,2411,follows,0.817,189,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22479,2450,2493,collaborates,0.19,78,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22480,2361,2693,mentioned,0.121,179,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22481,2608,2605,reshared,0.624,115,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22482,2356,2677,tagged,0.35,138,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22483,2232,2526,duet,0.938,135,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22484,2373,2329,inspired_by,0.377,76,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22485,2352,2249,collaborates,0.714,109,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22486,2291,2460,mentioned,0.346,165,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22487,2688,2230,reshared,0.347,18,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22488,2299,2384,inspired_by,0.852,37,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22489,2511,2275,follows,0.392,185,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22490,2304,2686,collaborates,0.314,108,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22491,2239,2564,mentioned,0.497,187,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22492,2365,2638,reshared,0.459,48,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22493,2256,2272,duet,0.631,155,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22494,2254,2698,inspired_by,0.721,124,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22495,2674,2563,follows,0.125,173,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22496,2303,2224,collaborates,0.524,60,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22497,2451,2468,mentioned,0.431,1,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22498,2574,2570,reshared,0.12,133,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22499,2418,2448,duet,0.74,44,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22500,2430,2432,inspired_by,0.962,133,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22501,2270,2228,follows,0.591,18,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
22502,2546,2354,collaborates,0.467,39,2026-09-17T13:44:09Z,2026-09-17T13:44:09Z
